timestamp,accept,address,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockopt,ioctl,lseek,madvise,mmap,mprotect,mremap,munmap,newfstat,newlstat,newstat,open,poll,read,readv,recvfrom,select,sendto,setsockopt,shutdown,sigprocmask,socket,writev
2019-05-07 12:32:39,765.0909090909091,310.6545454545454,447.2181818181818,0,314.6181818181818,426.8909090909091,362.29090909090905,393.27272727272725,402.6363636363636,648.3818181818182,1235.8363636363636,462.7272727272727,318.8181818181818,454.16363636363633,0,0,470.58181818181816,395.94545454545454,0,482.2545454545454,426.6545454545454,0,1230.9818181818182,653.6363636363636,488.2181818181818,619.8181818181818,0,415.4181818181818,461.18181818181813,477.99999999999994,485.9272727272727,367.09090909090907,540.3272727272727,526.0545454545454,588.7636363636362
2019-05-07 12:32:36,765.0909090909091,310.6545454545454,447.2181818181818,0,314.6181818181818,426.8909090909091,362.29090909090905,393.27272727272725,402.6363636363636,648.3818181818182,1235.8363636363636,462.7272727272727,318.8181818181818,454.16363636363633,0,0,470.58181818181816,395.94545454545454,0,482.2545454545454,426.6545454545454,0,1230.9818181818182,653.6363636363636,488.2181818181818,619.8181818181818,0,415.4181818181818,461.18181818181813,477.99999999999994,485.9272727272727,367.09090909090907,540.3272727272727,526.0545454545454,588.7636363636362
2019-05-07 12:32:33,761.1818181818181,314.09090909090907,468.32727272727266,0,317.8727272727273,438.2545454545454,352.0363636363636,462.3818181818181,373.94545454545454,690.5454545454545,1359.7818181818182,469.58181818181816,291,469.56363636363636,0,0,557.1272727272727,400.27272727272725,0,452.3999999999999,438.0545454545454,0,1249.8727272727272,623.1272727272727,552.2363636363636,584.2545454545455,0,397.3454545454545,472.98181818181814,474.0363636363636,473.8545454545454,357.12727272727267,522.4363636363636,545.6727272727272,561.9454545454545
2019-05-07 12:32:30,761.1818181818181,314.09090909090907,468.32727272727266,0,317.8727272727273,438.2545454545454,352.0363636363636,462.3818181818181,373.94545454545454,690.5454545454545,1359.7818181818182,469.58181818181816,291,469.56363636363636,0,0,557.1272727272727,400.27272727272725,0,452.3999999999999,438.0545454545454,0,1249.8727272727272,623.1272727272727,552.2363636363636,584.2545454545455,0,397.3454545454545,472.98181818181814,474.0363636363636,473.8545454545454,357.12727272727267,522.4363636363636,545.6727272727272,561.9454545454545
2019-05-07 12:32:27,800.8909090909091,322.10909090909087,434.76363636363635,0,309.0545454545454,448.94545454545454,343.2363636363636,483.10909090909087,359.12727272727267,716.8727272727272,1323.290909090909,466.52727272727265,286.1272727272727,486.6363636363636,0,0,578.4909090909091,404.8545454545454,0,730.6545454545453,501.30909090909086,0,1261.8181818181815,648.2181818181817,515.1999999999999,582.7454545454545,0,373.58181818181816,753.5090909090908,458.58181818181816,729.6545454545453,321.18181818181813,541.2545454545455,533.9090909090909,557.7454545454545
2019-05-07 12:32:24,796.7272727272726,319.6545454545454,471.09090909090907,0,331.6909090909091,452.9272727272727,327.10909090909087,484.79999999999995,361.9090909090909,1000.4363636363636,1371.0727272727272,500.99999999999994,272.8363636363636,507.8727272727272,0,0,811.4909090909091,424.0363636363636,0,735.8,482.2363636363636,0,1269.6909090909091,667.6727272727272,524.9272727272727,605.5818181818181,0,381.9272727272727,780.0181818181817,744.0181818181817,859.7636363636362,325.50909090909084,576.6363636363636,616.1818181818181,585.2727272727273
2019-05-07 12:32:21,796.7272727272726,319.6545454545454,471.09090909090907,0,331.6909090909091,452.9272727272727,327.10909090909087,484.79999999999995,361.9090909090909,1000.4363636363636,1371.0727272727272,500.99999999999994,272.8363636363636,507.8727272727272,0,0,811.4909090909091,424.0363636363636,0,735.8,482.2363636363636,0,1269.6909090909091,667.6727272727272,524.9272727272727,605.5818181818181,0,381.9272727272727,780.0181818181817,744.0181818181817,859.7636363636362,325.50909090909084,576.6363636363636,616.1818181818181,585.2727272727273
2019-05-07 12:32:18,849.1636363636363,342.27272727272725,455.7272727272727,0,284.18181818181813,490.3454545454545,360.94545454545454,490.16363636363633,365.6545454545454,1086.290909090909,1406.8545454545454,502.0181818181818,284.54545454545456,495.10909090909087,0,0,1440.4,441.6545454545454,0,730.5090909090908,489.3818181818181,0,1260.090909090909,672.8545454545454,540.8545454545454,594,0,367.8545454545454,784.9454545454545,740.7272727272726,930.8181818181818,360.1454545454545,595.4545454545455,605.7636363636362,599.2727272727273
2019-05-07 12:32:15,849.1636363636363,342.27272727272725,455.7272727272727,0,284.18181818181813,490.3454545454545,360.94545454545454,490.16363636363633,365.6545454545454,1086.290909090909,1406.8545454545454,502.0181818181818,284.54545454545456,495.10909090909087,0,0,1440.4,441.6545454545454,0,730.5090909090908,489.3818181818181,0,1260.090909090909,672.8545454545454,540.8545454545454,594,0,367.8545454545454,784.9454545454545,740.7272727272726,930.8181818181818,360.1454545454545,595.4545454545455,605.7636363636362,599.2727272727273
2019-05-07 12:32:12,830.6696485390644,304.8419062164767,476.6450299096348,0,284.65972108583793,501.93639884361534,385.6070110365643,421.2803869161258,396.7344860815651,1084.6560846560847,1426.0441098929073,518.3185148820888,252.67732140584377,484.28153239149805,0,0,1494.4635357006491,452.7173221331297,0,753.3409698358153,504.5546282659685,0,1238.986163384789,779.8323605883744,603.9200712740233,610.7747413589337,0,386.1888397970872,758.5956108292879,736.32247859052,1226.840488008873,481.71784941544394,630.4841906216477,593.2289677994145,855.2882779686903
