timestamp,accept,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,gettid,list,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pipe,pread64,pwrite64,read,sigprocmask,syscall,wait,write,yield
2019-05-11 22:29:47,1972.4545454545453,0,1.909090909090909,0,0,0,1.8363636363636362,11.018181818181818,0,1317.5636363636363,0,0,0,0,1.618181818181818,1.8363636363636362,1.9454545454545453,0,0,0,0,0,0,0,2.127272727272727,0,0,278.6727272727273,0
2019-05-11 22:29:44,1592.1090909090906,0,1.909090909090909,0,0,0,1.8363636363636362,11.018181818181818,0,1027.9272727272726,0,0,0,0,1.618181818181818,1.8363636363636362,1.9454545454545453,0,0,0,0,0,0,0,2.127272727272727,0,0,212.16363636363633,0
2019-05-11 22:29:41,1592.1090909090906,0,1.909090909090909,0,0,0,1.8363636363636362,11.018181818181818,0,1027.9272727272726,0,0,0,0,1.618181818181818,1.8363636363636362,1.9454545454545453,0,0,0,0,0,0,0,2.127272727272727,0,0,212.16363636363633,0
2019-05-11 22:29:38,1239.167197017911,0,1.9092644785889628,0,0,0,1.8365305936903356,11.019183562142015,0,679.952722974816,0,0,0,0,1.6183289389944542,1.8365305936903356,1.9456314210382764,0,0,0,0,0,0,0,2.127466133284844,0,0,134.1576506955178,0
2019-05-11 22:29:35,1239.167197017911,0,1.9092644785889628,0,0,0,1.8365305936903356,11.019183562142015,0,679.952722974816,0,0,0,0,1.6183289389944542,1.8365305936903356,1.9456314210382764,0,0,0,0,0,0,0,2.127466133284844,0,0,134.1576506955178,0
2019-05-11 22:29:32,1145.909090909091,0,1.909090909090909,0,0,0,1.8363636363636362,11.018181818181818,0,574.5272727272727,0,0,0,0,1.618181818181818,1.8363636363636362,1.9454545454545453,0,0,0,0,0,0,0,2.127272727272727,0,0,145.56363636363636,0
2019-05-11 22:29:29,1145.948108147421,0,1.9091256204658267,0,0,0,1.836397025400462,11.018382152402772,0,633.6297023582247,0,0,0,0,1.6182112402043674,1.836397025400462,1.945489917998509,0,0,0,0,0,0,0,2.127311405661921,0,0,215.9311987490682,0
2019-05-11 22:29:26,1145.948108147421,0,1.9091256204658267,0,0,0,1.836397025400462,11.018382152402772,0,633.6297023582247,0,0,0,0,1.6182112402043674,1.836397025400462,1.945489917998509,0,0,0,0,0,0,0,2.127311405661921,0,0,215.9311987490682,0
2019-05-11 22:29:23,1514.6727272727271,0,1.909090909090909,0,0,0,1.8363636363636362,11.018181818181818,0,862.4727272727272,0,0,0,0,1.618181818181818,1.8363636363636362,1.9454545454545453,0,0,0,0,0,0,0,2.127272727272727,0,0,343.4545454545454,0
2019-05-11 22:29:20,1514.6727272727271,0,1.909090909090909,0,0,0,1.8363636363636362,11.018181818181818,0,862.4727272727272,0,0,0,0,1.618181818181818,1.8363636363636362,1.9454545454545453,0,0,0,0,0,0,0,2.127272727272727,0,0,343.4545454545454,0
2019-05-11 22:29:17,1945.9999999999998,0,1.909090909090909,0,0,0,1.8363636363636362,11.018181818181818,0,1235.381818181818,0,0,0,0,1.618181818181818,1.8363636363636362,1.9454545454545453,0,0,0,0,0,0,0,2.127272727272727,0,0,342.4545454545454,0
2019-05-11 22:29:14,1994.2181818181816,0,1.909090909090909,0,0,0,1.8363636363636362,11.018181818181818,0,1506.0363636363634,0,0,0,0,1.618181818181818,1.8363636363636362,1.9454545454545453,0,0,0,0,0,0,0,2.127272727272727,0,0,404.50909090909084,0
2019-05-11 22:29:11,1994.2181818181816,0,1.909090909090909,0,0,0,1.8363636363636362,11.018181818181818,0,1506.0363636363634,0,0,0,0,1.618181818181818,1.8363636363636362,1.9454545454545453,0,0,0,0,0,0,0,2.127272727272727,0,0,404.50909090909084,0
2019-05-11 22:29:08,2250.2,0,0,0,0,0,0,0,0,1799.6909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.0363636363636,0
2019-05-11 22:29:05,2250.2,0,0,0,0,0,0,0,0,1799.6909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508.0363636363636,0
2019-05-11 22:29:02,2383.763636363636,0,0,0,0,0,0,0,0,1943.3090909090906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522.0363636363636,0
2019-05-11 22:28:59,2350.090909090909,0,0,0,0,0,0,0,0,1936.690909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.8545454545454,0
2019-05-11 22:28:56,2350.090909090909,0,0,0,0,0,0,0,0,1936.690909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523.8545454545454,0
2019-05-11 22:28:53,2323.054545454545,0,0,0,0,0,0,0,0,1914.1454545454544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524.690909090909,0
2019-05-11 22:28:50,2323.054545454545,0,0,0,0,0,0,0,0,1914.1454545454544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524.690909090909,0
2019-05-11 22:28:47,2416.781818181818,0,0,0,0,0,0,0,0,1917.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,548.7454545454545,0
