timestamp,accept,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,newuname,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,write
2019-05-07 12:29:43,451.32727272727266,207.63636363636363,0,174.89090909090908,180.58181818181816,218.23636363636362,210.09090909090907,236.79999999999998,286.3818181818181,896.3454545454546,135.3272727272727,180.45454545454544,243.78181818181818,294,340.50909090909084,143.69090909090906,0,0.1636363636363636,0,242.6181818181818,0,1274.890909090909,0,218.76363636363632,309.49090909090904,225.87272727272727,190.87272727272727,235.45454545454544,492.3636363636363,214.47272727272727,299.8,136.9272727272727,255.4181818181818,284.98181818181814
2019-05-07 12:29:40,496.8363636363636,200.85454545454544,0,246.1090909090909,178.18181818181816,216.76363636363632,216.54545454545453,233.8181818181818,267.6545454545454,924.9818181818181,136.6,185.34545454545454,250.0181818181818,258.3090909090909,320.52727272727276,159.67272727272726,0,0.1636363636363636,0,251.54545454545453,0,1235.581818181818,0,190.89090909090908,309.4363636363636,272.0363636363636,221.03636363636363,220.89090909090908,441.1454545454545,246.76363636363632,290.56363636363636,121.45454545454545,235.0181818181818,248.58181818181816
2019-05-07 12:29:37,424.76363636363635,192.16363636363633,0,269.3272727272727,153.8181818181818,202.4181818181818,191.2,241.07272727272726,268.2,896.2181818181817,137,174.49090909090907,216.3272727272727,258.5090909090909,337.54545454545456,134.76363636363635,0,0.6545454545454544,0,230.89090909090908,0,1200.709090909091,0,190.89090909090908,283.1454545454545,268.4363636363636,220.59999999999997,204.76363636363632,431.3818181818181,226.8181818181818,316.50909090909084,96.25454545454545,233.85454545454544,245.9272727272727
2019-05-07 12:29:34,424.76363636363635,192.16363636363633,0,269.3272727272727,153.8181818181818,202.4181818181818,191.2,241.07272727272726,268.2,896.2181818181817,137,174.49090909090907,216.3272727272727,258.5090909090909,337.54545454545456,134.76363636363635,0,0.6545454545454544,0,230.89090909090908,0,1200.709090909091,0,190.89090909090908,283.1454545454545,268.4363636363636,220.59999999999997,204.76363636363632,431.3818181818181,226.8181818181818,316.50909090909084,96.25454545454545,233.85454545454544,245.9272727272727
2019-05-07 12:29:31,482.2363636363636,231.34545454545454,0,229.58181818181816,170.85454545454544,194.47272727272727,151.76363636363638,255.36363636363635,243.3090909090909,943.6727272727272,189.56363636363633,154.7090909090909,247.8181818181818,217.07272727272726,329.1454545454545,177.6,0,0.8181818181818181,0,237.67272727272726,0,1221.4545454545453,0,201.9090909090909,301.7090909090909,277.30909090909086,230.29090909090908,161.27272727272728,438.12727272727267,261.3090909090909,332.96363636363634,116.3090909090909,233.83636363636364,226.7272727272727
2019-05-07 12:29:28,482.2363636363636,231.34545454545454,0,229.58181818181816,170.85454545454544,194.47272727272727,151.76363636363638,255.36363636363635,243.3090909090909,943.6727272727272,189.56363636363633,154.7090909090909,247.8181818181818,217.07272727272726,329.1454545454545,177.6,0,0.8181818181818181,0,237.67272727272726,0,1221.4545454545453,0,201.9090909090909,301.7090909090909,277.30909090909086,230.29090909090908,161.27272727272728,438.12727272727267,261.3090909090909,332.96363636363634,116.3090909090909,233.83636363636364,226.7272727272727
2019-05-07 12:29:25,495.50909090909084,208.14545454545453,0,246.1090909090909,216.59999999999997,221.56363636363633,127.9090909090909,253.83636363636361,210.18181818181816,1006.8727272727272,203.23636363636362,142.94545454545454,220.5272727272727,207.19999999999996,328.6909090909091,170.74545454545452,0,0.8181818181818181,0,224.63636363636363,0,1250.2,0,249.98181818181817,289.29090909090905,277.27272727272725,221.3272727272727,155.09090909090907,478.49090909090904,272.2363636363636,360.9272727272727,103.98181818181817,243.8181818181818,194.98181818181817
2019-05-07 12:29:22,533.2545454545455,201.34545454545454,0,244.7090909090909,207.47272727272727,260.79999999999995,147.3272727272727,284.8727272727273,210.67272727272726,982.5272727272727,217.67272727272726,150.29090909090908,232.25454545454542,215.34545454545454,292.1454545454545,203.27272727272728,0,1.4545454545454544,0,206.59999999999997,0,1230.0727272727272,0,248.16363636363633,288,266.3636363636363,198.5272727272727,164.07272727272726,446.76363636363635,270.3090909090909,376.6363636363636,125.07272727272726,226.99999999999997,184.89090909090908
2019-05-07 12:29:19,533.2545454545455,201.34545454545454,0,244.7090909090909,207.47272727272727,260.79999999999995,147.3272727272727,284.8727272727273,210.67272727272726,982.5272727272727,217.67272727272726,150.29090909090908,232.25454545454542,215.34545454545454,292.1454545454545,203.27272727272728,0,1.4545454545454544,0,206.59999999999997,0,1230.0727272727272,0,248.16363636363633,288,266.3636363636363,198.5272727272727,164.07272727272726,446.76363636363635,270.3090909090909,376.6363636363636,125.07272727272726,226.99999999999997,184.89090909090908
2019-05-07 12:29:16,611.3636363636363,241.18181818181816,0,228.5090909090909,224.56363636363633,260.8181818181818,154.78181818181818,279.2363636363636,235.3272727272727,1000.5090909090908,220.76363636363632,150.2,238.7272727272727,175.8,307.09090909090907,185.36363636363635,0,1.2909090909090908,0,230.67272727272726,0,1260.1636363636362,0,309.0181818181818,258.9090909090909,270.5272727272727,212.23636363636362,227.05454545454543,449.1454545454545,281.29090909090905,359.30909090909086,136.27272727272728,248.27272727272728,210.18181818181816
