timestamp,accept,bind,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,madvise,mmap,mprotect,munmap,newfstat,newstat,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,syscall,write
2019-05-08 19:58:44,480.27272727272725,141.7090909090909,197.83636363636364,196.25454545454542,274.2,203.29090909090908,302.47272727272724,271.3818181818182,960.5090909090908,248.49090909090907,200.87272727272727,176.07272727272726,285.78181818181815,314.6363636363636,54.70909090909091,0,8.181818181818182,0,204.4,1447.1272727272726,224.85454545454544,258.9272727272727,275.6181818181818,225.4181818181818,192.3090909090909,522.8727272727272,348.78181818181815,374.47272727272724,111.7090909090909,183.54545454545453,0,309.3636363636363
2019-05-08 19:58:41,512.9090909090909,147.69090909090906,243.3272727272727,193.94545454545454,288.0181818181818,229.1272727272727,314.0363636363636,287.0363636363636,970.8363636363636,266.7272727272727,201.96363636363634,186.69090909090906,323.2363636363636,316.6,75.72727272727272,0,8.381818181818181,0,185.5090909090909,1457.490909090909,202.47272727272727,279.7090909090909,293.6909090909091,198.07272727272726,153.05454545454543,543.9636363636363,369.56363636363636,427.99999999999994,111.36363636363635,163.8181818181818,0,313
2019-05-08 19:58:38,512.9090909090909,147.69090909090906,243.3272727272727,193.94545454545454,288.0181818181818,229.1272727272727,314.0363636363636,287.0363636363636,970.8363636363636,266.7272727272727,201.96363636363634,186.69090909090906,323.2363636363636,316.6,75.72727272727272,0,8.381818181818181,0,185.5090909090909,1457.490909090909,202.47272727272727,279.7090909090909,293.6909090909091,198.07272727272726,153.05454545454543,543.9636363636363,369.56363636363636,427.99999999999994,111.36363636363635,163.8181818181818,0,313
2019-05-08 19:58:35,549.6545454545454,124.14545454545454,237.99999999999997,233.3090909090909,278.58181818181816,253.09090909090907,313.8727272727273,306.27272727272725,945.690909090909,295.1454545454545,190.49090909090907,213.0181818181818,287.3272727272727,315.27272727272725,91.47272727272727,0,26.236363636363635,0,176.29090909090908,1423.4727272727273,203.76363636363632,295.1454545454545,316.3272727272727,157.5090909090909,150.05454545454543,564.6363636363636,345.07272727272726,427.52727272727265,110.92727272727272,169.85454545454544,0,291.8181818181818
2019-05-08 19:58:32,499.2545454545454,137.29090909090908,236.7272727272727,216.14545454545453,267.6545454545454,224.79999999999998,262.3090909090909,303.76363636363635,938.7818181818182,304.3636363636363,186.43636363636364,183.25454545454542,248.07272727272726,274.76363636363635,91.72727272727272,0,26.018181818181816,0,205.38181818181818,1381.2545454545455,194.36363636363635,279.8,315.52727272727276,136.6,149.29090909090908,619.5090909090908,305.4363636363636,439.76363636363635,64.23636363636363,149.74545454545452,0,289.92727272727274
2019-05-08 19:58:29,499.2545454545454,137.29090909090908,236.7272727272727,216.14545454545453,267.6545454545454,224.79999999999998,262.3090909090909,303.76363636363635,938.7818181818182,304.3636363636363,186.43636363636364,183.25454545454542,248.07272727272726,274.76363636363635,91.72727272727272,0,26.018181818181816,0,205.38181818181818,1381.2545454545455,194.36363636363635,279.8,315.52727272727276,136.6,149.29090909090908,619.5090909090908,305.4363636363636,439.76363636363635,64.23636363636363,149.74545454545452,0,289.92727272727274
2019-05-08 19:58:26,548.2181818181817,148.5090909090909,238.4181818181818,215.74545454545452,270.98181818181814,221.1090909090909,246.79999999999998,297.8,940.6363636363636,280,202.87272727272727,173.23636363636362,258.96363636363634,275.4181818181818,111.59999999999998,0,26.018181818181816,0,181.4181818181818,1378.5454545454545,189.3272727272727,326,302.07272727272726,137.5272727272727,149.94545454545454,566.8,304.74545454545455,433.3999999999999,59.32727272727273,153.56363636363636,0,297.30909090909086
2019-05-08 19:58:23,548.2181818181817,148.5090909090909,238.4181818181818,215.74545454545452,270.98181818181814,221.1090909090909,246.79999999999998,297.8,940.6363636363636,280,202.87272727272727,173.23636363636362,258.96363636363634,275.4181818181818,111.59999999999998,0,26.018181818181816,0,181.4181818181818,1378.5454545454545,189.3272727272727,326,302.07272727272726,137.5272727272727,149.94545454545454,566.8,304.74545454545455,433.3999999999999,59.32727272727273,153.56363636363636,0,297.30909090909086
2019-05-08 19:58:20,519.0727272727272,133.18181818181816,219.9272727272727,249.94545454545454,294.96363636363634,226.54545454545453,237.63636363636363,293.6545454545454,952.8545454545454,295.47272727272724,196.2181818181818,182.56363636363633,259.78181818181815,284.0545454545454,117.49090909090908,0,36.63636363636363,0,200.7272727272727,1378.2181818181816,199.9090909090909,323.8909090909091,293.0545454545454,142.83636363636364,168.34545454545454,550.290909090909,341.6545454545454,429.10909090909087,81.54545454545453,160.25454545454542,0,298.6
2019-05-08 19:58:17,548.5818181818181,150.3090909090909,245.19999999999996,248.94545454545454,325.4363636363636,225.34545454545454,239.25454545454542,296.2363636363636,963.3090909090909,299.4363636363636,187.36363636363635,180.6,306,330.1272727272727,156.67272727272726,0,37.18181818181817,0,217.8181818181818,1333.1818181818182,201.25454545454542,340.16363636363633,270.96363636363634,137.8,205.05454545454543,490.79999999999995,360.2,406.58181818181816,82.69090909090909,161.6181818181818,0,315.4181818181818
