timestamp,accept,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,gettid,list,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pipe,pread64,pwrite64,read,sigprocmask,syscall,wait,write,yield
2019-05-12 05:56:02,4174.181818181818,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6546.490909090909,0,0,0,0,21.690909090909088,254.29090909090908,605.7818181818182,0,0,0,0,3332.090909090909,3865.254545454545,6178,54.945454545454545,0,5443.2363636363625,4080.7272727272725,219.05454545454543
2019-05-12 05:55:59,4085.1999999999994,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6735.181818181818,0,0,0,0,21.690909090909088,188.6181818181818,594.4181818181818,0,0,0,0,3555.4363636363632,3763.0181818181813,6154.6,54.945454545454545,0,5678.6909090909085,4254.418181818181,306.8181818181818
2019-05-12 05:55:56,4085.1999999999994,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6735.181818181818,0,0,0,0,21.690909090909088,188.6181818181818,594.4181818181818,0,0,0,0,3555.4363636363632,3763.0181818181813,6154.6,54.945454545454545,0,5678.6909090909085,4254.418181818181,306.8181818181818
2019-05-12 05:55:53,4041.6545454545453,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6654.10909090909,0,0,0,0,21.690909090909088,188.6181818181818,667.7272727272726,0,0,0,0,3521.981818181818,3882.7454545454543,6143.090909090909,54.945454545454545,0,5762.345454545454,4443.527272727272,306.8181818181818
2019-05-12 05:55:50,4041.6545454545453,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6654.10909090909,0,0,0,0,21.690909090909088,188.6181818181818,667.7272727272726,0,0,0,0,3521.981818181818,3882.7454545454543,6143.090909090909,54.945454545454545,0,5762.345454545454,4443.527272727272,306.8181818181818
2019-05-12 05:55:47,4268.218181818182,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6716.127272727273,0,0,0,0,21.690909090909088,230.0181818181818,663.290909090909,0,0,0,0,3638.981818181818,3884.472727272727,6066.545454545454,54.945454545454545,0,5731.418181818181,4488.981818181817,359.4545454545454
2019-05-12 05:55:44,4271.472727272727,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6901.036363636363,0,0,0,0,21.690909090909088,232.2181818181818,734.4909090909091,0,0,0,0,3910.1454545454544,3943.1999999999994,6486.036363636363,54.945454545454545,0,6114.490909090909,4554.890909090909,256.4
2019-05-12 05:55:41,4271.472727272727,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6901.036363636363,0,0,0,0,21.690909090909088,232.2181818181818,734.4909090909091,0,0,0,0,3910.1454545454544,3943.1999999999994,6486.036363636363,54.945454545454545,0,6114.490909090909,4554.890909090909,256.4
2019-05-12 05:55:38,4104.999999999999,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6811.454545454545,0,0,0,0,21.690909090909088,232.2181818181818,734.4909090909091,0,0,0,0,3764.9999999999995,4099.745454545455,6750.945454545454,54.945454545454545,0,6105.545454545454,4515.309090909091,256.4
2019-05-12 05:55:35,4104.999999999999,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6811.454545454545,0,0,0,0,21.690909090909088,232.2181818181818,734.4909090909091,0,0,0,0,3764.9999999999995,4099.745454545455,6750.945454545454,54.945454545454545,0,6105.545454545454,4515.309090909091,256.4
2019-05-12 05:55:32,4049.9272727272723,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6817.199999999999,0,0,0,0,21.690909090909088,232.2181818181818,765.7272727272726,0,0,0,0,3854.1272727272726,4006.109090909091,6636.636363636363,54.945454545454545,0,6148.7818181818175,4475.981818181817,256.4
2019-05-12 05:55:29,4294.290909090909,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6887.999999999999,0,0,0,0,21.690909090909088,322.56363636363636,821.6545454545453,0,0,0,0,3804.9272727272723,4026.054545454545,6562.999999999999,54.945454545454545,0,6330.090909090909,4494.1454545454535,321.49090909090904
2019-05-12 05:55:26,4294.290909090909,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6887.999999999999,0,0,0,0,21.690909090909088,322.56363636363636,821.6545454545453,0,0,0,0,3804.9272727272723,4026.054545454545,6562.999999999999,54.945454545454545,0,6330.090909090909,4494.1454545454535,321.49090909090904
2019-05-12 05:55:23,4178.436363636363,0,43.418181818181814,0,0,0,121.72727272727272,76.43636363636364,0,6993.199999999999,0,0,0,0,21.690909090909088,322.56363636363636,821.0181818181817,0,0,0,0,3979.854545454545,4089.3454545454542,6621.999999999999,54.945454545454545,0,6141.327272727272,4601.327272727272,265.2181818181818
