timestamp,accept,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,sendto,sigprocmask,socket,syscall,tgkill,wait,write,yield
2019-05-11 12:26:23,214.1272727272727,0,0,0,0,0,0,0,0,280.92727272727274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.8181818181818,0
2019-05-11 12:26:20,214.1272727272727,0,0,0,0,0,0,0,0,280.92727272727274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.8181818181818,0
2019-05-11 12:26:17,171,0,0,0,0,0,0,0,0,229.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.54545454545453,0
2019-05-11 12:26:14,162.54545454545453,0,0,0,0,0,0,0,0,144.54545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.90909090909091,0
2019-05-11 12:26:11,162.54545454545453,0,0,0,0,0,0,0,0,144.54545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.90909090909091,0
2019-05-11 12:26:08,117.85454545454544,0,0,0,0,0,0,0,0,146.27272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.81818181818182,0
2019-05-11 12:26:05,117.85454545454544,0,0,0,0,0,0,0,0,146.27272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.81818181818182,0
2019-05-11 12:26:02,115.07272727272726,0,0,0,0,0,0,0,0,145.7272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.49090909090909,0
2019-05-11 12:25:59,117.49090909090908,0,0,0,0,0,0,0,0,150.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.90909090909091,0
2019-05-11 12:25:56,117.49090909090908,0,0,0,0,0,0,0,0,150.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.90909090909091,0
2019-05-11 12:25:53,115.07272727272726,0,0,0,0,0,0,0,0,152.0181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,0
2019-05-11 12:25:50,115.07272727272726,0,0,0,0,0,0,0,0,152.0181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,0
2019-05-11 12:25:47,115.3090909090909,0,0,0,0,0,0,0,0,152.87272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.890909090909087,0
2019-05-11 12:25:44,116.78181818181817,0,0,0,0,0,0,0,0,152.56363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.999999999999996,0
2019-05-11 12:25:41,116.78181818181817,0,0,0,0,0,0,0,0,152.56363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.999999999999996,0
2019-05-11 12:25:38,115.87272727272726,0,0,0,0,0,0,0,0,153.83636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.30909090909091,0
2019-05-11 12:25:35,115.87272727272726,0,0,0,0,0,0,0,0,153.83636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.30909090909091,0
2019-05-11 12:25:32,113.78181818181817,0,0,0,0,0,0,0,0,153.27272727272728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.636363636363633,0
2019-05-11 12:25:29,110.27272727272727,0,0,0,0,0,0,0,0,151.94545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.254545454545454,0
2019-05-11 12:25:26,110.27272727272727,0,0,0,0,0,0,0,0,151.94545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.254545454545454,0
2019-05-11 12:25:23,111.3090909090909,0,0,0,0,0,0,0,0,154.2181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.763636363636362,0
2019-05-11 12:25:20,111.3090909090909,0,0,0,0,0,0,0,0,154.2181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.763636363636362,0
2019-05-11 12:25:17,111.03636363636363,0,0,0,0,0,0,0,0,155.43636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.236363636363636,0
2019-05-11 12:25:14,129.16363636363636,0,24.14545454545454,0,0,0,0,0,0,168.34545454545454,0,0,0,0,0,0,1.818181818181818,0,0,1.8545454545454545,0,0,0,0,0,0,0,0,12.636363636363635,0,0,0,0,0,0,0,5.345454545454545,0
2019-05-11 12:25:11,129.16363636363636,0,24.14545454545454,0,0,0,0,0,0,168.34545454545454,0,0,0,0,0,0,1.818181818181818,0,0,1.8545454545454545,0,0,0,0,0,0,0,0,12.636363636363635,0,0,0,0,0,0,0,5.345454545454545,0
