timestamp,accept,clone,close,connect,create,ctl,dup2,exit,fcntl,fsync,ftruncate,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,nanosleep,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,rename,sendto,setsockopt,sigprocmask,socket,syscall,unlink,wait,write,yield
2019-05-12 01:41:51,3028.5272727272727,0,121.3090909090909,0,0,0,179.5272727272727,89.43636363636364,0,0,0,4685.10909090909,0,0,0,0,0,0,120.09090909090908,79.65454545454546,557.4909090909091,1538.7090909090907,57.563636363636355,0,106.94545454545454,0,83.83636363636363,0,0,3011.6,2819.8,5340.563636363636,0,0,0,0,53.65454545454545,0,0,0,4848.436363636364,2569.7454545454543,165.07272727272726
2019-05-12 01:41:48,3378.9636363636364,0,121.3090909090909,0,0,0,179.5272727272727,89.43636363636364,0,0,0,5386.581818181818,0,0,0,0,0,0,120.09090909090908,79.65454545454546,637.1636363636363,1872.6181818181817,57.563636363636355,0,106.94545454545454,0,83.83636363636363,0,0,3378.472727272727,3214.0181818181813,6033.8,0,0,0,0,53.65454545454545,0,0,0,5378.836363636363,2961.218181818181,208.1272727272727
2019-05-12 01:41:45,3378.9636363636364,0,121.3090909090909,0,0,0,179.5272727272727,89.43636363636364,0,0,0,5386.581818181818,0,0,0,0,0,0,120.09090909090908,79.65454545454546,637.1636363636363,1872.6181818181817,57.563636363636355,0,106.94545454545454,0,83.83636363636363,0,0,3378.472727272727,3214.0181818181813,6033.8,0,0,0,0,53.65454545454545,0,0,0,5378.836363636363,2961.218181818181,208.1272727272727
2019-05-12 01:41:42,3898.4181818181814,0,121.3090909090909,0,0,0,179.5272727272727,89.43636363636364,0,0,0,6224.054545454545,0,0,0,0,0,0,120.09090909090908,79.65454545454546,577.1636363636363,2462.9090909090905,57.563636363636355,0,106.94545454545454,0,83.83636363636363,0,0,3883.1272727272726,3572.7090909090907,6801.563636363636,0,0,0,0,53.65454545454545,0,0,0,5906.163636363636,3447.509090909091,208.1272727272727
2019-05-12 01:41:39,4432.018181818182,0,121.3090909090909,0,0,0,179.5272727272727,89.43636363636364,0,0,0,6876.6909090909085,0,0,0,0,0,0,120.09090909090908,79.65454545454546,577.1636363636363,2650.5272727272727,57.563636363636355,0,106.94545454545454,0,83.83636363636363,0,0,4434.436363636364,3974.4909090909086,7637.618181818181,0,0,0,0,53.65454545454545,0,0,0,6584.345454545454,4091.0181818181813,208.1272727272727
2019-05-12 01:41:36,4432.018181818182,0,121.3090909090909,0,0,0,179.5272727272727,89.43636363636364,0,0,0,6876.6909090909085,0,0,0,0,0,0,120.09090909090908,79.65454545454546,577.1636363636363,2650.5272727272727,57.563636363636355,0,106.94545454545454,0,83.83636363636363,0,0,4434.436363636364,3974.4909090909086,7637.618181818181,0,0,0,0,53.65454545454545,0,0,0,6584.345454545454,4091.0181818181813,208.1272727272727
2019-05-12 01:41:33,4920.4,0,121.3090909090909,0,0,0,179.5272727272727,89.43636363636364,0,0,0,7773.218181818182,0,0,0,0,0,0,120.09090909090908,79.65454545454546,676.7818181818182,3153.4909090909086,57.563636363636355,0,106.94545454545454,0,83.83636363636363,0,0,4854.018181818182,4565.072727272726,8277.363636363636,0,0,0,0,53.65454545454545,0,0,0,7251.745454545454,4605.50909090909,270.5090909090909
2019-05-12 01:41:30,4920.4,0,121.3090909090909,0,0,0,179.5272727272727,89.43636363636364,0,0,0,7773.218181818182,0,0,0,0,0,0,120.09090909090908,79.65454545454546,676.7818181818182,3153.4909090909086,57.563636363636355,0,106.94545454545454,0,83.83636363636363,0,0,4854.018181818182,4565.072727272726,8277.363636363636,0,0,0,0,53.65454545454545,0,0,0,7251.745454545454,4605.50909090909,270.5090909090909
2019-05-12 01:41:27,5014.236363636363,0,38.96363636363636,0,0,0,81.32727272727271,28.727272727272727,0,0,0,8227.90909090909,0,0,0,0,0,0,108.43636363636364,67.23636363636363,572.3818181818182,3350.3636363636365,40.4,0,106.94545454545454,0,83.83636363636363,0,0,5285.272727272726,4938.054545454545,8811.290909090907,0,0,0,0,42,0,0,0,7829.418181818181,5052.490909090909,270.5090909090909
2019-05-12 01:41:24,5123.436363636364,0,0,0,0,0,0,0,0,0,0,8423.636363636362,0,0,0,0,0,0,0,0,631.0363636363636,3353.163636363636,0,0,0,0,0,0,0,5409.8727272727265,5126.10909090909,8877.690909090908,0,0,0,0,0,0,0,0,7825.472727272727,5243.127272727273,402.8545454545454
2019-05-12 01:41:21,5123.436363636364,0,0,0,0,0,0,0,0,0,0,8423.636363636362,0,0,0,0,0,0,0,0,631.0363636363636,3353.163636363636,0,0,0,0,0,0,0,5409.8727272727265,5126.10909090909,8877.690909090908,0,0,0,0,0,0,0,0,7825.472727272727,5243.127272727273,402.8545454545454
2019-05-12 01:41:18,4907.272727272726,0,0,0,0,0,0,0,0,0,0,8499.127272727272,0,0,0,0,0,0,0,0,590.2181818181817,3321.254545454545,0,0,0,0,0,0,0,5159.6,5213.418181818181,8858.927272727273,0,0,0,0,0,0,0,0,7969.6909090909085,5046.6,293.6363636363636
2019-05-12 01:41:15,4907.272727272726,0,0,0,0,0,0,0,0,0,0,8499.127272727272,0,0,0,0,0,0,0,0,590.2181818181817,3321.254545454545,0,0,0,0,0,0,0,5159.6,5213.418181818181,8858.927272727273,0,0,0,0,0,0,0,0,7969.6909090909085,5046.6,293.6363636363636
2019-05-12 01:41:12,5076.581818181818,0,0,0,0,0,0,0,0,0,0,8744.327272727272,0,0,0,0,0,0,0,0,590.2181818181817,2910.4,0,0,0,0,0,0,0,5169.363636363636,5404.418181818181,8506.927272727273,0,0,0,0,0,0,0,0,7818.490909090909,5234.618181818181,293.6363636363636
