$ python steady_state_analyzer.py -c experiments/nethermind/experiment_config_nethermind.ini --host http://localhost:9090 --start 2022-12-15T05:00:00Z --end 2022-12-15T10:00:00Z -a [unknown]
+--------------+-------------+------------------+----------------------+------------------------------+------------------------+
| Syscall Name |  Error Code | Samples in Total | Invocations in Total |         Failure Rate         |        Variance        |
+--------------+-------------+------------------+----------------------+------------------------------+------------------------+
|   accept4    |    EAGAIN   |       1201       |        127426        | 0.984127, 0.996663, 1.000000 | 3.492255702046253e-05  |
|   accept4    |   SUCCESS   |        -         |         431          |              -               |           -            |
|    access    |    ENOENT   |        1         |          2           | 1.000000, 1.000000, 1.000000 |          0.0           |
|    access    |   SUCCESS   |        -         |          0           |              -               |           -            |
|   connect    | EINPROGRESS |       692        |         3041         | 1.000000, 1.000000, 1.000000 |          0.0           |
|   connect    |   SUCCESS   |        -         |          0           |              -               |           -            |
|    futex     |    EAGAIN   |       1201       |       5412794        | 0.034303, 0.039865, 0.045884 | 1.2771666462879584e-05 |
|    futex     |  ETIMEDOUT  |       1201       |        838677        | 0.004581, 0.006441, 0.008322 | 3.157799789016608e-06  |
|    futex     |   SUCCESS   |        -         |      128124646       |              -               |           -            |
|   recvfrom   |    EAGAIN   |       1201       |       13822031       | 0.450927, 0.454417, 0.457815 | 4.459572698423881e-06  |
|   recvfrom   |  ECONNRESET |       296        |         489          | 0.000030, 0.000067, 0.000148 | 1.7397361608684121e-09 |
|   recvfrom   |   SUCCESS   |        -         |       16595172       |              -               |           -            |
|   recvmsg    |    EAGAIN   |       1201       |        326682        | 0.751812, 0.810888, 0.866920 |  0.001145164861494072  |
|   recvmsg    |   SUCCESS   |        -         |        75948         |              -               |           -            |
|   sendmsg    |    EAGAIN   |       159        |         987          | 0.000976, 0.002180, 0.004338 | 1.3573927651447169e-06 |
|   sendmsg    |  ECONNRESET |        28        |          28          | 0.000296, 0.000345, 0.000374 | 6.003553288401793e-10  |
|   sendmsg    |   SUCCESS   |        -         |       3476500        |              -               |           -            |
|   shutdown   |   ENOTCONN  |       305        |         520          | 0.008078, 0.015464, 0.035468 | 0.00010035902263564113 |
|   shutdown   |   SUCCESS   |        -         |        129645        |              -               |           -            |
|    unlink    |    ENOENT   |        1         |          2           | 0.222222, 0.222222, 0.222222 |          0.0           |
|    unlink    |   SUCCESS   |        -         |         240          |              -               |           -            |
+--------------+-------------+------------------+----------------------+------------------------------+------------------------+
+----------------------------------------------------------+----------------------+------------------------+-----------------------+------------------------+
|                       Metric Name                        |         Min          |          Mean          |          Max          |        Variance        |
+----------------------------------------------------------+----------------------+------------------------+-----------------------+------------------------+
|                dotnet_total_memory_bytes                 |      5299811.2       |   33414375.74199279    |   167665879.46666667  |   2746776243776264.0   |
|         nethermind_already_connected_disconnects         |         0.0          |  0.01565362198168191   |  0.13333333333333333  |  0.001797706278166296  |
|                  nethermind_au_ra_step                   |         0.0          |          0.0           |          0.0          |          0.0           |
|             nethermind_block_infos_db_reads              | 0.06666666666666667  |   0.2925339994449054   |          0.4          |   1.2606353495934126   |
|             nethermind_block_infos_db_writes             | 0.26666666666666666  |   0.3311129614210382   |   0.5333333333333333  |  0.013391313819419704  |
|               nethermind_blockhash_opcode                |         0.0          |   0.0815986677768528   |          0.2          |  0.05690350402634981   |
|                    nethermind_blocks                     | 0.06666666666666667  |  0.08265334443519316   |  0.13333333333333333  | 0.0009064207680265227  |
|                nethermind_blocks_db_reads                | 0.06666666666666667  |    8.08776019983347    |   24.133333333333333  |   155.25929046853923   |
|               nethermind_blocks_db_writes                | 0.06666666666666667  |  0.08270885373300053   |  0.13333333333333333  | 0.0008713372895455515  |
|                 nethermind_blocks_sealed                 |         0.0          |          0.0           |          0.0          |          0.0           |
|                nethermind_bloom_db_reads                 |         0.0          |          0.0           |          0.0          |          0.0           |
|                nethermind_bloom_db_writes                | 0.06666666666666667  |  0.08265334443519316   |  0.13333333333333333  | 0.0009064207680265227  |
|              nethermind_bn256add_precompile              |         0.0          |  0.028642797668609485  |          0.0          |  0.046584530469220176  |
|              nethermind_bn256mul_precompile              |         0.0          |  0.029086872051068552  |          0.0          |  0.04877926611408543   |
|            nethermind_bn256pairing_precompile            |         0.0          | 0.0018873161254510133  |          0.0          | 0.00012966035258032982 |
|        nethermind_breach_of_protocol_disconnects         |         0.0          | 5.550929780738274e-05  |          0.0          | 3.697538571682874e-06  |
|               nethermind_bundles_received                |         0.0          |          0.0           |          0.0          |          0.0           |
|               nethermind_bundles_simulated               |         0.0          |          0.0           |          0.0          |          0.0           |
|              nethermind_cached_nodes_count               |  195.46666666666667  |   1195.0283652511785   |   954.5333333333333   |   54129383.06927029    |
|                     nethermind_calls                     |  16.333333333333332  |   45.24390785456561    |          89.4         |   587.8877381193657    |
|              nethermind_can_produce_blocks               |         0.0          |          0.0           |          0.0          |          0.0           |
|                  nethermind_chtdb_reads                  |         0.0          |          0.0           |          0.0          |          0.0           |
|                 nethermind_chtdb_writes                  |         0.0          |          0.0           |          0.0          |          0.0           |
