timestamp,accept,address,bind,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockopt,ioctl,mmap,mprotect,munmap,newfstat,newstat,open,poll,read,recvfrom,select,sendto,setsockopt,shutdown,sigprocmask,socket,writev
2019-05-07 14:36:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.84144,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.08492,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.82992,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.87159236541696,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.45596465690305,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.92129999999999,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.23193599999999,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.27793599999998,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.28402666666665,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151.70235999999997,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.19552000000002,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.90072,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.57072000000002,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.8801777777778,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215.39128888888888,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.24084000000002,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.2771323114966,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:36:01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.2771323114966,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.25454545454542,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.25454545454542,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224.96363636363634,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.01443610116178,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.01443610116178,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.021945853561,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.021945853561,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.1492572592229,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.9090909090909,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.9090909090909,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.9272727272727,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226.9272727272727,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225.4222804050983,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.2181818181818,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222.2181818181818,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.13094783541518,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202.13094783541518,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.56363636363633,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:04,0,0,0,0,0,0,0,0,0,1.4727272727272727,0,0,0,0,0,0,0,213.19999999999996,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:35:01,0,0,0,0,0,0,0,0,0,1.4727272727272727,0,0,0,0,0,0,0,213.19999999999996,0,0,0,0,0,0,0,0,0,0,0
2019-05-07 14:34:58,56.81818181818182,23.709090909090907,16.745454545454542,12.29090909090909,22.363636363636363,33.87272727272727,43.18181818181817,43.836363636363636,40.345454545454544,104.59999999999998,50.81818181818182,19.163636363636364,17.345454545454547,28.890909090909087,23.18181818181818,9.745454545454544,23.090909090909086,308.3454545454545,18.8,21.509090909090908,37.61818181818182,86.92727272727272,12.163636363636362,30.58181818181818,60.21818181818182,13.527272727272727,18.563636363636363,32.763636363636365,55.87272727272727
2019-05-07 14:34:55,56.81818181818182,23.709090909090907,16.745454545454542,12.29090909090909,22.363636363636363,33.87272727272727,43.18181818181817,43.836363636363636,40.345454545454544,104.59999999999998,50.81818181818182,19.163636363636364,17.345454545454547,28.890909090909087,23.18181818181818,9.745454545454544,23.090909090909086,308.3454545454545,18.8,21.509090909090908,37.61818181818182,86.92727272727272,12.163636363636362,30.58181818181818,60.21818181818182,13.527272727272727,18.563636363636363,32.763636363636365,55.87272727272727
2019-05-07 14:34:52,85.78181818181817,37.21818181818182,32.14545454545454,60.14545454545454,66.16363636363636,45.74545454545454,65.63636363636364,60.96363636363636,83.49090909090908,193.78181818181818,110.45454545454545,30.399999999999995,56.345454545454544,60.14545454545454,51.563636363636355,40.36363636363636,55.272727272727266,374.27272727272725,49.07272727272727,71.98181818181818,54.63636363636363,150.89090909090908,23.90909090909091,43.54545454545454,83.2,35.6,49.05454545454545,82.14545454545454,82.23636363636363
2019-05-07 14:34:49,178.83636363636364,80,64.21818181818182,77.78181818181818,115.47272727272727,64.52727272727273,85.09090909090908,75.78181818181818,142.5272727272727,286.16363636363633,160.29090909090908,53.29090909090908,87.12727272727271,94.81818181818181,86.32727272727271,57.21818181818182,83.9090909090909,449.9272727272727,74.63636363636364,110.47272727272727,101.07272727272726,166.05454545454543,32.236363636363635,79.7090909090909,108.38181818181816,86.87272727272726,87.94545454545454,103.29090909090908,119.23636363636363
2019-05-07 14:34:46,178.83636363636364,80,64.21818181818182,77.78181818181818,115.47272727272727,64.52727272727273,85.09090909090908,75.78181818181818,142.5272727272727,286.16363636363633,160.29090909090908,53.29090909090908,87.12727272727271,94.81818181818181,86.32727272727271,57.21818181818182,83.9090909090909,449.9272727272727,74.63636363636364,110.47272727272727,101.07272727272726,166.05454545454543,32.236363636363635,79.7090909090909,108.38181818181816,86.87272727272726,87.94545454545454,103.29090909090908,119.23636363636363
2019-05-07 14:34:43,245.6181818181818,96.87272727272726,95.9090909090909,99.89090909090909,146.74545454545452,83.07272727272726,170.8,84.87272727272726,182.9272727272727,396.3636363636363,206.54545454545453,83.58181818181818,119.7090909090909,125.34545454545453,147.07272727272726,77.98181818181818,114.54545454545453,533.9636363636363,127.18181818181817,156.69090909090906,138.5272727272727,204.0181818181818,69.38181818181819,132.9272727272727,149.6181818181818,106.59999999999998,132.52727272727273,140.16363636363636,167.7090909090909
2019-05-07 14:34:40,245.6181818181818,96.87272727272726,95.9090909090909,99.89090909090909,146.74545454545452,83.07272727272726,170.8,84.87272727272726,182.9272727272727,396.3636363636363,206.54545454545453,83.58181818181818,119.7090909090909,125.34545454545453,147.07272727272726,77.98181818181818,114.54545454545453,533.9636363636363,127.18181818181817,156.69090909090906,138.5272727272727,204.0181818181818,69.38181818181819,132.9272727272727,149.6181818181818,106.59999999999998,132.52727272727273,140.16363636363636,167.7090909090909
2019-05-07 14:34:37,320.4545454545454,121.45454545454545,118.79999999999998,111.3090909090909,176.56363636363633,134.18181818181816,187.34545454545454,129.47272727272727,248.83636363636361,481.16363636363633,225.96363636363634,99.6,141.43636363636364,171.34545454545454,161.63636363636363,93.69090909090909,147.36363636363637,585.8363636363636,189.69090909090906,207.25454545454542,163.34545454545454,243.79999999999998,83.85454545454544,156.36363636363637,181.2181818181818,125.41818181818181,191.36363636363635,162.5272727272727,206.8181818181818
2019-05-07 14:34:34,380.0181818181818,144.05454545454543,140.83636363636364,124.72727272727272,205.69090909090906,155.7272727272727,206.79999999999998,149.76363636363638,283.27272727272725,553.1272727272727,254.69090909090906,113.41818181818182,170.16363636363633,205.3090909090909,188.1272727272727,108.14545454545454,177.4,667.2363636363636,223.78181818181818,233.54545454545453,186.45454545454544,263.8727272727273,97.29090909090908,202.14545454545453,200.85454545454544,142.83636363636364,260.1818181818182,183.16363636363633,257.58181818181816
2019-05-07 14:34:31,380.0181818181818,144.05454545454543,140.83636363636364,124.72727272727272,205.69090909090906,155.7272727272727,206.79999999999998,149.76363636363638,283.27272727272725,553.1272727272727,254.69090909090906,113.41818181818182,170.16363636363633,205.3090909090909,188.1272727272727,108.14545454545454,177.4,667.2363636363636,223.78181818181818,233.54545454545453,186.45454545454544,263.8727272727273,97.29090909090908,202.14545454545453,200.85454545454544,142.83636363636364,260.1818181818182,183.16363636363633,257.58181818181816
2019-05-07 14:34:28,408.90165633352115,162.4515917892402,161.4697914583371,141.16106979873092,241.52288140215632,196.941873784113,232.30486718423302,182.48759113470663,307.2125961346157,659.1334703005399,276.2858857111689,128.9794731004891,197.21459609825277,231.26852239050197,200.65089725641351,154.66991509245287,209.86891147433684,745.040999254559,248.2136688423847,276.867693314667,220.46871875056817,283.194851002709,106.34352102689041,217.65058817112416,218.28694023745024,161.36070253268124,319.73964109743457,198.32366684242103,291.8310576171342
2019-05-07 14:34:25,408.90165633352115,162.4515917892402,161.4697914583371,141.16106979873092,241.52288140215632,196.941873784113,232.30486718423302,182.48759113470663,307.2125961346157,659.1334703005399,276.2858857111689,128.9794731004891,197.21459609825277,231.26852239050197,200.65089725641351,154.66991509245287,209.86891147433684,745.040999254559,248.2136688423847,276.867693314667,220.46871875056817,283.194851002709,106.34352102689041,217.65058817112416,218.28694023745024,161.36070253268124,319.73964109743457,198.32366684242103,291.8310576171342
2019-05-07 14:34:22,427.8545454545454,176.49090909090907,178.3090909090909,170.4181818181818,296.1454545454545,216.39999999999998,251.47272727272727,202.8,354.8545454545454,763.8181818181818,324.6545454545454,137.34545454545454,216.6181818181818,275.78181818181815,213.07272727272726,164.76363636363638,268.1272727272727,795.0909090909091,309.98181818181814,304.07272727272726,260.1272727272727,324.4,130.52727272727273,267.47272727272724,269.0363636363636,175.8,364.6,213.74545454545452,332.6181818181818
2019-05-07 14:34:19,526.426792240141,208.0325812257959,196.19643279213105,180.79671278704024,316.97605498081856,231.9412374320467,270.1223614116107,245.6500790894711,464.2461046162797,890.8201669060562,358.15712441591967,145.92461955237178,239.46837330230358,322.8486754786276,281.3221577789494,187.7056780785804,293.99465464264284,895.9837093871021,338.0120361447973,324.594098289122,325.6122615952437,373.37502954491737,246.81369429646733,311.7034235741168,289.46746422792313,208.88711114343374,434.6830057635316,223.79593098307302,382.4294103743568
2019-05-07 14:34:16,526.426792240141,208.0325812257959,196.19643279213105,180.79671278704024,316.97605498081856,231.9412374320467,270.1223614116107,245.6500790894711,464.2461046162797,890.8201669060562,358.15712441591967,145.92461955237178,239.46837330230358,322.8486754786276,281.3221577789494,187.7056780785804,293.99465464264284,895.9837093871021,338.0120361447973,324.594098289122,325.6122615952437,373.37502954491737,246.81369429646733,311.7034235741168,289.46746422792313,208.88711114343374,434.6830057635316,223.79593098307302,382.4294103743568
2019-05-07 14:34:13,621.1341611970691,266.231523063217,222.94140106543514,195.61462518863294,356.99350920892346,260.41344702823585,325.35772076871325,257.9953091761968,494.8637297503682,1046.5991527426772,384.8111852511773,163.77884038472027,277.46768240577444,377.90221995963714,350.24817730586716,198.03276304067197,367.04787185687536,980.6003527208596,364.95700078180397,360.42981036708426,347.0300539990182,393.50193632843036,265.34063017036055,412.53795385538444,316.830603079944,227.30495809167104,523.6450246359157,241.90469264195195,422.64686096616424
2019-05-07 14:34:10,621.1341611970691,266.231523063217,222.94140106543514,195.61462518863294,356.99350920892346,260.41344702823585,325.35772076871325,257.9953091761968,494.8637297503682,1046.5991527426772,384.8111852511773,163.77884038472027,277.46768240577444,377.90221995963714,350.24817730586716,198.03276304067197,367.04787185687536,980.6003527208596,364.95700078180397,360.42981036708426,347.0300539990182,393.50193632843036,265.34063017036055,412.53795385538444,316.830603079944,227.30495809167104,523.6450246359157,241.90469264195195,422.64686096616424
2019-05-07 14:34:07,681.9272727272727,287.07272727272726,240.1272727272727,211.39999999999998,381,293.30909090909086,361.49090909090904,295.4,532.5818181818181,1138.4727272727273,440.0181818181818,177.74545454545452,292.94545454545454,405.6181818181818,367.2181818181818,226.47272727272727,397.12727272727267,1056.7818181818182,385.8909090909091,379.54545454545456,375.6363636363636,420.98181818181814,296.6909090909091,433.32727272727266,364.3454545454545,254.96363636363634,574.3272727272727,255.7090909090909,455.74545454545455
2019-05-07 14:34:04,695.9818181818181,284.76363636363635,238.27272727272728,210.78181818181818,381.8545454545454,279.72727272727275,332.09090909090907,263.4363636363636,524.3636363636364,1157.490909090909,410.2545454545454,168.67272727272726,292.6545454545454,446.0545454545454,370.30909090909086,223.39999999999998,415.30909090909086,1036.9636363636362,389.0363636363636,375.0363636363636,362.6363636363636,352.7272727272727,299.92727272727274,443.6181818181818,316.72727272727275,257.45454545454544,641.8727272727272,234.43636363636364,458.3454545454545
2019-05-07 14:34:01,695.9818181818181,284.76363636363635,238.27272727272728,210.78181818181818,381.8545454545454,279.72727272727275,332.09090909090907,263.4363636363636,524.3636363636364,1157.490909090909,410.2545454545454,168.67272727272726,292.6545454545454,446.0545454545454,370.30909090909086,223.39999999999998,415.30909090909086,1036.9636363636362,389.0363636363636,375.0363636363636,362.6363636363636,352.7272727272727,299.92727272727274,443.6181818181818,316.72727272727275,257.45454545454544,641.8727272727272,234.43636363636364,458.3454545454545
2019-05-07 14:33:58,697.6,285.58181818181816,250.36363636363635,193.3272727272727,374.12727272727267,279.7090909090909,328.98181818181814,275.4181818181818,575.6181818181817,1200.290909090909,376.76363636363635,188.2,292.94545454545454,463.47272727272724,380.2,206.43636363636364,416.3818181818181,1028.3090909090909,377.52727272727265,362.1454545454545,389.07272727272726,307.4545454545454,315.18181818181813,454.56363636363636,317.2545454545454,258.4181818181818,652.4727272727272,201.63636363636363,477.30909090909086
2019-05-07 14:33:55,697.6,285.58181818181816,250.36363636363635,193.3272727272727,374.12727272727267,279.7090909090909,328.98181818181814,275.4181818181818,575.6181818181817,1200.290909090909,376.76363636363635,188.2,292.94545454545454,463.47272727272724,380.2,206.43636363636364,416.3818181818181,1028.3090909090909,377.52727272727265,362.1454545454545,389.07272727272726,307.4545454545454,315.18181818181813,454.56363636363636,317.2545454545454,258.4181818181818,652.4727272727272,201.63636363636363,477.30909090909086
