timestamp,accept,brk,clone,close,connect,dup2,exit,fsync,ftruncate,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,poll,pread64,pwrite64,read,recvfrom,rename,sendto,setsockopt,sigprocmask,socket,syscall,unlink,wait,write,yield
2019-05-12 00:52:26,3263.3636363636365,0,0,263.29090909090905,0,217.39999999999998,389.0545454545454,0,0,5407.363636363636,0,0,0,0,0,0,122.07272727272726,206.05454545454543,451.8545454545454,1014.1818181818181,91.53464000000001,139.59588,0,56.72727272727273,0,2996.636363636363,2958.3636363636365,5157.309090909091,0,0,0,0,122.49090909090908,0,0,0,4317.799999999999,3955.763636363636,292.1454545454545
2019-05-12 00:52:23,3656.109090909091,0,0,263.29090909090905,0,217.39999999999998,389.0545454545454,0,0,6061.836363636363,0,0,0,0,0,0,122.07272727272726,206.05454545454543,451.8545454545454,1014.1818181818181,94.7916096969697,144.55527393939394,0,56.72727272727273,0,3312.636363636363,3251.672727272727,5722,0,0,0,0,122.49090909090908,0,0,0,4899.672727272727,4474.2,292.1454545454545
2019-05-12 00:52:20,3656.109090909091,0,0,263.29090909090905,0,217.39999999999998,389.0545454545454,0,0,6061.836363636363,0,0,0,0,0,0,122.07272727272726,206.05454545454543,451.8545454545454,1014.1818181818181,89.90615515151515,137.11618303030306,0,56.72727272727273,0,3312.636363636363,3251.672727272727,5722,0,0,0,0,122.49090909090908,0,0,0,4899.672727272727,4474.2,292.1454545454545
2019-05-12 00:52:17,4020.290909090909,0,0,263.29090909090905,0,217.39999999999998,389.0545454545454,0,0,6899.472727272727,0,0,0,0,0,0,122.07272727272726,206.05454545454543,451.8545454545454,1083.2545454545455,93.16312484848484,142.07557696969698,0,56.72727272727273,0,3700.9272727272723,3727.1272727272726,6750.381818181818,0,0,0,0,122.49090909090908,0,0,0,5579.381818181818,4859.454545454545,292.1454545454545
2019-05-12 00:52:14,4261.018181818182,0,0,0,0,0,0,0,0,7643.072727272726,0,0,0,0,0,0,0,0,283.92727272727274,1517.6545454545453,0,0,0,0,0,3971.6181818181813,4198.763636363637,7542.199999999999,0,0,0,0,0,0,0,0,6380.981818181817,5087.036363636364,364.7090909090909
2019-05-12 00:52:11,4261.018181818182,0,0,0,0,0,0,0,0,7643.072727272726,0,0,0,0,0,0,0,0,283.92727272727274,1517.6545454545453,0,0,0,0,0,3971.6181818181813,4198.763636363637,7542.199999999999,0,0,0,0,0,0,0,0,6380.981818181817,5087.036363636364,364.7090909090909
2019-05-12 00:52:08,4294.963636363636,0,0,0,0,0,0,0,0,7767.054545454545,0,0,0,0,0,0,0,0,205.59999999999997,1683.5999999999997,0,0,0,0,0,4324.618181818181,4344.50909090909,7885.436363636362,0,0,0,0,0,0,0,0,6685.90909090909,5435.581818181818,364.7090909090909
2019-05-12 00:52:05,4294.963636363636,0,0,0,0,0,0,0,0,7767.054545454545,0,0,0,0,0,0,0,0,205.59999999999997,1683.5999999999997,0,0,0,0,0,4324.618181818181,4344.50909090909,7885.436363636362,0,0,0,0,0,0,0,0,6685.90909090909,5435.581818181818,364.7090909090909
2019-05-12 00:52:02,4269.50909090909,0,0,0,0,0,0,0,0,8122.454545454545,0,0,0,0,0,0,0,0,184.2181818181818,1837.2363636363634,0,0,0,0,0,4482.727272727273,4692.563636363636,7979.727272727273,0,0,0,0,0,0,0,0,6944.90909090909,5488.218181818182,665.4727272727272
2019-05-12 00:51:59,4507.254545454545,0,0,0,0,0,0,0,0,8093.054545454545,0,0,0,0,0,0,0,0,184.2181818181818,2205.872727272727,0,0,0,0,0,4471.454545454545,4700.454545454545,8066.618181818181,0,0,0,0,0,0,0,0,7118.727272727273,5596.309090909091,665.4727272727272
2019-05-12 00:51:56,4507.254545454545,0,0,0,0,0,0,0,0,8093.054545454545,0,0,0,0,0,0,0,0,184.2181818181818,2205.872727272727,0,0,0,0,0,4471.454545454545,4700.454545454545,8066.618181818181,0,0,0,0,0,0,0,0,7118.727272727273,5596.309090909091,665.4727272727272
2019-05-12 00:51:53,4481.763636363637,0,0,0,0,0,0,0,0,8178.199999999999,0,0,0,0,0,0,0,0,298.9090909090909,2295.9272727272723,0,0,0,0,0,4560.50909090909,4540.1454545454535,8063.836363636363,0,0,0,0,0,0,0,0,7275.199999999999,5502.254545454545,658.8727272727272
2019-05-12 00:51:50,4481.763636363637,0,0,0,0,0,0,0,0,8178.199999999999,0,0,0,0,0,0,0,0,298.9090909090909,2295.9272727272723,0,0,0,0,0,4560.50909090909,4540.1454545454535,8063.836363636363,0,0,0,0,0,0,0,0,7275.199999999999,5502.254545454545,658.8727272727272
2019-05-12 00:51:47,4354.763636363637,0,0,0,0,0,0,0,0,8124.927272727273,0,0,0,0,0,0,0,0,298.9090909090909,2495.6545454545453,0,0,0,0,0,4457.018181818182,4615.654545454545,7937.218181818182,0,0,0,0,0,0,0,0,7423.309090909091,5611.890909090909,658.8727272727272
2019-05-12 00:51:44,4364.4,0,0,0,0,0,0,0,0,8051.8727272727265,0,0,0,0,0,0,0,0,322.8,2489.690909090909,0,0,0,0,0,4571.381818181818,4575.327272727272,7893.581818181818,0,0,0,0,0,0,0,0,7376.1454545454535,5437.981818181817,577.1818181818181
2019-05-12 00:51:41,4364.4,0,0,0,0,0,0,0,0,8051.8727272727265,0,0,0,0,0,0,0,0,322.8,2489.690909090909,0,0,0,0,0,4571.381818181818,4575.327272727272,7893.581818181818,0,0,0,0,0,0,0,0,7376.1454545454535,5437.981818181817,577.1818181818181
