timestamp,accept,close,connect,dup2,exit,futex,getpid,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,tgkill,wait,write,yield
2019-05-11 12:16:45,191.65454545454543,0,0,0,0,246.2363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.43636363636364,0
2019-05-11 12:16:42,189,0,0,0,0,245.0363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.34545454545453,0
2019-05-11 12:16:39,186.42157130129638,0,0,0,0,243.58624702267315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.32913325696832,0
2019-05-11 12:16:36,186.42157130129638,0,0,0,0,243.58624702267315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.32913325696832,0
2019-05-11 12:16:33,184.6579028709613,0,0,0,0,242.51350024545903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.16554846451754,0
2019-05-11 12:16:30,184.6579028709613,0,0,0,0,242.51350024545903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.16554846451754,0
2019-05-11 12:16:27,235.29090909090908,0,0,0,0,366.9090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110.18181818181817,0
2019-05-11 12:16:24,474.51771850397284,157.54831906034659,0,0,84.11062019309443,550.246368115784,0,51.237295223549516,120.87492499863635,65.14663902980054,85.74701358206514,39.12798414516627,17.854870088547063,21.527664139347987,0,0,49.328169603083694,95.98356333751524,0,0,0,329.9332715140275,0
2019-05-11 12:16:21,474.51771850397284,157.54831906034659,0,0,84.11062019309443,550.246368115784,0,51.237295223549516,120.87492499863635,65.14663902980054,85.74701358206514,39.12798414516627,17.854870088547063,21.527664139347987,0,0,49.328169603083694,95.98356333751524,0,0,0,329.9332715140275,0
2019-05-11 12:16:18,474.4545454545454,157.54545454545453,0,0,84.1090909090909,551.5454545454545,0,51.236363636363635,120.87272727272726,65.14545454545454,85.74545454545454,39.127272727272725,17.854545454545455,21.527272727272724,0,0,49.32727272727273,95.98181818181817,0,0,0,327.98181818181814,0
2019-05-11 12:16:15,474.4545454545454,157.54545454545453,0,0,84.1090909090909,551.5454545454545,0,51.236363636363635,120.87272727272726,65.14545454545454,85.74545454545454,39.127272727272725,17.854545454545455,21.527272727272724,0,0,49.32727272727273,95.98181818181817,0,0,0,327.98181818181814,0
