timestamp,accept,brk,close,connect,dup2,exit,futex,getpid,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,tgkill,wait,write,yield
2019-05-11 12:11:56,167.67272727272726,0,0,0,0,0,262.79999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.03636363636363,0
2019-05-11 12:11:53,198.05454545454543,0,0,0,0,0,322.74545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.7272727272727,0
2019-05-11 12:11:50,198.05454545454543,0,0,0,0,0,322.74545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.7272727272727,0
2019-05-11 12:11:47,226.47272727272727,0,0,0,0,0,378.6545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.03636363636363,0
2019-05-11 12:11:44,244.67272727272726,0,0,0,0,0,430.0545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.27272727272728,0
2019-05-11 12:11:41,244.67272727272726,0,0,0,0,0,430.0545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.27272727272728,0
2019-05-11 12:11:38,265.8545454545454,0,0,0,0,0,451.12727272727267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.98181818181817,0
2019-05-11 12:11:35,265.8545454545454,0,0,0,0,0,451.12727272727267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.98181818181817,0
2019-05-11 12:11:32,260.8363636363636,0,0,0,0,0,474.94545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.5090909090909,0
2019-05-11 12:11:29,259.76363636363635,0,0,0,0,0,471.3454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.19999999999996,0
2019-05-11 12:11:26,259.76363636363635,0,0,0,0,0,471.3454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.19999999999996,0
2019-05-11 12:11:23,256.96363636363634,0,0,0,0,0,469.19999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.67272727272726,0
2019-05-11 12:11:20,256.96363636363634,0,0,0,0,0,469.19999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.67272727272726,0
2019-05-11 12:11:17,253.74545454545452,0,0,0,0,0,467.99999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.54545454545453,0
2019-05-11 12:11:14,255.3090909090909,0,0,0,0,0,467.10909090909087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.76363636363632,0
2019-05-11 12:11:11,255.3090909090909,0,0,0,0,0,467.10909090909087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.76363636363632,0
2019-05-11 12:11:08,464.3454545454545,0,0,0,0,0,609.9818181818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.25454545454542,0
2019-05-11 12:11:05,464.3454545454545,0,0,0,0,0,609.9818181818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167.25454545454542,0
2019-05-11 12:11:02,722.8181818181818,0,0,0,0,0,792.2727272727273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.76363636363635,0
2019-05-11 12:10:59,903.690909090909,0,0,0,0,0,1023.0727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.74545454545454,0
2019-05-11 12:10:56,903.690909090909,0,0,0,0,0,1023.0727272727272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.74545454545454,0
2019-05-11 12:10:53,1094.1272727272726,0,0,0,0,0,1165.6363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.65454545454546,0
2019-05-11 12:10:50,1094.1272727272726,0,0,0,0,0,1165.6363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.65454545454546,0
2019-05-11 12:10:47,1133.4181818181817,0,0,0,0,0,1166.6363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.29090909090908,0
2019-05-11 12:10:44,1223.9636363636362,0,0.509090909090909,0,2.5454545454545454,0,1257.9636363636362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.327272727272724,0
2019-05-11 12:10:41,1223.9636363636362,0,0.509090909090909,0,2.5454545454545454,0,1257.9636363636362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.327272727272724,0
