timestamp,accept,close,connect,dup2,exit,futex,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,wait,write,yield
2019-05-12 05:31:19,3635.841303320121,0,0,0,0,6827.575548201754,0,0,157.00570929851995,759.1548783592132,0,0,0,3562.9659260336744,3703.716498781774,8312.029528346486,0,0,7379.795628931962,5504.563802320085,271.08258482126627
2019-05-12 05:31:16,3635.841303320121,0,0,0,0,6827.575548201754,0,0,157.00570929851995,759.1548783592132,0,0,0,3562.9659260336744,3703.716498781774,8312.029528346486,0,0,7379.795628931962,5504.563802320085,271.08258482126627
2019-05-12 05:31:13,3265.218181818181,0,0,0,0,6623.418181818181,0,0,19.654545454545453,651.5818181818181,0,0,0,3212.181818181818,3482.8363636363633,8134.727272727273,0,0,7072.218181818182,5171.50909090909,288.8909090909091
2019-05-12 05:31:10,3265.218181818181,0,0,0,0,6623.418181818181,0,0,19.654545454545453,651.5818181818181,0,0,0,3212.181818181818,3482.8363636363633,8134.727272727273,0,0,7072.218181818182,5171.50909090909,288.8909090909091
2019-05-12 05:31:07,2897.6545454545453,0,0,0,0,6349.981818181817,0,0,19.654545454545453,651.5818181818181,0,0,0,3038.254545454545,3299.272727272727,7821.490909090909,0,0,6866.327272727272,4815.981818181817,288.8909090909091
2019-05-12 05:31:04,2558.2486317435496,0,0,0,0,6221.302980162554,0,0,19.655617579140678,745.2406494899722,0,0,0,2884.066403622016,2883.011800643672,7432.132661781551,0,0,6704.147498954489,4477.335127370583,288.9066676364165
2019-05-12 05:31:01,2558.2486317435496,0,0,0,0,6221.302980162554,0,0,19.655617579140678,745.2406494899722,0,0,0,2884.066403622016,2883.011800643672,7432.132661781551,0,0,6704.147498954489,4477.335127370583,288.9066676364165
2019-05-12 05:30:58,2378.872727272727,0,0,0,0,5992.090909090909,0,0,19.654545454545453,677.6363636363636,0,0,0,2709.454545454545,2615.181818181818,7327.363636363636,0,0,6681.90909090909,4316.672727272727,291.3636363636363
2019-05-12 05:30:55,2378.872727272727,0,0,0,0,5992.090909090909,0,0,19.654545454545453,677.6363636363636,0,0,0,2709.454545454545,2615.181818181818,7327.363636363636,0,0,6681.90909090909,4316.672727272727,291.3636363636363
2019-05-12 05:30:52,2221.3454545454542,0,0,0,0,6012.981818181817,0,0,45.05454545454545,901.0181818181817,0,0,0,2833.054545454545,2657.8,7372.054545454545,0,0,6695.054545454545,4156.599999999999,291.3636363636363
