key,className,methodName,methodSignature,exceptionType,indexNumber,countdown,rate,mode,covered,run times in normal,run times in injection,injection captured in the business log,downloaded the file,exit status,process cpu time(in seconds),average memory usage(in MB),peak thread count
7FA62461116E40BF35AC6BBABF128A18,com/turn/ttorrent/client/announce/HTTPTrackerClient,buildAnnounceRequest,(Lcom/turn/ttorrent/common/protocol/TrackerMessage$AnnounceRequestMessage$RequestEvent;)Lcom/turn/ttorrent/common/protocol/http/HTTPAnnounceRequestMessage;,com/turn/ttorrent/common/protocol/TrackerMessage$MessageValidationException,2,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
5344F0DBD4EAE812960AB491035010E1,com/turn/ttorrent/client/Piece$CallableHasher,call,()Lcom/turn/ttorrent/client/Piece;,java/io/IOException,0,100,0.8,throw_e,yes,1190,-,-,-,-,-,-,-
716DEE47F941EB55FD590F5A2C892AD0,com/turn/ttorrent/client/Piece$CallableHasher,call,()Ljava/lang/Object;,java/lang/Exception,0,100,0.8,throw_e,yes,1190,-,-,-,-,-,-,-
1B5C9908064EA8A9B5C4E8B96C992A92,com/turn/ttorrent/common/protocol/http/HTTPAnnounceRequestMessage,buildAnnounceURL,(Ljava/net/URL;)Ljava/net/URL;,java/io/UnsupportedEncodingException,0,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
EEC61BAC776C16232FA918C2340128D3,com/turn/ttorrent/common/protocol/http/HTTPAnnounceRequestMessage,buildAnnounceURL,(Ljava/net/URL;)Ljava/net/URL;,java/net/MalformedURLException,1,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
BC49AE48F580E41CE8A5C47755ADBAB8,com/turn/ttorrent/common/protocol/http/HTTPAnnounceRequestMessage,craft,([B[BIJJJZZLcom/turn/ttorrent/common/protocol/TrackerMessage$AnnounceRequestMessage$RequestEvent;Ljava/lang/String;I)Lcom/turn/ttorrent/common/protocol/http/HTTPAnnounceRequestMessage;,java/io/IOException,0,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
88662D7B2D0C4B70A0931C04D0E51BFE,com/turn/ttorrent/common/protocol/http/HTTPAnnounceRequestMessage,craft,([B[BIJJJZZLcom/turn/ttorrent/common/protocol/TrackerMessage$AnnounceRequestMessage$RequestEvent;Ljava/lang/String;I)Lcom/turn/ttorrent/common/protocol/http/HTTPAnnounceRequestMessage;,com/turn/ttorrent/common/protocol/TrackerMessage$MessageValidationException,1,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
E64863053BC78A8E12B87CD2E6CFF6E1,com/turn/ttorrent/common/protocol/http/HTTPAnnounceRequestMessage,craft,([B[BIJJJZZLcom/turn/ttorrent/common/protocol/TrackerMessage$AnnounceRequestMessage$RequestEvent;Ljava/lang/String;I)Lcom/turn/ttorrent/common/protocol/http/HTTPAnnounceRequestMessage;,java/io/UnsupportedEncodingException,2,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
E0371E6F89305E872D656FF4B3637C54,com/turn/ttorrent/common/protocol/http/HTTPTrackerMessage,parse,(Ljava/nio/ByteBuffer;)Lcom/turn/ttorrent/common/protocol/http/HTTPTrackerMessage;,java/io/IOException,0,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
F430F7532A4D88145CE2950D646257D6,com/turn/ttorrent/common/protocol/http/HTTPTrackerMessage,parse,(Ljava/nio/ByteBuffer;)Lcom/turn/ttorrent/common/protocol/http/HTTPTrackerMessage;,com/turn/ttorrent/common/protocol/TrackerMessage$MessageValidationException,1,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
C5F9DB18BF7159F7509EB39EA47E2040,com/turn/ttorrent/common/protocol/http/HTTPAnnounceResponseMessage,parse,(Ljava/nio/ByteBuffer;)Lcom/turn/ttorrent/common/protocol/http/HTTPAnnounceResponseMessage;,java/io/IOException,0,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
9A841F3FE578F3461C5C6A98B125442E,com/turn/ttorrent/common/protocol/http/HTTPAnnounceResponseMessage,parse,(Ljava/nio/ByteBuffer;)Lcom/turn/ttorrent/common/protocol/http/HTTPAnnounceResponseMessage;,com/turn/ttorrent/common/protocol/TrackerMessage$MessageValidationException,1,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
4CD1D0ECA4AB671DF03D2A0449AFEAA3,com/turn/ttorrent/common/protocol/http/HTTPAnnounceResponseMessage,toPeerList,(Ljava/util/List;)Ljava/util/List;,com/turn/ttorrent/bcodec/InvalidBEncodingException,0,100,0.8,throw_e,yes,3,-,-,-,-,-,-,-
FB64F31A6A98298038D1A28620E7B6CC,com/turn/ttorrent/common/protocol/http/HTTPAnnounceResponseMessage,toPeerList,([B)Ljava/util/List;,java/net/UnknownHostException,1,100,0.8,throw_e,yes,2,-,-,-,-,-,-,-
00A2D226F7F724D18649C5E115D409E8,com/turn/ttorrent/client/peer/SharingPeer,bind,(Ljava/nio/channels/SocketChannel;)V,java/net/SocketException,0,100,0.8,throw_e,yes,44,-,-,-,-,-,-,-
18753B9BC116113AE3B5F091D9CDE117,com/turn/ttorrent/client/peer/SharingPeer,send,(Lcom/turn/ttorrent/common/protocol/PeerMessage;)V,java/lang/IllegalStateException,0,100,0.8,throw_e,yes,101193,-,-,-,-,-,-,-
13263C5078D31800842541C3D4E470D5,com/turn/ttorrent/client/peer/SharingPeer,downloadPiece,(Lcom/turn/ttorrent/client/Piece;)V,java/lang/IllegalStateException,0,100,0.8,throw_e,yes,2041,-,-,-,-,-,-,-
53A42AF0597B058C6E7E85F2DE99D6D5,com/turn/ttorrent/client/peer/SharingPeer,firePieceCompleted,(Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,100,0.8,throw_e,yes,1620,-,-,-,-,-,-,-
5BAC4148623C9EC19127845CCE498059,com/turn/ttorrent/client/Handshake,parse,(Ljava/nio/ByteBuffer;)Lcom/turn/ttorrent/client/Handshake;,java/text/ParseException,0,100,0.8,throw_e,yes,44,-,-,-,-,-,-,-
C7B6507A609FDFF5045B9C22E0C3A141,com/turn/ttorrent/client/Handshake,parse,(Ljava/nio/ByteBuffer;)Lcom/turn/ttorrent/client/Handshake;,java/io/UnsupportedEncodingException,1,100,0.8,throw_e,yes,44,-,-,-,-,-,-,-
2BE7B6C4C32BA27964E1DA1B1EE0D021,com/turn/ttorrent/common/protocol/PeerMessage$KeepAliveMessage,parse,(Ljava/nio/ByteBuffer;Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage$KeepAliveMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,12,-,-,-,-,-,-,-
81507FC3EDCF565DB07E28AA7D814E5C,com/turn/ttorrent/common/protocol/PeerMessage,validate,(Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,58,-,-,-,-,-,-,-
109912A57042ED445DDD3F303F7EB4AD,com/turn/ttorrent/common/protocol/PeerMessage,parse,(Ljava/nio/ByteBuffer;Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage;,java/text/ParseException,0,100,0.8,throw_e,yes,54436,-,-,-,-,-,-,-
43F6D8E67F69BCCF9AAEC8701B657F8A,com/turn/ttorrent/client/peer/PeerExchange$IncomingThread,read,(Ljava/nio/channels/Selector;Ljava/nio/ByteBuffer;)J,java/io/IOException,0,100,0.8,throw_e,yes,254136,-,-,-,-,-,-,-
813353BEE3416E221799D51C8434DA53,com/turn/ttorrent/common/protocol/PeerMessage$BitfieldMessage,validate,(Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage$BitfieldMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,44,-,-,-,-,-,-,-
96C5850BE68544F617903C915654C232,com/turn/ttorrent/common/protocol/PeerMessage$BitfieldMessage,parse,(Ljava/nio/ByteBuffer;Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage$BitfieldMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,44,-,-,-,-,-,-,-
AA2F2C70FC6A5135C33C5E79C5B1AFE8,com/turn/ttorrent/common/protocol/PeerMessage$UnchokeMessage,parse,(Ljava/nio/ByteBuffer;Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage$UnchokeMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,41,-,-,-,-,-,-,-
D0112B5BABB9CB910EEA302680A4DA0A,com/turn/ttorrent/common/protocol/PeerMessage$PieceMessage,validate,(Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage$PieceMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,54260,-,-,-,-,-,-,-
371DA9F6A2C6C744A5DB0CF1F5C69815,com/turn/ttorrent/common/protocol/PeerMessage$PieceMessage,parse,(Ljava/nio/ByteBuffer;Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage$PieceMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,54260,-,-,-,-,-,-,-
0BD7C66198D022FCDB9223CDED01E7D4,com/turn/ttorrent/common/protocol/PeerMessage$ChokeMessage,parse,(Ljava/nio/ByteBuffer;Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage$ChokeMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,5,-,-,-,-,-,-,-
D910F2C0A5A5C2CC7864CA5AD16C956D,com/turn/ttorrent/common/protocol/PeerMessage$HaveMessage,validate,(Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage$HaveMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,74,-,-,-,-,-,-,-
70BBC9255FD375979FEF8B54AF8C415D,com/turn/ttorrent/common/protocol/PeerMessage$HaveMessage,parse,(Ljava/nio/ByteBuffer;Lcom/turn/ttorrent/client/SharedTorrent;)Lcom/turn/ttorrent/common/protocol/PeerMessage$HaveMessage;,com/turn/ttorrent/common/protocol/PeerMessage$MessageValidationException,0,100,0.8,throw_e,yes,74,-,-,-,-,-,-,-
