timestamp,accept,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,newuname,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,write
2019-05-07 12:15:41,386.2181818181818,181,0,419.9272727272727,199.87272727272727,210.85454545454544,409.98181818181814,413.94545454545454,209.56363636363633,841.8363636363636,207.87272727272727,366.8,215.76363636363632,275.2181818181818,343.9272727272727,0,312.50909090909084,0,0,0,299.4,0,1316.6909090909091,0,218.4181818181818,260.1272727272727,320.58181818181816,275.18181818181813,146.8,633.5272727272727,244.58181818181816,328.74545454545455,176.34545454545454,208.59999999999997,496.4363636363636
2019-05-07 12:15:38,386.2181818181818,181,0,419.9272727272727,199.87272727272727,210.85454545454544,409.98181818181814,413.94545454545454,209.56363636363633,841.8363636363636,207.87272727272727,366.8,215.76363636363632,275.2181818181818,343.9272727272727,0,312.50909090909084,0,0,0,299.4,0,1316.6909090909091,0,218.4181818181818,260.1272727272727,320.58181818181816,275.18181818181813,146.8,633.5272727272727,244.58181818181816,328.74545454545455,176.34545454545454,208.59999999999997,496.4363636363636
2019-05-07 12:15:35,388.58181818181816,142.14545454545453,0,417.3454545454545,196.27272727272728,210.79999999999998,413.98181818181814,402.4363636363636,216.36363636363635,841.0545454545453,220.59999999999997,349.30909090909086,215.98181818181817,240.27272727272728,286.6727272727273,0,304.9090909090909,0,0,0,325.54545454545456,0,1328.5454545454545,0,236.67272727272726,241.29090909090908,291.50909090909084,264.96363636363634,126.45454545454545,645.2,234.54545454545453,372.6181818181818,133.3272727272727,211.47272727272727,460.6545454545454
2019-05-07 12:15:32,374.1454545454545,121.03636363636363,0,421.7090909090909,184.45454545454544,172.25454545454542,392.2,372.2545454545454,211.89090909090908,823.8545454545454,208.03636363636363,349.09090909090907,174.45454545454544,217.09090909090907,246.34545454545454,0,288,0,0,0,355.96363636363634,0,1305.1636363636362,0,212.1272727272727,207.56363636363633,269.74545454545455,63.18181818181817,109.43636363636364,572.8363636363636,222.65454545454543,407.74545454545455,117.3090909090909,217.2181818181818,415.19999999999993
2019-05-07 12:15:29,374.1454545454545,121.03636363636363,0,421.7090909090909,184.45454545454544,172.25454545454542,392.2,372.2545454545454,211.89090909090908,823.8545454545454,208.03636363636363,349.09090909090907,174.45454545454544,217.09090909090907,246.34545454545454,0,288,0,0,0,355.96363636363634,0,1305.1636363636362,0,212.1272727272727,207.56363636363633,269.74545454545455,63.18181818181817,109.43636363636364,572.8363636363636,222.65454545454543,407.74545454545455,117.3090909090909,217.2181818181818,415.19999999999993
2019-05-07 12:15:26,302.0363636363636,111.32727272727271,0,395.50909090909084,181,132.3090909090909,396.74545454545455,371.2,188.56363636363633,805.690909090909,166.1272727272727,325.74545454545455,169.2,206.67272727272726,231.58181818181816,0,207.2181818181818,0,0,0,329.6545454545454,0,1330.0727272727272,0,166.83636363636364,195.9272727272727,248.74545454545452,61.99999999999999,108.1090909090909,510.16363636363633,209.23636363636362,447.16363636363633,96.01818181818182,167.85454545454544,383.3818181818181
2019-05-07 12:15:23,302.0363636363636,111.32727272727271,0,395.50909090909084,181,132.3090909090909,396.74545454545455,371.2,188.56363636363633,805.690909090909,166.1272727272727,325.74545454545455,169.2,206.67272727272726,231.58181818181816,0,207.2181818181818,0,0,0,329.6545454545454,0,1330.0727272727272,0,166.83636363636364,195.9272727272727,248.74545454545452,61.99999999999999,108.1090909090909,510.16363636363633,209.23636363636362,447.16363636363633,96.01818181818182,167.85454545454544,383.3818181818181
2019-05-07 12:15:20,288.3454545454545,96.65454545454546,0,175.83636363636364,181.38181818181818,153.23636363636362,401.8181818181818,377.0363636363636,214.7090909090909,799.9818181818181,169.8,317.96363636363634,174.25454545454542,179.18181818181816,224.1272727272727,0,213.83636363636364,0,0,0,340.50909090909084,0,1285.8727272727272,0,170.5090909090909,209.23636363636362,282.52727272727276,59.58181818181818,78.18181818181819,495.4363636363636,186.8,467.0363636363636,98.09090909090908,149.89090909090908,380.09090909090907
2019-05-07 12:15:17,308.7090909090909,61.090909090909086,0,193.8,192.05454545454543,161.9090909090909,396.7272727272727,160.45454545454544,215.14545454545453,809.6545454545453,162.29090909090908,175.03636363636363,145.63636363636363,162.07272727272726,222.79999999999998,0,221.23636363636362,0,0,0,304.9090909090909,0,1308.5454545454545,0,171.0181818181818,197.14545454545453,296.18181818181813,50.54545454545454,47.03636363636363,481.9090909090909,210.6181818181818,500.96363636363634,100.94545454545454,133.9272727272727,379.8363636363636
2019-05-07 12:15:14,308.7090909090909,61.090909090909086,0,193.8,192.05454545454543,161.9090909090909,396.7272727272727,160.45454545454544,215.14545454545453,809.6545454545453,162.29090909090908,175.03636363636363,145.63636363636363,162.07272727272726,222.79999999999998,0,221.23636363636362,0,0,0,304.9090909090909,0,1308.5454545454545,0,171.0181818181818,197.14545454545453,296.18181818181813,50.54545454545454,47.03636363636363,481.9090909090909,210.6181818181818,500.96363636363634,100.94545454545454,133.9272727272727,379.8363636363636
