timestamp,accept,brk,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,gettid,list,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pipe,pread64,pwrite64,read,sigprocmask,syscall,wait,write,yield
2019-05-11 22:34:41,117.94545454545454,0,0,0,0,0,0,0,0,0,142.5272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.16363636363636,0
2019-05-11 22:34:38,116.16363636363636,0,0,0,0,0,0,0,0,0,141.7090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.381818181818176,0
2019-05-11 22:34:35,116.16363636363636,0,0,0,0,0,0,0,0,0,141.7090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.381818181818176,0
2019-05-11 22:34:32,113.98181818181817,0,0,0,0,0,0,0,0,0,138.98181818181817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.36363636363636,0
2019-05-11 22:34:29,116.89090909090909,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.18181818181817,0
2019-05-11 22:34:26,116.89090909090909,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.18181818181817,0
2019-05-11 22:34:23,115.63636363636364,0,0,0,0,0,0,0,0,0,146.09090909090907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.89090909090909,0
2019-05-11 22:34:20,115.63636363636364,0,0,0,0,0,0,0,0,0,146.09090909090907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.89090909090909,0
2019-05-11 22:34:17,114.16363636363636,0,0,0,0,0,0,0,0,0,147.7090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.418181818181814,0
2019-05-11 22:34:14,110.9090909090909,0,0,0,0,0,0,0,0,0,144.74545454545452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,0
2019-05-11 22:34:11,110.9090909090909,0,0,0,0,0,0,0,0,0,144.74545454545452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,0
2019-05-11 22:34:08,121.3090909090909,0,0,0,0,0,0,0,0,0,161.14545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.05454545454545,0
2019-05-11 22:34:05,121.3090909090909,0,0,0,0,0,0,0,0,0,161.14545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.05454545454545,0
2019-05-11 22:34:02,180.29090909090908,0,0,0,0,0,0,0,0,0,224.56363636363633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.32727272727273,0
2019-05-11 22:33:59,236.79999999999998,0,0,0,0,0,0,0,0,0,270.3636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.01818181818182,0
2019-05-11 22:33:56,236.79999999999998,0,0,0,0,0,0,0,0,0,270.3636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.01818181818182,0
2019-05-11 22:33:53,297.30909090909086,0,0,0,0,0,0,0,0,0,343.12727272727267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.87272727272726,0
2019-05-11 22:33:50,297.30909090909086,0,0,0,0,0,0,0,0,0,343.12727272727267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.87272727272726,0
2019-05-11 22:33:47,367.0181818181818,0,0,0,0,0,0,0,0,0,411.54545454545456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.29090909090908,0
2019-05-11 22:33:44,439.4545454545454,0,0,0,0,0,0,0,0,0,485.1454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.8,0
2019-05-11 22:33:41,439.4545454545454,0,0,0,0,0,0,0,0,0,485.1454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160.8,0
2019-05-11 22:33:38,508.7090909090909,0,0,0,0,0,0,0,0,0,566.7636363636362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9272727272727,0
2019-05-11 22:33:35,508.7090909090909,0,0,0,0,0,0,0,0,0,566.7636363636362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.9272727272727,0
2019-05-11 22:33:32,582.8545454545455,0,0,0,0,0,0,0,0,0,656.5818181818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.47272727272727,0
2019-05-11 22:33:29,628.7090909090908,0,0,30.727272727272727,0,0,0,77.34545454545453,0,0,696.4727272727272,0,0,0,16.036363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,233.59999999999997,0
2019-05-11 22:33:26,628.7090909090908,0,0,30.727272727272727,0,0,0,77.34545454545453,0,0,696.4727272727272,0,0,0,16.036363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,233.59999999999997,0
