timestamp,example-voting-app_vote_1
2019-05-06 15:40:16,0
2019-05-06 15:40:13,0
2019-05-06 15:40:10,0
2019-05-06 15:40:07,0
2019-05-06 15:40:04,0
2019-05-06 15:40:01,0
2019-05-06 15:39:58,0
2019-05-06 15:39:55,0
2019-05-06 15:39:52,0
2019-05-06 15:39:49,0
2019-05-06 15:39:46,0
2019-05-06 15:39:43,0
2019-05-06 15:39:40,0
2019-05-06 15:39:37,0
2019-05-06 15:39:34,0
2019-05-06 15:39:31,0
2019-05-06 15:39:28,0
2019-05-06 15:39:25,0
2019-05-06 15:39:22,0
2019-05-06 15:39:19,0
2019-05-06 15:39:16,0
2019-05-06 15:39:13,0
2019-05-06 15:39:10,0
2019-05-06 15:39:07,0
2019-05-06 15:39:04,0
2019-05-06 15:39:01,0
2019-05-06 15:38:58,0
2019-05-06 15:38:55,0
2019-05-06 15:38:52,0
2019-05-06 15:38:49,0
2019-05-06 15:38:46,0
2019-05-06 15:38:43,0
2019-05-06 15:38:40,0
2019-05-06 15:38:37,0
2019-05-06 15:38:34,0
2019-05-06 15:38:31,0
2019-05-06 15:38:28,0
2019-05-06 15:38:25,0
2019-05-06 15:38:22,0
2019-05-06 15:38:19,0
2019-05-06 15:38:16,0
2019-05-06 15:38:13,0
2019-05-06 15:38:10,0
2019-05-06 15:38:07,0
2019-05-06 15:38:04,0
2019-05-06 15:38:01,0
2019-05-06 15:37:58,0
2019-05-06 15:37:55,0
2019-05-06 15:37:52,0
2019-05-06 15:37:49,0
2019-05-06 15:37:46,0
2019-05-06 15:37:43,0
2019-05-06 15:37:40,0
2019-05-06 15:37:37,0
2019-05-06 15:37:34,0
2019-05-06 15:37:31,0
2019-05-06 15:37:28,0
2019-05-06 15:37:25,0
2019-05-06 15:37:22,0
2019-05-06 15:37:19,0
2019-05-06 15:37:16,0
2019-05-06 15:37:13,0
2019-05-06 15:37:10,0
2019-05-06 15:37:07,0
2019-05-06 15:37:04,0
2019-05-06 15:37:01,0
2019-05-06 15:36:58,0
2019-05-06 15:36:55,0
2019-05-06 15:36:52,0
2019-05-06 15:36:49,0
2019-05-06 15:36:46,0
2019-05-06 15:36:43,0
2019-05-06 15:36:40,0
2019-05-06 15:36:37,0
2019-05-06 15:36:34,0
2019-05-06 15:36:31,0
2019-05-06 15:36:28,0
2019-05-06 15:36:25,0
2019-05-06 15:36:22,0
2019-05-06 15:36:19,0
2019-05-06 15:36:16,0
2019-05-06 15:36:13,0
2019-05-06 15:36:10,0
2019-05-06 15:36:07,0
2019-05-06 15:36:04,0
2019-05-06 15:36:01,0
2019-05-06 15:35:58,0
2019-05-06 15:35:55,0
2019-05-06 15:35:52,0
2019-05-06 15:35:49,0
2019-05-06 15:35:46,0
2019-05-06 15:35:43,0
2019-05-06 15:35:40,0
2019-05-06 15:35:37,0
2019-05-06 15:35:34,0
2019-05-06 15:35:31,0
2019-05-06 15:35:28,0
2019-05-06 15:35:25,0
2019-05-06 15:35:22,0
2019-05-06 15:35:19,0
2019-05-06 15:35:16,0
2019-05-06 15:35:13,0
2019-05-06 15:35:10,0
2019-05-06 15:35:07,0
2019-05-06 15:35:04,0
2019-05-06 15:35:01,0
2019-05-06 15:34:58,0
2019-05-06 15:34:55,0
2019-05-06 15:34:52,0
2019-05-06 15:34:49,0
2019-05-06 15:34:46,0
2019-05-06 15:34:43,0
2019-05-06 15:34:40,0
2019-05-06 15:34:37,0
2019-05-06 15:34:34,0
2019-05-06 15:34:31,0
2019-05-06 15:34:28,0
2019-05-06 15:34:25,0
2019-05-06 15:34:22,0
2019-05-06 15:34:19,0
2019-05-06 15:34:16,0
2019-05-06 15:34:13,0
