timestamp,accept,clone,close,connect,dup2,exit,fsync,ftruncate,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,poll,pread64,pwrite64,read,recvfrom,rename,sendto,setsockopt,sigprocmask,socket,syscall,unlink,wait,write,yield
2019-05-12 01:06:57,2805.323733158785,0,61.146566301205475,0,0.45455371915853016,32.05512827505955,0,0,5568.683066964853,0,0,0,0,0,0,0,32.8733249695449,217.6585028818706,308.6601574574083,0,0,0,0,0,3151.1482026945946,2839.28798705431,4908.525609556538,0,0,0,0,15.07300132729686,0,0,0,4228.531427844143,3383.0615102092765,122.60222913143875
2019-05-12 01:06:54,2982.4181818181814,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5426.8,0,0,0,0,0,0,0,32.87272727272727,268.9090909090909,381.4363636363636,0,0,0,0,0,3243.0181818181813,2896.6181818181813,4858.545454545454,0,0,0,0,15.07272727272727,0,0,0,4261.963636363636,3425.5999999999995,122.59999999999998
2019-05-12 01:06:51,2982.4181818181814,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5426.8,0,0,0,0,0,0,0,32.87272727272727,268.9090909090909,381.4363636363636,0,0,0,0,0,3243.0181818181813,2896.6181818181813,4858.545454545454,0,0,0,0,15.07272727272727,0,0,0,4261.963636363636,3425.5999999999995,122.59999999999998
2019-05-12 01:06:48,3089.4,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5505.763636363637,0,0,0,0,0,0,0,32.87272727272727,268.9090909090909,435.1454545454545,0,0,0,0,0,3212.6545454545453,2994.6545454545453,4912.636363636364,0,0,0,0,15.07272727272727,0,0,0,4156.309090909091,3355.4363636363632,183.96363636363634
2019-05-12 01:06:45,3089.4,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5505.763636363637,0,0,0,0,0,0,0,32.87272727272727,268.9090909090909,435.1454545454545,0,0,0,0,0,3212.6545454545453,2994.6545454545453,4912.636363636364,0,0,0,0,15.07272727272727,0,0,0,4156.309090909091,3355.4363636363632,183.96363636363634
2019-05-12 01:06:42,3037.9272727272723,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5343.2,0,0,0,0,0,0,0,32.87272727272727,216.3272727272727,398.0181818181818,0,0,0,0,0,3177.2363636363634,2843.2,4897.563636363636,0,0,0,0,15.07272727272727,0,0,0,4044.272727272727,3379.163636363636,138.03636363636363
2019-05-12 01:06:39,3189.109090909091,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5375.963636363636,0,0,0,0,0,0,0,32.87272727272727,216.3272727272727,462.4545454545454,0,0,0,0,0,3408.9999999999995,2832.036363636363,4887.563636363636,0,0,0,0,15.07272727272727,0,0,0,4022.1818181818176,3424.781818181818,138.03636363636363
2019-05-12 01:06:36,3189.109090909091,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5375.963636363636,0,0,0,0,0,0,0,32.87272727272727,216.3272727272727,462.4545454545454,0,0,0,0,0,3408.9999999999995,2832.036363636363,4887.563636363636,0,0,0,0,15.07272727272727,0,0,0,4022.1818181818176,3424.781818181818,138.03636363636363
2019-05-12 01:06:33,3359.5752804494464,0,61.144342830130356,0,0.45453719023290484,32.05396265522445,0,0,5390.1383611207075,0,0,0,0,0,0,0,32.87212959764368,216.32333957564407,526.9540553808113,0,0,0,0,0,3399.065471536881,3077.9804003563568,5109.270740531991,0,0,0,0,15.072453228123125,0,0,0,4251.140888347484,3456.682605770804,138.03385392992854
2019-05-12 01:06:30,3359.5752804494464,0,61.144342830130356,0,0.45453719023290484,32.05396265522445,0,0,5390.1383611207075,0,0,0,0,0,0,0,32.87212959764368,216.32333957564407,526.9540553808113,0,0,0,0,0,3399.065471536881,3077.9804003563568,5109.270740531991,0,0,0,0,15.072453228123125,0,0,0,4251.140888347484,3456.682605770804,138.03385392992854
2019-05-12 01:06:27,3511.1454545454544,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5506.036363636363,0,0,0,0,0,0,0,32.87272727272727,268.94545454545454,582.1636363636363,0,0,0,0,0,3626.054545454545,3109.0727272727268,5142.654545454545,0,0,0,0,15.07272727272727,0,0,0,4321.599999999999,3493.7454545454543,193.2181818181818
2019-05-12 01:06:24,3631.454545454545,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5622.581818181818,0,0,0,0,0,0,0,32.87272727272727,268.94545454545454,671.9818181818181,0,0,0,0,0,3630.0181818181813,3076.272727272727,5113.436363636364,0,0,0,0,15.07272727272727,0,0,0,4366.963636363636,3573.290909090909,288.8909090909091
2019-05-12 01:06:21,3631.454545454545,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5622.581818181818,0,0,0,0,0,0,0,32.87272727272727,268.94545454545454,671.9818181818181,0,0,0,0,0,3630.0181818181813,3076.272727272727,5113.436363636364,0,0,0,0,15.07272727272727,0,0,0,4366.963636363636,3573.290909090909,288.8909090909091
2019-05-12 01:06:18,3616.054545454545,0,61.14545454545454,0,0.4545454545454545,32.05454545454545,0,0,5666.036363636363,0,0,0,0,0,0,0,32.87272727272727,268.94545454545454,777.8,0,0,0,0,0,3812.6545454545453,3139.036363636363,5137.2,0,0,0,0,15.07272727272727,0,0,0,4390.036363636364,3940.5818181818177,288.8909090909091
