timestamp,accept,clone,close,connect,create,ctl,dup2,exit,fcntl,fsync,ftruncate,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,nanosleep,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,rename,sendto,setsockopt,sigprocmask,socket,syscall,unlink,wait,write,yield
2019-05-12 01:36:59,3895.636363636363,0,0,0,0,0,0,0,0,0,0,5436.490909090909,0,0,0,0,0,0,0,0,0,2022.2909090909088,108.47165454545456,0,0,0,0,0,0,2344.418181818182,2212.6545454545453,4493.890909090909,0,0,0,0,0,0,0,0,3823.3818181818183,3179.6545454545453,205.94545454545454
2019-05-12 01:36:56,3895.636363636363,0,0,0,0,0,0,0,0,0,0,5436.490909090909,0,0,0,0,0,0,0,0,0,2022.2909090909088,102.9762,0,0,0,0,0,0,2344.418181818182,2212.6545454545453,4493.890909090909,0,0,0,0,0,0,0,0,3823.3818181818183,3179.6545454545453,205.94545454545454
2019-05-12 01:36:53,3639.872727272727,0,229.43636363636364,0,0,0,275.92727272727274,198.5272727272727,0,0,0,5705.254545454545,0,0,0,0,0,0,0,214.39999999999998,246.29090909090908,2209.254545454545,106.63983636363635,0,0,0,0,0,0,2720.2363636363634,2517.672727272727,5069.581818181818,0,0,0,0,337.07272727272726,0,0,0,4315.981818181817,3237.5272727272727,205.94545454545454
2019-05-12 01:36:50,3639.872727272727,0,229.43636363636364,0,0,0,275.92727272727274,198.5272727272727,0,0,0,5705.254545454545,0,0,0,0,0,0,0,214.39999999999998,246.29090909090908,2209.254545454545,101.14438181818181,0,0,0,0,0,0,2720.2363636363634,2517.672727272727,5069.581818181818,0,0,0,0,337.07272727272726,0,0,0,4315.981818181817,3237.5272727272727,205.94545454545454
2019-05-12 01:36:47,3696.5636363636363,0,229.43636363636364,0,0,0,275.92727272727274,198.5272727272727,0,0,0,5951.70909090909,0,0,0,0,0,0,0,214.39999999999998,246.29090909090908,2223.3454545454542,104.80801818181818,0,0,0,0,0,0,2986.6545454545453,2875.2,5709.381818181818,0,0,0,0,337.07272727272726,0,0,0,4814.290909090909,3768.1454545454544,268.16363636363633
2019-05-12 01:36:44,4001.4181818181814,0,229.43636363636364,0,0,0,275.92727272727274,198.5272727272727,0,0,0,6539.436363636362,0,0,0,0,0,0,0,214.39999999999998,246.29090909090908,2291.109090909091,108.47165454545456,0,0,0,0,0,0,3429.672727272727,3229.472727272727,6395.472727272727,0,0,0,0,337.07272727272726,0,0,0,5525.418181818181,4177.236363636363,268.16363636363633
2019-05-12 01:36:41,4001.4181818181814,0,229.43636363636364,0,0,0,275.92727272727274,198.5272727272727,0,0,0,6539.436363636362,0,0,0,0,0,0,0,214.39999999999998,345.4545454545454,2291.109090909091,102.9762,0,0,0,0,0,0,3429.672727272727,3229.472727272727,6395.472727272727,0,0,0,0,337.07272727272726,0,0,0,5525.418181818181,4177.236363636363,268.16363636363633
2019-05-12 01:36:38,4243.854545454545,0,229.43636363636364,0,0,0,275.92727272727274,198.5272727272727,0,0,0,7144.636363636363,0,0,0,0,0,0,0,214.39999999999998,345.4545454545454,2434.5454545454545,106.63983636363635,0,0,0,0,0,0,3763.6181818181813,3683.3272727272724,6991.963636363636,0,0,0,0,337.07272727272726,0,0,0,6297,4806.490909090909,268.16363636363633
2019-05-12 01:36:35,4243.854545454545,0,229.43636363636364,0,0,0,275.92727272727274,198.5272727272727,0,0,0,7144.636363636363,0,0,0,0,0,0,0,214.39999999999998,345.4545454545454,2434.5454545454545,101.14438181818181,0,0,0,0,0,0,3763.6181818181813,3683.3272727272724,6991.963636363636,0,0,0,0,337.07272727272726,0,0,0,6297,4806.490909090909,268.16363636363633
2019-05-12 01:36:32,4432.10909090909,0,229.43636363636364,0,0,0,275.92727272727274,198.5272727272727,0,0,0,7390.999999999999,0,0,0,0,0,0,0,214.39999999999998,345.4545454545454,2577.9454545454546,0,0,0,0,0,0,0,3958.763636363636,4004.5636363636363,7068.072727272726,0,0,0,0,337.07272727272726,0,0,0,6567.272727272726,4971.90909090909,317.1272727272727
2019-05-12 01:36:29,4282.545454545454,0,229.43636363636364,0,0,0,275.92727272727274,198.5272727272727,0,0,0,7496.945454545454,0,0,0,0,0,0,0,214.39999999999998,345.4545454545454,2871.272727272727,0,0,0,0,0,0,0,3801.981818181818,3942.472727272727,7026.890909090909,0,0,0,0,337.07272727272726,0,0,0,6593.363636363636,4937.636363636364,317.1272727272727
