timestamp,accept,bind,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,write
2019-05-08 20:54:49,268.3272727272727,255.29090909090908,237.98181818181817,268.7272727272727,165.14545454545453,171.3090909090909,117.58181818181816,209.16363636363633,892.5999999999999,216.99999999999997,197.98181818181817,161.67272727272726,150.14545454545453,344.8,0,306.29090909090905,0,10.145454545454545,0,241.67272727272726,0,1303.2727272727273,196.38181818181818,213.07272727272726,170.6181818181818,143.9090909090909,170.5272727272727,288.50909090909084,113.79999999999998,196.6181818181818,130.0181818181818,169.0181818181818,171.54545454545453
2019-05-08 20:54:46,275.76363636363635,312.2,193.2,254.36363636363635,170.47272727272727,171.49090909090907,134.8181818181818,169.1090909090909,882.4909090909091,203.85454545454544,227.4181818181818,154.76363636363638,144.96363636363637,331.6909090909091,0,342.07272727272726,0,9.6,0,217.59999999999997,0,1268.1454545454544,191.83636363636364,211.79999999999998,169.98181818181817,125.85454545454544,201.5272727272727,260.94545454545454,103.81818181818181,236.05454545454543,152.87272727272727,167.54545454545453,151.9090909090909
2019-05-08 20:54:43,275.76363636363635,312.2,193.2,254.36363636363635,170.47272727272727,171.49090909090907,134.8181818181818,169.1090909090909,882.4909090909091,203.85454545454544,227.4181818181818,154.76363636363638,144.96363636363637,331.6909090909091,0,342.07272727272726,0,9.6,0,217.59999999999997,0,1268.1454545454544,191.83636363636364,211.79999999999998,169.98181818181817,125.85454545454544,201.5272727272727,260.94545454545454,103.81818181818181,236.05454545454543,152.87272727272727,167.54545454545453,151.9090909090909
2019-05-08 20:54:40,286.30909090909086,314.2181818181818,162.43636363636364,243.7090909090909,169.45454545454544,204.58181818181816,116.34545454545453,168.18181818181816,873.7818181818182,193.9090909090909,228.56363636363633,164.67272727272726,145.96363636363637,293.8727272727273,0,323.0545454545454,0,8.836363636363636,0,236.99999999999997,0,1274.2181818181816,210.16363636363633,212.94545454545454,179.58181818181816,105.18181818181817,188.2,247.89090909090908,104.67272727272727,246.89090909090908,128.03636363636363,155.5090909090909,137.9090909090909
2019-05-08 20:54:37,290.1454545454545,291.3272727272727,175.5090909090909,245.16363636363633,174.67272727272726,215.4181818181818,130.76363636363635,169.3090909090909,855.3272727272727,234.1272727272727,244.3090909090909,173.85454545454544,125.78181818181817,302.3272727272727,0,272.47272727272724,0,8.836363636363636,0,229.34545454545454,0,1274.3272727272727,173.94545454545454,207.1272727272727,218.83636363636364,102.59999999999998,226.43636363636364,285.3454545454545,115.65454545454546,246.89090909090908,130.56363636363636,156.05454545454543,154.45454545454544
2019-05-08 20:54:34,290.1454545454545,291.3272727272727,175.5090909090909,245.16363636363633,174.67272727272726,215.4181818181818,130.76363636363635,169.3090909090909,855.3272727272727,234.1272727272727,244.3090909090909,173.85454545454544,125.78181818181817,302.3272727272727,0,272.47272727272724,0,8.836363636363636,0,229.34545454545454,0,1274.3272727272727,173.94545454545454,207.1272727272727,218.83636363636364,102.59999999999998,226.43636363636364,285.3454545454545,115.65454545454546,246.89090909090908,130.56363636363636,156.05454545454543,154.45454545454544
2019-05-08 20:54:31,262.1818181818182,237.85454545454544,182.16363636363633,218.76363636363632,169.03636363636363,233.94545454545454,185.09090909090907,180.36363636363635,833.4181818181818,220.03636363636363,269.6727272727273,185.45454545454544,127.0181818181818,344.4,0,231.43636363636364,0,8.836363636363636,0,196.29090909090908,0,1264.7454545454543,170.2,219.59999999999997,209.8181818181818,117.61818181818181,221.76363636363632,298.8909090909091,136.76363636363638,247.36363636363635,141.49090909090907,155.29090909090908,174.25454545454542
2019-05-08 20:54:28,262.1818181818182,237.85454545454544,182.16363636363633,218.76363636363632,169.03636363636363,233.94545454545454,185.09090909090907,180.36363636363635,833.4181818181818,220.03636363636363,269.6727272727273,185.45454545454544,127.0181818181818,344.4,0,231.43636363636364,0,8.836363636363636,0,196.29090909090908,0,1264.7454545454543,170.2,219.59999999999997,209.8181818181818,117.61818181818181,221.76363636363632,298.8909090909091,136.76363636363638,247.36363636363635,141.49090909090907,155.29090909090908,174.25454545454542
2019-05-08 20:54:25,295.47272727272724,248.49090909090907,169.7272727272727,196.9272727272727,183.4,239.36363636363635,199.27272727272728,154.3272727272727,846.8363636363636,230.4181818181818,309.52727272727276,153.0181818181818,109.81818181818181,365.8909090909091,0,236.63636363636363,0,8.418181818181818,0,179.45454545454544,0,1266.4,173.49090909090907,204.98181818181817,198.07272727272726,141.2,227.09090909090907,297.78181818181815,138.25454545454542,242.94545454545454,167.29090909090908,147.27272727272728,189.43636363636364
2019-05-08 20:54:22,341.7090909090909,223.47272727272727,216.7272727272727,202.45454545454544,203.65454545454543,244.99999999999997,228.96363636363634,157.14545454545453,858.3272727272727,196.2,322.52727272727276,145.7090909090909,124.78181818181817,397.52727272727265,0,195.49090909090907,0,8.418181818181818,0,150.5272727272727,0,1302.6909090909091,172.03636363636363,214.9272727272727,190.34545454545454,137.65454545454543,230.76363636363632,263.6545454545454,165.05454545454543,246.89090909090908,172.96363636363634,149.03636363636363,180.96363636363634
