timestamp,accept,brk,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,sendto,sigprocmask,socket,syscall,wait,write,yield
2019-05-11 22:44:22,91.74545454545454,0,0,0,0,0,0,0,0,0,119.89090909090909,0,0,0,0,0,0,0,0,0,2.036363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.927272727272726,0
2019-05-11 22:44:19,90.12727272727271,0,0,0,0,0,0,0,0,0,116.34545454545453,0,0,0,0,0,0,0,0,0,2.036363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.10909090909091,0
2019-05-11 22:44:16,90.12727272727271,0,0,0,0,0,0,0,0,0,116.34545454545453,0,0,0,0,0,0,0,0,0,2.036363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.10909090909091,0
2019-05-11 22:44:13,96,0,0,0,0,0,0,0,0,0,135.72727272727272,0,0,0,0,0,0,0,0,0,2.036363636363636,0,0,0,0,0,0,0,0,11.254545454545454,0,0,0,0,0,17.454545454545453,41.21818181818182,0
2019-05-11 22:44:10,96,0,0,0,0,0,0,0,0,0,135.72727272727272,0,0,0,0,0,0,0,0,0,2.036363636363636,0,0,0,0,0,0,0,0,11.254545454545454,0,0,0,0,0,17.454545454545453,41.21818181818182,0
2019-05-11 22:44:07,98.49090909090908,0,0,0,0,0,0,0,0,0,138.43636363636364,0,0,0,0,0,0,0,0,0,2.036363636363636,0,0,0,0,0,0,0,0,11.254545454545454,0,0,0,0,0,17.454545454545453,40.563636363636355,0
2019-05-11 22:44:04,114.9090909090909,0,0,0,0,0,0,0,0,0,161.7090909090909,0,0,0,0,0,0,0,0,0,2.3454545454545452,0,0,0,0,0,0,0,0,11.254545454545454,0,0,0,0,0,17.454545454545453,50.236363636363635,0
2019-05-11 22:44:01,114.9090909090909,0,0,0,0,0,0,0,0,0,161.7090909090909,0,0,0,0,0,0,0,0,0,2.3454545454545452,0,0,0,0,0,0,0,0,11.254545454545454,0,0,0,0,0,17.454545454545453,50.236363636363635,0
2019-05-11 22:43:58,122.32727272727271,0,0,17.690909090909088,0,0,0,0,0,0,172.05454545454543,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,2.3454545454545452,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,54.32727272727273,0
2019-05-11 22:43:55,122.32727272727271,0,0,17.690909090909088,0,0,0,0,0,0,172.05454545454543,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,2.3454545454545452,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,54.32727272727273,0
2019-05-11 22:43:52,123.7090909090909,0,0,17.690909090909088,0,0,0,0,0,0,174.85454545454544,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,2.3454545454545452,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,53.74545454545454,0
2019-05-11 22:43:49,125.34545454545453,0,0,17.690909090909088,0,0,0,0,0,0,176.5272727272727,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,2.3454545454545452,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,54.18181818181817,0
2019-05-11 22:43:46,125.34545454545453,0,0,17.690909090909088,0,0,0,0,0,0,176.5272727272727,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,2.3454545454545452,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,54.18181818181817,0
2019-05-11 22:43:43,127.2181818181818,0,0,17.690909090909088,0,0,0,0,0,0,176.36363636363635,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,55.43636363636363,0
2019-05-11 22:43:40,127.2181818181818,0,0,17.690909090909088,0,0,0,0,0,0,176.36363636363635,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,55.43636363636363,0
2019-05-11 22:43:37,124.54545454545453,0,0,17.690909090909088,0,0,0,0,0,0,176.03636363636363,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,54.92727272727272,0
2019-05-11 22:43:34,121.19999999999999,0,0,17.690909090909088,0,0,0,0,0,0,179.54545454545453,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,55.381818181818176,0
2019-05-11 22:43:31,121.19999999999999,0,0,17.690909090909088,0,0,0,0,0,0,179.54545454545453,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,55.381818181818176,0
2019-05-11 22:43:28,120.41818181818182,0,0,17.690909090909088,0,0,0,11.381818181818181,0.9999999999999999,0,182.36363636363635,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,58.127272727272725,0
2019-05-11 22:43:25,120.41818181818182,0,0,17.690909090909088,0,0,0,11.381818181818181,0.9999999999999999,0,182.36363636363635,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,58.127272727272725,0
2019-05-11 22:43:22,147.9272727272727,0,0,17.690909090909088,0,0,0,11.381818181818181,0.9999999999999999,0,223.0181818181818,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,11.254545454545454,0,0,3.436363636363636,0,0,17.454545454545453,47.090909090909086,0
2019-05-11 22:43:19,408.4,0,0,17.690909090909088,0,0,0,11.381818181818181,0.9999999999999999,0,386.27272727272725,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,0,0,0,3.436363636363636,0,0,0,53.381818181818176,0
2019-05-11 22:43:16,408.4,0,0,17.690909090909088,0,0,0,11.381818181818181,0.9999999999999999,0,386.27272727272725,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0.309090909090909,0,0,0,0,0,0,0,0,0,0,0,3.436363636363636,0,0,0,53.381818181818176,0
2019-05-11 22:43:13,779.6869033982437,0,0,17.691230749649996,0,0,0,11.381818181818181,0.9999999999999999,0,564.7375406825579,0,0,0,0,0,0,0,1.0363824796814487,12.309314714812997,0.3090965290278005,0,0,0,0,0,0,0,0,0,0,0,3.436426116838488,0,0,0,87.23794978090511,0
2019-05-11 22:43:10,779.6869033982437,0,0,17.691230749649996,0,0,0,11.381818181818181,0.9999999999999999,0,564.7375406825579,0,0,0,0,0,0,0,1.0363824796814487,12.309314714812997,0.3090965290278005,0,0,0,0,0,0,0,0,0,0,0,3.436426116838488,0,0,0,87.23794978090511,0
2019-05-11 22:43:07,764.5090909090908,0,0,70.83636363636363,0,0,0,11.381818181818181,0.9999999999999999,0,540.0909090909091,0,0,0,0,0,0,0,1.0363636363636364,12.309090909090909,0,0,0,0,0,0,0,0,0,0,0,0,3.436363636363636,0,0,0,77.89090909090909,0
2019-05-11 22:43:04,904.2545454545453,0,0,72.76363636363635,0,0,0,11.381818181818181,0.9999999999999999,0,720.4909090909091,0,0,0,0,0,0,92.56363636363635,30.58181818181818,152.5272727272727,18.18181818181818,0,0,0,0,0,0,0,0,0,0,0,82.43636363636364,0,0,0,80.45454545454545,0
2019-05-11 22:43:01,904.2545454545453,0,0,72.76363636363635,0,0,0,11.381818181818181,0.9999999999999999,0,720.4909090909091,0,0,0,0,0,0,92.56363636363635,30.58181818181818,152.5272727272727,18.18181818181818,0,0,0,0,0,0,0,0,0,0,0,82.43636363636364,0,0,0,80.45454545454545,0
2019-05-11 22:42:58,896.1818181818181,0,0,74.89090909090909,0,0,0,11.381818181818181,0.9999999999999999,0,969.4909090909091,0,0,0,0,0,0,121.56363636363635,30.58181818181818,152.5272727272727,18.18181818181818,0,28.599999999999998,0,49.090909090909086,0,0,0,0,0,0,0,82.43636363636364,0,0,0,229.99999999999997,0
2019-05-11 22:42:55,896.1818181818181,0,0,74.89090909090909,0,0,0,11.381818181818181,0.9999999999999999,0,969.4909090909091,0,0,0,0,0,0,121.56363636363635,30.58181818181818,152.5272727272727,18.18181818181818,0,28.599999999999998,0,49.090909090909086,0,0,0,0,0,0,0,82.43636363636364,0,0,0,229.99999999999997,0
2019-05-11 22:42:52,888.4909090909091,0,0,103.89090909090909,0,0,0,11.381818181818181,0.9999999999999999,0,1142.8363636363636,0,0,0,0,0,0,172.4,30.58181818181818,152.5272727272727,18.18181818181818,0,200.1272727272727,0,200.4,0,0,0,0,0,0,0,82.43636363636364,0,0,0,234.03636363636363,0
2019-05-11 22:42:49,880.6181818181817,0,0,154.7272727272727,0,0,0,11.381818181818181,0.9999999999999999,0,1419.890909090909,0,0,0,0,0,0,200.29090909090908,30.58181818181818,152.5272727272727,18.18181818181818,0,351.4363636363636,0,207.87272727272727,0,0,0,0,0,0,0,82.43636363636364,0,0,0,259.6363636363636,0
2019-05-11 22:42:46,880.6181818181817,0,0,154.7272727272727,0,0,0,11.381818181818181,0.9999999999999999,0,1419.890909090909,0,0,0,0,0,0,200.29090909090908,30.58181818181818,152.5272727272727,18.18181818181818,0,351.4363636363636,0,207.87272727272727,0,0,0,0,0,0,0,82.43636363636364,0,0,0,259.6363636363636,0
