strace: option requires an argument -- 'p'
Try 'strace -h' for more information.
Picked up JAVA_TOOL_OPTIONS:  -javaagent:/home/elastic/elastic-apm-agent-1.30.1.jar -Delastic.apm.log_ecs_reformatting=OVERRIDE
[pid   221] 1652747774.151022 execve("/usr/local/sbin/uname", ["uname", "-n"], 0x7ffea9d5e2a8 /* 18 vars */) = -1 ENOENT (No such file or directory) <0.000069>
[pid   221] 1652747774.151372 execve("/usr/local/bin/uname", ["uname", "-n"], 0x7ffea9d5e2a8 /* 18 vars */) = -1 ENOENT (No such file or directory) <0.000042>
[pid   221] 1652747774.151658 execve("/usr/sbin/uname", ["uname", "-n"], 0x7ffea9d5e2a8 /* 18 vars */) = -1 ENOENT (No such file or directory) <0.000107>
[pid   221] 1652747774.151932 execve("/usr/bin/uname", ["uname", "-n"], 0x7ffea9d5e2a8 /* 18 vars */) = -1 ENOENT (No such file or directory) <0.000060>
[pid   221] 1652747774.152174 execve("/sbin/uname", ["uname", "-n"], 0x7ffea9d5e2a8 /* 18 vars */) = -1 ENOENT (No such file or directory) <0.000156>
[pid   221] 1652747774.153827 access("/etc/ld.so.nohwcap", F_OK) = -1 ENOENT (No such file or directory) <0.000017>
[pid   221] 1652747774.154097 access("/etc/ld.so.preload", R_OK) = -1 ENOENT (No such file or directory) <0.000019>
[pid   221] 1652747774.154450 access("/etc/ld.so.nohwcap", F_OK) = -1 ENOENT (No such file or directory) <0.000015>
[pid   221] 1652747774.155533 open("/usr/lib/locale/locale-archive", O_RDONLY|O_CLOEXEC) = -1 ENOENT (No such file or directory) <0.000021>
[pid   221] 1652747774.155614 open("/usr/share/locale/locale.alias", O_RDONLY|O_CLOEXEC) = -1 ENOENT (No such file or directory) <0.000046>
[pid   212] 1652747774.169244 --- SIGCHLD {si_signo=SIGCHLD, si_code=CLD_EXITED, si_pid=221, si_uid=0, si_status=0, si_utime=0, si_stime=0} ---
[pid   212] 1652747774.178744 open("/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/../lib/amd64/jli/libnss_dns.so.2", O_RDONLY|O_CLOEXEC) = -1 ENOENT (No such file or directory) <0.000041>
[pid   212] 1652747774.179262 open("/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/../lib/amd64/libnss_dns.so.2", O_RDONLY|O_CLOEXEC) = -1 ENOENT (No such file or directory) <0.000043>
[pid   212] 1652747774.179835 access("/etc/ld.so.nohwcap", F_OK) = -1 ENOENT (No such file or directory) <0.000031>
[pid   212] 1652747774.182302 open("/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/../lib/amd64/jli/libresolv.so.2", O_RDONLY|O_CLOEXEC) = -1 ENOENT (No such file or directory) <0.000039>
[pid   212] 1652747774.182582 open("/usr/lib/jvm/java-8-openjdk-amd64/jre/bin/../lib/amd64/libresolv.so.2", O_RDONLY|O_CLOEXEC) = -1 ENOENT (No such file or directory) <0.000087>
[pid   212] 1652747774.182884 access("/etc/ld.so.nohwcap", F_OK) = -1 ENOENT (No such file or directory) <0.000053>
[pid   210] 1652747774.184226 connect(25, {sa_family=AF_INET, sin_port=htons(80), sin_addr=inet_addr("169.254.169.254")}, 16) = -1 EINPROGRESS (Operation now in progress) <0.000062>
[pid   211] 1652747774.184534 connect(29, {sa_family=AF_INET, sin_port=htons(80), sin_addr=inet_addr("169.254.169.254")}, 16) = -1 EINPROGRESS (Operation now in progress) <0.000078>
[pid   211] 1652747774.192604 connect(28, {sa_family=AF_INET, sin_port=htons(80), sin_addr=inet_addr("169.254.169.254")}, 16) = -1 EINPROGRESS (Operation now in progress) <0.000049>
[pid   201] 1652747774.723402 stat("/opt/verticles/com/alibaba/dubbo/rpc/protocol/dubbo/filter/FutureFilter.class", 0x7f3d80aa28b0) = -1 ENOENT (No such file or directory) <0.000054>
[pid   201] 1652747775.232094 stat("/opt/verticles/org/slf4j/ext/EventData.class", 0x7f3d80aa25c0) = -1 ENOENT (No such file or directory) <0.000032>
[pid   201] 1652747775.285202 stat("/opt/verticles/org/apache/http/impl/execchain/ClientExecChain.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000033>
[pid   201] 1652747775.286844 stat("/opt/verticles/org/apache/http/nio/client/HttpAsyncClient.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000028>
[pid   201] 1652747775.299580 stat("/opt/verticles/co/elastic/apm/api/CaptureTransaction.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000028>
[pid   201] 1652747775.300287 stat("/opt/verticles/co/elastic/apm/api/CaptureSpan.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000030>
[pid   201] 1652747775.300986 stat("/opt/verticles/co/elastic/apm/api/Traced.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000033>
[pid   201] 1652747775.303218 stat("/opt/verticles/org/asynchttpclient/AsyncHandler.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000031>
[pid   201] 1652747775.303885 stat("/opt/verticles/com/datastax/driver/core/BoundStatement.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000030>
[pid   201] 1652747775.305529 stat("/opt/verticles/org/grails/web/mapping/mvc/GrailsControllerUrlMappingInfo.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000032>
[pid   201] 1652747775.312277 stat("/opt/verticles/org/hibernate/search/FullTextQuery.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000031>
[pid   201] 1652747775.316875 stat("/opt/verticles/io/javalin/http/Handler.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000052>
[pid   201] 1652747775.317562 stat("/opt/verticles/io/javalin/http/Handler.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000031>
[pid   201] 1652747775.319044 stat("/opt/verticles/javax/ws/rs/Path.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000028>
[pid   201] 1652747775.322226 stat("/opt/verticles/jakarta/ws/rs/Path.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000041>
[pid   201] 1652747775.323101 stat("/opt/verticles/jakarta/jws/WebService.class", 0x7f3d80aa31c0) = -1 ENOENT (No such file or directory) <0.000031>
[pid   201] 1652747775.330315 stat("/opt/verticles/javax/jms/Message.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000030>
[pid   201] 1652747775.330974 stat("/opt/verticles/javax/jms/Message.class", 0x7f3d80aa31d0) = -1 ENOENT (No such file or directory) <0.000031>
