timestamp,accept,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,sendto,sigprocmask,socket,syscall,wait,write,yield
2019-05-12 06:40:09,3803.3636363636365,0,0,0,0,0,0,0,0,5699.981818181817,0,0,0,0,36.43636363636363,0,362.1454545454545,1041.1636363636362,0,0,0,0,0,0,3632.509090909091,3224.690909090909,6527.10909090909,0,0,0,0,0,6237.7818181818175,4013.036363636363,0
2019-05-12 06:40:06,3803.3636363636365,0,0,0,0,0,0,0,0,5699.981818181817,0,0,0,0,36.43636363636363,0,362.1454545454545,1041.1636363636362,0,0,0,0,0,0,3632.509090909091,3224.690909090909,6527.10909090909,0,0,0,0,0,6237.7818181818175,4013.036363636363,0
2019-05-12 06:40:03,3555.0727272727268,0,0,0,0,0,0,0,0,5844.763636363637,0,0,0,0,36.43636363636363,0,362.1454545454545,1041.1636363636362,0,0,0,0,0,0,3485.4363636363632,3159.181818181818,6624.545454545454,0,0,0,0,0,6137.545454545454,4211.236363636363,0
2019-05-12 06:40:00,3555.0727272727268,0,0,0,0,0,0,0,0,5844.763636363637,0,0,0,0,36.43636363636363,0,362.1454545454545,1041.1636363636362,0,0,0,0,0,0,3485.4363636363632,3159.181818181818,6624.545454545454,0,0,0,0,0,6137.545454545454,4211.236363636363,0
2019-05-12 06:39:57,3490.7272727272725,0,0,0,0,0,0,0,0,5944.636363636363,0,0,0,0,36.43636363636363,0,362.1454545454545,984.6181818181817,0,0,0,0,0,0,3574.454545454545,3120,6566.036363636363,0,0,0,0,0,6175.072727272726,4362.727272727273,0
2019-05-12 06:39:54,3638.290909090909,0,0,0,0,0,0,0,0,5835.854545454545,0,0,0,0,0,0,362.1454545454545,984.6181818181817,0,0,0,0,0,0,3490.290909090909,3163.7090909090907,6505.472727272727,0,0,0,0,0,6132.072727272726,4334.272727272727,174.16363636363633
2019-05-12 06:39:51,3638.290909090909,0,0,0,0,0,0,0,0,5835.854545454545,0,0,0,0,0,0,362.1454545454545,984.6181818181817,0,0,0,0,0,0,3490.290909090909,3163.7090909090907,6505.472727272727,0,0,0,0,0,6132.072727272726,4334.272727272727,174.16363636363633
2019-05-12 06:39:48,3555.880802167233,0,0,0,0,0,0,0,0,5695.5691714696095,0,0,0,0,0,0,466.26424974091384,870.4932637588407,0,0,0,0,0,0,3572.9714005199908,3160.1789058380755,6678.296758240759,0,0,0,0,0,5999.054562644315,4153.94265558808,174.16363636363633
2019-05-12 06:39:45,3555.880802167233,0,0,0,0,0,0,0,0,5695.5691714696095,0,0,0,0,0,0,466.26424974091384,870.4932637588407,0,0,0,0,0,0,3572.9714005199908,3160.1789058380755,6678.296758240759,0,0,0,0,0,5999.054562644315,4153.94265558808,174.16363636363633
2019-05-12 06:39:42,3519.1999999999994,0,0,0,0,0,0,0,0,5701.890909090909,0,0,0,0,0,0,279.1272727272727,607.6363636363636,0,0,0,0,0,0,3626.872727272727,3151.781818181818,6392.763636363637,0,0,0,0,0,5743.454545454545,4024.9272727272723,174.16363636363633
