timestamp,accept,brk,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,sendto,sigprocmask,socket,syscall,tgkill,wait,write,yield
2019-05-11 12:40:53,480.98181818181814,0,0,37.309090909090905,0,0,0,2.090909090909091,0,0,331.29090909090905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.94545454545454,0
2019-05-11 12:40:50,480.98181818181814,0,0,37.309090909090905,0,0,0,2.090909090909091,0,0,331.29090909090905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244.94545454545454,0
2019-05-11 12:40:47,478.2363636363636,0,0,0,0,0,0,0,0,0,407.30909090909086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283.96363636363634,0
2019-05-11 12:40:44,574.3272727272727,0,0,0,0,0,0,0,0,0,498.67272727272723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.2545454545454,0
2019-05-11 12:40:41,574.3272727272727,0,0,0,0,0,0,0,0,0,498.67272727272723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.2545454545454,0
2019-05-11 12:40:38,1025.490909090909,0,0,0,0,0,0,0,0,0,656.7272727272726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.10909090909087,0
2019-05-11 12:40:35,1025.490909090909,0,0,0,0,0,0,0,0,0,656.7272727272726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352.10909090909087,0
2019-05-11 12:40:32,1581.6909090909091,0,0,0,0,0,0,0,0,0,876.2363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260.79999999999995,0
2019-05-11 12:40:29,2083.9454545454546,0,0,0,0,0,0,0,0,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.4363636363636,0
2019-05-11 12:40:26,2083.9454545454546,0,0,0,0,0,0,0,0,0,1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.4363636363636,0
2019-05-11 12:40:23,2741.981818181818,0,0,0,0,0,0,0,0,0,2040.6727272727271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.76363636363632,0
2019-05-11 12:40:20,2741.981818181818,0,0,0,0,0,0,0,0,0,2040.6727272727271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254.76363636363632,0
2019-05-11 12:40:17,3204.218181818181,0,0,0,0,0,0,0,0,0,2317.9090909090905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253.39999999999998,0
2019-05-11 12:40:14,3351.5636363636363,0,0,0,0,0,0,0,0,0,2504.5636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.19999999999996,0
2019-05-11 12:40:11,3351.5636363636363,0,0,0,0,0,0,0,0,0,2504.5636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247.19999999999996,0
2019-05-11 12:40:08,3376.3090909090906,0,0,0,0,0,0,0,0,0,2670.5636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.98181818181817,0
2019-05-11 12:40:05,3376.3090909090906,0,0,0,0,0,0,0,0,0,2670.5636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243.98181818181817,0
2019-05-11 12:40:02,3375.8023164899905,0,0,0,0,0,0,0,0,0,2794.497881702638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242.68596468898303,0
2019-05-11 12:39:59,3396.3818181818183,0,0,0,0,0,0,0,0,0,2821.509090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.03636363636363,0
2019-05-11 12:39:56,3396.3818181818183,0,0,0,0,0,0,0,0,0,2821.509090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.03636363636363,0
2019-05-11 12:39:53,3430.0727272727268,0,0,0,0,0,0,0,0,0,2839.581818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.05454545454543,0
2019-05-11 12:39:50,3430.0727272727268,0,0,0,0,0,0,0,0,0,2839.581818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.05454545454543,0
2019-05-11 12:39:47,3533.163636363636,0,0,0,0,0,0,0,0,0,2945.3272727272724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.09090909090907,0
2019-05-11 12:39:44,3229,0,0,0,0,0,0,0,0,0,2889.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.54545454545453,0
2019-05-11 12:39:41,3229,0,0,0,0,0,0,0,0,0,2889.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.54545454545453,0
2019-05-11 12:39:38,2641.6181818181817,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2743.5636363636363,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:35,2641.6181818181817,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2743.5636363636363,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:32,2453.3090909090906,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2326.781818181818,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:29,2036.5999999999997,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2138.7454545454543,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:26,2036.5999999999997,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2138.7454545454543,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:23,1964.2727272727273,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2101.9454545454546,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:20,1964.2727272727273,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2101.9454545454546,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:17,2127.981818181818,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2143.509090909091,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:14,2445.418181818182,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2238.7090909090907,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:11,2445.418181818182,0,0,5.7272727272727275,0,0,0,55.90909090909091,0,0,2238.7090909090907,0,0,0,0,0,0,0,0,0,34.76363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-05-11 12:39:08,2725.1422649673655,0,0,115.95731141937713,0,0,0,90.68596258385907,60.74214133774522,0,2541.643183099104,0,0,0,0,0,0,84.0726384621445,60.851226296747456,162.55476973983238,204.87973383270003,94.2702946505948,59.578568441721366,0,19.6840660206413,0,0,148.0828318455357,166.51818991691366,366.925440430522,0,0,53.43344908459539,0,0,0,341.9449848190099,219.6789266040034,147.26469465301895
2019-05-11 12:39:05,2725.1422649673655,0,0,115.95731141937713,0,0,0,90.68596258385907,60.74214133774522,0,2541.643183099104,0,0,0,0,0,0,79.7656006642062,60.851226296747456,162.55476973983238,204.87973383270003,89.41601397499531,59.578568441721366,0,18.678666315170688,0,0,148.0828318455357,166.51818991691366,366.925440430522,0,0,53.43344908459539,0,0,0,341.9449848190099,219.6789266040034,147.26469465301895
