timestamp,accept,brk,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,sendto,sigprocmask,socket,syscall,tgkill,wait,write,yield
2019-05-11 12:39:02,2982.5454545454545,0,0,115.96363636363635,0,0,0,90.69090909090909,60.74545454545454,0,2939.581818181818,0,0,0,0,0,0,82.64143757575758,60.85454545454545,196.7090909090909,360.6181818181818,92.6572484848485,59.58181818181818,0,19.349978181818184,0,0,451.18181818181813,423.9272727272727,976.290909090909,0,0,53.43636363636363,0,0,0,827.5999999999999,474.12727272727267,147.27272727272728
2019-05-11 12:38:59,2976.8181818181815,0,0,115.96363636363635,0,0,0,90.69090909090909,60.74545454545454,0,3308.2363636363634,0,0,0,0,0,0,85.51295272727273,60.85454545454545,196.7090909090909,443.99999999999994,95.89361212121213,59.58181818181818,0,20.020281212121215,0,0,648.5090909090908,517.5090909090909,1429.381818181818,0,0,53.43636363636363,0,0,0,1281.8727272727272,959.1636363636363,147.27272727272728
2019-05-11 12:38:56,2976.8181818181815,0,0,115.96363636363635,0,0,0,90.69090909090909,60.74545454545454,0,3308.2363636363634,0,0,0,0,0,0,81.20568000000002,60.85454545454545,196.7090909090909,443.99999999999994,91.03906666666667,59.58181818181818,0,19.014826666666668,0,0,648.5090909090908,517.5090909090909,1429.381818181818,0,0,53.43636363636363,0,0,0,1281.8727272727272,959.1636363636363,147.27272727272728
2019-05-11 12:38:53,2934.981818181818,0,0,115.96363636363635,0,0,0,90.69090909090909,60.74545454545454,0,3680.3090909090906,0,0,0,0,0,0,84.07719515151516,60.85454545454545,231.94545454545454,737.290909090909,94.2754303030303,59.58181818181818,0,19.685129696969696,0,0,828.7272727272726,631.8545454545455,1932.7454545454543,0,0,53.43636363636363,0,0,0,1624.9818181818182,1378.5636363636363,153.9272727272727
2019-05-11 12:38:50,2934.981818181818,0,0,115.96363636363635,0,0,0,90.69090909090909,60.74545454545454,0,3680.3090909090906,0,0,0,0,0,0,79.76992242424242,60.85454545454545,231.94545454545454,737.290909090909,89.42088484848485,59.58181818181818,0,18.679675151515152,0,0,828.7272727272726,631.8545454545455,1932.7454545454543,0,0,53.43636363636363,0,0,0,1624.9818181818182,1378.5636363636363,153.9272727272727
2019-05-11 12:38:47,3026.3454545454542,0,0,115.96363636363635,0,0,0,90.69090909090909,60.74545454545454,0,4252.2,0,0,0,0,0,0,82.64143757575758,60.85454545454545,231.94545454545454,925.7090909090908,92.6572484848485,59.58181818181818,0,19.349978181818184,0,0,1320.6363636363635,874.2363636363636,2540.254545454545,0,0,53.43636363636363,0,0,0,2165.8909090909087,1771.2545454545455,153.9272727272727
2019-05-11 12:38:44,3163.690909090909,0,0,110.23636363636363,0,0,0,34.781818181818174,60.74545454545454,0,4593.072727272726,0,0,0,0,0,0,85.51295272727273,60.85454545454545,231.94545454545454,940.3454545454546,95.89361212121213,59.58181818181818,0,20.020281212121215,0,0,1753.2363636363634,1199.7272727272725,3125.9272727272723,0,0,53.43636363636363,0,0,0,2610.5272727272727,2041.0181818181816,153.9272727272727
2019-05-11 12:38:41,3163.690909090909,0,0,110.23636363636363,0,0,0,34.781818181818174,60.74545454545454,0,4593.072727272726,0,0,0,0,0,0,81.20568000000002,60.85454545454545,231.94545454545454,940.3454545454546,91.03906666666667,59.58181818181818,0,19.014826666666668,0,0,1753.2363636363634,1199.7272727272725,3125.9272727272723,0,0,53.43636363636363,0,0,0,2610.5272727272727,2041.0181818181816,153.9272727272727
2019-05-11 12:38:38,3193.4909090909086,0,0,110.23636363636363,81.95367131489797,0,0,34.781818181818174,60.74545454545454,0,4869.890909090909,0,0,0,0,0,0,84.07719515151516,60.85454545454545,273.49090909090904,941.4181818181818,94.2754303030303,59.58181818181818,0,19.685129696969696,0,0,2065.254545454545,1489.9454545454544,3563.7454545454543,0,0,53.43636363636363,0,0,0,2964.4909090909086,2212.636363636363,153.9272727272727
2019-05-11 12:38:35,3193.4909090909086,0,0,110.23636363636363,77.74299189741167,0,0,34.781818181818174,60.74545454545454,0,4869.890909090909,0,0,0,0,0,0,79.76992242424242,60.85454545454545,273.49090909090904,941.4181818181818,89.42088484848485,59.58181818181818,0,18.679675151515152,0,0,2065.254545454545,1489.9454545454544,3563.7454545454543,0,0,53.43636363636363,0,0,0,2964.4909090909086,2212.636363636363,153.9272727272727
2019-05-11 12:38:32,3087.8363636363633,0,0,110.23636363636363,80.55448969696971,0,0,34.781818181818174,60.74545454545454,0,4908.981818181817,0,0,0,0,0,0,82.64143757575758,60.85454545454545,273.49090909090904,974.290909090909,92.6572484848485,59.58181818181818,0,19.349978181818184,0,0,2207.6181818181817,1578.5090909090907,3984.3272727272724,0,0,53.43636363636363,0,0,0,3262.5272727272727,2349.3818181818183,170.18181818181816
2019-05-11 12:38:29,2920.036363636363,0,0,140.09090909090907,83.36176242424243,0,0,64.56363636363636,171.98181818181817,0,5098.127272727273,0,0,0,0,0,0,85.51295272727273,114.29090909090908,292,1037.0727272727272,95.89361212121213,59.58181818181818,0,20.020281212121215,0,0,2419.6545454545453,1743.1636363636362,4361.672727272727,0,0,164.65454545454543,0,0,0,3679.4909090909086,2683.290909090909,170.18181818181816
2019-05-11 12:38:26,2920.036363636363,0,0,140.09090909090907,79.15085333333333,0,0,64.56363636363636,163.63857333333334,0,5098.127272727273,0,0,0,0,0,0,81.20568000000002,114.29090909090908,292,1037.0727272727272,91.03906666666667,59.58181818181818,0,19.014826666666668,0,0,2419.6545454545453,1743.1636363636362,4361.672727272727,0,0,164.65454545454543,0,0,0,3679.4909090909086,2683.290909090909,169.76960000000003
2019-05-11 12:38:23,2696.181818181818,0,0,140.09090909090907,81.95812606060605,0,0,64.56363636363636,169.37130060606063,0,5179.254545454545,0,0,0,0,0,0,84.07719515151516,114.29090909090908,292,1037.1454545454544,94.2754303030303,59.58181818181818,0,19.685129696969696,0,0,2546.818181818182,1784.6181818181817,4672.763636363637,0,0,164.65454545454543,0,0,0,3957.9454545454546,2853.763636363636,170.18181818181816
2019-05-11 12:38:20,2696.181818181818,0,0,140.09090909090907,77.74721696969696,0,0,64.56363636363636,160.77220969696972,0,5179.254545454545,0,0,0,0,0,0,79.76992242424242,114.29090909090908,292,1037.1454545454544,89.42088484848485,59.58181818181818,0,18.679675151515152,0,0,2546.818181818182,1784.6181818181817,4672.763636363637,0,0,164.65454545454543,0,0,0,3957.9454545454546,2853.763636363636,166.93323636363635
2019-05-11 12:38:17,2421.018181818182,0,0,189.63636363636363,80.55448969696971,0,0,76.27272727272727,166.60505454545455,0,5278.836363636364,0,0,0,0,0,0,82.64143757575758,149.76363636363638,345.09090909090907,1170.509090909091,92.6572484848485,59.58181818181818,0,19.349978181818184,0,0,2569.272727272727,1856.4181818181817,4951.2,0,0,203.89458424242426,0,0,0,4279.309090909091,3018.8909090909087,170.18181818181816
2019-05-11 12:38:14,2297.4,0,0,79.4,83.36176242424243,0,0,41.49090909090909,112.50593090909092,0,5161.036363636364,0,0,0,0,0,0,0,88.9090909090909,201.1272727272727,1000.690909090909,0,0,0,0,0,0,2488.6181818181817,1853.9999999999998,4986.527272727272,0,0,158.30624121212122,0,0,0,4294.7818181818175,2971.036363636363,22.90909090909091
2019-05-11 12:38:11,2297.4,0,0,79.4,79.15085333333333,0,0,41.49090909090909,106.80684,0,5161.036363636364,0,0,0,0,0,0,0,88.9090909090909,201.1272727272727,1000.690909090909,0,0,0,0,0,0,2488.6181818181817,1853.9999999999998,4986.527272727272,0,0,150.29078666666666,0,0,0,4294.7818181818175,2971.036363636363,22.90909090909091
2019-05-11 12:38:08,2102.509090909091,0,0,79.4,81.95812606060605,0,0,41.49090909090909,110.60623393939393,0,5146.8727272727265,0,0,0,0,0,0,0,88.9090909090909,217.87312,916.4909090909091,0,0,0,0,0,0,2187.3272727272724,1627.2727272727273,4827.618181818181,0,0,155.63442303030305,0,0,0,4098.890909090909,2815.036363636363,33.200736969696976
2019-05-11 12:38:05,2102.509090909091,0,0,79.4,77.74721696969696,0,0,41.49090909090909,104.90714303030305,0,5146.8727272727265,0,0,0,0,0,0,0,88.9090909090909,206.65312,916.4909090909091,0,0,0,0,0,0,2187.3272727272724,1627.2727272727273,4827.618181818181,0,0,147.6189684848485,0,0,0,4098.890909090909,2815.036363636363,31.506191515151517
2019-05-11 12:38:02,2302.7090909090907,0,0,107.34288606060606,80.55448969696971,0,0,41.49090909090909,108.70653696969698,0,5171.763636363637,0,0,0,0,0,0,0,88.9090909090909,214.13312000000002,1050.3090909090909,0,52.575648484848486,0,0.12727272727272726,0,0,2250.6181818181817,1767.7818181818182,4766.727272727273,0,0,152.96260484848483,0,0,0,3967.6545454545453,2659.509090909091,32.635888484848486
2019-05-11 12:37:59,2225.7454545454543,0,0,111.10694181818182,83.36176242424243,0,0,43.120672000000006,113.301524,0,4988.036363636364,0,0,0,0,0,0,0,182.02873454545454,186.85869818181817,822.5272727272727,0,54.41201212121213,0,0.12727272727272726,0,0,2247.036363636363,1905.4181818181817,4776.327272727272,0,0,158.31131757575758,0,0,0,4011.854545454545,2525.5272727272727,27.20109818181818
2019-05-11 12:37:56,2168.9697600000004,0,0,105.47876000000001,79.15085333333333,0,0,40.838672,107.032524,0,4988.036363636364,0,0,0,0,0,0,0,172.80328000000003,177.39687999999998,798.13604,0,51.657466666666664,0,0.12727272727272726,0,0,2166.3746533333333,1898.4606133333334,4776.327272727272,0,0,150.29222666666666,0,0,0,4011.854545454545,2525.5272727272727,25.83928
2019-05-11 12:37:53,1973.0531563636364,0,0,109.82896933333335,81.95812606060605,0,0,42.84074666666667,111.9520637037037,0,4720.618181818181,0,0,0,0,0,0,0,178.95358303030304,183.7066909090909,634.2,0,53.786546666666666,0,0.12993866666666667,0,0,1767.724398787879,1733.4297103030303,4484.254545454545,0,0,155.6382872727273,0,0,0,3714.1272727272726,2236.690909090909,26.74715878787879
2019-05-11 12:37:50,1871.387701818182,0,0,103.63796933333333,77.74721696969696,0,0,40.305191111111114,104.98650814814816,0,4720.618181818181,0,0,0,0,0,0,0,169.7281284848485,174.24305454545456,611.1204933333335,0,50.75654666666667,0,0.12293866666666667,0,0,1676.6725806060608,1644.145164848485,4484.254545454545,0,0,147.61919636363638,0,0,0,3712.4542654545457,2219.6416315151514,25.385340606060602
2019-05-11 12:37:47,1586.0012690909093,0,0,108.26700296296299,80.55448969696971,0,0,42.49084,110.26523833333333,0,4404.725130909091,0,0,0,0,0,0,0,176.55127466666667,180.55413454545453,586.1191987878789,0.10909090909090909,53.022088888888895,0,0.12882074074074076,0,0,1325.0967139393938,1393.4803612121214,4125.0074860606055,0,0,152.96525696969698,0,0,0,3420.952860606061,2042.0990727272726,26.392541333333337
2019-05-11 12:37:44,1304.1341346666668,0,0,114.053295,0,0,0,45.30096,117.05217714285715,0,4060.217081333333,0,0,0,0,0,0,0,184.89067555555553,146.9133546666667,609.6717546666666,0.113376,55.85401666666667,0,0.13617333333333334,0,0,1071.1492960000003,1164.083112,3860.9562213333334,0,0,159.43078266666666,0,0,0,3210.500818666667,1956.4504693333333,27.623564444444447
2019-05-11 12:37:41,1231.9511346666666,0,0,106.31454500000001,0,0,0,42.040960000000005,108.09646285714287,0,3841.6040813333334,0,0,0,0,0,0,0,173.61512,138.78535466666668,576.1437546666667,0.107376,52.06651666666667,0,0.12742333333333333,0,0,1011.8732960000001,1099.6611120000002,3651.8782213333334,0,0,150.6097826666667,0,0,0,3037.3388186666666,1850.1344693333338,25.959120000000002
2019-05-11 12:37:38,1149.2792133333335,0,0,112.64852761904761,0,0,0,45.24445333333333,115.65309555555557,0,3654.7826681481483,0,0,0,0,0,0,0,182.62992666666665,145.1637274074074,570.1864296296296,0.11264,55.16649523809524,0,0.13562666666666667,0,0,918.6443881481481,1063.2809585185184,3403.104017777778,0,0,157.53198074074075,0,0,0,2880.6713925925924,1799.334614814815,11.202313333333334
2019-05-11 12:37:35,1077.7492133333333,0,0,103.80424190476191,0,0,0,41.441120000000005,105.20476222222221,0,3434.1904459259263,0,0,0,0,0,0,0,169.94492666666665,136.1326162962963,534.9419851851852,0.10597333333333334,50.837923809523815,0,0.12562666666666666,0,0,861.4821659259259,997.1131807407407,3196.497351111111,0,0,147.7308696296296,0,0,0,2706.4825037037035,1689.562392592593,10.447313333333335
2019-05-11 12:37:32,911.5071533333335,0,0,81.41289555555555,0,0,0,12.746048,2.803592,0,3178.1817883333333,0,0,0,0,0,0,0,127.67775809523813,125.08195,500.9534150000001,0.11172,54.2498,0,0.13489777777777778,0,0,699.80308,888.0679416666667,2988.25004,0,0,47.631813333333334,0,0,0,2435.364731666667,1449.9253500000002,11.02931047619048
2019-05-11 12:37:29,865.6436895238096,0,0,88.58414133333332,0,0,0,14.322560000000001,3.110323333333333,0,3036.3450266666673,0,0,0,0,0,0,0,136.93960666666666,132.77937142857144,531.4811638095238,0.11910857142857142,59.02642666666667,0,0.14787733333333333,0,0,612.3592952380952,900.187819047619,2847.8011504761903,0,0,50.559215238095234,0,0,0,2294.466731428571,1362.0353104761905,11.805306666666668
2019-05-11 12:37:26,799.3994038095238,0,0,79.48614133333334,0,0,0,12.712559999999998,2.732823333333333,0,2812.4350266666665,0,0,0,0,0,0,0,124.92460666666668,122.62222857142858,491.1054495238095,0.11053714285714286,52.96642666666666,0,0.13387733333333332,0,0,565.5164380952381,831.3092476190476,2636.255436190476,0,0,46.6963580952381,0,0,0,2125.149588571429,1260.5295961904762,10.79864
2019-05-11 12:37:23,779.46028,0,0,35.31242666666667,0,0,0,0,0,0,2623.778057777778,0,0,0,0,0,0,0,98.82500266666668,77.35428888888889,389.93248000000006,0.12729333333333334,58.61636666666666,0,0.14984666666666666,0,0,582.2707444444445,816.6166711111111,2532.39688,0,0,0.07930666666666666,0,0,0,1942.127908888889,1178.7259644444446,11.683701333333333
2019-05-11 12:37:20,709.0302800000001,0,0,30.752426666666665,0,0,0,0,0,0,2396.681391111111,0,0,0,0,0,0,0,88.30900266666666,70.37095555555555,355.05248,0.11729333333333333,51.04136666666667,0,0.13234666666666667,0,0,529.6790777777777,742.8400044444444,2311.1168799999996,0,0,0.07264000000000001,0,0,0,1774.0495755555555,1075.4392977777777,10.475701333333332
2019-05-11 12:37:17,605.8478026666667,0,0,34.90101333333334,0,0,0,0,0,0,2247.771370666667,0,0,0,0,0,0,0,97.23708666666667,57.50293066666667,383.085512,0.12541866666666665,57.93293333333334,0,0.1531288888888889,0,0,505.1846986666667,639.1867466666665,2089.891256,0,0,0.07916799999999999,0,0,0,1554.292896,988.0606319999999,11.501293333333333
2019-05-11 12:37:14,541.4425399999999,0,0,43.198186666666665,0,0,0,0,0,0,1964.284133333333,0,0,0,0,0,0,0,112.11722666666668,0.20016,346.26639666666665,0.13760666666666665,71.71606666666668,0,0.19469333333333333,0,0,559.7536966666667,676.7666366666666,1815.28281,0,0,0.08896,0,0,0,1397.9961466666666,985.6200966666667,0
2019-05-11 12:37:11,474.32754,0,0,34.07818666666667,0,0,0,0,0,0,1734.484133333333,0,0,0,0,0,0,0,94.59056,0.17765999999999998,303.82389666666666,0.12260666666666667,56.56606666666667,0,0.15969333333333333,0,0,490.3861966666666,592.8841366666667,1600.6103099999998,0,0,0.07895999999999999,0,0,0,1234.8661466666665,867.8525966666665,0
2019-05-11 12:37:08,181.87272727272727,0,0.03636363636363636,0.4,0,0,0,41.05454545454545,0.07272727272727272,0.10909090909090909,1278.6363636363635,0,0,0,0,0,0,0.5818181818181818,95.61818181818181,0.2727272727272727,95.9090909090909,0.12727272727272726,0.07272727272727272,0,0.07272727272727272,0,0,244.38181818181818,376.4545454545454,1261.1818181818182,0,0,0.1818181818181818,0,0,0,953.6181818181817,566.3636363636363,0.3636363636363636
2019-05-11 12:37:05,181.87272727272727,0,0.03636363636363636,0.4,0,0,0,41.05454545454545,0.07272727272727272,0.10909090909090909,1278.6363636363635,0,0,0,0,0,0,0.5818181818181818,95.61818181818181,0.2727272727272727,95.9090909090909,0.12727272727272726,0.07272727272727272,0,0.07272727272727272,0,0,244.38181818181818,376.4545454545454,1261.1818181818182,0,0,0.1818181818181818,0,0,0,953.6181818181817,566.3636363636363,0.3636363636363636
2019-05-11 12:37:02,114.58181818181816,0,0.03636363636363636,0.07272727272727272,0,0,0,0,0,0.10909090909090909,957.2181818181817,0,0,0,0,0,0,0.5818181818181818,0.01818181818181818,0.2,30.399999999999995,0.12727272727272726,0.07272727272727272,0,0.07272727272727272,0,0,88.58181818181816,126.7090909090909,910.4909090909091,0,0,0.10909090909090909,0,0,0,652.3818181818182,366.27272727272725,0.3636363636363636
2019-05-11 12:36:59,133.72727272727272,0,0.03636363636363636,0,0,0,0,0,0,0.10909090909090909,729.0545454545453,0,0,0,0,0,0,0,0.01818181818181818,0.1636363636363636,32.89090909090909,0.12727272727272726,0,0,0,0,0,35.272727272727266,30.781818181818178,802.1454545454545,0,0,0.10909090909090909,0,0,0,575.6545454545454,348.6363636363636,0.3636363636363636
2019-05-11 12:36:56,133.72727272727272,0,0.03636363636363636,0,0,0,0,0,0,0.10909090909090909,729.0545454545453,0,0,0,0,0,0,0,0.01818181818181818,0.1636363636363636,32.89090909090909,0.12727272727272726,0,0,0,0,0,35.272727272727266,30.781818181818178,802.1454545454545,0,0,0.10909090909090909,0,0,0,575.6545454545454,348.6363636363636,0.3636363636363636
2019-05-11 12:36:53,201.63636363636363,0,0.03636363636363636,0,0,0,0,0,0,0.10909090909090909,592.5272727272727,0,0,0,0,0,0,0,0,0.10909090909090909,74.49090909090908,0.01818181818181818,0,0,0,0,0,208.78181818181818,107.83636363636363,629.8909090909091,0,0,0.10909090909090909,0,0,0,502.56363636363636,445.8363636363636,0
2019-05-11 12:36:50,201.63636363636363,0,0.03636363636363636,0,0,0,0,0,0,0.10909090909090909,592.5272727272727,0,0,0,0,0,0,0,0,0.10909090909090909,74.49090909090908,0.01818181818181818,0,0,0,0,0,208.78181818181818,107.83636363636363,629.8909090909091,0,0,0.10909090909090909,0,0,0,502.56363636363636,445.8363636363636,0
2019-05-11 12:36:47,265.37522666666666,0,0,0,0,0,0,0,0,0,678.23504,0,0,0,0,0,0,0,0,0,81.27261333333334,0,0,0,0,0,0,266.53536,143.03389333333334,680.44984,0,0,0,0,0,0,535.85504,537.50032,0
