key,className,methodName,methodSignature,exceptionType,exceptionIndexNumber,lineIndexNumber,countdown,rate,mode,covered,run times in normal,run times in injection,injection captured in the business log,successfully send the mail,exit status,process cpu time(in seconds),average memory usage(in MB),peak thread count,handledBy,distance,stackHeight,foPoint
5D57AECB55E729E66CD46E0823F330D3,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,128,1,1,off,yes,1,1; normal: 0,-,false,-,2420,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V
5D57AECB55E729E66CD46E0823F330D3,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,128,1,1,off,yes,1,1; normal: 0,-,false,-,2420,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V
441DAA1208D093C642DFE70A993AC9DC,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,129,1,1,off,yes,1,1; normal: 0,-,false,-,2507,14,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V
441DAA1208D093C642DFE70A993AC9DC,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,129,1,1,off,yes,1,1; normal: 0,-,false,-,2507,14,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V
41DEB7260496BFF582222C621B30EFF9,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,130,1,1,off,yes,1,1; normal: 0,-,true,-,2433,14,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V
41DEB7260496BFF582222C621B30EFF9,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,130,1,1,off,yes,1,1; normal: 0,-,true,-,2433,14,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V
3D3F380D0BF155532090DCC4B3C756C7,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,133,1,1,off,yes,1,1; normal: 0,-,true,-,2440,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V
3D3F380D0BF155532090DCC4B3C756C7,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,133,1,1,off,yes,1,1; normal: 0,-,true,-,2440,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V
973C3CADF65499C9AA9A1373AC92C812,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,136,1,1,off,yes,1,1; normal: 0,-,true,-,2529,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V
973C3CADF65499C9AA9A1373AC92C812,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,136,1,1,off,yes,1,1; normal: 0,-,true,-,2529,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V
262B99138C4CC97A4E6B6AE00E775B66,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,138,1,1,off,yes,1,1; normal: 0,-,true,-,2454,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V
262B99138C4CC97A4E6B6AE00E775B66,com/hs/mail/mailet/ToRepository,saveMessage,(Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,java/io/IOException,0,138,1,1,off,yes,1,1; normal: 0,-,true,-,2454,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,2,11,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V
C5EA6581F9D99C353080BFA11223EC08,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,69,1,1,off,yes,1,1; normal: 3,-,true,-,2467,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
AE779832B7058DDADD5F0F1AD9615F1B,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,71,1,1,off,yes,1,1; normal: 1,-,true,-,2557,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
3B290D292E2A1B432DB0620C3D537BA2,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,74,1,1,off,yes,1,1; normal: 1,-,true,-,2480,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
56C722CFD771D540B18EA3AFD8C8543B,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,76,1,1,off,yes,1,1; normal: 1,-,true,-,2487,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
F9C662F94657D90CB0C27B843E0C1D0B,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,77,1,1,off,yes,1,1; normal: 1,-,true,-,2493,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
E19DF347022E2459CA7633C75425390D,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,org/apache/james/mime4j/MimeException,1,68,1,1,off,yes,1,1; normal: 3,-,true,-,2498,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
C2E1366FF55D163E2BB9B8AF27E0649C,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,org/apache/james/mime4j/MimeException,1,69,1,1,off,yes,1,1; normal: 1,-,true,-,2505,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
8B3E47E66173057724DEE3D00E51CF5F,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,org/apache/james/mime4j/MimeException,1,71,1,1,off,yes,1,1; normal: 1,-,true,-,2511,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
992BB49719840DAC4FFC0035DBEA7101,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,org/apache/james/mime4j/MimeException,1,74,1,1,off,yes,1,1; normal: 1,-,true,-,2517,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
9C17AB6379FB7BED690D952580920680,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,org/apache/james/mime4j/MimeException,1,76,1,1,off,yes,1,1; normal: 1,-,true,-,2523,14,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
B02E36A27DE830296670899DFFC1ECCE,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,org/apache/james/mime4j/MimeException,1,77,1,1,off,yes,1,1; normal: 1,-,true,-,2529,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,1,13,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
31FAFC640AFAF72CD2B34D16E4853D29,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,82,1,1,off,yes,1,1; normal: 0,-,true,-,2535,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
31FAFC640AFAF72CD2B34D16E4853D29,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,82,1,1,off,yes,1,1; normal: 0,-,true,-,2535,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V
31FAFC640AFAF72CD2B34D16E4853D29,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,82,1,1,off,yes,1,1; normal: 0,-,true,-,2535,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V
819083AF944273375E22409FD7A60D90,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,83,1,1,off,yes,1,1; normal: 0,-,true,-,2541,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
819083AF944273375E22409FD7A60D90,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,83,1,1,off,yes,1,1; normal: 0,-,true,-,2541,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V
819083AF944273375E22409FD7A60D90,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,83,1,1,off,yes,1,1; normal: 0,-,true,-,2541,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V
987135FE4B819E7B39C0FDB2F8D23727,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,92,1,1,off,yes,1,1; normal: 0,-,true,-,2579,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
987135FE4B819E7B39C0FDB2F8D23727,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,92,1,1,off,yes,1,1; normal: 0,-,true,-,2579,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V
987135FE4B819E7B39C0FDB2F8D23727,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,92,1,1,off,yes,1,1; normal: 0,-,true,-,2579,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V
2D0457D7C89508A5FC42C07938982373,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,org/apache/james/mime4j/MimeException,1,82,1,1,off,yes,1,1; normal: 0,-,true,-,2585,14,27,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,1,12,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
4D876641A90E6F52CAA1A85A603C288D,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,org/apache/james/mime4j/MimeException,1,83,1,1,off,yes,1,1; normal: 0,-,true,-,2592,12,27,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,1,12,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
8F18FAC57AD79F44CB8D88C09F490219,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,build,(Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,org/apache/james/mime4j/MimeException,1,92,1,1,off,yes,1,1; normal: 0,-,true,-,2627,12,27,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,1,12,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
E778E538F23B14A82D0B020AEDBE86B2,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,132,1,1,off,yes,1,1; normal: 1,-,true,-,2633,14,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/createDescriptor - (Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
E778E538F23B14A82D0B020AEDBE86B2,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,132,1,1,off,yes,1,1; normal: 1,-,true,-,2633,14,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
8F6ED4ABA658DCE2160BB57D9F2DE009,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,133,1,1,off,yes,1,1; normal: 1,-,true,-,2728,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/createDescriptor - (Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
8F6ED4ABA658DCE2160BB57D9F2DE009,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,133,1,1,off,yes,1,1; normal: 1,-,true,-,2728,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
073365FA86C1887DB5510AFE0F83AC44,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,134,1,1,off,yes,1,1; normal: 12,-,true,-,2647,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/createDescriptor - (Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
073365FA86C1887DB5510AFE0F83AC44,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,134,1,1,off,yes,1,1; normal: 12,-,true,-,2647,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
AEECF15CA2D6F8DAE2683FBCABA71C3F,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,137,1,1,off,yes,1,1; normal: 11,-,true,-,2741,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/createDescriptor - (Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
AEECF15CA2D6F8DAE2683FBCABA71C3F,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,137,1,1,off,yes,1,1; normal: 11,-,true,-,2741,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
35F1EFFA933F154F1CC716A417A24977,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,138,1,1,off,yes,1,1; normal: 9,-,true,-,2748,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/createDescriptor - (Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
35F1EFFA933F154F1CC716A417A24977,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,138,1,1,off,yes,1,1; normal: 9,-,true,-,2748,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
747DE8ADD34DD0A6D5DED450016268B4,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,140,1,1,off,yes,1,1; normal: 11,-,true,-,2755,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/createDescriptor - (Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
747DE8ADD34DD0A6D5DED450016268B4,com/hs/mail/imap/processor/fetch/BodyStructureBuilder,createDescriptor,(Lorg/apache/james/mime4j/stream/MimeTokenStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,java/io/IOException,0,140,1,1,off,yes,1,1; normal: 11,-,true,-,2755,12,27,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/util/Date;J)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;,2,14,com/hs/mail/imap/processor/fetch/BodyStructureBuilder/build - (Ljava/io/InputStream;)Lcom/hs/mail/imap/processor/fetch/MimeDescriptor;
