key,className,methodName,methodSignature,exceptionType,exceptionIndexNumber,lineIndexNumber,countdown,rate,mode,covered,run times in normal,run times in injection,injection captured in the business log,successfully send the mail,exit status,process cpu time(in seconds),average memory usage(in MB),peak thread count,handledBy,distance,stackHeight,foPoint,run times in fo,successfully send the mail in fo,exit status in fo,process cpu time(in seconds) in fo,average memory usage(in MB) in fo,peak thread count in fo
43480801210872E0EEE2F160656FA3A1,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,126,1,1,off,yes,1,1; normal: 2,-,false,-,395,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,1(fo 1); normal: 2,false,-,709,9,28
43480801210872E0EEE2F160656FA3A1,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,126,1,1,off,yes,1,1; normal: 2,-,false,-,395,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 2,false,-,728,9,28
44D2AEB951FF47CC6ADD78409B36CB54,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,128,1,1,off,yes,1,1; normal: 4,-,false,-,404,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/container/config/Config/getDataFile - (Ljava/util/Date;J)Ljava/io/File;,1(fo 1); normal: 4,false,-,740,9,28
44D2AEB951FF47CC6ADD78409B36CB54,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,128,1,1,off,yes,1,1; normal: 4,-,false,-,404,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/imap/message/MailMessage/save - (Ljava/io/InputStream;)V,1(fo 1); normal: 6,false,-,751,8,28
44D2AEB951FF47CC6ADD78409B36CB54,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,128,1,1,off,yes,1,1; normal: 4,-,false,-,404,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,1(fo 1); normal: 4,false,-,765,9,28
44D2AEB951FF47CC6ADD78409B36CB54,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,128,1,1,off,yes,1,1; normal: 4,-,false,-,404,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 4,false,-,776,9,28
4864CF105418E0EF85F252B09AA1D14A,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,129,1,1,off,yes,1,1; normal: 2,-,false,-,414,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/container/config/Config/getDataFile - (Ljava/util/Date;J)Ljava/io/File;,1(fo 1); normal: 2,false,-,789,9,28
4864CF105418E0EF85F252B09AA1D14A,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,129,1,1,off,yes,1,1; normal: 2,-,false,-,414,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/imap/message/MailMessage/save - (Ljava/io/InputStream;)V,1(fo 1); normal: 3,false,-,799,8,28
4864CF105418E0EF85F252B09AA1D14A,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,129,1,1,off,yes,1,1; normal: 2,-,false,-,414,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,1(fo 1); normal: 2,false,-,809,9,28
4864CF105418E0EF85F252B09AA1D14A,com/hs/mail/container/config/Config,getDataFile,(Ljava/util/Date;J)Ljava/io/File;,java/io/IOException,0,129,1,1,off,yes,1,1; normal: 2,-,false,-,414,12,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,4,13,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 2,false,-,825,9,28
C2AFFD669B7D607EBB4258DD3F3F2A36,com/hs/mail/imap/user/DefaultUserManager,login,(Ljava/lang/String;Ljava/lang/String;)J,javax/security/auth/login/LoginException,0,72,1,1,off,yes,1,1; normal: 0,-,false,-,427,11,27,com/hs/mail/imap/processor/LoginProcessor/doProcess - (Lcom/hs/mail/imap/ImapSession;Lcom/hs/mail/imap/message/request/ImapRequest;Lcom/hs/mail/imap/message/responder/Responder;)V,1,31,com/hs/mail/imap/user/DefaultUserManager/login - (Ljava/lang/String;Ljava/lang/String;)J,1(fo 1); normal: 0,false,-,836,9,28
AB0D774B1596D2C822A9DBA091655B6D,com/hs/mail/imap/user/DefaultUserManager,login,(Ljava/lang/String;Ljava/lang/String;)J,javax/security/auth/login/LoginException,0,73,1,1,off,yes,1,1; normal: 0,-,false,-,440,11,27,com/hs/mail/imap/processor/LoginProcessor/doProcess - (Lcom/hs/mail/imap/ImapSession;Lcom/hs/mail/imap/message/request/ImapRequest;Lcom/hs/mail/imap/message/responder/Responder;)V,1,31,com/hs/mail/imap/user/DefaultUserManager/login - (Ljava/lang/String;Ljava/lang/String;)J,1(fo 1); normal: 0,false,-,847,8,28
63C2AFD4F5CBBF9FCB98B99182104A6A,com/hs/mail/imap/user/DefaultUserManager,login,(Ljava/lang/String;Ljava/lang/String;)J,javax/security/auth/login/LoginException,0,74,1,1,off,yes,1,1; normal: 0,-,false,-,452,11,27,com/hs/mail/imap/processor/LoginProcessor/doProcess - (Lcom/hs/mail/imap/ImapSession;Lcom/hs/mail/imap/message/request/ImapRequest;Lcom/hs/mail/imap/message/responder/Responder;)V,1,31,com/hs/mail/imap/user/DefaultUserManager/login - (Ljava/lang/String;Ljava/lang/String;)J,1(fo 1); normal: 0,false,-,855,9,28
623DA594C851646632CE6E730A6139E1,com/hs/mail/imap/user/DefaultUserManager,login,(Ljava/lang/String;Ljava/lang/String;)J,javax/security/auth/login/LoginException,0,78,1,1,off,yes,1,1; normal: 0,-,false,-,460,11,27,com/hs/mail/imap/processor/LoginProcessor/doProcess - (Lcom/hs/mail/imap/ImapSession;Lcom/hs/mail/imap/message/request/ImapRequest;Lcom/hs/mail/imap/message/responder/Responder;)V,1,31,com/hs/mail/imap/user/DefaultUserManager/login - (Ljava/lang/String;Ljava/lang/String;)J,1(fo 1); normal: 0,false,-,864,9,28
9E2EA493BD4386BE8E2040C35275173E,com/hs/mail/imap/user/DefaultUserManager,login,(Ljava/lang/String;Ljava/lang/String;)J,javax/security/auth/login/LoginException,0,85,1,1,off,yes,1,1; normal: 0,-,false,-,483,11,27,com/hs/mail/imap/processor/LoginProcessor/doProcess - (Lcom/hs/mail/imap/ImapSession;Lcom/hs/mail/imap/message/request/ImapRequest;Lcom/hs/mail/imap/message/responder/Responder;)V,1,31,com/hs/mail/imap/user/DefaultUserManager/login - (Ljava/lang/String;Ljava/lang/String;)J,1(fo 1); normal: 0,false,-,875,9,28
C3990C1A9E03D06B7E672494C08DE287,com/hs/mail/imap/user/DefaultUserManager,login,(Ljava/lang/String;Ljava/lang/String;)J,javax/security/auth/login/LoginException,0,90,1,1,off,yes,1,1; normal: 0,-,false,-,491,11,27,com/hs/mail/imap/processor/LoginProcessor/doProcess - (Lcom/hs/mail/imap/ImapSession;Lcom/hs/mail/imap/message/request/ImapRequest;Lcom/hs/mail/imap/message/responder/Responder;)V,1,31,com/hs/mail/imap/user/DefaultUserManager/login - (Ljava/lang/String;Ljava/lang/String;)J,1(fo 1); normal: 0,false,-,888,8,28
AF1EB50E6C55B234178494DD32098078,com/hs/mail/mailet/DefaultMailetContext,storeMail,(JLjava/lang/String;Lcom/hs/mail/smtp/message/SmtpMessage;)V,java/io/IOException,0,56,1,1,off,yes,1,1; normal: 7,-,false,-,498,11,27,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,11,com/hs/mail/mailet/DefaultMailetContext/storeMail - (JLjava/lang/String;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,false,-,906,9,28
C98318537170A8E521A695A9B172F593,com/hs/mail/mailet/DefaultMailetContext,storeMail,(JLjava/lang/String;Lcom/hs/mail/smtp/message/SmtpMessage;)V,java/io/IOException,0,57,1,1,off,yes,1,1; normal: 0,-,false,-,508,11,27,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,11,com/hs/mail/mailet/DefaultMailetContext/storeMail - (JLjava/lang/String;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,false,-,919,9,28
E113797C303E955249E7266F92502BE8,com/hs/mail/mailet/DefaultMailetContext,storeMail,(JLjava/lang/String;Lcom/hs/mail/smtp/message/SmtpMessage;)V,java/io/IOException,0,58,1,1,off,yes,1,1; normal: 0,-,true,-,518,11,27,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,11,com/hs/mail/mailet/DefaultMailetContext/storeMail - (JLjava/lang/String;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,true,-,964,9,28
2480599F60767133927481B931B47585,com/hs/mail/mailet/DefaultMailetContext,storeMail,(JLjava/lang/String;Lcom/hs/mail/smtp/message/SmtpMessage;)V,java/io/IOException,0,59,1,1,off,yes,1,1; normal: 0,-,true,-,527,11,27,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,11,com/hs/mail/mailet/DefaultMailetContext/storeMail - (JLjava/lang/String;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,true,-,946,9,28
8DA966B2DC1DEC38F51D8849211040E2,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,67,1,1,off,yes,1,1; normal: 4,-,false,-,535,12,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 4,false,-,966,9,28
24E5F7BD73081FF85DBD3FA0B716FB1F,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,68,1,1,off,yes,1,1; normal: 0,-,false,-,547,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 300,false,-,324,8,24
99AD71FC62D4CDA16A8E64AA3C692B27,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,69,1,1,off,yes,1,1; normal: 1,-,true,-,557,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 301,false,-,325,8,24
28D93EC341ACEBA8BA0276E623A0AEDF,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,70,1,1,off,yes,1,1; normal: 1,-,false,-,567,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 302,false,-,304,8,24
B45687648B51833D0F0DF0D2CD62A231,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,71,1,1,off,yes,1,1; normal: 1,-,true,-,575,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 303,false,-,318,8,23
A223AD5FE5D1726D3ADD479CB6EB51B0,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,72,1,1,off,yes,1,1; normal: 1,-,true,-,583,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,false,-,421,9,26
8CB2728BFD3A0C8D08E847CFBDF77DBE,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,74,1,1,off,yes,1,1; normal: 1,-,true,-,594,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,false,-,438,9,28
CB175912E980D4C4C6BA12DC2F96A969,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,75,1,1,off,yes,1,1; normal: 0,-,false,-,601,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,false,-,464,9,28
FA00F118CD193202BAC3CB456BE758EB,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,89,1,1,off,yes,1,1; normal: 0,-,false,-,649,11,28,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,false,-,490,8,28
97543AE34475F9F38D46742E9A118B47,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,90,1,1,off,yes,1,1; normal: 0,-,false,-,657,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,false,-,504,8,28
64E7F1AFAEC1B4D234ABDFA0DE813DCD,com/hs/mail/mailet/LocalDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,91,1,1,off,yes,1,1; normal: 0,-,true,-,688,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/LocalDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,true,-,515,8,28
4A6024882DB6AFE1C3F4B59DF0D4C37E,com/hs/mail/mailet/RemoteDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,135,1,1,off,yes,1,1; normal: 0,-,true,-,677,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/RemoteDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,true,-,530,8,28
0743678D228B0B7F5AD37515045ABD89,com/hs/mail/mailet/RemoteDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,136,1,1,off,yes,1,1; normal: 0,-,true,-,684,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/RemoteDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,true,-,547,8,28
01DEB456935CA77818011FCA8BC954DE,com/hs/mail/mailet/RemoteDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,151,1,1,off,yes,1,1; normal: 0,-,true,-,693,12,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/RemoteDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,true,-,563,8,28
C3981DD8A39F347024FE3CDA32118FC9,com/hs/mail/mailet/RemoteDelivery,service,(Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,javax/mail/MessagingException,0,152,1,1,off,yes,1,1; normal: 0,-,true,-,699,11,27,com/hs/mail/smtp/spool/SmtpMessageConsumer/processMessage - (Lcom/hs/mail/smtp/message/SmtpMessage;)V,1,8,com/hs/mail/mailet/RemoteDelivery/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,true,-,592,8,28
4AD0F7E2E10E1FA330E46BE9ADA5359D,com/hs/mail/imap/message/MailMessage,getInputStream,()Ljava/io/InputStream;,java/io/IOException,0,66,1,1,off,yes,1,1; normal: 0,-,false,-,774,11,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/imap/message/MailMessage/getInputStream - ()Ljava/io/InputStream;,1(fo 1); normal: 3,false,-,609,8,28
4AD0F7E2E10E1FA330E46BE9ADA5359D,com/hs/mail/imap/message/MailMessage,getInputStream,()Ljava/io/InputStream;,java/io/IOException,0,66,1,1,off,yes,1,1; normal: 0,-,false,-,774,11,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,1(fo 1); normal: 0,false,-,628,8,28
4AD0F7E2E10E1FA330E46BE9ADA5359D,com/hs/mail/imap/message/MailMessage,getInputStream,()Ljava/io/InputStream;,java/io/IOException,0,66,1,1,off,yes,1,1; normal: 0,-,false,-,774,11,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,false,-,640,8,28
AAFEB1AC7C7A0095773556B8303FBDAC,com/hs/mail/imap/message/MailMessage,save,(Ljava/io/InputStream;)V,java/io/IOException,0,79,1,1,off,yes,1,1; normal: 0,-,false,-,759,11,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/imap/message/MailMessage/save - (Ljava/io/InputStream;)V,1(fo 1); normal: 2,false,-,655,8,28
AAFEB1AC7C7A0095773556B8303FBDAC,com/hs/mail/imap/message/MailMessage,save,(Ljava/io/InputStream;)V,java/io/IOException,0,79,1,1,off,yes,1,1; normal: 0,-,false,-,759,11,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/saveMessage - (Ljava/lang/String;Lcom/hs/mail/imap/message/MailMessage;)V,1(fo 1); normal: 0,false,-,666,9,28
AAFEB1AC7C7A0095773556B8303FBDAC,com/hs/mail/imap/message/MailMessage,save,(Ljava/io/InputStream;)V,java/io/IOException,0,79,1,1,off,yes,1,1; normal: 0,-,false,-,759,11,27,com/hs/mail/mailet/ToRepository/service - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,3,12,com/hs/mail/mailet/ToRepository/deliver - (Ljava/util/Set;Lcom/hs/mail/smtp/message/SmtpMessage;)V,1(fo 1); normal: 0,false,-,677,9,28
