timestamp,accept,address,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockopt,ioctl,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,open,poll,read,recvfrom,select,sendto,setsockopt,shutdown,sigprocmask,socket,writev
2019-05-09 09:58:17,995.7272727272726,554.290909090909,702.0909090909091,0,678.5636363636363,724.1636363636363,540.3818181818182,755.4545454545454,532.1090909090909,532.1272727272727,1405.5090909090907,675.0545454545453,750.7454545454545,557.0909090909091,0,957.3272727272727,392.52727272727265,1066.2181818181818,1051.090909090909,0,1646.490909090909,424.79999999999995,592.6727272727272,777.3818181818182,693.0727272727272,790.1454545454545,460.4363636363636,491.50909090909084,629.5636363636363,1145.8545454545454,764.6545454545453,665.4363636363636
2019-05-09 09:58:14,973.6507128309572,547.9342449810882,649.4399185336049,0,638.3110270584813,726.2692755309864,535.4051498399767,758.5648821646786,539.5330229851614,521.0030549898167,1334.5759383183008,648.1124527203957,709.1395112016293,557.2083212103578,0,727.0512074483561,398.7852778585976,873.763456502764,995.0720104742508,0,1669.0973232470178,443.828193191737,567.1734070410241,901.9857433808554,703.0477160314227,806.8264474832703,464.1766075065464,468.1771894093687,606.3609252254874,909.7505091649695,574.3199010765202,722.6323828920571
2019-05-09 09:58:11,973.6507128309572,547.9342449810882,649.4399185336049,1.3090909090909089,638.3110270584813,726.2692755309864,535.4051498399767,758.5648821646786,539.5330229851614,521.0030549898167,1334.5759383183008,648.1124527203957,709.1395112016293,557.2083212103578,494.9272727272727,727.0512074483561,398.7852778585976,873.763456502764,995.0720104742508,0,1669.0973232470178,443.828193191737,567.1734070410241,901.9857433808554,703.0477160314227,806.8264474832703,464.1766075065464,468.1771894093687,606.3609252254874,909.7505091649695,574.3199010765202,722.6323828920571
2019-05-09 09:58:08,936.2727272727273,467.96363636363634,446.4545454545454,1.3092813500145475,637.6,656.2545454545455,561.3818181818182,723.4,568.8727272727272,535.3272727272727,1133.1818181818182,644.9818181818181,693.1272727272727,538.7090909090908,298.86165260401515,830.7454545454545,385.2181818181818,865.9454545454545,823.6545454545453,0,1622.8181818181815,448.27272727272725,464.4181818181818,871.8545454545454,719.0181818181817,582.7818181818182,452.98181818181814,464.8181818181818,579.8909090909091,1075.7272727272727,612.0727272727272,600.1272727272727
2019-05-09 09:58:05,936.2727272727273,467.96363636363634,446.4545454545454,1.3092813500145475,637.6,656.2545454545455,561.3818181818182,723.4,568.8727272727272,535.3272727272727,1133.1818181818182,644.9818181818181,693.1272727272727,538.7090909090908,298.86165260401515,830.7454545454545,385.2181818181818,865.9454545454545,823.6545454545453,0,1622.8181818181815,448.27272727272725,464.4181818181818,871.8545454545454,719.0181818181817,582.7818181818182,452.98181818181814,464.8181818181818,579.8909090909091,1075.7272727272727,612.0727272727272,600.1272727272727
2019-05-09 09:58:02,959.6545454545453,450.6909090909091,704.6545454545453,1.3090909090909089,615.4363636363636,776.5272727272727,539.8545454545454,728.7454545454545,514.3818181818182,541.9272727272727,1109.0727272727272,660.8,686.0909090909091,634.8909090909091,274.2,840.7636363636362,404.16363636363633,876.1636363636363,790.1090909090908,0,1589.4,406.1454545454545,491.2545454545454,937.3272727272727,725.7272727272726,565.2727272727273,473.6363636363636,444.56363636363636,653.5090909090908,1073.0545454545454,694.0909090909091,583.290909090909
2019-05-09 09:57:59,994.6545454545453,603.6727272727272,646.4363636363636,1.3090909090909089,616.7636363636362,795.9636363636363,490.12727272727267,727.0727272727272,514.8181818181818,517.4363636363636,1096.7272727272725,653.6,680.6727272727272,640.7090909090908,274.2,832.5999999999999,405.50909090909084,871.2363636363636,785.3454545454546,0,1613.090909090909,389.2,496.78181818181815,908.1818181818181,731.7272727272726,546.9272727272727,455.2545454545454,452.29090909090905,643.1818181818181,1047.8545454545454,665.4545454545455,570.3090909090909
2019-05-09 09:57:56,994.6545454545453,603.6727272727272,646.4363636363636,1.3090909090909089,616.7636363636362,795.9636363636363,490.12727272727267,727.0727272727272,514.8181818181818,517.4363636363636,1096.7272727272725,653.6,680.6727272727272,640.7090909090908,274.2,832.5999999999999,405.50909090909084,871.2363636363636,785.3454545454546,0,1613.090909090909,389.2,496.78181818181815,908.1818181818181,731.7272727272726,546.9272727272727,455.2545454545454,452.29090909090905,643.1818181818181,1047.8545454545454,665.4545454545455,570.3090909090909
2019-05-09 09:57:53,1122.909090909091,928.3636363636363,630.4727272727272,1.3090909090909089,598.2181818181817,824.290909090909,483.3636363636363,1089.8181818181818,504.78181818181815,525.1272727272727,1056.7272727272727,716.1454545454545,746.290909090909,948.1454545454545,216.47272727272727,618.0363636363636,369.54545454545456,859.5999999999999,738.0181818181817,0,1788.2363636363634,404.2181818181818,655.6363636363636,934.1272727272727,721.9272727272727,449.3636363636363,427.12727272727267,512.7090909090908,696.1454545454545,961.8909090909091,735.1454545454545,539.6181818181818
2019-05-09 09:57:50,1122.909090909091,928.3636363636363,630.4727272727272,1.3090909090909089,598.2181818181817,824.290909090909,483.3636363636363,1089.8181818181818,504.78181818181815,525.1272727272727,1056.7272727272727,716.1454545454545,746.290909090909,948.1454545454545,216.47272727272727,618.0363636363636,369.54545454545456,859.5999999999999,738.0181818181817,0,1788.2363636363634,404.2181818181818,655.6363636363636,934.1272727272727,721.9272727272727,449.3636363636363,427.12727272727267,512.7090909090908,696.1454545454545,961.8909090909091,735.1454545454545,539.6181818181818
2019-05-09 09:57:47,998.6363636363636,923.7454545454545,869.6727272727272,1.3090909090909089,600.1090909090908,932.9999999999999,583.5272727272727,939.3090909090909,777.6727272727272,522.8363636363636,1089.9999999999998,749.1454545454545,692.0181818181817,901.4181818181818,238.2181818181818,670.4545454545454,350.52727272727265,949.6545454545453,770.2363636363636,0,1383.9272727272726,418.12727272727267,645.9636363636363,938.8181818181818,1001.1272727272727,445.4363636363636,375.98181818181814,477.16363636363633,798.4,826.2545454545453,846.8545454545454,574.1090909090908
