timestamp,accept,brk,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,gettid,list,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pipe,pread64,pwrite64,read,sigprocmask,syscall,wait,write,yield
2019-05-11 22:49:11,115.83636363636363,0,0,0,0,0,0,0,0,0,151.67272727272726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.199999999999996,0
2019-05-11 22:49:08,111.59999999999998,0,0,0,0,0,0,0,0,0,148.3272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.327272727272724,0
2019-05-11 22:49:05,111.59999999999998,0,0,0,0,0,0,0,0,0,148.3272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.327272727272724,0
2019-05-11 22:49:02,111.7090909090909,0,0,0,0,0,0,0,0,0,147.74545454545452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.87272727272727,0
2019-05-11 22:48:59,109.98181818181817,0,0,0,0,0,0,0,0,0,148.54545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25454545454545,0
2019-05-11 22:48:56,109.98181818181817,0,0,0,0,0,0,0,0,0,148.54545454545453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.25454545454545,0
2019-05-11 22:48:53,109.39999999999999,0,0,0,0,0,0,0,0,0,151.3272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.50909090909091,0
2019-05-11 22:48:50,109.39999999999999,0,0,0,0,0,0,0,0,0,151.3272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.50909090909091,0
2019-05-11 22:48:47,110.25454545454545,0,0,0,0,0,0,0,0,0,149.45454545454544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.81818181818182,0
2019-05-11 22:48:44,108.63636363636364,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.781818181818174,0
2019-05-11 22:48:41,108.63636363636364,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.781818181818174,0
2019-05-11 22:48:38,158.58181818181816,0,0,0,0,0,0,0,0,0,170.85454545454544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.21818181818182,0
2019-05-11 22:48:35,158.58181818181816,0,0,0,0,0,0,0,0,0,170.85454545454544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.21818181818182,0
2019-05-11 22:48:32,256.5090909090909,0,0,0,0,0,0,0,0,0,193.63636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.2,0
2019-05-11 22:48:29,329.8727272727273,0,0,0,0,0,0,0,0,0,240.09090909090907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0
2019-05-11 22:48:26,329.8727272727273,0,0,0,0,0,0,0,0,0,240.09090909090907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0
2019-05-11 22:48:23,455.32727272727266,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.38181818181819,0
2019-05-11 22:48:20,455.32727272727266,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.38181818181819,0
2019-05-11 22:48:17,502.8909090909091,0,0,0,0,0,0,0,0,0,340.2181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.49090909090908,0
2019-05-11 22:48:14,523.8545454545454,0,0,0,0,0,0,0,0,0,462.2545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9090909090909,0
2019-05-11 22:48:11,523.8545454545454,0,0,0,0,0,0,0,0,0,462.2545454545454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.9090909090909,0
2019-05-11 22:48:08,550.0363636363636,0,0,0,0,0,0,0,0,0,521.290909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.07272727272726,0
2019-05-11 22:48:05,550.0363636363636,0,0,0,0,0,0,0,0,0,521.290909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.07272727272726,0
2019-05-11 22:48:02,630.5818181818181,0,0,0,0,0,0,0,0,0,594.3818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135.3272727272727,0
2019-05-11 22:47:59,981.9272727272727,0,0,219.96363636363634,0,0,0,32.090909090909086,0,0,809.3090909090909,0,0,0,52.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,289.52727272727276,0
2019-05-11 22:47:56,981.9272727272727,0,0,219.96363636363634,0,0,0,32.090909090909086,0,0,809.3090909090909,0,0,0,52.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,289.52727272727276,0
2019-05-11 22:47:53,1190.3636363636363,0,0,219.96363636363634,0,0,0,32.090909090909086,0,0,1055.3090909090909,0,0,0,52.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,378.16363636363633,0
2019-05-11 22:47:50,1190.3636363636363,0,0,219.96363636363634,0,0,0,32.090909090909086,0,0,1055.3090909090909,0,0,0,52.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,378.16363636363633,0
2019-05-11 22:47:47,1416.6363636363635,0,0,219.96363636363634,0,0,0,32.090909090909086,0,0,1653.8181818181815,0,0,0,52.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,460.0363636363636,0
2019-05-11 22:47:44,1857.8181818181815,0,0,219.96363636363634,0,0,0,32.090909090909086,0,0,1960.8909090909087,0,0,0,52.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,749.1454545454545,0
2019-05-11 22:47:41,1857.8181818181815,0,0,219.96363636363634,0,0,0,32.090909090909086,0,0,1960.8909090909087,0,0,0,52.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,749.1454545454545,0
2019-05-11 22:47:38,2257.7454545454543,0,0,219.96363636363634,0,0,0,32.090909090909086,0,0,2239.6181818181817,0,0,0,52.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,903.8181818181818,0
2019-05-11 22:47:35,2257.7454545454543,0,0,219.96363636363634,0,0,0,32.090909090909086,0,0,2239.6181818181817,0,0,0,52.61818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,903.8181818181818,0
2019-05-11 22:47:32,2741.2,0,0,296.49090909090904,0,0,0,32.090909090909086,0,0,2688.9090909090905,0,0,0,215.47272727272727,0,0,0,0,66.31809818181817,74.67101212121214,0,0,0,0,0,0,0,1061.6545454545453,0
2019-05-11 22:47:29,2921.181818181818,0,0,455.8363636363636,0,0,0,198.69090909090906,156.78181818181818,0,3185.8,0,0,0,215.47272727272727,337.18181818181813,247.2363636363636,174.7090909090909,0,68.63506787878786,77.28010303030304,0,284.8545454545454,181.47272727272727,187.78181818181818,114.45454545454545,0,671.9454545454545,1647.581818181818,68.23636363636363
2019-05-11 22:47:26,2921.181818181818,0,0,455.8363636363636,0,0,0,195.75074666666669,156.78181818181818,0,3185.8,0,0,0,215.47272727272727,337.18181818181813,247.2363636363636,174.7090909090909,0,65.15961333333333,73.36646666666667,0,284.8545454545454,181.47272727272727,187.78181818181818,114.45454545454545,0,671.9454545454545,1647.581818181818,68.23636363636363
2019-05-11 22:47:23,3500.090909090909,0,0,455.8363636363636,0,0,0,198.69090909090906,156.78181818181818,0,4263.472727272727,0,0,0,215.47272727272727,337.18181818181813,247.2363636363636,648.4909090909091,0,67.47658303030303,75.97555757575758,0,572.8,803.7090909090908,1178.2545454545455,114.45454545454545,0,1671.9636363636362,2519.3818181818183,146.3272727272727
2019-05-11 22:47:20,3500.090909090909,0,0,455.8363636363636,0,0,0,192.43923151515153,156.78181818181818,0,4263.472727272727,0,0,0,215.47272727272727,337.18181818181813,247.2363636363636,648.4909090909091,0,64.0011284848485,72.06192121212122,0,572.8,803.7090909090908,1178.2545454545455,114.45454545454545,0,1671.9636363636362,2519.3818181818183,146.3272727272727
2019-05-11 22:47:17,3819.9272727272723,0,0,455.8363636363636,0,0,0,198.69090909090906,156.78181818181818,0,5068.836363636364,0,0,0,215.47272727272727,337.18181818181813,247.2363636363636,788.9272727272727,0,66.31809818181817,74.67101212121214,0,903.290909090909,1252.0363636363634,2083.3272727272724,114.45454545454545,0,2516.1272727272726,3250.8181818181815,210.19999999999996
2019-05-11 22:47:14,4248.472727272727,0,0,455.8363636363636,0,0,0,198.69090909090906,156.78181818181818,0,6000.563636363636,0,0,0,215.47272727272727,337.18181818181813,247.2363636363636,921.4909090909091,0,68.63506787878786,77.28010303030304,0,1434.0727272727272,1605.6727272727271,2605.109090909091,114.45454545454545,0,3381.4363636363632,3641.1272727272726,210.19999999999996
2019-05-11 22:47:11,4248.472727272727,0,0,455.8363636363636,0,0,0,195.75074666666669,156.78181818181818,0,6000.563636363636,0,0,0,215.47272727272727,337.18181818181813,247.2363636363636,921.4909090909091,0,65.15961333333333,73.36646666666667,0,1434.0727272727272,1605.6727272727271,2605.109090909091,114.45454545454545,0,3381.4363636363632,3641.1272727272726,210.19999999999996
2019-05-11 22:47:08,4467.927272727273,0,0,455.8363636363636,0,0,0,198.69090909090906,156.78181818181818,0,6865.327272727272,0,0,0,215.47272727272727,337.18181818181813,247.36363636363635,1042.0181818181818,0,67.47658303030303,75.97555757575758,0,2081.6181818181817,2147.3090909090906,3498.1272727272726,114.45454545454545,0,4090.1272727272726,4064.3090909090906,253.79999999999998
2019-05-11 22:47:05,4467.927272727273,0,0,455.8363636363636,0,0,0,192.43923151515153,156.78181818181818,0,6865.327272727272,0,0,0,215.47272727272727,337.18181818181813,247.36363636363635,1042.0181818181818,0,64.0011284848485,72.06192121212122,0,2081.6181818181817,2147.3090909090906,3498.1272727272726,114.45454545454545,0,4090.1272727272726,4064.3090909090906,253.79999999999998
2019-05-11 22:47:02,4505.672727272727,0,0,235.87272727272727,0,0,0,166.6,156.78181818181818,0,7559.745454545454,0,0,0,162.85454545454544,337.18181818181813,247.36363636363635,1200.3272727272727,0,66.31809818181817,74.67101212121214,0,2724.4181818181814,2516,4486.818181818181,114.45454545454545,0,4851.8,4391.545454545454,253.79999999999998
2019-05-11 22:46:59,4575.654545454545,0,0,235.87272727272727,0,0,0,166.6,156.78181818181818,0,8382.10909090909,0,0,0,245.71513939393938,337.18181818181813,342.27272727272725,1356.9090909090908,0,68.63506787878786,77.28010303030304,0,3134.090909090909,2835.1272727272726,5305.1454545454535,114.45454545454545,0,5558.10909090909,4825.4,253.79999999999998
2019-05-11 22:46:56,4575.654545454545,0,0,235.87272727272727,0,0,0,165.69868,156.78181818181818,0,8382.10909090909,0,0,0,233.28786666666667,337.18181818181813,342.27272727272725,1356.9090909090908,0,65.15961333333333,73.36646666666667,0,3134.090909090909,2835.1272727272726,5305.1454545454535,114.45454545454545,0,5558.10909090909,4825.4,253.79999999999998
