timestamp,accept,close,connect,dup2,exit,futex,getpid,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,tgkill,wait,write,yield
2019-05-11 12:56:15,203.8,0,0,0,0,187,0,0,0,2.854545454545454,44.345454545454544,0,0,0,0,0,0,0,0,0,0,38.47272727272727,0
2019-05-11 12:56:12,210.19999999999996,0,0,0,0,188.94545454545454,0,0,0,0,44.345454545454544,0,0,0,0,0,0,0,0,0,0,66.01818181818182,0
2019-05-11 12:56:09,252.14545454545453,0,0,0,0,297.78181818181815,0,0,0,0,44.345454545454544,0,0,0,0,0,0,0,0,0,0,168.96363636363634,0
2019-05-11 12:56:06,252.14545454545453,0,0,0,0,297.78181818181815,0,0,0,0,44.345454545454544,0,0,0,0,0,0,0,0,0,0,168.96363636363634,0
2019-05-11 12:56:03,356.94545454545454,0,0,0,0,487.99999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.0363636363636,0
2019-05-11 12:56:00,356.94545454545454,0,0,0,0,487.99999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248.0363636363636,0
2019-05-11 12:55:57,426.19999999999993,0,0,0,0,580.1454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.8545454545454,0
2019-05-11 12:55:54,494.0181818181818,0,0,0,0,789.5636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.6181818181818,0
2019-05-11 12:55:51,494.0181818181818,0,0,0,0,789.5636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.6181818181818,0
2019-05-11 12:55:48,497.2181818181818,0,0,0,0,908.2181818181817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.1454545454545,0
2019-05-11 12:55:45,497.2181818181818,0,0,0,0,908.2181818181817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409.1454545454545,0
2019-05-11 12:55:42,504.49090909090904,0,0,0,0,940.5818181818181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404.6727272727273,0
2019-05-11 12:55:39,522.6181818181818,0,0,0,0,953.9454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6909090909091,0
2019-05-11 12:55:36,522.6181818181818,0,0,0,0,953.9454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402.6909090909091,0
2019-05-11 12:55:33,530.8545454545454,0,0,0,0,980.7818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.8,0
2019-05-11 12:55:30,530.8545454545454,0,0,0,0,980.7818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.8,0
2019-05-11 12:55:27,548.9818181818181,0,0,0,0,1001.6363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395.16363636363633,0
2019-05-11 12:55:24,558.4181818181818,0,0,0,0,1028.1090909090908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393.8363636363636,0
