timestamp,accept,address,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockopt,ioctl,lseek,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,open,poll,read,readv,recvfrom,select,sendto,setsockopt,shutdown,sigprocmask,socket,writev
2019-05-06 15:26:17,786.7129688551117,553.1717605134452,419.9923637752041,0,622.8614025199543,477.37313867020595,726.2231595789167,492.3910474355012,521.190523808658,636.1702514499736,4366.5024272285955,644.8428210396174,650.0063635206632,472.37322957764405,0,0,1070.9987091143798,396.72005963527937,350.88452937219324,561.6261522517773,0,1267.3042308321667,477.20950528172216,446.2464318830567,457.02805403538116,0,697.6236795694623,642.1519608734386,575.9168015126997,553.5172087780222,777.5313176124071,1256.8862384320284,567.4987727495864,952.7644951909965
2019-05-06 15:26:14,719.2051053617207,533.1175796803694,435.48299121834145,0,654.8971836875693,482.62758858929834,747.4955000818167,464.40973800476354,582.3166851511791,1153.5608443482845,4289.267467864221,618.6614788822021,828.3849384556645,627.9158560753441,0,0,935.2920855984436,382.4294103743568,443.5192087416592,555.9353466300613,0,1217.250595443719,495.13645206450786,563.3533935746623,451.7008781658515,0,646.715514263377,591.6074253195396,526.3722477773131,487.33659388011125,751.4954273558662,1115.8888020217814,550.8808930746713,958.0553080853075
2019-05-06 15:26:11,719.2051053617207,533.1175796803694,435.48299121834145,0,654.8971836875693,482.62758858929834,747.4955000818167,464.40973800476354,582.3166851511791,1153.5608443482845,4289.267467864221,618.6614788822021,828.3849384556645,627.9158560753441,0,0,935.2920855984436,382.4294103743568,443.5192087416592,555.9353466300613,0,1217.250595443719,495.13645206450786,563.3533935746623,451.7008781658515,0,646.715514263377,591.6074253195396,526.3722477773131,487.33659388011125,751.4954273558662,1115.8888020217814,550.8808930746713,958.0553080853075
2019-05-06 15:26:08,617.4181818181818,542.9090909090909,366.7272727272727,0,714.0727272727272,501.10909090909087,716.4,494.49090909090904,527.3454545454546,1147.6727272727271,4058.5636363636363,555.0181818181817,819.4181818181818,642,0,0,777.6,383.3454545454545,455.4363636363636,510.10909090909087,0,1235.490909090909,486.7090909090909,565,498.4363636363636,0,669,629.7636363636362,509.7272727272727,537.3818181818182,740.3272727272727,973.1090909090908,543.1818181818181,785.9818181818181
2019-05-06 15:26:05,617.4181818181818,542.9090909090909,366.7272727272727,0,714.0727272727272,501.10909090909087,716.4,494.49090909090904,527.3454545454546,1147.6727272727271,4058.5636363636363,555.0181818181817,819.4181818181818,642,0,0,777.6,383.3454545454545,455.4363636363636,510.10909090909087,0,1235.490909090909,486.7090909090909,565,498.4363636363636,0,669,629.7636363636362,509.7272727272727,537.3818181818182,740.3272727272727,973.1090909090908,543.1818181818181,785.9818181818181
2019-05-06 15:26:02,598.5709350739077,519.8632752131779,370.9568916928783,0,1183.9239286558427,401.19270558717113,706.6053344484645,501.7908765295176,512.5906801694514,1194.1601061798876,3865.5660806167157,538.5356629879457,814.0579262195232,636.424792276504,0,0,775.2949946364611,417.3378665842439,523.9722914128835,496.2637042962855,0,1323.4850275449537,489.31837602952675,597.5891347430046,472.51868147851854,0,1193.9055653533571,696.3509754368101,524.117743313758,538.1356702605407,889.3292849220923,913.0743077398591,536.135706623516,798.7672951400884
2019-05-06 15:25:59,600.5454545454545,491.9272727272727,332.6909090909091,0,1137.490909090909,405.8727272727273,574.4,546.1636363636363,547.4727272727272,1337.8727272727272,3506.6181818181813,584.5636363636363,739.290909090909,648.6545454545454,0,0,752.290909090909,416.7090909090909,543.1454545454545,734.7454545454545,0,1476.4727272727273,487.9090909090909,705.0545454545453,419.58181818181816,0,1170.7272727272725,687.3818181818182,501.0181818181818,508.8727272727272,908.2363636363636,1012.1090909090908,549.3636363636363,764.4181818181818
2019-05-06 15:25:56,600.5454545454545,491.9272727272727,332.6909090909091,0,1137.490909090909,405.8727272727273,574.4,546.1636363636363,547.4727272727272,1337.8727272727272,3506.6181818181813,584.5636363636363,739.290909090909,648.6545454545454,0,0,752.290909090909,416.7090909090909,543.1454545454545,734.7454545454545,0,1476.4727272727273,487.9090909090909,705.0545454545453,419.58181818181816,0,1170.7272727272725,687.3818181818182,501.0181818181818,508.8727272727272,908.2363636363636,1012.1090909090908,549.3636363636363,764.4181818181818
2019-05-06 15:25:53,639.9272727272727,612.4181818181818,325.78181818181815,0,1132.8727272727272,446.99999999999994,548.0909090909091,555.4909090909091,609.5454545454545,1339.090909090909,3205.3272727272724,573.9090909090908,666.6363636363636,647.4,0,0,739.3454545454546,455.78181818181815,551.290909090909,740.5818181818181,0,1464.7272727272725,482.59999999999997,707.7090909090908,472.6181818181818,0,1091.9272727272726,624.690909090909,398.3636363636363,448.3636363636363,826.1272727272727,973.6181818181817,550.2,794.7818181818182
2019-05-06 15:25:50,639.9272727272727,612.4181818181818,325.78181818181815,0,1132.8727272727272,446.99999999999994,548.0909090909091,555.4909090909091,609.5454545454545,1339.090909090909,3205.3272727272724,573.9090909090908,666.6363636363636,647.4,0,0,739.3454545454546,455.78181818181815,551.290909090909,740.5818181818181,0,1464.7272727272725,482.59999999999997,707.7090909090908,472.6181818181818,0,1091.9272727272726,624.690909090909,398.3636363636363,448.3636363636363,826.1272727272727,973.6181818181817,550.2,794.7818181818182
