timestamp,accept,close,dup2,exit,futex,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,wait,write,yield
2019-05-11 23:33:41,549.690909090909,43.61818181818182,0,0,375.3454545454545,0,1.6363636363636362,29.127272727272725,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,87.29090909090908,0
2019-05-11 23:33:38,536.5454545454545,43.61818181818182,0,0,362.07272727272726,0,1.6363636363636362,29.127272727272725,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,80.16363636363636,0
2019-05-11 23:33:35,536.5454545454545,43.61818181818182,0,0,362.07272727272726,0,1.6363636363636362,29.127272727272725,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,80.16363636363636,0
2019-05-11 23:33:32,521.5999999999999,43.61818181818182,0,0,337.47272727272724,0,1.6363636363636362,29.127272727272725,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,67.54545454545455,0
2019-05-11 23:33:29,512.9999999999999,43.61818181818182,0,0,318.3636363636363,0,1.6363636363636362,29.127272727272725,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,58.345454545454544,0
2019-05-11 23:33:26,512.9999999999999,43.61818181818182,0,0,318.3636363636363,0,1.6363636363636362,29.127272727272725,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,58.345454545454544,0
2019-05-11 23:33:23,502.9090909090909,43.61818181818182,0,0,360.09090909090907,0,1.6363636363636362,29.127272727272725,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,60.72727272727273,0
2019-05-11 23:33:20,502.9090909090909,43.61818181818182,0,0,360.09090909090907,0,1.6363636363636362,29.127272727272725,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,60.72727272727273,0
2019-05-11 23:33:17,503.16363636363633,43.61818181818182,0,0,362.07272727272726,0,1.6363636363636362,18.38181818181818,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,59.418181818181814,0
2019-05-11 23:33:14,502.4545454545454,43.61818181818182,0,0,367.10909090909087,0,1.6363636363636362,18.38181818181818,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,60.272727272727266,0
2019-05-11 23:33:11,502.4545454545454,43.61818181818182,0,0,367.10909090909087,0,1.6363636363636362,18.38181818181818,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,60.272727272727266,0
2019-05-11 23:33:08,358.49090909090904,43.61818181818182,0,0,321.56363636363636,0,1.6363636363636362,18.38181818181818,52.272727272727266,0,0,0,0,0,61.05454545454545,0,0,0,62.9090909090909,0
2019-05-11 23:33:05,358.49090909090904,43.61818181818182,0.618181818181818,1.7636363636363634,321.56363636363636,0,1.6363636363636362,18.38181818181818,52.272727272727266,0,0,0,0,0,61.05454545454545,50.8,0,0,62.9090909090909,0
2019-05-11 23:33:02,210.9090909090909,43.61818181818182,0.618181818181818,1.7636363636363634,225.39999999999998,0,1.6363636363636362,18.38181818181818,52.272727272727266,10.745454545454544,0,0,0,0,61.05454545454545,50.8,0,0,62.43636363636363,0
2019-05-11 23:32:59,111.65454545454546,0,0.618181818181818,1.7636363636363634,206.09090909090907,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,38.527272727272724,0
2019-05-11 23:32:56,111.65454545454546,0,0.618181818181818,1.7636363636363634,206.09090909090907,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,38.527272727272724,0
2019-05-11 23:32:53,105.12727272727271,0,0.618181818181818,1.7636363636363634,227.4181818181818,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,63.92727272727272,0
2019-05-11 23:32:50,105.12727272727271,0,0.618181818181818,1.7636363636363634,227.4181818181818,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,63.92727272727272,0
2019-05-11 23:32:47,128.99999999999997,0,0.618181818181818,1.7636363636363634,276.2363636363636,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,62.3090909090909,0
2019-05-11 23:32:44,155.4181818181818,0,0.618181818181818,1.7636363636363634,304.3454545454545,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,86.27272727272727,0
2019-05-11 23:32:41,155.4181818181818,0,0.618181818181818,1.7636363636363634,304.3454545454545,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,86.27272727272727,0
2019-05-11 23:32:38,154.07272727272726,0,0.618181818181818,1.7636363636363634,348.74545454545455,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,110.05454545454545,0
2019-05-11 23:32:35,154.07272727272726,0,0.618181818181818,1.7636363636363634,348.74545454545455,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,110.05454545454545,0
2019-05-11 23:32:32,172.16363636363633,0,0.618181818181818,1.7636363636363634,367.8181818181818,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,129.76363636363635,0
2019-05-11 23:32:29,191.87272727272727,0,0.618181818181818,1.7636363636363634,349.50909090909084,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,149.38181818181818,0
2019-05-11 23:32:26,191.87272727272727,0,0.618181818181818,1.7636363636363634,349.50909090909084,0,0,0,0,10.745454545454544,0,0,0,0,0,50.8,0,0,149.38181818181818,0
2019-05-11 23:32:23,211.03636363636363,0,0,0,414.32727272727266,0,0,0,0,10.745454545454544,0,0,0,0,0,0,0,0,173.8,0
2019-05-11 23:32:20,211.03636363636363,0,0,0,414.32727272727266,0,0,0,0,0,0,0,0,0,0,0,0,0,173.8,0
2019-05-11 23:32:17,254.2181818181818,17.218181818181815,0,0,443.16363636363633,0,115.54545454545453,70.09090909090908,0,0,0,0,0,0,0,0,0,0,189.83636363636364,0
2019-05-11 23:32:14,344.3454545454545,17.218181818181815,0,0,515.0181818181818,0,115.54545454545453,70.09090909090908,0,0,0,0,0,0,0,0,0,0,245.3272727272727,0
2019-05-11 23:32:11,344.3454545454545,17.218181818181815,0,0,515.0181818181818,0,115.54545454545453,70.09090909090908,0,0,0,0,0,0,0,0,0,0,245.3272727272727,0
2019-05-11 23:32:08,515.9272727272727,17.218181818181815,0,0,826.5454545454545,0,115.54545454545453,70.09090909090908,46.92727272727272,0,0,0,0,0,0,0,0,0,283.54545454545456,0
2019-05-11 23:32:05,515.9272727272727,17.218181818181815,0,0,826.5454545454545,0,115.54545454545453,70.09090909090908,46.92727272727272,0,0,0,0,0,0,0,0,0,283.54545454545456,0
2019-05-11 23:32:02,911.6181818181817,17.218181818181815,0,0,1204.9454545454544,0,115.54545454545453,70.09090909090908,46.92727272727272,0,0,0,0,0,0,0,0,0,291.07272727272726,0
2019-05-11 23:31:59,968.4181818181818,17.218181818181815,0,0,1264.5272727272725,0,115.54545454545453,70.09090909090908,98.72727272727272,0,0,0,0,0,0,0,0,0,304.6181818181818,0
2019-05-11 23:31:56,968.4181818181818,17.218181818181815,0,0,1264.5272727272725,0,115.54545454545453,70.09090909090908,98.72727272727272,0,0,0,0,0,0,0,0,0,304.6181818181818,0
2019-05-11 23:31:53,1362.490909090909,138.38181818181818,0,0,1733.7272727272725,0,211.7090909090909,182.09090909090907,177.87272727272727,0,0,0,198.1090909090909,230.79999999999998,437.19999999999993,0,0,406.76363636363635,608.5090909090908,124.78181818181817
2019-05-11 23:31:50,1362.490909090909,138.38181818181818,0,0,1733.7272727272725,0,211.7090909090909,182.09090909090907,177.87272727272727,0,0,0,198.1090909090909,230.79999999999998,437.19999999999993,0,0,406.76363636363635,608.5090909090908,124.78181818181817
2019-05-11 23:31:47,1683.1454545454544,138.38181818181818,0,0,2412.636363636363,0,211.7090909090909,182.09090909090907,177.87272727272727,0,0,0,672.8363636363636,502.6363636363636,968.5090909090908,0,0,976.2363636363636,1088.9454545454544,124.78181818181817
