timestamp,accept,clone,close,connect,create,ctl,dup2,exit,fcntl,futex,getaffinity,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,sendto,sigprocmask,socket,syscall,wait,write,yield
2019-05-11 12:02:18,3723.8909090909087,0,0,0,0,0,0,0,0,5116.236363636363,0,0,0,0,0,0,0,161.43636363636364,252.19999999999996,0,0,0,0,0,0,3326.218181818181,3385.472727272727,5253.436363636364,0,0,0,0,0,4448.327272727272,3117.672727272727,117.7090909090909
2019-05-11 12:02:15,3723.8909090909087,0,0,0,0,0,0,0,0,5116.236363636363,0,0,0,0,0,0,0,161.43636363636364,252.19999999999996,0,0,0,0,0,0,3326.218181818181,3385.472727272727,5253.436363636364,0,0,0,0,0,4448.327272727272,3117.672727272727,117.7090909090909
2019-05-11 12:02:12,3777.0181818181813,0,0,0,0,0,0,0,0,5154.472727272727,0,0,0,0,0,0,0,161.16363636363636,289.29090909090905,0,0,0,0,0,0,3212.6545454545453,3377.4181818181814,5326.363636363636,0,0,0,0,0,4503.6909090909085,3194.036363636363,117.7090909090909
2019-05-11 12:02:09,3721.5272727272727,0,0,0,0,0,0,0,0,5032.2,0,0,0,0,0,0,0,175.6,208.39999999999998,0,0,0,0,0,0,3176.781818181818,3275.1454545454544,5311.50909090909,0,0,0,0,0,4457.418181818181,3071.636363636363,84.07272727272726
2019-05-11 12:02:06,3721.5272727272727,0,0,0,0,0,0,0,0,5032.2,0,0,0,0,0,0,0,175.6,208.39999999999998,0,0,0,0,0,0,3176.781818181818,3275.1454545454544,5311.50909090909,0,0,0,0,0,4457.418181818181,3071.636363636363,84.07272727272726
2019-05-11 12:02:03,3552.254545454545,0,0,0,0,0,0,0,0,4907.236363636363,0,0,0,0,0,0,0,175.6,305.78181818181815,0,0,0,0,0,0,2953.4909090909086,3090.7454545454543,5218.072727272726,0,0,0,0,0,4413.327272727272,3044.290909090909,84.07272727272726
2019-05-11 12:02:00,3552.254545454545,0,0,0,0,0,0,0,0,4907.236363636363,0,0,0,0,0,0,0,175.6,305.78181818181815,0,0,0,0,0,0,2953.4909090909086,3090.7454545454543,5218.072727272726,0,0,0,0,0,4413.327272727272,3044.290909090909,84.07272727272726
2019-05-11 12:01:57,3280.781818181818,0,0,0,0,0,0,0,0,4716.7818181818175,0,0,0,0,0,0,0,177.03636363636363,330.4363636363636,0,0,0,0,0,0,2948.872727272727,2937.3090909090906,5144.090909090909,0,0,0,0,0,4279.254545454545,2836.4,84.07272727272726
2019-05-11 12:01:54,2900.690909090909,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,4300.454545454545,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,336.4181818181818,0,0,0,0,0,0,2550.818181818182,2633.472727272727,4619.090909090909,0,0,0.7454545454545455,0,0,3970.8363636363633,2704.5272727272727,84.07272727272726
2019-05-11 12:01:51,2900.690909090909,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,4300.454545454545,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,336.4181818181818,0,0,0,0,0,0,2550.818181818182,2633.472727272727,4619.090909090909,0,0,0.7454545454545455,0,0,3970.8363636363633,2704.5272727272727,84.07272727272726
2019-05-11 12:01:48,2438.054545454545,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,3807.272727272727,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,336.4181818181818,0,0,0,0,0,0,2213.3818181818183,2242.781818181818,4070.672727272727,0,0,0.7454545454545455,0,0,3445.1272727272726,2468.7090909090907,84.07272727272726
2019-05-11 12:01:45,2438.054545454545,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,3807.272727272727,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,336.4181818181818,0,0,0,0,0,0,2213.3818181818183,2242.781818181818,4070.672727272727,0,0,0.7454545454545455,0,0,3445.1272727272726,2468.7090909090907,84.07272727272726
2019-05-11 12:01:42,2150.181818181818,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,3264.509090909091,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,300.2,0,0,0,0,0,0,1903.890909090909,1752.3999999999999,3609.636363636363,0,0,0.7454545454545455,0,0,3015,2232.9090909090905,28.818181818181817
2019-05-11 12:01:39,1721.890909090909,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,2835.8909090909087,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,300.2,0,0,0,0,0,0,1506.1454545454544,1420.581818181818,3080.1272727272726,0,0,0.7454545454545455,0,0,2622.2,1856.0727272727272,28.818181818181817
2019-05-11 12:01:36,1721.890909090909,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,2835.8909090909087,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,300.2,0,0,0,0,0,0,1506.1454545454544,1420.581818181818,3080.1272727272726,0,0,0.7454545454545455,0,0,2622.2,1856.0727272727272,28.818181818181817
2019-05-11 12:01:33,1348.4727272727273,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,2448.672727272727,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,300.2,0,0,0,0,0,0,1234.2545454545455,1121.6,2516.036363636363,0,0,0.7454545454545455,0,0,2188.090909090909,1374.1090909090906,28.818181818181817
2019-05-11 12:01:30,1348.4727272727273,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,2448.672727272727,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,300.2,0,0,0,0,0,0,1234.2545454545455,1121.6,2516.036363636363,0,0,0.7454545454545455,0,0,2188.090909090909,1374.1090909090906,28.818181818181817
2019-05-11 12:01:27,1019.3090909090909,0,1.4727272727272727,0,0,0,5.890909090909091,25.163636363636364,0,2065.8909090909087,0,0,0,0,0,0,2.4181818181818184,178.3090909090909,300.2,0,0,0,0,0,0,942.3636363636363,850.1090909090908,2094.0545454545454,0,0,0.7454545454545455,0,0,1766.3272727272727,1023.0181818181817,28.818181818181817
