timestamp,ttorrent-ubuntu
2019-05-11 22:00:47,299.29268888888885
2019-05-11 22:00:44,347.8660222222222
2019-05-11 22:00:41,396.45295833333336
2019-05-11 22:00:38,445.0279583333333
2019-05-11 22:00:35,493.61312000000004
2019-05-11 22:00:32,542.4737324577485
2019-05-11 22:00:29,591.0753525117505
2019-05-11 22:00:26,639.8826285714287
2019-05-11 22:00:23,688.4997714285713
2019-05-11 22:00:20,737.2928979166666
2019-05-11 22:00:17,786.0855092592592
2019-05-11 22:00:14,834.7243981481481
2019-05-11 22:00:11,883.5105983333332
2019-05-11 22:00:08,972.94
2019-05-11 22:00:05,973.0727272727272
2019-05-11 22:00:02,5308.436363636363
2019-05-11 21:59:59,5308.436363636363
2019-05-11 21:59:56,19762.832051491845
2019-05-11 21:59:53,19762.832051491845
2019-05-11 21:59:50,39270.12727272727
2019-05-11 21:59:47,57674.25454545454
2019-05-11 21:59:44,57674.25454545454
2019-05-11 21:59:41,72392.54545454544
2019-05-11 21:59:38,72392.54545454544
2019-05-11 21:59:35,89637.51568153306
2019-05-11 21:59:32,106389.2
2019-05-11 21:59:29,106389.2
2019-05-11 21:59:26,126057.78181818181
2019-05-11 21:59:23,126057.78181818181
2019-05-11 21:59:20,141967.6715516928
2019-05-11 21:59:17,162203.2764232077
2019-05-11 21:59:14,162203.2764232077
2019-05-11 21:59:11,179089.7818181818
2019-05-11 21:59:08,179089.7818181818
2019-05-11 21:59:05,190793.76363636364
2019-05-11 21:59:02,191120.299658157
2019-05-11 21:58:59,191120.299658157
2019-05-11 21:58:56,191186.36239658153
2019-05-11 21:58:53,191186.36239658153
2019-05-11 21:58:50,192136.21818181814
2019-05-11 21:58:47,192607.54545454544
2019-05-11 21:58:44,192607.54545454544
2019-05-11 21:58:41,195669.94545454544
2019-05-11 21:58:38,195669.94545454544
2019-05-11 21:58:35,196117.34545454546
2019-05-11 21:58:32,198469.56363636363
2019-05-11 21:58:29,198469.56363636363
2019-05-11 21:58:26,200045.59834187847
2019-05-11 21:58:23,200045.59834187847
2019-05-11 21:58:20,194263.4679369466
2019-05-11 21:58:17,199252.3818181818
2019-05-11 21:58:14,199252.3818181818
2019-05-11 21:58:11,202585.6727272727
2019-05-11 21:58:08,202585.6727272727
2019-05-11 21:58:05,202759.60367239342
2019-05-11 21:58:02,202673.90237251157
2019-05-11 21:57:59,202673.90237251157
2019-05-11 21:57:56,204460.9622168079
2019-05-11 21:57:53,204460.9622168079
2019-05-11 21:57:50,206294.63636363635
2019-05-11 21:57:47,205993.92727272722
2019-05-11 21:57:44,205993.92727272722
2019-05-11 21:57:41,205401.23636363636
2019-05-11 21:57:38,205401.23636363636
2019-05-11 21:57:35,202419.62352272728
2019-05-11 21:57:32,209261.87876363634
2019-05-11 21:57:29,209228.67149090907
2019-05-11 21:57:26,211427.9358192424
2019-05-11 21:57:23,211395.05681924243
2019-05-11 21:57:20,206435.08999831649
2019-05-11 21:57:17,209253.5266994318
2019-05-11 21:57:14,209221.55044943182
2019-05-11 21:57:11,202644.77710541125
2019-05-11 21:57:08,192366.12658593073
2019-05-11 21:57:05,180770.65331464648
2019-05-11 21:57:02,167373.44155354932
2019-05-11 21:56:59,158063.99110235373
2019-05-11 21:56:56,148571.60068749997
2019-05-11 21:56:53,139274.51874305555
2019-05-11 21:56:50,126901.73145347224
2019-05-11 21:56:47,117624.00622976192
2019-05-11 21:56:44,108567.71265833333
2019-05-11 21:56:41,96777.40875833332
2019-05-11 21:56:38,87984.32375833334
