timestamp,container_memory_usage_bytes
2019-05-11 22:00:11,2211840
2019-05-11 22:00:08,2211840
2019-05-11 22:00:05,2769784832
2019-05-11 22:00:02,2769784832
2019-05-11 21:59:59,2769784832
2019-05-11 21:59:56,2769784832
2019-05-11 21:59:53,2769784832
2019-05-11 21:59:50,2769784832
2019-05-11 21:59:47,2769784832
2019-05-11 21:59:44,2769784832
2019-05-11 21:59:41,2769784832
2019-05-11 21:59:38,2769784832
2019-05-11 21:59:35,2769784832
2019-05-11 21:59:32,2769784832
2019-05-11 21:59:29,2769784832
2019-05-11 21:59:26,2769801216
2019-05-11 21:59:23,2769801216
2019-05-11 21:59:20,2769817600
2019-05-11 21:59:17,2769817600
2019-05-11 21:59:14,2769817600
2019-05-11 21:59:11,2769817600
2019-05-11 21:59:08,2769817600
2019-05-11 21:59:05,2777116672
2019-05-11 21:59:02,2804039680
2019-05-11 21:58:59,2804039680
2019-05-11 21:58:56,2822299648
2019-05-11 21:58:53,2822299648
2019-05-11 21:58:50,2822291456
2019-05-11 21:58:47,2822610944
2019-05-11 21:58:44,2822610944
2019-05-11 21:58:41,2822610944
2019-05-11 21:58:38,2822610944
2019-05-11 21:58:35,2837889024
2019-05-11 21:58:32,2837852160
2019-05-11 21:58:29,2837852160
2019-05-11 21:58:26,2837258240
2019-05-11 21:58:23,2837258240
2019-05-11 21:58:20,2854580224
2019-05-11 21:58:17,2854580224
2019-05-11 21:58:14,2854580224
2019-05-11 21:58:11,2854793216
2019-05-11 21:58:08,2854793216
2019-05-11 21:58:05,2855059456
2019-05-11 21:58:02,2855071744
2019-05-11 21:57:59,2855071744
2019-05-11 21:57:56,2866536448
2019-05-11 21:57:53,2866536448
2019-05-11 21:57:50,2865537024
2019-05-11 21:57:47,2861785088
2019-05-11 21:57:44,2861785088
2019-05-11 21:57:41,2861785088
2019-05-11 21:57:38,2861785088
2019-05-11 21:57:35,2871607296
2019-05-11 21:57:32,2871074816
2019-05-11 21:57:29,2871074816
2019-05-11 21:57:26,2871074816
2019-05-11 21:57:23,2871074816
2019-05-11 21:57:20,2862743552
2019-05-11 21:57:17,2862747648
2019-05-11 21:57:14,2862747648
2019-05-11 21:57:11,2869989376
2019-05-11 21:57:08,2869989376
2019-05-11 21:57:05,2869317632
2019-05-11 21:57:02,2878005248
2019-05-11 21:56:59,2878005248
2019-05-11 21:56:56,2875027456
2019-05-11 21:56:53,2875027456
2019-05-11 21:56:50,2856042496
2019-05-11 21:56:47,2856124416
2019-05-11 21:56:44,2856124416
2019-05-11 21:56:41,2852200448
2019-05-11 21:56:38,2852200448
