timestamp,accept,brk,clone,close,connect,create,ctl,dup2,exit,fcntl,fsync,ftruncate,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,rename,sendto,setsockopt,sigprocmask,socket,syscall,unlink,wait,write,yield
2019-05-12 00:13:29,4067.509090909091,0,0,253.96363636363634,0,0,0,235.67272727272726,384.27272727272725,0,0,0,6124.1454545454535,0,0,0,0,0,0,185.14545454545453,361.96363636363634,787.0363636363636,1429,157.63483515151518,99.3090909090909,0,65.9090909090909,0,0,3780.509090909091,2808.1454545454544,5964,0,0,0,0,234.65454545454543,0,0,0,4986.70909090909,4162.909090909091,470.98181818181814
2019-05-12 00:13:26,4067.509090909091,0,0,253.96363636363634,0,0,0,235.67272727272726,384.27272727272725,0,0,0,6124.1454545454535,0,0,0,0,0,0,185.14545454545453,361.96363636363634,787.0363636363636,1429,149.64665333333332,99.3090909090909,0,65.9090909090909,0,0,3780.509090909091,2808.1454545454544,5964,0,0,0,0,234.65454545454543,0,0,0,4986.70909090909,4162.909090909091,470.98181818181814
2019-05-12 00:13:23,4328.181818181818,0,0,222.79999999999998,0,0,0,202.36363636363635,308.54545454545456,0,0,0,6722.763636363637,0,0,0,0,0,0,185.14545454545453,296.92727272727274,717.8727272727272,1527.1818181818182,100.50461333333334,99.3090909090909,0,65.9090909090909,0,0,4213.381818181818,3101.3454545454542,6452.6909090909085,0,0,0,0,204.47272727272727,0,0,0,5497.127272727273,4384.745454545454,470.98181818181814
2019-05-12 00:13:20,4328.181818181818,0,0,222.79999999999998,0,0,0,202.36363636363635,308.54545454545456,0,0,0,6722.763636363637,0,0,0,0,0,0,185.14545454545453,296.92727272727274,717.8727272727272,1527.1818181818182,95.32461333333336,99.3090909090909,0,65.9090909090909,0,0,4213.381818181818,3101.3454545454542,6452.6909090909085,0,0,0,0,204.47272727272727,0,0,0,5497.127272727273,4384.745454545454,470.98181818181814
2019-05-12 00:13:17,4505.054545454545,0,0,18.472727272727273,0,0,0,66.74545454545454,127.34545454545453,0,0,0,7099.70909090909,0,0,0,0,0,0,0,17.727272727272727,485.52727272727265,1558.381818181818,0,0,0,0,0,0,4462.563636363636,3397.7999999999997,6892.163636363636,0,0,0,0,102.47272727272727,0,0,0,5747,4429.963636363636,439.30909090909086
2019-05-12 00:13:14,4556.636363636364,0,0,18.472727272727273,0,0,0,66.74545454545454,127.34545454545453,0,0,0,7329.272727272726,0,0,0,0,0,0,0,17.727272727272727,485.52727272727265,1437.9272727272726,0,0,0,0,0,0,4689.70909090909,3362.9636363636364,6747.1454545454535,0,0,0,0,102.47272727272727,0,0,0,5779.090909090909,4360.909090909091,439.30909090909086
2019-05-12 00:13:11,4556.636363636364,0,0,18.472727272727273,0,0,0,66.74545454545454,127.34545454545453,0,0,0,7329.272727272726,0,0,0,0,0,0,0,17.727272727272727,485.52727272727265,1437.9272727272726,0,0,0,0,0,0,4689.70909090909,3362.9636363636364,6747.1454545454535,0,0,0,0,102.47272727272727,0,0,0,5779.090909090909,4360.909090909091,439.30909090909086
2019-05-12 00:13:08,4623.4365910413035,0,0,18.470040721349623,0,0,0,66.73574752763234,127.32693426410704,0,0,0,7552.792321116928,0,0,0,0,0,0,0,58.17335660267598,356.348167539267,1265.4341186736476,0,0,0,0,0,0,4585.896596858639,3285.467568353694,6768.815445026178,0,0,0,0,102.45782431646306,0,0,0,5614.565154159395,4353.021378708551,357.49345549738223
2019-05-12 00:13:05,4623.4365910413035,0,0,18.470040721349623,0,0,0,66.73574752763234,127.32693426410704,0,0,0,7552.792321116928,0,0,0,0,0,0,0,58.17335660267598,356.348167539267,1265.4341186736476,0,0,0,0,0,0,4585.896596858639,3285.467568353694,6768.815445026178,0,0,0,0,102.45782431646306,0,0,0,5614.565154159395,4353.021378708551,357.49345549738223
2019-05-12 00:13:02,4334.7818181818175,0,0,93.8,0,0,0,199.4181818181818,233.74545454545452,0,0,0,7413.70909090909,0,0,0,0,0,0,0,99.7090909090909,423.8363636363636,1333.3090909090909,0,0,0,0,0,0,4541.636363636364,3149.763636363636,6790.072727272726,0,0,0,0,151.54545454545453,0,0,0,5520.981818181817,4395.70909090909,398.2
2019-05-12 00:12:59,4280.652316195185,0,0,93.79317867791433,0,0,0,199.40367973238307,233.72845611228274,0,0,0,7365.227983419388,0,0,0,0,0,0,0,99.70183986619153,311.88640826121735,1328.6851865318886,0,0,0,0,0,0,4543.342302378009,3336.4664388044503,6597.447458366663,0,0,0,0,151.5344338593557,0,0,0,5490.800669042251,4554.141516980583,315.3225219984001
2019-05-12 00:12:56,4280.652316195185,0,0,93.79317867791433,0,0,0,199.40367973238307,233.72845611228274,0,0,0,7365.227983419388,0,0,0,0,0,0,0,99.70183986619153,311.88640826121735,1328.6851865318886,0,0,0,0,0,0,4543.342302378009,3336.4664388044503,6597.447458366663,0,0,0,0,151.5344338593557,0,0,0,5490.800669042251,4554.141516980583,315.3225219984001
2019-05-12 00:12:53,4422.545454545454,0,92.56363636363635,93.8,0,0,0,199.4181818181818,233.74545454545452,0,0,0,7294.345454545454,111.94545454545454,0,0,86.63636363636364,0,91.72727272727272,0,99.7090909090909,427.6181818181818,1638.0363636363634,0,0,0,0,0,0,4352.527272727272,3375.5454545454545,6448.054545454545,0,0,0,0,151.54545454545453,0,0,0,5484.090909090909,4373.363636363636,315.3454545454545
2019-05-12 00:12:50,4422.545454545454,0,92.56363636363635,93.8,0,0,0,199.4181818181818,233.74545454545452,0,0,0,7294.345454545454,111.94545454545454,0,0,86.63636363636364,0,91.72727272727272,0,99.7090909090909,427.6181818181818,1638.0363636363634,0,0,0,0,0,0,4352.527272727272,3375.5454545454545,6448.054545454545,0,0,0,0,151.54545454545453,0,0,0,5484.090909090909,4373.363636363636,315.3454545454545
2019-05-12 00:12:47,4317.909090909091,0,92.56363636363635,93.8,0,0,0,199.4181818181818,233.74545454545452,0,0,0,7178.327272727272,111.94545454545454,0,0,86.63636363636364,0,91.72727272727272,0,99.7090909090909,300.2545454545454,1662.1999999999998,0,0,0,0,0,0,4022.636363636363,3456.872727272727,6159.727272727273,0,0,0,0,151.54545454545453,0,0,0,5360.054545454545,4215.436363636363,371.78181818181815
2019-05-12 00:12:44,4524.963636363636,0,92.56363636363635,75.32727272727271,0,0,0,132.67272727272726,106.39999999999999,0,0,0,6985.836363636363,111.94545454545454,0,0,86.63636363636364,0,91.72727272727272,0,81.98181818181818,273.6545454545454,2009.2181818181816,0,0,0,0,0,0,3820.5999999999995,3532.5636363636363,6072.436363636362,0,0,0,0,49.07272727272727,0,0,0,5410.2,4299.327272727272,371.78181818181815
2019-05-12 00:12:41,4524.963636363636,0,0,75.32727272727271,0,0,0,132.67272727272726,106.39999999999999,0,0,0,6985.836363636363,0,0,0,0,0,0,0,81.98181818181818,273.6545454545454,2009.2181818181816,0,0,0,0,0,0,3820.5999999999995,3532.5636363636363,6072.436363636362,0,0,0,0,49.07272727272727,0,0,0,5410.2,4299.327272727272,371.78181818181815
2019-05-12 00:12:38,4351.722883898537,0,0,136.3760341849259,0,0,0,132.68478952632057,168.25165924174925,0,0,0,7049.331757432495,0,0,0,0,0,0,0,185.27138830802804,299.6817892535685,2094.6267842531142,0,0,0,0,0,0,3979.2708428038914,3397.3997636148747,5929.393581234658,0,0,0,0,119.91999272661153,0,0,0,5312.592053823075,4705.9914537685245,371.815619601782
2019-05-12 00:12:35,4351.722883898537,0,0,136.3760341849259,0,0,0,132.68478952632057,168.25165924174925,0,0,0,7049.331757432495,0,0,0,0,0,0,0,185.27138830802804,299.6817892535685,2094.6267842531142,0,0,0,0,0,0,3979.2708428038914,3397.3997636148747,5929.393581234658,0,0,0,0,119.91999272661153,0,0,0,5312.592053823075,4705.9914537685245,371.815619601782
2019-05-12 00:12:32,4443.436363636364,0,0,136.36363636363635,0,0,0,132.67272727272726,168.23636363636362,0,0,0,7099.181818181818,0,0,0,0,0,0,0,185.25454545454542,352.0363636363636,2356.636363636363,0,0,0,0,0,0,4155.418181818181,3343.254545454545,5986.70909090909,0,0,0,0,119.9090909090909,0,0,0,5096.345454545454,4489.309090909091,416.16363636363633
2019-05-12 00:12:29,4567.8,0,0,136.36363636363635,0,0,0,132.67272727272726,168.23636363636362,0,0,0,7259.7818181818175,0,0,0,0,0,0,0,185.25454545454542,352.0363636363636,2257.6545454545453,0,0,0,0,0,0,4263.581818181818,3485.581818181818,6100.490909090909,0,0,0,0,119.9090909090909,0,0,0,5146,4779.636363636364,416.16363636363633
2019-05-12 00:12:26,4567.8,0,0,136.36363636363635,0,0,0,132.67272727272726,168.23636363636362,0,0,0,7259.7818181818175,0,0,0,0,0,0,0,185.25454545454542,352.0363636363636,2257.6545454545453,0,0,0,0,0,0,4263.581818181818,3485.581818181818,6100.490909090909,0,0,0,0,119.9090909090909,0,0,0,5146,4779.636363636364,416.16363636363633
2019-05-12 00:12:23,4443.127272727273,0,0,136.36363636363635,0,0,0,132.67272727272726,168.23636363636362,0,0,0,7182.763636363637,0,0,0,0,0,0,0,185.25454545454542,352.0363636363636,2286.109090909091,0,0,0,0,0,0,4183.163636363636,3348.3090909090906,5793.763636363637,0,0,0,0,119.9090909090909,0,0,0,5036.527272727272,4759.236363636363,271.74545454545455
2019-05-12 00:12:20,4443.127272727273,0,0,136.36363636363635,0,0,0,132.67272727272726,168.23636363636362,0,0,0,7182.763636363637,0,0,0,0,0,0,0,185.25454545454542,352.0363636363636,2286.109090909091,0,0,0,0,0,0,4183.163636363636,3348.3090909090906,5793.763636363637,0,0,0,0,119.9090909090909,0,0,0,5036.527272727272,4759.236363636363,271.74545454545455
2019-05-12 00:12:17,4433.1454545454535,0,0,136.36363636363635,0,0,0,132.67272727272726,168.23636363636362,0,0,0,7182.454545454545,0,0,0,0,0,0,0,185.25454545454542,447.9090909090909,2179.4727272727273,0,0,0,0,0,0,4058.3999999999996,3251.272727272727,5757.254545454545,0,0,0,0,119.9090909090909,0,0,0,4827.963636363636,4819.363636363636,327.2545454545454
2019-05-12 00:12:14,4217.727272727273,0,0,179.56363636363633,93.8,0,0,144.83636363636364,168.23636363636362,0,0,0,7230.090909090909,0,0,0,0,0,0,49.65454545454545,144.8,447.9090909090909,2254.1454545454544,0,0,0,0,0,0,4101.872727272727,3131.6545454545453,5598.2,0,0,0,0,119.9090909090909,0,0,0,4949.018181818182,5033.454545454545,327.2545454545454
2019-05-12 00:12:11,4217.727272727273,0,0,179.56363636363633,93.8,0,0,144.83636363636364,168.23636363636362,0,0,0,7230.090909090909,0,0,0,0,0,0,49.65454545454545,144.8,447.9090909090909,2254.1454545454544,0,0,0,0,0,0,4101.872727272727,3131.6545454545453,5598.2,0,0,0,0,119.9090909090909,0,0,0,4949.018181818182,5033.454545454545,327.2545454545454
