timestamp,accept,brk,clone,close,connect,create,ctl,dup2,exit,fcntl,fsync,ftruncate,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,rename,sendto,setsockopt,sigprocmask,socket,syscall,unlink,wait,write,yield
2019-05-11 11:37:54,4874.036363636364,0,0,0,0,0,0,0,0,0,0,0,5859.854545454545,0,0,0,0,0,0,121.29225090909091,0,313.29090909090905,1046.0545454545454,0,0,0,0,0,0,4236.818181818181,4381.363636363636,7563.199999999999,0,0,0,0,0,0,0,0,6462.327272727272,4625.636363636364,306.1272727272727
2019-05-11 11:37:51,4874.036363636364,0,0,0,0,0,0,0,0,0,0,0,5859.854545454545,0,0,0,0,0,0,115.17316,0,313.29090909090905,1046.0545454545454,0,0,0,0,0,0,4236.818181818181,4381.363636363636,7563.199999999999,0,0,0,0,0,0,0,0,6462.327272727272,4625.636363636364,306.1272727272727
2019-05-11 11:37:48,5118.8,0,0,0,0,0,0,0,0,0,0,0,5803.727272727273,0,0,0,0,0,0,119.25255393939393,0,313.29090909090905,1163.509090909091,0,0,0,0,0,0,4247.909090909091,4536.454545454545,7831.599999999999,0,0,0,0,0,0,0,0,6621.999999999999,4858.309090909091,306.1272727272727
2019-05-11 11:37:45,5118.8,0,0,0,0,0,0,0,0,0,0,0,5803.727272727273,0,0,0,0,0,0,113.13346303030305,0,313.29090909090905,1163.509090909091,0,0,0,0,0,0,4247.909090909091,4536.454545454545,7831.599999999999,0,0,0,0,0,0,0,0,6621.999999999999,4858.309090909091,306.1272727272727
2019-05-11 11:37:42,5217.127272727273,0,0,0,0,0,0,0,0,0,0,0,6120.618181818181,0,0,0,0,0,0,117.21285696969697,0,187.16363636363633,1365.0363636363634,0,0,0,0,0,0,4408.90909090909,4529.127272727273,7942.345454545454,0,0,0,0,0,0,0,0,6425.654545454545,4884.018181818182,306.1272727272727
2019-05-11 11:37:39,5503.90909090909,0,0,0,0,0,0,0,0,0,0,0,6329.745454545454,0,0,0,0,0,0,121.29225090909091,0,140.0181818181818,1337.7272727272725,0,0,0,0,0,0,4755.381818181818,4598.7818181818175,7890.327272727272,0,0,0,0,0,0,0,0,6511.072727272726,4711.054545454545,205.54545454545453
2019-05-11 11:37:36,5503.90909090909,0,0,0,0,0,0,0,0,0,0,0,6329.745454545454,0,0,0,0,0,0,115.17316,0,140.0181818181818,1337.7272727272725,0,0,0,0,0,0,4755.381818181818,4598.7818181818175,7890.327272727272,0,0,0,0,0,0,0,0,6511.072727272726,4711.054545454545,205.54545454545453
2019-05-11 11:37:33,5457.941374479157,0,0,0,0,0,0,0,0,0,0,0,6414.599974526465,0,0,0,0,0,0,119.25740491396617,0,140.12263687476118,1325.5517749595153,0,0,0,0,0,0,4840.390108990338,4527.120216888954,7904.055750650485,0,0,0,0,0,0,0,0,6562.892337924635,4515.8026892774615,205.69879364617262
2019-05-11 11:37:30,5457.941374479157,0,0,0,0,0,0,0,0,0,0,0,6414.599974526465,0,0,0,0,0,0,113.13374909781231,0,140.12263687476118,1325.5517749595153,0,0,0,0,0,0,4840.390108990338,4527.120216888954,7904.055750650485,0,0,0,0,0,0,0,0,6562.892337924635,4515.8026892774615,205.69879364617262
2019-05-11 11:37:27,5260.8,0,0,0,0,0,0,0,0,0,0,0,6650.654545454545,0,0,0,0,0,0,117.21285696969697,0,140.0181818181818,1570.4545454545453,0,0,0,0,0,0,4723.6,4490.527272727272,7691.272727272726,0,0,0,0,0,0,0,0,6450.90909090909,4186.472727272727,250.96363636363634
2019-05-11 11:37:24,5182.70909090909,0,0,0,0,0,0,0,0,0,0,0,6651.636363636363,0,0,0,0,0,0,0,0,140.0181818181818,1595.3090909090906,0,0,0,0,0,0,4828.763636363637,4400.545454545454,7504.254545454545,0,0,0,0,0,0,0,0,6295.454545454545,3980.3090909090906,250.96363636363634
