timestamp,accept,close,connect,dup2,exit,futex,getpid,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,tgkill,wait,write,yield
2019-05-11 13:01:06,140.8181818181818,0,0,0,0,221.19999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.36363636363635,0
2019-05-11 13:01:03,147.69090909090906,0,0,0,0,224.56363636363633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6,0
2019-05-11 13:01:00,147.69090909090906,0,0,0,0,224.56363636363633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100.6,0
2019-05-11 13:00:57,219.63636363636363,0,0,0,0,226.89090909090908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.79999999999998,0
2019-05-11 13:00:54,267.0363636363636,0,0,0,0,259.7090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.21818181818182,0
2019-05-11 13:00:51,267.0363636363636,0,0,0,0,259.7090909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.21818181818182,0
2019-05-11 13:00:48,405.30909090909086,0,0,0,0,368.49090909090904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.21818181818182,0
2019-05-11 13:00:45,405.30909090909086,0,0,0,0,368.49090909090904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.21818181818182,0
2019-05-11 13:00:42,817.7090909090908,3.636363636363636,0,0,0,740.3272727272727,0,0,3.4181818181818175,2.818181818181818,31.30909090909091,0,0,0,0,0,0,0,0,0,0,119.54545454545453,0
2019-05-11 13:00:39,1170.7636363636364,3.636363636363636,0,0,0,1226.0727272727272,0,0,3.4181818181818175,2.818181818181818,31.30909090909091,0,0,0,0,0,0,0,0,0,0,112.74545454545454,0
2019-05-11 13:00:36,1170.7636363636364,3.636363636363636,0,0,0,1226.0727272727272,0,0,3.4181818181818175,2.818181818181818,31.30909090909091,0,0,0,0,0,0,0,0,0,0,112.74545454545454,0
2019-05-11 13:00:33,1217.5636363636363,3.636363636363636,0,0,0,1273.290909090909,0,0,3.4181818181818175,2.818181818181818,31.30909090909091,0,0,0,0,0,0,0,0,0,0,107.5090909090909,0
2019-05-11 13:00:30,1217.5636363636363,3.636363636363636,0,0,0,1273.290909090909,0,0,3.4181818181818175,2.818181818181818,31.30909090909091,0,0,0,0,0,0,0,0,0,0,107.5090909090909,0
2019-05-11 13:00:27,1222.3090909090909,3.636363636363636,0,0,0,1392.7818181818182,0,0,3.4181818181818175,2.818181818181818,31.30909090909091,0,0,0,0,0,0,0,0,0,0,104.9090909090909,0
2019-05-11 13:00:24,1274.9818181818182,3.636363636363636,0,0,0,1428.290909090909,0,0,3.4181818181818175,2.818181818181818,31.30909090909091,0,0,0,0,0,0,0,0,0,0,99.61818181818181,0
2019-05-11 13:00:21,1274.9818181818182,3.636363636363636,0,0,0,1428.290909090909,0,0,3.4181818181818175,2.818181818181818,31.30909090909091,0,0,0,0,0,0,0,0,0,0,99.61818181818181,0
2019-05-11 13:00:18,1280.3272727272727,3.636363636363636,0,0,0,1430.581818181818,0,0,3.4181818181818175,2.818181818181818,32.72727272727273,0,0,0,0,0,1.0909090909090908,0,0,0,2.2727272727272725,67.81818181818181,0
2019-05-11 13:00:15,1280.3272727272727,3.636363636363636,0,0,0,1430.581818181818,0,0,3.4181818181818175,2.818181818181818,32.72727272727273,0,0,0,0,0,1.0909090909090908,0,0,0,2.2727272727272725,67.81818181818181,0
2019-05-11 13:00:12,1249.9454545454544,3.636363636363636,0,0,0,1374.090909090909,0,0,3.4181818181818175,2.818181818181818,32.72727272727273,0,0,0,0,0,1.0909090909090908,0,0,0,2.2727272727272725,65.12727272727273,0
2019-05-11 13:00:09,1242.4727272727273,3.636363636363636,0,0,0,1369.4181818181817,0,0,3.4181818181818175,2.818181818181818,32.72727272727273,0,0,0,0,0,1.0909090909090908,0,0,0,2.2727272727272725,32.32727272727273,0
2019-05-11 13:00:06,1242.4727272727273,3.636363636363636,0,0,5.454545454545454,1369.4181818181817,0,0,3.4181818181818175,2.818181818181818,32.72727272727273,0,0,0,0,0,1.0909090909090908,55.65454545454545,0,0,2.2727272727272725,32.32727272727273,0
2019-05-11 13:00:03,1166.5636363636363,3.636363636363636,0,0,5.454545454545454,1365.581818181818,0,0,3.4181818181818175,2.818181818181818,32.72727272727273,0,0,0,0,0,1.0909090909090908,55.65454545454545,0,0,2.2727272727272725,27.527272727272724,0
2019-05-11 13:00:00,1166.5636363636363,3.636363636363636,0,0,5.454545454545454,1365.581818181818,0,0,3.4181818181818175,2.818181818181818,32.72727272727273,0,0,0,0,0,1.0909090909090908,55.65454545454545,0,0,2.2727272727272725,27.527272727272724,0
2019-05-11 12:59:57,1115.2363636363634,3.636363636363636,0,0,5.454545454545454,1332.4181818181817,0,0,3.4181818181818175,2.818181818181818,41.70909090909091,0,0,0,0,0,1.0909090909090908,55.65454545454545,0,0,2.2727272727272725,24.090909090909086,0
2019-05-11 12:59:54,975.3454545454545,5,0,0,5.454545454545454,1220.7272727272725,0,1.3272727272727272,3.4181818181818175,2.818181818181818,43.05454545454545,0,0,0,0,0,2.236363636363636,55.65454545454545,0,0,2.2727272727272725,19.27272727272727,0
2019-05-11 12:59:51,975.3454545454545,5,0,4.290909090909091,5.454545454545454,1220.7272727272725,0,1.3272727272727272,3.4181818181818175,2.818181818181818,43.05454545454545,0,0,0,0,0,2.236363636363636,55.65454545454545,0,0,2.2727272727272725,19.27272727272727,0
2019-05-11 12:59:48,685,1.3636363636363635,0,14.709090909090909,5.454545454545454,1049.4181818181817,0,1.3272727272727272,0,0,11.745454545454544,0,0,0,0,0,2.236363636363636,55.65454545454545,0,0,2.2727272727272725,0,0
2019-05-11 12:59:45,685,1.3636363636363635,0,14.709090909090909,5.454545454545454,1049.4181818181817,0,1.3272727272727272,0,0,11.745454545454544,0,0,0,0,0,2.236363636363636,55.65454545454545,0,0,2.2727272727272725,0,0
2019-05-11 12:59:42,451.56363636363636,1.3636363636363635,0,24.218181818181815,5.454545454545454,651.4545454545455,0,1.3272727272727272,0,0,83.07272727272726,0,0,0,0,0,31.98181818181818,55.65454545454545,0,0,3.709090909090909,0,0
