timestamp,ttorrent-ubuntu
2019-05-11 10:24:16,3316508.4459152315
2019-05-11 10:24:13,3316508.4459152315
2019-05-11 10:24:10,4201691.127272728
2019-05-11 10:24:07,5069657.963636364
2019-05-11 10:24:04,5069657.963636364
2019-05-11 10:24:01,6120758.013782069
2019-05-11 10:23:58,6120758.013782069
2019-05-11 10:23:55,7015148.345454545
2019-05-11 10:23:52,7881498.5636363635
2019-05-11 10:23:49,7881498.5636363635
2019-05-11 10:23:46,8963581.818181816
2019-05-11 10:23:43,8963581.818181816
2019-05-11 10:23:40,9643988.508881979
2019-05-11 10:23:37,10488098.399999999
2019-05-11 10:23:34,10488098.399999999
2019-05-11 10:23:31,10507334.509090908
2019-05-11 10:23:28,10507334.509090908
2019-05-11 10:23:25,10049341.272727272
2019-05-11 10:23:22,10268199.08005018
2019-05-11 10:23:19,10268199.08005018
2019-05-11 10:23:16,10242753.963636363
2019-05-11 10:23:13,10242753.963636363
2019-05-11 10:23:10,10179224.89090909
2019-05-11 10:23:07,10237922.710496174
2019-05-11 10:23:04,10237922.710496174
2019-05-11 10:23:01,10232159.948362697
2019-05-11 10:22:58,10232159.948362697
2019-05-11 10:22:55,10466983.78181818
2019-05-11 10:22:52,10407832.490909088
2019-05-11 10:22:49,10407832.490909088
2019-05-11 10:22:46,10443188.105670806
2019-05-11 10:22:43,10443188.105670806
2019-05-11 10:22:40,10245330.678739613
2019-05-11 10:22:37,9837573.199999997
2019-05-11 10:22:34,9837573.199999997
2019-05-11 10:22:31,9955736.199999997
2019-05-11 10:22:28,9955736.199999997
2019-05-11 10:22:25,10026506.581818182
2019-05-11 10:22:22,10060065.654545454
2019-05-11 10:22:19,10060065.654545454
2019-05-11 10:22:16,10226375.309090909
2019-05-11 10:22:13,10226375.309090909
2019-05-11 10:22:10,9947370.454545453
2019-05-11 10:22:07,10245695.792115217
2019-05-11 10:22:04,10245695.792115217
2019-05-11 10:22:01,9927712.036363635
2019-05-11 10:21:58,9927712.036363635
2019-05-11 10:21:55,9806641.829851452
2019-05-11 10:21:52,10164485.727272725
2019-05-11 10:21:49,10164485.727272725
2019-05-11 10:21:46,10230062.05341721
2019-05-11 10:21:43,10230062.05341721
2019-05-11 10:21:40,10560750.38181818
2019-05-11 10:21:37,10965241
2019-05-11 10:21:34,10965241
2019-05-11 10:21:31,10363516.6
2019-05-11 10:21:28,10363516.6
2019-05-11 10:21:25,10711421.163636362
2019-05-11 10:21:22,10652071.146748126
2019-05-11 10:21:19,10652071.146748126
2019-05-11 10:21:16,10619103.858322123
2019-05-11 10:21:13,10619103.858322123
2019-05-11 10:21:10,10393837.590212509
2019-05-11 10:21:07,10564092.009099089
2019-05-11 10:21:04,10564085.17109909
2019-05-11 10:21:01,10616487.051109094
2019-05-11 10:20:58,10616480.172373066
2019-05-11 10:20:55,10073772.824589394
2019-05-11 10:20:52,9515947.736114286
2019-05-11 10:20:49,9032207.734036364
2019-05-11 10:20:46,8540451.273213638
2019-05-11 10:20:43,8098815.478971213
2019-05-11 10:20:40,7152193.515183332
2019-05-11 10:20:37,6873424.477591668
2019-05-11 10:20:34,6452728.292591666
2019-05-11 10:20:31,5562877.704370834
2019-05-11 10:20:28,5174901.6635375
2019-05-11 10:20:25,4587279.406228751
2019-05-11 10:20:22,4088835.088720229
2019-05-11 10:20:19,3728209.0817028633
2019-05-11 10:20:16,3053146.723093333
2019-05-11 10:20:13,2726199.171093333
2019-05-11 10:20:10,2037037.5802458336
