key,className,methodName,methodSignature,exceptionType,exceptionIndexNumber,lineIndexNumber,countdown,rate,mode,covered,run times in normal,run times in injection,injection captured in the business log,downloaded the file,exit status,process cpu time(in seconds),average memory usage(in MB),peak thread count
7D788B2893242DA688F9C4A3301E0DE1,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,69,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
BDE46F74B465AADD23109BB9A94781A7,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,70,1,1.0,coverage,-,-,-,-,-,-,-,-,-
F6DF63A8E0D3BDF4123E8010CC4DD670,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,71,1,1.0,coverage,-,-,-,-,-,-,-,-,-
EA6EECCE88148466BC5220DD94AA8DD3,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,72,1,1.0,coverage,-,-,-,-,-,-,-,-,-
A15618EA07E7D8F457106F76592082B9,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,73,1,1.0,coverage,-,-,-,-,-,-,-,-,-
81E9B5B764F8397D2C152B60C27DBCFD,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,74,1,1.0,coverage,-,-,-,-,-,-,-,-,-
F37D2C01BABD8D9BA9F0FA7D7F22B551,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,75,1,1.0,coverage,-,-,-,-,-,-,-,-,-
F844B73B23C83341C4F16EE4C4B35424,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,77,1,1.0,coverage,-,-,-,-,-,-,-,-,-
A01389511900178140C82BADD65EAF1C,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,80,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
51DB7611D6F60CACDA2ED840DC90F099,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,81,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
20AA38B5CF07D99CBE60CC1C289E8E5D,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,82,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
4D8DB1D338EE8298BBAA880A7F6C65C6,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,85,1,1.0,coverage,-,-,-,-,-,-,-,-,-
703972CE69B26A993BA753B6884AE8E7,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,69,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
628FA498D1D018DF05C3A07C532DA65C,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,70,1,1.0,coverage,-,-,-,-,-,-,-,-,-
C9AA107EF3B4CCE0E79A36AD9A6E4F97,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,71,1,1.0,coverage,-,-,-,-,-,-,-,-,-
61F97D536121A6249E65FC3A0E336BAE,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,72,1,1.0,coverage,-,-,-,-,-,-,-,-,-
984A71435BC6BD382E8CC7BC8511AE95,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,73,1,1.0,coverage,-,-,-,-,-,-,-,-,-
E5EE762C011080560F81FE996A9C080D,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,74,1,1.0,coverage,-,-,-,-,-,-,-,-,-
ADCC10C8F610AE72E9F089F4ECCC7D76,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,75,1,1.0,coverage,-,-,-,-,-,-,-,-,-
56F20EF5DB962804DA6C439A15C90B31,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,77,1,1.0,coverage,-,-,-,-,-,-,-,-,-
03BF8C977607A1A95CEC1270F48559DE,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,80,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
