timestamp,ttorrent-ubuntu
2019-05-12 07:00:32,61584.13789341624
2019-05-12 07:00:29,61584.13789341624
2019-05-12 07:00:26,71115.9090909091
2019-05-12 07:00:23,71115.9090909091
2019-05-12 07:00:20,84181.96363636362
2019-05-12 07:00:17,95737.4
2019-05-12 07:00:14,95737.4
2019-05-12 07:00:11,108071.85454545454
2019-05-12 07:00:08,108071.85454545454
2019-05-12 07:00:05,116013.2
2019-05-12 07:00:02,123194.94545454545
2019-05-12 06:59:59,123194.94545454545
2019-05-12 06:59:56,123242.03636363636
2019-05-12 06:59:53,123242.03636363636
2019-05-12 06:59:50,121122.34545454546
2019-05-12 06:59:47,117627.25454545453
2019-05-12 06:59:44,117627.25454545453
2019-05-12 06:59:41,118954.98181818181
2019-05-12 06:59:38,118954.98181818181
2019-05-12 06:59:35,120094.78009490736
2019-05-12 06:59:32,122786.79999999999
2019-05-12 06:59:29,122786.79999999999
2019-05-12 06:59:26,117849.08542128805
2019-05-12 06:59:23,117849.08542128805
2019-05-12 06:59:20,116266.2
2019-05-12 06:59:17,114013.54545454544
2019-05-12 06:59:14,114013.54545454544
2019-05-12 06:59:11,116551.8909090909
2019-05-12 06:59:08,116551.8909090909
2019-05-12 06:59:05,113407.49090909089
2019-05-12 06:59:02,115115.25454545455
2019-05-12 06:58:59,115115.25454545455
2019-05-12 06:58:56,116948.99999999999
2019-05-12 06:58:53,116948.99999999999
2019-05-12 06:58:50,118474.30909090908
2019-05-12 06:58:47,118506.67272727273
2019-05-12 06:58:44,118506.67272727273
2019-05-12 06:58:41,115737.99999999999
2019-05-12 06:58:38,115737.99999999999
2019-05-12 06:58:35,114240.16800305461
2019-05-12 06:58:32,117738.0822515545
2019-05-12 06:58:29,117738.0822515545
2019-05-12 06:58:26,122443.30909090907
2019-05-12 06:58:23,122443.30909090907
2019-05-12 06:58:20,120550.89090909089
2019-05-12 06:58:17,122717.63636363635
2019-05-12 06:58:14,122717.63636363635
2019-05-12 06:58:11,124057.18181818181
2019-05-12 06:58:08,124057.18181818181
2019-05-12 06:58:05,123879.85454545452
2019-05-12 06:58:02,125429.72727272725
2019-05-12 06:57:59,125429.72727272725
2019-05-12 06:57:56,124270.41818181817
2019-05-12 06:57:53,124270.41818181817
2019-05-12 06:57:50,127192.12727272726
2019-05-12 06:57:47,129604.43636363636
2019-05-12 06:57:44,129604.43636363636
2019-05-12 06:57:41,129433.75574989547
2019-05-12 06:57:38,129433.75574989547
2019-05-12 06:57:35,127830.65454545453
2019-05-12 06:57:32,125615.46573574065
2019-05-12 06:57:29,125615.46573574065
2019-05-12 06:57:26,128836.93952507366
2019-05-12 06:57:23,128836.93952507366
2019-05-12 06:57:20,128367.2909090909
2019-05-12 06:57:17,129170
2019-05-12 06:57:14,129170
2019-05-12 06:57:11,129660.78181818181
2019-05-12 06:57:08,129660.78181818181
2019-05-12 06:57:05,131577.4
2019-05-12 06:57:02,133833.15699545454
2019-05-12 06:56:59,133796.66699545455
2019-05-12 06:56:56,131419.72205151516
2019-05-12 06:56:53,131383.23094040403
2019-05-12 06:56:50,128089.48520227273
2019-05-12 06:56:47,132202.2907974026
2019-05-12 06:56:44,132165.79365454544
2019-05-12 06:56:41,128659.7644780303
2019-05-12 06:56:38,123200.1483159091
2019-05-12 06:56:35,115757.99629480067
2019-05-12 06:56:32,108491.14461295254
2019-05-12 06:56:29,102957.52043182681
2019-05-12 06:56:26,95212.02868166666
2019-05-12 06:56:23,89803.55901499999
2019-05-12 06:56:20,82317.45848055555
2019-05-12 06:56:17,75305.58162083334
2019-05-12 06:56:14,70147.92412083333
2019-05-12 06:56:11,59124.45796428571
2019-05-12 06:56:08,54458.579392857144
2019-05-12 06:56:05,45418.506616666666
