timestamp,accept,close,dup2,exit,futex,getpid,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,tgkill,wait,write,yield
2019-05-11 13:30:17,165.3090909090909,0,0,0,228.03636363636363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.54545454545453,0
2019-05-11 13:30:14,170.83636363636364,0,0,0,232.36363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.16363636363636,0
2019-05-11 13:30:11,170.83636363636364,0,0,0,232.36363636363635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.16363636363636,0
2019-05-11 13:30:08,169.05454545454543,0,0,0,257.3818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.43636363636364,0
2019-05-11 13:30:05,169.05454545454543,0,0,0,257.3818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.43636363636364,0
2019-05-11 13:30:02,181.09090909090907,0,0,0,256.78181818181815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95.01818181818182,0
2019-05-11 13:29:59,240.9272727272727,45.81818181818182,0,0,332.0363636363636,0,19.163636363636364,0,0,0,0,1.6363636363636362,20.495494545454548,0,0,69.12727272727271,0,0,0,0,89.76363636363635,0
2019-05-11 13:29:56,240.9272727272727,45.81818181818182,0,0,332.0363636363636,0,19.163636363636364,0,0,0,0,1.6363636363636362,19.46004,0,0,69.12727272727271,0,0,0,0,89.76363636363635,0
2019-05-11 13:29:53,300.1454545454545,49.127272727272725,0,0,353.54545454545456,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,20.15034303030303,0,0,69.12727272727271,0,0,0,0,91.81818181818181,0
2019-05-11 13:29:50,300.1454545454545,49.127272727272725,0,0,353.54545454545456,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,19.11488848484849,0,0,69.12727272727271,0,0,0,0,91.81818181818181,0
2019-05-11 13:29:47,299.50909090909084,49.127272727272725,0,0,354.10909090909087,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,19.80519151515152,0,0,69.12727272727271,0,0,0,0,81.56363636363635,0
2019-05-11 13:29:44,292.8363636363636,49.127272727272725,0,0,340.56363636363636,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,20.495494545454548,0,0,69.12727272727271,0,0,0,0,67.81818181818181,0
2019-05-11 13:29:41,292.8363636363636,49.127272727272725,0,0,340.56363636363636,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,19.46004,0,0,69.12727272727271,0,0,0,0,67.81818181818181,0
2019-05-11 13:29:38,284.07272727272726,49.127272727272725,0,0,331.2,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,20.15034303030303,0,0,69.12727272727271,0,0,0,0,60.18181818181817,0
2019-05-11 13:29:35,284.07272727272726,49.127272727272725,0,0,331.2,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,19.11488848484849,0,0,69.12727272727271,0,0,0,0,60.18181818181817,0
2019-05-11 13:29:32,279.29090909090905,49.127272727272725,0,0,323.2181818181818,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,19.80519151515152,0,0,69.12727272727271,0,0,0,0,50.43636363636363,0
2019-05-11 13:29:29,276,49.127272727272725,0,0,314.2545454545454,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,20.495494545454548,0,0,69.12727272727271,0,0,0,0,41.45454545454545,0
2019-05-11 13:29:26,276,49.127272727272725,0,0,314.2545454545454,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,19.46004,0,0,69.12727272727271,0,0,0,0,41.45454545454545,0
2019-05-11 13:29:23,362.19656332393856,49.131739249022644,0,0,335.23047549777255,0,19.165378670788254,17.05609600872807,2.0910991908355308,4.600418219838168,0,1.636512410219111,20.150443070582178,0,0,69.13355759614511,0,0,0,0,39.43994908628057,0
2019-05-11 13:29:20,362.19656332393856,49.131739249022644,0,0,335.23047549777255,0,19.165378670788254,17.05609600872807,2.0910991908355308,4.600418219838168,0,1.636512410219111,19.114894384337973,0,0,69.13355759614511,0,0,0,0,39.43994908628057,0
2019-05-11 13:29:17,382.10909090909087,49.127272727272725,0,0,368.49090909090904,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,19.80519151515152,0,0,69.12727272727271,0,0,0,0,25.436363636363634,0
2019-05-11 13:29:14,461.10909090909087,49.127272727272725,0,0,386.0545454545454,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,20.495494545454548,0,0,69.12727272727271,0,0,0,0,11.945454545454544,0
2019-05-11 13:29:11,461.10909090909087,49.127272727272725,0,0,386.0545454545454,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,19.46004,0,0,69.12727272727271,0,0,0,0,11.945454545454544,0
2019-05-11 13:29:08,520.8363636363636,49.127272727272725,0,0,495.2363636363636,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,20.15034303030303,0,0,69.12727272727271,0,0,0,0,9.872727272727273,0
2019-05-11 13:29:05,520.8363636363636,49.127272727272725,0,0,495.2363636363636,0,19.163636363636364,17.054545454545455,2.090909090909091,4.6,0,1.6363636363636362,19.11488848484849,0,0,69.12727272727271,0,0,0,0,9.872727272727273,0
2019-05-11 13:29:02,531.4363636363636,3.309090909090909,0,0,522.0363636363636,0,0,17.054545454545455,2.090909090909091,4.6,0,0,0,0,0,0,0,0,0,0,5.145454545454545,0
2019-05-11 13:28:59,826.5636363636363,0,0,0,602.8727272727272,0,0,0,0,226.1090909090909,0,0,0,0,0,35.18181818181817,0,0,0,119.74545454545454,0,0
2019-05-11 13:28:56,826.5636363636363,0,0,0,602.8727272727272,0,0,0,0,226.1090909090909,0,0,0,0,0,35.18181818181817,0,0,0,119.74545454545454,0,0
2019-05-11 13:28:53,929.690909090909,0,0,0,726.4727272727272,0,0,0,0,354.4,0,0,0,0,0,69.85454545454544,0,0,0,152.0181818181818,0,0
2019-05-11 13:28:50,929.690909090909,0,0,0,726.4727272727272,0,0,0,0,354.4,0,0,0,0,0,69.85454545454544,0,0,0,152.0181818181818,0,0
2019-05-11 13:28:47,1026.2727272727273,0,0,0,851.8909090909091,0,0,0,0,453.7272727272727,0,0,0,0,0,87.54545454545453,0,0,0,249.6363636363636,0,0
2019-05-11 13:28:44,1200.0181818181816,0,0,0,962.4727272727272,0,0,0,0,511.8181818181818,0,0,0,0,0,331.2181818181818,0,0,0,339.8545454545454,0,0
2019-05-11 13:28:41,1200.0181818181816,0,0,0,962.4727272727272,0,0,0,0,511.8181818181818,0,0,0,0,0,331.2181818181818,0,0,0,339.8545454545454,0,0
2019-05-11 13:28:38,1602.9818181818182,0,0,0,1237.1454545454544,0,0,0,0,681.7818181818182,0,0,0,0,0,694.7636363636362,0,0,0,569.2727272727273,0,0
2019-05-11 13:28:35,1602.9818181818182,0,0,0,1237.1454545454544,0,0,0,0,681.7818181818182,0,0,0,0,0,694.7636363636362,0,0,0,569.2727272727273,0,0
2019-05-11 13:28:32,1825.8363636363636,0,0,0,1766.7999999999997,0,0,0,0,878.7454545454545,0,0,0,177.76363636363632,196.14545454545453,1283.8727272727272,0,0,0,1122.2,132.49090909090907,0
2019-05-11 13:28:29,2202.308881010817,0,0,0,2512.244341423507,0,0,0,0,924.2250704481411,0,0,0,583.2197072993364,732.6243068811926,1914.4259612762476,0,0,0,1796.6730297245704,498.9364603217889,0
2019-05-11 13:28:26,2202.308881010817,0,2.472727272727272,0,2512.244341423507,0,0,0,0,924.2250704481411,0,0,0,583.2197072993364,732.6243068811926,1914.4259612762476,0,0,0,1796.6730297245704,498.9364603217889,0
2019-05-11 13:28:23,2679.181818181818,0,2.472727272727272,0,3183.9454545454546,0,0,0,138.18181818181816,950.0363636363636,0,0,0,1092.2181818181818,1151.0363636363634,2641.5636363636363,0,0,0,2384.254545454545,1058.3272727272727,159.1272727272727
2019-05-11 13:28:20,2679.181818181818,0,12.163636363636362,0,3183.9454545454546,0,0,0,138.18181818181816,950.0363636363636,0,0,0,1092.2181818181818,1151.0363636363634,2641.5636363636363,0,0,0,2384.254545454545,1058.3272727272727,159.1272727272727
