timestamp,accept,address,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockopt,ioctl,madvise,mmap,mprotect,munmap,newfstat,newstat,open,poll,read,recvfrom,select,sendto,setsockopt,shutdown,sigprocmask,socket,syscall,writev
2019-05-08 18:47:04,689.1090909090908,363.9090909090909,302.56363636363636,0,215.9272727272727,385.09090909090907,347.6363636363636,395.2181818181818,246.58181818181816,446.30909090909086,1115.6,409.94545454545454,293.6545454545454,215.74545454545452,0,308.29090909090905,246.39999999999998,268.6727272727273,290.0181818181818,1136.6,365.94545454545454,402.4545454545454,279.3818181818181,316.4363636363636,238.9272727272727,266.1818181818182,323.10909090909087,313.6363636363636,426.8727272727273,303.6727272727273,0,491.50909090909084
2019-05-08 18:47:01,689.1090909090908,363.9090909090909,302.56363636363636,0,215.9272727272727,385.09090909090907,347.6363636363636,395.2181818181818,246.58181818181816,446.30909090909086,1115.6,409.94545454545454,293.6545454545454,215.74545454545452,0,308.29090909090905,246.39999999999998,268.6727272727273,290.0181818181818,1136.6,365.94545454545454,402.4545454545454,279.3818181818181,316.4363636363636,238.9272727272727,266.1818181818182,323.10909090909087,313.6363636363636,426.8727272727273,303.6727272727273,0,491.50909090909084
2019-05-08 18:46:58,702.3272727272727,385.12727272727267,265.1818181818182,0,212.14545454545453,420.52727272727265,390.98181818181814,413.8181818181818,240.7090909090909,445.9090909090909,1122.8363636363636,420.4545454545454,319.6181818181818,216.05454545454543,0,324.6181818181818,265.45454545454544,280.6363636363636,283.52727272727276,1134.7454545454543,356.8363636363636,394.3454545454545,296.18181818181813,305.56363636363636,238.25454545454542,262.3818181818182,308.98181818181814,289.54545454545456,427.10909090909087,311.7090909090909,0,501.3818181818181
2019-05-08 18:46:55,702.3272727272727,385.12727272727267,265.1818181818182,0,212.14545454545453,420.52727272727265,390.98181818181814,413.8181818181818,240.7090909090909,445.9090909090909,1122.8363636363636,420.4545454545454,319.6181818181818,216.05454545454543,0,324.6181818181818,265.45454545454544,280.6363636363636,283.52727272727276,1134.7454545454543,356.8363636363636,394.3454545454545,296.18181818181813,305.56363636363636,238.25454545454542,262.3818181818182,308.98181818181814,289.54545454545456,427.10909090909087,311.7090909090909,0,501.3818181818181
2019-05-08 18:46:52,670.4181818181818,413.0181818181818,237.1272727272727,0,220.09090909090907,425.58181818181816,380.98181818181814,428.50909090909084,260.8363636363636,430.94545454545454,1129.9818181818182,413.6181818181818,328.7090909090909,218.23636363636362,381.0363636363636,330.6909090909091,280.6363636363636,318.3272727272727,303.96363636363634,1108.9818181818182,352.8181818181818,375.2181818181818,286.78181818181815,294.6,253.18181818181816,258.6909090909091,325.3636363636363,284.58181818181816,443.8545454545454,320.2545454545454,0,463.29090909090905
2019-05-08 18:46:49,643.5701169069653,423.2286685696624,256.63169760549806,0,247.41368338757476,444.8646388247486,390.77471318703294,388.62929764913366,240.9410737986582,451.04634461191614,1166.7242413774295,397.93821930510353,354.95718259668007,223.34139379284014,381.0363636363636,365.0297267322412,277.2313230668533,324.72136870238717,318.8669296921874,1039.3629206741696,362.99340011999783,380.2839948364575,312.4670460537081,282.94031017617857,259.57709859820733,259.35892074689554,289.8129124925001,274.0131997600044,458.82802130870346,298.50366356975326,0,446.3191578334939
2019-05-08 18:46:46,643.5701169069653,423.2286685696624,256.63169760549806,0,247.41368338757476,444.8646388247486,390.77471318703294,388.62929764913366,240.9410737986582,451.04634461191614,1166.7242413774295,397.93821930510353,354.95718259668007,223.34139379284014,382.3454545454545,365.0297267322412,277.2313230668533,324.72136870238717,318.8669296921874,1039.3629206741696,362.99340011999783,380.2839948364575,312.4670460537081,282.94031017617857,259.57709859820733,259.35892074689554,289.8129124925001,274.0131997600044,458.82802130870346,298.50366356975326,0,446.3191578334939
2019-05-08 18:46:43,651.7027582319679,384.82517863961164,264.38662521136746,0,265.8411971126748,449.7172675866834,401.3527518682158,390.9889270714013,242.78623247695413,418.6985217913053,1172.1485845197187,422.9349624538628,349.26089565264823,204.14916634847907,382.3454545454545,374.9159075619557,293.187148857252,311.7147584501536,328.2423316787578,1017.527591410753,374.6795396279932,344.33353333696977,322.47859051982766,284.023345879016,277.11412934780634,244.4044437171585,283.05969199439994,254.51371843124423,490.44528082328776,276.9141257113766,0,454.2446226295024
2019-05-08 18:46:40,651.7027582319679,384.82517863961164,264.38662521136746,0,265.8411971126748,449.7172675866834,401.3527518682158,390.9889270714013,242.78623247695413,418.6985217913053,1172.1485845197187,422.9349624538628,349.26089565264823,204.14916634847907,364.8909090909091,374.9159075619557,293.187148857252,311.7147584501536,328.2423316787578,1017.527591410753,374.6795396279932,344.33353333696977,322.47859051982766,284.023345879016,277.11412934780634,244.4044437171585,283.05969199439994,254.51371843124423,490.44528082328776,276.9141257113766,0,454.2446226295024
2019-05-08 18:46:37,616.0475645011727,407.24376806851035,299.13271150384554,0,269.80490554373716,454.26280477826873,404.6437207949236,418.93488972526774,222.7313223876798,402.22549500900016,1162.7484136075202,422.58950162730235,349.69726722304046,230.45873561337478,331.7030599443646,374.00680012363864,292.9689630720559,319.20580374188626,338.587974326806,1020.0367279405081,367.35213367515775,338.8243422607684,307.3874070437644,275.05954653720977,265.78665066637575,256.2228404152803,287.0779468717613,280.56873761341114,477.62686594301715,271.1140202549137,0,459.5356279205077
