timestamp,accept,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,syscall,write
2019-05-08 12:48:29,391.49090909090904,296.6,0,344.8909090909091,715.2363636363636,1087.8181818181818,445.18181818181813,228.39999999999998,750.9272727272727,2198.818181818182,415.78181818181815,574.4727272727272,1290.1272727272726,384.3454545454545,1122.4363636363635,0,706.2545454545453,0,0,0,975.3454545454545,0,1862.7272727272725,410.78181818181815,507.0363636363636,1095.890909090909,366.0545454545454,516.690909090909,1036.7818181818182,1210.9272727272726,507.67272727272723,668.7090909090908,200.2181818181818,0,968.3636363636363
2019-05-08 12:48:26,423.7272727272727,296.8363636363636,0,347,710.0363636363636,1126.1454545454544,440.30909090909086,208.14545454545453,762.5454545454545,2188.4,415.10909090909087,594.4909090909091,1286.0545454545454,385.8181818181818,1125.4,0,689.1272727272727,0,0,0,973.6727272727272,0,1899.290909090909,411.1454545454545,513.5454545454545,1096.7636363636364,356.8909090909091,516.8181818181818,1058.3999999999999,1214.4363636363635,541.1454545454545,689.9818181818181,200.49090909090907,0,970.3090909090909
2019-05-08 12:48:23,423.7272727272727,296.8363636363636,0,347,710.0363636363636,1126.1454545454544,440.30909090909086,208.14545454545453,762.5454545454545,2188.4,415.10909090909087,594.4909090909091,1286.0545454545454,385.8181818181818,1125.4,0,689.1272727272727,0,0,0,973.6727272727272,0,1899.290909090909,411.1454545454545,513.5454545454545,1096.7636363636364,356.8909090909091,516.8181818181818,1058.3999999999999,1214.4363636363635,541.1454545454545,689.9818181818181,200.49090909090907,0,970.3090909090909
2019-05-08 12:48:20,434.3636363636363,305.76363636363635,0,361.16363636363633,729.5272727272727,1139.7818181818182,440.8909090909091,189.67272727272726,747.6727272727272,1723.090909090909,381.96363636363634,587.1272727272727,1249.7636363636364,410.0363636363636,1076.381818181818,0,728.4363636363636,0,0,0,381.47272727272724,0,1886.9818181818182,410.7272727272727,519.7636363636364,1062.4181818181817,375.3636363636363,493.9272727272727,1023.2545454545453,726.2363636363636,542.0909090909091,689.7090909090908,188.98181818181817,0,929.7272727272726
2019-05-08 12:48:17,389.07272727272726,274.6181818181818,0,365,678.6,1098,426.7272727272727,214.85454545454544,236.56363636363633,1736.8181818181815,413.94545454545454,579.8727272727272,1275.3272727272727,408.1454545454545,1045.8181818181818,0,709.9818181818181,0,0,0,387.74545454545455,0,1343.6727272727271,370.8545454545454,508.52727272727265,1080.9090909090908,432.6363636363636,482.32727272727266,515.3818181818182,723.6181818181817,555.0363636363636,688.8545454545454,186.7090909090909,0,402.6181818181818
2019-05-08 12:48:14,389.07272727272726,274.6181818181818,0,365,678.6,1098,426.7272727272727,214.85454545454544,236.56363636363633,1736.8181818181815,413.94545454545454,579.8727272727272,1275.3272727272727,408.1454545454545,1045.8181818181818,0,709.9818181818181,0,0,0,387.74545454545455,0,1343.6727272727271,370.8545454545454,508.52727272727265,1080.9090909090908,432.6363636363636,482.32727272727266,515.3818181818182,723.6181818181817,555.0363636363636,688.8545454545454,186.7090909090909,0,402.6181818181818
2019-05-08 12:48:11,369.09090909090907,265.4,0,316.8727272727273,676.4727272727272,592.2727272727273,391.0181818181818,245.98181818181817,252.34545454545454,1763.6545454545453,409.8727272727273,580.4545454545455,761.7090909090908,403.07272727272726,482.1454545454545,0,669,0,0,0,217.98181818181817,0,1315.5454545454545,352.6363636363636,480.54545454545456,930.9090909090908,461.18181818181813,422.94545454545454,484.78181818181815,673.8727272727272,600,689.7272727272726,145.8181818181818,0,377.56363636363636
2019-05-08 12:48:08,369.09090909090907,265.4,0,316.8727272727273,676.4727272727272,592.2727272727273,391.0181818181818,245.98181818181817,252.34545454545454,1763.6545454545453,409.8727272727273,580.4545454545455,761.7090909090908,403.07272727272726,482.1454545454545,0,669,0,0,0,217.98181818181817,0,1315.5454545454545,352.6363636363636,480.54545454545456,930.9090909090908,461.18181818181813,422.94545454545454,484.78181818181815,673.8727272727272,600,689.7272727272726,145.8181818181818,0,377.56363636363636
2019-05-08 12:48:05,377.29090909090905,241.5090909090909,0,364.3818181818181,676.290909090909,612.7454545454545,396.18181818181813,238.63636363636363,228.47272727272727,1858.7272727272725,488.50909090909084,640.1636363636363,695.1090909090908,388.4,516.8363636363636,0,687.7454545454545,0,0,0,245.2363636363636,0,1311.2363636363634,301.4363636363636,547.2363636363636,995.5090909090908,415.6181818181818,423.50909090909084,525.4545454545454,713.4181818181818,747.7090909090908,579.2181818181817,138.36363636363637,0,379.94545454545454
2019-05-08 12:48:02,356.52727272727265,313.0181818181818,0,372.8363636363636,732.6,578.2545454545455,411.52727272727265,385.4,472.79999999999995,1850.090909090909,549.3090909090909,800,934.7454545454545,392.4,371.58181818181816,0,201.14545454545453,0,0,0,263.5090909090909,0,1397.890909090909,277.78181818181815,381.32727272727266,845.8909090909091,430.2545454545454,598.6181818181817,564.4181818181818,838.9999999999999,796.4727272727272,582.0363636363636,205.94545454545454,0,363.6545454545454
