timestamp,accept,close,connect,dup2,exit,futex,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,wait,write,yield
2019-05-11 21:50:52,4782.818181818181,0,0,0,0,8365.563636363635,0,0,0,1967.9999999999998,0,0,0,4319.163636363636,5072.327272727272,7203.6909090909085,0,0,6418.654545454545,4881.490909090909,0
2019-05-11 21:50:49,5021.90909090909,0,0,0,0,8647.70909090909,0,0,0,1853.9818181818182,0,0,0,4516.545454545454,5139.927272727273,7201.018181818182,0,0,6571.418181818181,4980.381818181818,0
2019-05-11 21:50:46,5021.90909090909,0,0,0,0,8647.70909090909,0,0,653.7272727272726,1853.9818181818182,0,0,0,4516.545454545454,5139.927272727273,7201.018181818182,0,0,6571.418181818181,4980.381818181818,333.6727272727273
2019-05-11 21:50:43,5047.527272727272,0,0,0,0,8713.8,0,0,653.7272727272726,1699.4545454545453,0,0,0,4672.036363636364,5355.4,7139.054545454545,0,0,6573.036363636363,5080.163636363636,333.6727272727273
2019-05-11 21:50:40,5047.527272727272,130.6181818181818,0,23.8,157.8181818181818,8713.8,0,137.69090909090906,653.7272727272726,1699.4545454545453,0,0,0,4672.036363636364,5355.4,7139.054545454545,36.09090909090909,0,6573.036363636363,5080.163636363636,333.6727272727273
2019-05-11 21:50:37,5217.10909090909,130.6181818181818,0,23.8,157.8181818181818,8713.872727272726,0,137.69090909090906,347.50909090909084,1913.090909090909,0,0,0,4848.10909090909,5130.963636363636,7245.70909090909,36.09090909090909,0,6490.036363636363,4860.818181818181,163.23636363636362
2019-05-11 21:50:34,5481.6,130.6181818181818,0,23.8,157.8181818181818,8715.454545454546,0,137.69090909090906,347.50909090909084,1850.8545454545454,0,0,0,4694.472727272727,5176.181818181818,7489.1454545454535,36.09090909090909,0,6698.854545454545,4947.563636363636,163.23636363636362
2019-05-11 21:50:31,5481.6,130.6181818181818,0,23.8,157.8181818181818,8715.454545454546,0,137.69090909090906,347.50909090909084,1850.8545454545454,0,0,0,4694.472727272727,5176.181818181818,7489.1454545454535,36.09090909090909,0,6698.854545454545,4947.563636363636,163.23636363636362
2019-05-11 21:50:28,5317.7818181818175,130.6181818181818,0,23.8,157.8181818181818,8402.672727272726,0,137.69090909090906,347.50909090909084,1984.6545454545453,0,0,0,4687.6909090909085,5112.327272727272,7568.927272727273,36.09090909090909,0,6895.1454545454535,4735.618181818181,330.8363636363636
2019-05-11 21:50:25,5317.7818181818175,130.6181818181818,0,23.8,157.8181818181818,8402.672727272726,0,137.69090909090906,347.50909090909084,1984.6545454545453,0,0,0,4687.6909090909085,5112.327272727272,7568.927272727273,36.09090909090909,0,6895.1454545454535,4735.618181818181,330.8363636363636
2019-05-11 21:50:22,5337.436363636364,130.6181818181818,0,23.8,157.8181818181818,8364.218181818182,0,137.69090909090906,240.79999999999998,2072.8363636363633,0,0,0,4529.345454545454,4896.454545454545,7354.2363636363625,36.09090909090909,0,6702.454545454545,4449.763636363637,268.3818181818182
2019-05-11 21:50:19,5217.490909090909,130.6181818181818,0,23.8,157.8181818181818,8239.981818181817,0,137.69090909090906,240.79999999999998,2093.5454545454545,0,0,0,4494.2,4749.563636363636,7171.036363636363,36.09090909090909,0,6669.018181818182,4336.963636363636,268.3818181818182
2019-05-11 21:50:16,5217.490909090909,130.6181818181818,0,23.8,157.8181818181818,8239.981818181817,0,137.69090909090906,240.79999999999998,2093.5454545454545,0,0,0,4494.2,4749.563636363636,7171.036363636363,36.09090909090909,0,6669.018181818182,4336.963636363636,268.3818181818182
2019-05-11 21:50:13,5065.527272727272,130.6181818181818,0,23.8,157.8181818181818,7825.345454545454,0,137.69090909090906,221.98181818181817,1942.0909090909088,0,0,0,4531.654545454545,4845.763636363637,7040.290909090909,36.09090909090909,0,6575.599999999999,4447.636363636364,306.29090909090905
2019-05-11 21:50:10,5065.527272727272,130.6181818181818,0,23.8,157.8181818181818,7825.345454545454,0,137.69090909090906,221.98181818181817,1942.0909090909088,0,0,0,4531.654545454545,4845.763636363637,7040.290909090909,36.09090909090909,0,6575.599999999999,4447.636363636364,306.29090909090905
2019-05-11 21:50:07,5209.527272727272,0,0,0,0,7600.90909090909,60.345454545454544,0,310.8909090909091,1778.4545454545453,0,0,0,4302.527272727272,4803.854545454545,6942.254545454545,0,0,6354.945454545454,4435.236363636363,257.99999999999994
