timestamp,accept,address,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockopt,ioctl,lseek,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,open,poll,read,readv,recvfrom,select,sendto,setsockopt,shutdown,sigprocmask,socket,writev
2019-05-06 14:58:21,861.3818181818182,372,293.49090909090904,0,483.4181818181818,458.52727272727265,581.8545454545455,442.9272727272727,270.16363636363633,536.9454545454545,1468.6181818181817,338.6181818181818,377.6909090909091,457.6363636363636,0,0,757.8,425.07272727272726,204.96363636363634,712.6727272727272,0,1295.0363636363634,363.52727272727265,358.6545454545454,670.3090909090909,0,411.6909090909091,330.6909090909091,537.9999999999999,321.30909090909086,576.4181818181818,811.3636363636363,337.18181818181813,497.0545454545454
2019-05-06 14:58:18,904.6181818181817,388.54545454545456,293.1272727272727,0,479.07272727272726,459.3999999999999,591.7818181818182,491.16363636363633,266.09090909090907,522.2727272727273,1479.1636363636362,356.78181818181815,366.3818181818181,436.76363636363635,0,0,745.8,453.49090909090904,242.79999999999998,730.3636363636363,0,1299.381818181818,383.30909090909086,373.12727272727267,718.290909090909,0,451.09090909090907,370.09090909090907,519.0727272727272,319.9090909090909,574.9818181818181,777.8727272727272,344.0181818181818,496.3818181818181
2019-05-06 14:58:15,904.6181818181817,388.54545454545456,293.1272727272727,0,479.07272727272726,459.3999999999999,591.7818181818182,491.16363636363633,266.09090909090907,522.2727272727273,1479.1636363636362,356.78181818181815,366.3818181818181,436.76363636363635,0,0,745.8,453.49090909090904,242.79999999999998,730.3636363636363,0,1299.381818181818,383.30909090909086,373.12727272727267,718.290909090909,0,451.09090909090907,370.09090909090907,519.0727272727272,319.9090909090909,574.9818181818181,777.8727272727272,344.0181818181818,496.3818181818181
2019-05-06 14:58:12,900.2381774876819,393.6837512045235,341.79378556753517,0,491.11834330284904,459.68255122634133,606.2071598698205,521.3723386847512,261.06798058217123,526.1722514136106,1454.0644715550625,387.156597152779,380.90216541517424,450.2463591571062,0,0,710.8416210614353,449.7554589916547,263.15885165724256,719.3141942873766,0,1350.9208923474118,379.22946855511714,397.5564080653079,716.750604534463,0,434.02847220959615,427.04678096761876,505.0817257868039,352.9026744968273,600.3527208596207,721.0414356102616,392.2474136833876,497.3545935528445
2019-05-06 14:58:09,903.9800723649521,368.6067019400353,384.38880706921947,0,514.6639029800542,510.51837306132836,609.5747195403553,641.3389334351534,294.9144529900544,572.1740395279915,1463.9538900707287,368.64306623756795,716.4675721376752,474.7177221404026,0,0,753.540973472245,469.60853833706074,576.2468408516519,711.3583883343333,0,1346.2790232549683,422.516773032237,460.31746031746036,737.5952290041638,0,437.7170494008982,734.4315351188203,542.6098656339207,368.0794196258114,621.2476590483463,743.1589665266641,690.7216494845361,508.62742958962895
2019-05-06 14:58:06,903.9800723649521,368.6067019400353,384.38880706921947,0,514.6639029800542,510.51837306132836,609.5747195403553,641.3389334351534,294.9144529900544,572.1740395279915,1463.9538900707287,368.64306623756795,716.4675721376752,474.7177221404026,0,0,753.540973472245,469.60853833706074,576.2468408516519,711.3583883343333,0,1346.2790232549683,422.516773032237,460.31746031746036,737.5952290041638,0,437.7170494008982,734.4315351188203,542.6098656339207,368.0794196258114,621.2476590483463,743.1589665266641,690.7216494845361,508.62742958962895
2019-05-06 14:58:03,887.6706849215441,944.1444389897999,413.55297369043075,0,1023.4549719085802,519.8458153784615,631.938762522955,660.1574574083165,416.2621138566156,573.8286150657284,1470.844924453172,404.6619029436899,762.8865979381444,475.4268259422899,0,0,1007.1637666139384,457.6810487463409,587.8288696158112,742.3771341297114,0,1371.3340242549864,453.426425935017,458.8447062673867,776.3232058764704,0,430.6260113820252,784.0142548046329,540.9371079474172,396.0435644284442,883.2342406225567,745.2680957835597,704.3037146129931,502.62732049673633
2019-05-06 14:58:00,887.6706849215441,944.1444389897999,413.55297369043075,0,1023.4549719085802,519.8458153784615,631.938762522955,660.1574574083165,416.2621138566156,573.8286150657284,1470.844924453172,404.6619029436899,762.8865979381444,475.4268259422899,0,0,1007.1637666139384,457.6810487463409,587.8288696158112,742.3771341297114,0,1371.3340242549864,453.426425935017,458.8447062673867,776.3232058764704,0,430.6260113820252,784.0142548046329,540.9371079474172,396.0435644284442,883.2342406225567,745.2680957835597,704.3037146129931,502.62732049673633
2019-05-06 14:57:57,859.0909090909091,927.4727272727272,694.0545454545453,0,1255.8,513.5454545454545,626.6545454545454,1014.3272727272727,649.5454545454545,547.3454545454546,1475.3636363636363,641,974.5818181818181,453.74545454545455,0,0,1006.9999999999999,546.0363636363636,1059.0727272727272,717.9272727272727,0,1242.5272727272725,443.0363636363636,453.6909090909091,849.0909090909091,0,524.1454545454545,859.5999999999999,596.6363636363636,610.8181818181818,877.6545454545453,712.5454545454545,700.4363636363636,818.9818181818181
2019-05-06 14:57:54,1653.569935092089,2071.016890601989,1227.7776767695134,0,1268.0133088489301,570.4987182051235,625.3704478100398,1338.7574771367792,644.6791876511336,1458.2643951928146,1534.6811876147706,683.0421265067907,1001.6545153724477,707.6234977545863,0,0,1072.0714168833294,575.0986345702805,1068.3260304358103,825.8395301903602,0,1948.41911965237,776.7676951328158,456.6462427955855,872.5841348339121,0,1251.3045217359684,869.9478191305612,738.6956600789076,851.0754349920911,964.1461064344284,764.2406501699969,740.7138052035418,863.9479282194868
2019-05-06 14:57:51,1653.569935092089,2071.016890601989,1227.7776767695134,0,1268.0133088489301,570.4987182051235,625.3704478100398,1338.7574771367792,644.6791876511336,1458.2643951928146,1534.6811876147706,683.0421265067907,1001.6545153724477,707.6234977545863,0,0,1072.0714168833294,575.0986345702805,1068.3260304358103,825.8395301903602,0,1948.41911965237,776.7676951328158,456.6462427955855,872.5841348339121,0,1251.3045217359684,869.9478191305612,738.6956600789076,851.0754349920911,964.1461064344284,764.2406501699969,740.7138052035418,863.9479282194868
2019-05-06 14:57:48,1636.133888474755,2111.3979745822803,1260.886165706078,0,1331.8485118452393,595.025544990091,461.5552444501009,1345.92098325485,684.8239122925038,1480.0276358611661,1491.9001472700497,730.1139979273104,1080.03490845621,758.7680223995927,0,0,1143.5610261631605,605.0980891256523,1110.9252559044382,971.9641461064344,0,1953.600843621025,809.6398247304594,472.0641442882856,1440.6465336993872,0,1271.6677878584026,1597.1345975527718,759.295285540263,839.2756495336448,972.4732277594953,809.2034690278358,802.3126852239051,873.093216486973
