timestamp,hello_world
2019-05-06 17:36:26,40176.74545454545
2019-05-06 17:36:23,40093.509090909094
2019-05-06 17:36:20,40093.509090909094
2019-05-06 17:36:17,40121.43636363636
2019-05-06 17:36:14,40121.43636363636
2019-05-06 17:36:11,41026.58181818181
2019-05-06 17:36:08,41465.8
2019-05-06 17:36:05,41465.8
2019-05-06 17:36:02,40185.69090909091
2019-05-06 17:35:59,40185.69090909091
2019-05-06 17:35:56,40554.890909090915
2019-05-06 17:35:53,40019.63636363636
2019-05-06 17:35:50,40019.63636363636
2019-05-06 17:35:47,39890.30909090909
2019-05-06 17:35:44,39890.30909090909
2019-05-06 17:35:41,39623.87272727273
2019-05-06 17:35:38,40267.145454545454
2019-05-06 17:35:35,40267.145454545454
2019-05-06 17:35:32,41545.23636363636
2019-05-06 17:35:29,41545.23636363636
2019-05-06 17:35:26,40913.509090909094
2019-05-06 17:35:23,40971.4
2019-05-06 17:35:20,40971.4
2019-05-06 17:35:17,41266.70909090909
2019-05-06 17:35:14,41266.70909090909
2019-05-06 17:35:11,40421.58181818182
2019-05-06 17:35:08,41284.32727272727
2019-05-06 17:35:05,41284.32727272727
2019-05-06 17:35:02,41657.41818181818
2019-05-06 17:34:59,41657.41818181818
2019-05-06 17:34:56,42534.454545454544
2019-05-06 17:34:53,42395.72727272727
2019-05-06 17:34:50,42395.72727272727
2019-05-06 17:34:47,42937.96363636364
2019-05-06 17:34:44,42937.96363636364
2019-05-06 17:34:41,41536.43636363636
2019-05-06 17:34:38,41534.10909090909
2019-05-06 17:34:35,41534.10909090909
2019-05-06 17:34:32,42606.818181818184
2019-05-06 17:34:29,42606.818181818184
2019-05-06 17:34:26,42508.74545454545
2019-05-06 17:34:23,42459.10909090909
2019-05-06 17:34:20,42459.10909090909
2019-05-06 17:34:17,42978.509090909094
2019-05-06 17:34:14,42978.509090909094
2019-05-06 17:34:11,43646.454545454544
2019-05-06 17:34:08,42989.72727272727
2019-05-06 17:34:05,42989.72727272727
2019-05-06 17:34:02,42019
2019-05-06 17:33:59,42019
2019-05-06 17:33:56,42182.509090909094
2019-05-06 17:33:53,42305.6
2019-05-06 17:33:50,42305.6
2019-05-06 17:33:47,44589.36363636363
2019-05-06 17:33:44,44589.36363636363
2019-05-06 17:33:41,44109.32727272727
2019-05-06 17:33:38,43773.70909090909
2019-05-06 17:33:35,43773.70909090909
2019-05-06 17:33:32,43303.472727272725
2019-05-06 17:33:29,43303.472727272725
2019-05-06 17:33:26,43497.05454545454
2019-05-06 17:33:23,43808.98181818182
2019-05-06 17:33:20,43808.98181818182
2019-05-06 17:33:17,42756.54545454545
2019-05-06 17:33:14,42756.54545454545
2019-05-06 17:33:11,42646.99999999999
2019-05-06 17:33:08,42947.52727272727
2019-05-06 17:33:05,42947.52727272727
2019-05-06 17:33:02,42218.50909090909
2019-05-06 17:32:59,42218.50909090909
2019-05-06 17:32:56,42858.345454545444
2019-05-06 17:32:53,41286.01818181817
2019-05-06 17:32:50,41286.01818181817
2019-05-06 17:32:47,41254.109090909085
2019-05-06 17:32:44,41254.109090909085
2019-05-06 17:32:41,40986.963636363624
2019-05-06 17:32:38,41228.81818181818
2019-05-06 17:32:35,41228.81818181818
2019-05-06 17:32:32,40783.145454545454
2019-05-06 17:32:29,40783.145454545454
2019-05-06 17:32:26,39519.25454545454
2019-05-06 17:32:23,40476.10909090909
2019-05-06 17:32:20,40476.10909090909
2019-05-06 17:32:17,40678.96363636364
2019-05-06 17:32:14,40678.96363636364
2019-05-06 17:32:11,40548.43636363636
2019-05-06 17:32:08,40602.43636363636
2019-05-06 17:32:05,40602.43636363636
2019-05-06 17:32:02,40300
2019-05-06 17:31:59,40300
2019-05-06 17:31:56,40180.03636363636
2019-05-06 17:31:53,40358.181818181816
2019-05-06 17:31:50,40358.181818181816
2019-05-06 17:31:47,40217.07272727273
2019-05-06 17:31:44,40217.07272727273
2019-05-06 17:31:41,41463.109090909085
2019-05-06 17:31:38,41774.72727272727
2019-05-06 17:31:35,41774.72727272727
2019-05-06 17:31:32,42071.527272727275
2019-05-06 17:31:29,42071.527272727275
2019-05-06 17:31:26,41055.74545454545
2019-05-06 17:31:23,41042.34545454545
2019-05-06 17:31:20,41038.21493333333
2019-05-06 17:31:17,40289.24044969697
2019-05-06 17:31:14,40282.71344969697
2019-05-06 17:31:11,39912.469010101006
2019-05-06 17:31:08,39208.65368787879
2019-05-06 17:31:05,39202.112437878786
2019-05-06 17:31:02,38700.44648658009
2019-05-06 17:30:59,36721.24233073593
2019-05-06 17:30:56,34718.09794666667
2019-05-06 17:30:53,36905.45874518518
2019-05-06 17:30:50,36423.62585629629
2019-05-06 17:30:47,35676.765133333334
2019-05-06 17:30:44,35432.13263333334
2019-05-06 17:30:41,36946.59950476191
2019-05-06 17:30:38,36289.94327222222
2019-05-06 17:30:35,36275.44410555556
2019-05-06 17:30:32,37189.68262666667
2019-05-06 17:30:29,37308.528626666666
2019-05-06 17:30:26,37569.90486666667
2019-05-06 17:30:23,37740.80517142857
