timestamp,accept,brk,close,dup2,exit,futex,lseek,madvise,mmap,mprotect,munmap,newfstat,open,pread64,pwrite64,read,sigprocmask,syscall,wait,write,yield
2019-05-11 13:11:00,4003.1272727272726,0,0,0,0,5659.272727272726,0,0,375.6363636363636,523.9999999999999,0,0,0,3796.5636363636363,3536.109090909091,5979.8727272727265,0,0,5857.127272727273,3993.3454545454542,238.19999999999996
2019-05-11 13:10:57,4095.9454545454546,0,0,0,0,5725.2,0,0,375.6363636363636,523.9999999999999,0,0,0,3698.509090909091,3494.3999999999996,5901.472727272727,0,0,5952.727272727273,3998.472727272727,238.19999999999996
2019-05-11 13:10:54,3746.9090909090905,0,0,0,0,5620.6909090909085,0,0,375.6363636363636,523.9999999999999,0,0,0,3588.5636363636363,3261.9454545454546,5979.4,0,0,5753.8,3876.854545454545,238.19999999999996
2019-05-11 13:10:51,3746.9090909090905,0,0,0,0,5620.6909090909085,0,0,375.6363636363636,523.9999999999999,0,0,0,3588.5636363636363,3261.9454545454546,5979.4,0,0,5753.8,3876.854545454545,238.19999999999996
2019-05-11 13:10:48,3785.6766240613806,0,0,0,0,5702.9872184142105,0,0,391.756513517936,573.7168415119725,0,0,0,3561.1534335739348,3159.79709459828,6023.017763313394,0,0,5728.332212141598,3946.382793040126,361.19343284667553
2019-05-11 13:10:45,3785.6766240613806,0,0,0,0,5702.9872184142105,0,0,391.756513517936,573.7168415119725,0,0,0,3561.1534335739348,3159.79709459828,6023.017763313394,0,0,5728.332212141598,3946.382793040126,361.19343284667553
2019-05-11 13:10:42,3616.752422683224,0,0,0,0,5483.882111234341,0,0,209.43255577171325,874.9477282231232,0,0,0,3633.843021035981,3084.907547135507,6120.106907147143,0,0,5687.478409483464,3987.3093216486973,286.5220632352139
2019-05-11 13:10:39,3356.254545454545,0,1.5272727272727271,2.127272727272727,1.1090909090909091,5303.763636363637,0,1.218181818181818,210.47272727272727,830.8181818181818,0,0,0,3251.872727272727,2872.781818181818,5874.072727272726,0.509090909090909,0,5298.290909090909,3756.3999999999996,213.16363636363633
2019-05-11 13:10:36,3356.254545454545,0,1.5272727272727271,2.127272727272727,1.1090909090909091,5303.763636363637,0,1.218181818181818,210.47272727272727,830.8181818181818,0,0,0,3251.872727272727,2872.781818181818,5874.072727272726,0.509090909090909,0,5298.290909090909,3756.3999999999996,213.16363636363633
2019-05-11 13:10:33,3021.5636363636363,0,1.5272727272727271,2.127272727272727,1.1090909090909091,4818.836363636364,0,1.218181818181818,210.47272727272727,831.4181818181818,0,0,0,2952.454545454545,2559.690909090909,5125.818181818181,0.509090909090909,0,4706.945454545454,3350.981818181818,213.16363636363633
2019-05-11 13:10:30,3021.5636363636363,0,1.5272727272727271,2.127272727272727,1.1090909090909091,4818.836363636364,0,1.218181818181818,210.47272727272727,831.4181818181818,0,0,0,2952.454545454545,2559.690909090909,5125.818181818181,0.509090909090909,0,4706.945454545454,3350.981818181818,213.16363636363633
2019-05-11 13:10:27,2738.7454545454543,0,1.5272727272727271,2.127272727272727,1.1090909090909091,4247.454545454545,0,1.218181818181818,183.14545454545453,783.4909090909091,0,0,0,2543.8363636363633,2252.763636363636,4672.763636363637,0.509090909090909,0,4174.054545454545,3039.763636363636,205.36363636363635
2019-05-11 13:10:24,2360.9454545454546,0,1.5272727272727271,2.127272727272727,1.1090909090909091,3763.781818181818,0,1.218181818181818,183.14545454545453,601.7454545454545,0,0,0,2155.109090909091,1921.2545454545455,4085.0727272727268,0.509090909090909,0,3597.7090909090907,2556.3636363636365,205.36363636363635
2019-05-11 13:10:21,2360.9454545454546,0,1.5272727272727271,2.127272727272727,1.1090909090909091,3763.781818181818,0,1.218181818181818,183.14545454545453,601.7454545454545,0,0,0,2155.109090909091,1921.2545454545455,4085.0727272727268,0.509090909090909,0,3597.7090909090907,2556.3636363636365,205.36363636363635
2019-05-11 13:10:18,1874.1999999999998,0,1.5272727272727271,2.127272727272727,1.1090909090909091,3150.454545454545,0,1.218181818181818,183.14545454545453,548.3454545454546,0,0,0,1783.6181818181817,1615.890909090909,3481.090909090909,0.509090909090909,0,3034.5454545454545,2238.2363636363634,205.36363636363635
2019-05-11 13:10:15,1874.1999999999998,0,1.5272727272727271,2.127272727272727,1.1090909090909091,3150.454545454545,0,1.218181818181818,183.14545454545453,548.3454545454546,0,0,0,1783.6181818181817,1615.890909090909,3481.090909090909,0.509090909090909,0,3034.5454545454545,2238.2363636363634,205.36363636363635
2019-05-11 13:10:12,1474.2181818181816,0,1.5272727272727271,2.127272727272727,1.1090909090909091,2761.109090909091,0,1.218181818181818,183.14545454545453,548.3454545454546,0,0,0,1522.5090909090907,1319.3090909090909,2946.7454545454543,0.509090909090909,0,2560.3636363636365,1848.4727272727273,205.36363636363635
2019-05-11 13:10:09,1227.3272727272727,0,1.5272727272727271,2.127272727272727,1.1090909090909091,2292.7090909090907,0,1.218181818181818,98.01818181818182,480.6363636363636,0,0,0,1205.3272727272727,999.5818181818181,2438.6545454545453,0.509090909090909,0,2097.4363636363637,1525.490909090909,129.65454545454546
2019-05-11 13:10:06,1227.3272727272727,0,1.5272727272727271,2.127272727272727,1.1090909090909091,2292.7090909090907,0,1.218181818181818,98.01818181818182,480.6363636363636,0,0,0,1205.3272727272727,999.5818181818181,2438.6545454545453,0.509090909090909,0,2097.4363636363637,1525.490909090909,129.65454545454546
2019-05-11 13:10:03,970.690909090909,0,1.5272727272727271,2.127272727272727,1.1090909090909091,1751.4545454545453,0,1.218181818181818,98.01818181818182,480.8909090909091,0,0,0,932.8727272727272,842.0727272727272,1954.5090909090907,0.509090909090909,0,1547.1090909090906,1233.4,129.8181818181818
2019-05-11 13:10:00,970.690909090909,0,1.5272727272727271,2.127272727272727,1.1090909090909091,1751.4545454545453,0,1.218181818181818,98.01818181818182,480.8909090909091,0,0,0,932.8727272727272,842.0727272727272,1954.5090909090907,0.509090909090909,0,1547.1090909090906,1233.4,129.8181818181818
