timestamp,accept,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,newuname,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,syscall,write
2019-05-07 11:47:29,321.4,158.4,0,212.94545454545454,140.3272727272727,186.58181818181816,148.23636363636362,183.07272727272726,248.76363636363632,908.6181818181817,276.4363636363636,322.29090909090905,243.27272727272728,174.5272727272727,388.96363636363634,154.23636363636362,0,0,0,161.9272727272727,0,1283.5454545454545,0,223.56363636363633,151.7090909090909,254.83636363636361,168,177.36363636363635,391.6363636363636,238.05454545454543,354.58181818181816,146.5090909090909,205.05454545454543,0,211.78181818181818
2019-05-07 11:47:26,343.52727272727265,188.43636363636364,0,223.47272727272727,125.29090909090908,184.9272727272727,148.83636363636364,193.5272727272727,221.99999999999997,898.8181818181818,262.98181818181814,321.16363636363633,244.4363636363636,175.6,387.4363636363636,174.7272727272727,0,0,0,166.56363636363636,0,1284.909090909091,0,262.6727272727273,145.34545454545454,249.0181818181818,188.05454545454543,193.27272727272728,378.9272727272727,265.96363636363634,331.8909090909091,146.2,176.36363636363635,0,203.23636363636362
2019-05-07 11:47:23,343.52727272727265,188.43636363636364,0,223.47272727272727,125.29090909090908,184.9272727272727,148.83636363636364,193.5272727272727,221.99999999999997,898.8181818181818,262.98181818181814,321.16363636363633,244.4363636363636,175.6,387.4363636363636,174.7272727272727,0,0,0,166.56363636363636,0,1284.909090909091,0,262.6727272727273,145.34545454545454,249.0181818181818,188.05454545454543,193.27272727272728,378.9272727272727,265.96363636363634,331.8909090909091,146.2,176.36363636363635,0,203.23636363636362
2019-05-07 11:47:20,343.78181818181815,216.89090909090908,0,233.4181818181818,129.98181818181817,173.18181818181816,148.69090909090906,189.69090909090906,207.54545454545453,893.1090909090908,248.87272727272727,342.2363636363636,199.1272727272727,143.1090909090909,376.4363636363636,164.87272727272727,0,0,0,173.29090909090908,0,1309.5454545454545,0,219.2181818181818,163.14545454545453,261.4363636363636,149.78181818181818,192.63636363636363,386.78181818181815,250.16363636363633,330.3636363636363,171.29090909090908,140.4181818181818,0,198.3272727272727
2019-05-07 11:47:17,344.7272727272727,211.96363636363634,0,274.3818181818181,115.76363636363635,195.54545454545453,163.98181818181817,215.85454545454544,205.47272727272727,892.8545454545454,186.7090909090909,327.1454545454545,193.63636363636363,139.9272727272727,367.56363636363636,172.3090909090909,0,0,0,162.65454545454543,0,1273.2545454545455,0,211.14545454545453,155.6181818181818,273.6363636363636,145.38181818181818,210.85454545454544,365.0363636363636,241.6181818181818,331.78181818181815,170.0181818181818,133.45454545454544,0,197.83636363636364
2019-05-07 11:47:14,344.7272727272727,211.96363636363634,0,274.3818181818181,115.76363636363635,195.54545454545453,163.98181818181817,215.85454545454544,205.47272727272727,892.8545454545454,186.7090909090909,327.1454545454545,193.63636363636363,139.9272727272727,367.56363636363636,172.3090909090909,0,0,0,162.65454545454543,0,1273.2545454545455,0,211.14545454545453,155.6181818181818,273.6363636363636,145.38181818181818,210.85454545454544,365.0363636363636,241.6181818181818,331.78181818181815,170.0181818181818,133.45454545454544,0,197.83636363636364
2019-05-07 11:47:11,384.6727272727273,172.14545454545453,0,280.4363636363636,130.9272727272727,235.4181818181818,116.9090909090909,236.43636363636364,222.87272727272727,858.5454545454545,159.9090909090909,292.4363636363636,160.58181818181816,163.36363636363637,297.3454545454545,160,0,0,0,180.4181818181818,0,1304,0,195.54545454545453,143.76363636363638,257.25454545454545,114.54545454545453,207.96363636363634,374.4363636363636,242.54545454545453,342.98181818181814,173.89090909090908,124.96363636363635,0,159.3272727272727
2019-05-07 11:47:08,384.6727272727273,172.14545454545453,0,280.4363636363636,130.9272727272727,235.4181818181818,116.9090909090909,236.43636363636364,222.87272727272727,858.5454545454545,159.9090909090909,292.4363636363636,160.58181818181816,163.36363636363637,297.3454545454545,160,0,0,0,180.4181818181818,0,1304,0,195.54545454545453,143.76363636363638,257.25454545454545,114.54545454545453,207.96363636363634,374.4363636363636,242.54545454545453,342.98181818181814,173.89090909090908,124.96363636363635,0,159.3272727272727
2019-05-07 11:47:05,371.4181818181818,213.36363636363635,0,304.1272727272727,104.3090909090909,215.25454545454542,110.23636363636363,244.56363636363633,197.9272727272727,878.3090909090909,227.4181818181818,231.03636363636363,182.03636363636363,149.47272727272727,275.74545454545455,132.34545454545454,0,0,0,171.1090909090909,0,1291.7636363636364,0,189.43636363636364,127.25454545454545,246.0181818181818,116.67272727272727,181.76363636363632,350.6727272727273,236.8181818181818,331.6181818181818,128.6,108.87272727272726,0,160.65454545454543
2019-05-07 11:47:02,359.94545454545454,195.9272727272727,0,266.54545454545456,95.94545454545454,187.1090909090909,103.69090909090909,240.23636363636362,195.14545454545453,833.4727272727272,213.0181818181818,186.58181818181816,165.7272727272727,155.7272727272727,295.2,121.09090909090908,0,0,0,190.78181818181818,0,1290.4363636363635,0,215.18181818181816,120.25454545454545,250.6181818181818,126.99999999999999,209.5272727272727,327,218.74545454545452,302.9090909090909,141.25454545454542,100.8,0,149.8
