timestamp,accept,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,newuname,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,syscall,write
2019-05-07 12:08:35,525.4909090909091,238.85454545454544,0,181.9090909090909,318.6727272727273,418.0545454545454,158.2,307.0545454545454,240.3272727272727,1053.9999999999998,189.78181818181818,174.78181818181818,256.3818181818182,294.56363636363636,383.7272727272727,245.3272727272727,0,10.763636363636362,0,264.56363636363636,0,1381.490909090909,0,320.9090909090909,276.8181818181818,213.09090909090907,182.4181818181818,201.43636363636364,567.1272727272727,305.27272727272725,493.50909090909084,367.94545454545454,182.18181818181816,0,200.03636363636363
2019-05-07 12:08:32,488.19999999999993,234.19999999999996,0,157.9090909090909,320.6181818181818,388.52727272727265,174.2,273.6181818181818,221.25454545454542,1029.9454545454544,199.23636363636362,193.94545454545454,281.6363636363636,289.92727272727274,391.4363636363636,201.63636363636363,0,10.454545454545455,0,291.09090909090907,0,1366.7090909090907,0,297.4545454545454,195.1272727272727,195.6,179.14545454545453,230.07272727272726,513.4181818181818,290.78181818181815,456.74545454545455,336.94545454545454,172.34545454545454,0,195.78181818181818
2019-05-07 12:08:29,488.19999999999993,234.19999999999996,0,157.9090909090909,320.6181818181818,388.52727272727265,174.2,273.6181818181818,221.25454545454542,1029.9454545454544,199.23636363636362,193.94545454545454,281.6363636363636,289.92727272727274,391.4363636363636,201.63636363636363,0,10.454545454545455,0,291.09090909090907,0,1366.7090909090907,0,297.4545454545454,195.1272727272727,195.6,179.14545454545453,230.07272727272726,513.4181818181818,290.78181818181815,456.74545454545455,336.94545454545454,172.34545454545454,0,195.78181818181818
2019-05-07 12:08:26,482.8545454545454,234.47272727272727,0,197.5090909090909,301.4363636363636,376.0545454545454,174.74545454545452,231.87272727272727,192.18181818181816,1010.8909090909091,197.87272727272727,212.3272727272727,265.96363636363634,279.1454545454545,383.3818181818181,133.63636363636363,0,22.036363636363635,0,261.4,0,1390.1272727272726,0,276.1272727272727,191.14545454545453,197.29090909090908,192.43636363636364,232.9272727272727,465.32727272727266,292.76363636363635,400.6,329.94545454545454,164.43636363636364,0,185.87272727272727
2019-05-07 12:08:23,482.8545454545454,234.47272727272727,0,197.5090909090909,301.4363636363636,376.0545454545454,174.74545454545452,231.87272727272727,192.18181818181816,1010.8909090909091,197.87272727272727,212.3272727272727,265.96363636363634,279.1454545454545,383.3818181818181,133.63636363636363,0,22.036363636363635,0,261.4,0,1390.1272727272726,0,276.1272727272727,191.14545454545453,197.29090909090908,192.43636363636364,232.9272727272727,465.32727272727266,292.76363636363635,400.6,329.94545454545454,164.43636363636364,0,185.87272727272727
2019-05-07 12:08:20,503.2727272727272,232.9272727272727,0,155.3272727272727,298.6,372.3454545454545,172.76363636363632,191.43636363636364,211.85454545454544,970.7090909090908,216.03636363636363,199.56363636363633,265.54545454545456,260.1090909090909,314.3818181818181,129.6909090909091,0,13.109090909090908,0,241.34545454545454,0,1358.9818181818182,0,282.0363636363636,207.89090909090908,211.0181818181818,160.76363636363638,194.47272727272727,449.2363636363636,259.59999999999997,455.27272727272725,286.98181818181814,149.09090909090907,0,190.4181818181818
2019-05-07 12:08:17,504.6363636363636,192.78181818181818,0,140.69090909090906,277.3818181818181,354.4545454545454,156.18181818181816,198.58181818181816,224.39999999999998,965.7999999999998,205.78181818181818,185.23636363636362,243.14545454545453,219.03636363636363,276.72727272727275,130.9090909090909,0,13.109090909090908,0,229.9272727272727,0,1339.7818181818182,0,264.96363636363634,219.39999999999998,252.29090909090908,116.1090909090909,193.9090909090909,455.7090909090909,205.43636363636364,479.12727272727267,277.3818181818181,129.58181818181816,0,181.54545454545453
2019-05-07 12:08:14,504.6363636363636,192.78181818181818,0,140.69090909090906,277.3818181818181,354.4545454545454,156.18181818181816,198.58181818181816,224.39999999999998,965.7999999999998,205.78181818181818,185.23636363636362,243.14545454545453,219.03636363636363,276.72727272727275,130.9090909090909,0,13.109090909090908,0,229.9272727272727,0,1339.7818181818182,0,264.96363636363634,219.39999999999998,252.29090909090908,116.1090909090909,193.9090909090909,455.7090909090909,205.43636363636364,479.12727272727267,277.3818181818181,129.58181818181816,0,181.54545454545453
2019-05-07 12:08:11,501.2727272727272,170.9090909090909,0,145.3090909090909,278.56363636363636,340.0545454545454,165.2,133.7090909090909,188.3272727272727,962.1999999999999,198.6,160.4181818181818,219.18181818181816,196.8,194.0181818181818,134.23636363636362,0,13.709090909090909,0,225.07272727272726,0,1345.2363636363634,0,189.8181818181818,219.3272727272727,209.9090909090909,108.61818181818181,153.25454545454542,451.2181818181818,187.8181818181818,475.8181818181818,233.56363636363633,109.79999999999998,0,149.0181818181818
2019-05-07 12:08:08,501.2727272727272,170.9090909090909,0,145.3090909090909,278.56363636363636,340.0545454545454,165.2,133.7090909090909,188.3272727272727,962.1999999999999,198.6,160.4181818181818,219.18181818181816,196.8,194.0181818181818,134.23636363636362,0,13.709090909090909,0,225.07272727272726,0,1345.2363636363634,0,189.8181818181818,219.3272727272727,209.9090909090909,108.61818181818181,153.25454545454542,451.2181818181818,187.8181818181818,475.8181818181818,233.56363636363633,109.79999999999998,0,149.0181818181818
