timestamp,accept,brk,clone,close,connect,create,ctl,dup2,exit,fcntl,fsync,ftruncate,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,rename,sendto,setsockopt,sigprocmask,socket,syscall,unlink,wait,write,yield
2019-05-12 05:51:08,3407.3999999999996,0,0,0,0,0,0,0,0,0,0,0,5862.6909090909085,0,0,0,0,0,0,0,0,186.78181818181818,343.6,0,0,0,0,0,0,3715.0181818181813,3132.163636363636,6376.309090909091,0,0,0,0,0,0,0,0,5072.472727272727,3401.3090909090906,180.89090909090908
2019-05-12 05:51:05,3407.3999999999996,0,0,0,0,0,0,0,0,0,0,0,5862.6909090909085,0,0,0,0,0,0,0,0,186.78181818181818,343.6,0,0,0,0,0,0,3715.0181818181813,3132.163636363636,6376.309090909091,0,0,0,0,0,0,0,0,5072.472727272727,3401.3090909090906,180.89090909090908
2019-05-12 05:51:02,3500.690909090909,0,0,0,0,0,0,0,0,0,0,0,5765.636363636363,0,0,0,0,0,0,0,0,209.5272727272727,389.4545454545454,0,0,0,0,0,0,3580.3272727272724,3287.9090909090905,6414.890909090909,0,0,0,0,0,0,0,0,5239.345454545454,3778.7999999999997,180.89090909090908
2019-05-12 05:50:59,3681.3272727272724,0,0,0,0,0,0,0,0,0,0,0,5872.8,0,0,0,0,0,0,0,0,69.78181818181818,291.49090909090904,0,0,0,0,0,0,3873.8363636363633,3238.7090909090907,6757.290909090909,0,0,0,0,0,0,0,0,5406.272727272726,3989.1999999999994,122.18181818181817
2019-05-12 05:50:56,3681.3272727272724,0,0,0,0,0,0,0,0,0,0,0,5872.8,0,0,0,0,0,0,0,0,69.78181818181818,291.49090909090904,0,0,0,0,0,0,3873.8363636363633,3238.7090909090907,6757.290909090909,0,0,0,0,0,0,0,0,5406.272727272726,3989.1999999999994,122.18181818181817
2019-05-12 05:50:53,3513.9090909090905,0,0,108.21818181818182,0,0,0,121.1090909090909,85.72727272727272,0,0,0,5949.181818181818,0,0,0,0,0,0,0,66.96363636363635,129.72727272727272,705.9272727272727,0,0,0,0,0,0,3961.3272727272724,3316.8909090909087,7010.436363636362,0,0,0,0,22.27272727272727,0,0,0,5853.818181818181,4255.036363636364,341.8363636363636
2019-05-12 05:50:50,3513.9090909090905,0,0,108.21818181818182,0,0,0,121.1090909090909,85.72727272727272,0,0,0,5949.181818181818,0,0,0,0,0,0,0,66.96363636363635,129.72727272727272,705.9272727272727,0,0,0,0,0,0,3961.3272727272724,3316.8909090909087,7010.436363636362,0,0,0,0,22.27272727272727,0,0,0,5853.818181818181,4255.036363636364,341.8363636363636
2019-05-12 05:50:47,3513.272727272727,0,0,108.21818181818182,0,0,0,121.1090909090909,85.72727272727272,0,0,0,6162.745454545454,0,0,0,0,0,0,0,66.96363636363635,129.72727272727272,1320.6181818181817,0,0,0,0,0,0,4164.527272727272,3485.7454545454543,7225.836363636363,0,0,0,0,22.27272727272727,0,0,0,6027.363636363636,4330.145454545454,341.8363636363636
2019-05-12 05:50:44,3491.3818181818183,0,0,108.21818181818182,0,0,0,121.1090909090909,85.72727272727272,0,0,0,6434.981818181817,0,0,0,0,0,0,0,66.96363636363635,129.72727272727272,1799.3636363636363,0,0,0,0,0,0,4159.454545454545,3681.690909090909,7325.090909090909,0,0,0,0,22.27272727272727,0,0,0,6296.763636363637,4195.090909090909,341.8363636363636
2019-05-12 05:50:41,3491.3818181818183,0,0,108.21818181818182,0,0,0,121.1090909090909,85.72727272727272,0,0,0,6434.981818181817,0,0,0,0,0,0,0,66.96363636363635,129.72727272727272,1799.3636363636363,0,0,0,0,0,0,4159.454545454545,3681.690909090909,7325.090909090909,0,0,0,0,22.27272727272727,0,0,0,6296.763636363637,4195.090909090909,341.8363636363636
2019-05-12 05:50:38,3723.8363636363633,0,0,108.21818181818182,0,0,0,121.1090909090909,85.72727272727272,0,0,0,6572.654545454545,0,0,0,0,0,0,0,66.96363636363635,119.1090909090909,2005.3090909090906,0,0,0,0,0,0,4285.345454545454,3618.272727272727,7464.70909090909,0,0,0,0,22.27272727272727,0,0,0,6397.072727272726,4133.745454545455,600.8909090909091
2019-05-12 05:50:35,3723.8363636363633,0,0,108.21818181818182,0,0,0,121.1090909090909,85.72727272727272,0,0,0,6572.654545454545,0,0,0,0,0,0,0,66.96363636363635,119.1090909090909,2005.3090909090906,0,0,0,0,0,0,4285.345454545454,3618.272727272727,7464.70909090909,0,0,0,0,22.27272727272727,0,0,0,6397.072727272726,4133.745454545455,600.8909090909091
2019-05-12 05:50:32,3690.472727272727,0,0,108.21818181818182,0,0,0,121.1090909090909,85.72727272727272,0,0,0,6728.418181818181,0,0,0,0,0,0,0,66.96363636363635,119.1090909090909,2039.3272727272727,0,0,0,0,0,0,4221.581818181818,3675.781818181818,7292.399999999999,0,0,0,0,22.27272727272727,0,0,0,6277.890909090909,4138.145454545454,600.8909090909091
2019-05-12 05:50:29,3891.571961087372,0,0,108.22802072915721,0,0,0,121.12010182743887,85.73506682425676,0,0,0,6734.339485407765,0,0,0,0,0,0,0,66.96972452041095,144.1221929266297,2015.4377670697338,0,0,0,0,0,0,4215.11046458769,3791.9265387762525,7229.875443222112,0,0,0,0,22.274752250204568,0,0,0,6234.494044913175,4291.462860260024,600.9455405036822
