timestamp,accept,clone,close,connect,create,ctl,dup2,exit,fcntl,fsync,ftruncate,futex,getaffinity,getpid,getsockname,gettid,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,pipe,poll,pread64,pwrite64,read,recvfrom,rename,sendto,setsockopt,sigprocmask,socket,syscall,unlink,wait,write,yield
2019-05-11 22:10:22,3597.3454545454542,0,0,0,0,0,0,0,0,0,0,7157.036363636363,0,0,0,0,0,0,21.94545454545454,40.32727272727273,237.7272727272727,1011.3999999999999,0,0,0,0,0,0,3292.4181818181814,3580.1454545454544,5904.436363636362,0,0,0,0,0,0,0,0,5090.290909090909,4325.054545454545,71.3090909090909
2019-05-11 22:10:19,3589.6181818181813,0,0,0,0,0,0,0,0,0,0,6862.981818181817,0,0,0,0,0,0,21.94545454545454,40.32727272727273,273.6,970.5818181818181,0,0,0,0,0,0,3132.6181818181813,3484.8363636363633,5779.454545454545,0,0,0,0,0,0,0,0,5003.581818181818,4314.345454545454,141.29090909090908
2019-05-11 22:10:16,3589.6181818181813,0,0,0,0,0,0,0,0,0,0,6862.981818181817,0,0,0,0,0,0,21.94545454545454,40.32727272727273,273.6,970.5818181818181,0,0,0,0,0,0,3132.6181818181813,3484.8363636363633,5779.454545454545,0,0,0,0,0,0,0,0,5003.581818181818,4314.345454545454,141.29090909090908
2019-05-11 22:10:13,3557.472727272727,0,0,0,0,0,0,0,0,0,0,6848.818181818181,0,0,0,0,0,0,21.94545454545454,40.32727272727273,273.6,869.6181818181817,0,0,0,0,0,0,2908.4,3512.272727272727,5768.854545454545,0,0,0,0,0,0,0,0,5055.436363636364,4173.745454545455,141.29090909090908
2019-05-11 22:10:10,3557.472727272727,0,0,0,0,0,0,0,0,0,0,6848.818181818181,0,0,0,0,0,0,21.94545454545454,40.32727272727273,273.6,869.6181818181817,0,0,0,0,0,0,2908.4,3512.272727272727,5768.854545454545,0,0,0,0,0,0,0,0,5055.436363636364,4173.745454545455,141.29090909090908
2019-05-11 22:10:07,3276.090909090909,0,0,0,0,0,0,0,0,0,0,6596.672727272727,0,0,0,0,0,0,21.94545454545454,85.67272727272727,284.29090909090905,859.4181818181818,81.54294545454546,0,0,0,0,0,2778.1454545454544,3438.2363636363634,5684.7818181818175,0,0,0,0,0,0,0,0,4911.818181818181,4046.8181818181815,141.29090909090908
2019-05-11 22:10:04,3152.690909090909,0,0,0,0,0,0,0,0,0,0,6453.090909090909,0,0,0,0,0,0,0,85.67272727272727,157.47272727272727,800.9818181818181,84.3853696969697,0,0,0,0,0,2871.254545454545,3190.7090909090907,5511.527272727272,0,0,0,0,0,0,0,0,4679.581818181818,3835.9454545454546,118.21818181818182
2019-05-11 22:10:01,3152.690909090909,0,0,0,0,0,0,0,0,0,0,6453.090909090909,0,0,0,0,0,0,0,85.67272727272727,157.47272727272727,800.9818181818181,80.12173333333334,0,0,0,0,0,2871.254545454545,3190.7090909090907,5511.527272727272,0,0,0,0,0,0,0,0,4679.581818181818,3835.9454545454546,118.21818181818182
2019-05-11 22:09:58,2903.8,0,2.0727272727272728,0,0,0,3.3999999999999995,4.7272727272727275,0,0,0,6084.50909090909,0,0,0,0,0,0,0,93.4,204.7272727272727,795.7090909090908,82.96415757575757,0,0,0,0,0,2526.7272727272725,2869.2,5262.454545454545,0,0,0,0,0.6909090909090909,0,0,0,4352.727272727273,3542.8909090909087,133.05454545454546
2019-05-11 22:09:55,2903.8,0,2.0727272727272728,0,0,0,3.3999999999999995,4.7272727272727275,0,0,0,6084.50909090909,0,0,0,0,0,0,0,93.4,204.7272727272727,795.7090909090908,78.70052121212122,0,0,0,0,0,2526.7272727272725,2869.2,5262.454545454545,0,0,0,0,0.6909090909090909,0,0,0,4352.727272727273,3542.8909090909087,133.05454545454546
