timestamp,accept,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,newuname,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,syscall,write
2019-05-07 12:57:39,573.8181818181818,148.8,0,267.25454545454545,221.65454545454543,192.0181818181818,199.18181818181816,172.07272727272726,211.14545454545453,955.7818181818182,258.49090909090904,244.29090909090908,314.0363636363636,111.19999999999999,295.18181818181813,0,121.59999999999998,0,0,0,272.6181818181818,0,1455.6,0,125.72727272727272,284.78181818181815,347.74545454545455,123.14545454545454,281.92727272727274,648.4727272727272,267.79999999999995,380.2545454545454,146.6,210.19999999999996,0,252.74545454545452
2019-05-07 12:57:36,598.2,149.98181818181817,0,267.54545454545456,232.54545454545453,173.6,169.74545454545452,209.56363636363633,211.0181818181818,958.5818181818181,260.4363636363636,249.4181818181818,310.27272727272725,149.9090909090909,315.96363636363634,0,117.76363636363635,0,0,0,259.5272727272727,0,1353.890909090909,0,140.96363636363637,285.0181818181818,342.9090909090909,125.39999999999999,227.16363636363633,680.3090909090909,248.4181818181818,374.8,158.5090909090909,225.4181818181818,0,253.34545454545454
2019-05-07 12:57:33,598.2,149.98181818181817,0,267.54545454545456,232.54545454545453,173.6,169.74545454545452,209.56363636363633,211.0181818181818,958.5818181818181,260.4363636363636,249.4181818181818,310.27272727272725,149.9090909090909,315.96363636363634,0,117.76363636363635,0,0,0,259.5272727272727,0,1353.890909090909,0,140.96363636363637,285.0181818181818,342.9090909090909,125.39999999999999,227.16363636363633,680.3090909090909,248.4181818181818,374.8,158.5090909090909,225.4181818181818,0,253.34545454545454
2019-05-07 12:57:30,597.6181818181817,160.05454545454543,0,246.65454545454543,226.54545454545453,150.58181818181816,169.8,223.78181818181818,188.2181818181818,957.0545454545453,239.09090909090907,267.07272727272726,310.1272727272727,167.96363636363634,279.78181818181815,0,135.8181818181818,0,0,0,274.10909090909087,0,1355.5090909090907,0,137.67272727272726,303.58181818181816,324.16363636363633,137.34545454545454,232.16363636363633,656.8363636363636,247.3090909090909,346.6727272727273,183.34545454545454,209.16363636363633,0,248.09090909090907
2019-05-07 12:57:27,572.0181818181817,152.07272727272726,0,253.94545454545454,252.14545454545453,140.83636363636364,187.54545454545453,223.83636363636364,219.98181818181817,1015.6727272727272,212.98181818181817,313.0363636363636,271.5090909090909,238.74545454545452,295.1272727272727,0,155.1272727272727,0,0,0,284.78181818181815,0,1388.6545454545453,0,155.25454545454542,304.58181818181816,270.8363636363636,133.78181818181818,223.09090909090907,670.5272727272727,347.56363636363636,280.18181818181813,179.5272727272727,229.09090909090907,0,270.6727272727273
2019-05-07 12:57:24,572.0181818181817,152.07272727272726,0,253.94545454545454,252.14545454545453,140.83636363636364,187.54545454545453,223.83636363636364,219.98181818181817,1015.6727272727272,212.98181818181817,313.0363636363636,271.5090909090909,238.74545454545452,295.1272727272727,0,155.1272727272727,0,0,0,284.78181818181815,0,1388.6545454545453,0,155.25454545454542,304.58181818181816,270.8363636363636,133.78181818181818,223.09090909090907,670.5272727272727,347.56363636363636,280.18181818181813,179.5272727272727,229.09090909090907,0,270.6727272727273
2019-05-07 12:57:21,543.5272727272727,154.83636363636364,0,202.58181818181816,253.99999999999997,277.6363636363636,199.4181818181818,243.27272727272728,188.5090909090909,1039.6909090909091,165.56363636363636,295.74545454545455,219.8181818181818,318.54545454545456,330.29090909090905,0,165.6181818181818,0,0,0,260.5272727272727,0,1387.3272727272727,0,162.16363636363636,310.7090909090909,223.76363636363632,156.07272727272726,225.16363636363633,616.4909090909091,322.1272727272727,244.59999999999997,181.3272727272727,270.27272727272725,0,279.0181818181818
2019-05-07 12:57:18,543.5272727272727,154.83636363636364,0,202.58181818181816,253.99999999999997,277.6363636363636,199.4181818181818,243.27272727272728,188.5090909090909,1039.6909090909091,165.56363636363636,295.74545454545455,219.8181818181818,318.54545454545456,330.29090909090905,0,165.6181818181818,0,0,0,260.5272727272727,0,1387.3272727272727,0,162.16363636363636,310.7090909090909,223.76363636363632,156.07272727272726,225.16363636363633,616.4909090909091,322.1272727272727,244.59999999999997,181.3272727272727,270.27272727272725,0,279.0181818181818
2019-05-07 12:57:15,588.290909090909,158,0,220.98181818181817,209.14545454545453,341.6727272727273,172.98181818181817,170.96363636363634,175.3090909090909,1012.5999999999999,144.38181818181818,332.29090909090905,175.5272727272727,338.6181818181818,314.74545454545455,0,124.76363636363635,0,0,0,244.87272727272727,0,1336.6727272727271,0,162.78181818181818,294.8363636363636,241.7090909090909,132.16363636363636,180.18181818181816,579.4727272727272,273.8363636363636,229.1272727272727,187.03636363636363,268.4181818181818,0,310.2181818181818
2019-05-07 12:57:12,568.0363636363636,174.38181818181818,0,210.29090909090908,189.4181818181818,363.8727272727273,173.3090909090909,174.87272727272727,171,982.4545454545454,141.96363636363637,322.6909090909091,142.8181818181818,387.10909090909087,347.6545454545454,0,106.38181818181816,0,0,0,207.18181818181816,0,1381.8181818181815,0,177.1090909090909,323.72727272727275,187.27272727272728,155.1272727272727,165.6181818181818,542.3454545454546,280.18181818181813,233.9090909090909,211.18181818181816,290.2545454545454,0,290.09090909090907
2019-05-07 12:57:09,568.0363636363636,174.38181818181818,0,210.29090909090908,189.4181818181818,363.8727272727273,173.3090909090909,174.87272727272727,171,982.4545454545454,141.96363636363637,322.6909090909091,142.8181818181818,387.10909090909087,347.6545454545454,0,106.38181818181816,0,0,0,207.18181818181816,0,1381.8181818181815,0,177.1090909090909,323.72727272727275,187.27272727272728,155.1272727272727,165.6181818181818,542.3454545454546,280.18181818181813,233.9090909090909,211.18181818181816,290.2545454545454,0,290.09090909090907
2019-05-07 12:57:06,539.1090909090909,181.43636363636364,0,215.47272727272727,181.47272727272727,427.8545454545454,176.78181818181818,185.85454545454544,149.3090909090909,973.4363636363636,143.76363636363638,303.52727272727276,122.78181818181817,403.4363636363636,367.76363636363635,0,106.38181818181816,0,0,0,202.67272727272726,0,1362.8,0,185.4,342.18181818181813,186.56363636363633,176.5090909090909,154.69090909090906,521.690909090909,247.47272727272727,228.76363636363632,188.9272727272727,301.52727272727276,0,281.4181818181818
2019-05-07 12:57:03,539.1090909090909,181.43636363636364,0,215.47272727272727,181.47272727272727,427.8545454545454,176.78181818181818,185.85454545454544,149.3090909090909,973.4363636363636,143.76363636363638,303.52727272727276,122.78181818181817,403.4363636363636,367.76363636363635,0,106.38181818181816,0,0,0,202.67272727272726,0,1362.8,0,185.4,342.18181818181813,186.56363636363633,176.5090909090909,154.69090909090906,521.690909090909,247.47272727272727,228.76363636363632,188.9272727272727,301.52727272727276,0,281.4181818181818
2019-05-07 12:57:00,511.8181818181818,159.96363636363637,0,207.85454545454544,193.4181818181818,379.8181818181818,159.07272727272726,157.7272727272727,173.9090909090909,974.0181818181817,155.36363636363637,302.0181818181818,141.18181818181816,431.54545454545456,403.54545454545456,0,105.39999999999999,0,0,0,201.47272727272727,0,1280.2181818181816,0,171.98181818181817,344.27272727272725,199.76363636363632,175.96363636363634,157.96363636363637,467.12727272727267,247.78181818181818,238.85454545454544,190.1272727272727,299.50909090909084,0,268.4181818181818
2019-05-07 12:56:57,501.0363636363636,172.76363636363632,0,208.87272727272727,203.03636363636363,385.6,130.27272727272728,159.5090909090909,175.2181818181818,981.2363636363636,143.1272727272727,272.78181818181815,166.98181818181817,412.52727272727265,381.56363636363636,0,115.79999999999998,0,0,0,211.1272727272727,0,1274.4181818181817,0,240.6181818181818,309.29090909090905,206.9090909090909,157.8181818181818,198.3272727272727,432.2545454545454,250.16363636363633,209.98181818181817,220.47272727272727,300.3272727272727,0,269.0363636363636
2019-05-07 12:56:54,501.0363636363636,172.76363636363632,0,208.87272727272727,203.03636363636363,385.6,130.27272727272728,159.5090909090909,175.2181818181818,981.2363636363636,143.1272727272727,272.78181818181815,166.98181818181817,412.52727272727265,381.56363636363636,0,115.79999999999998,0,0,0,211.1272727272727,0,1274.4181818181817,0,240.6181818181818,309.29090909090905,206.9090909090909,157.8181818181818,198.3272727272727,432.2545454545454,250.16363636363633,209.98181818181817,220.47272727272727,300.3272727272727,0,269.0363636363636
2019-05-07 12:56:51,496.54545454545456,174.5090909090909,0,206.59999999999997,150.3090909090909,393.94545454545454,170.45454545454544,166.38181818181818,165.3090909090909,961.5999999999999,142.6181818181818,269.78181818181815,173.05454545454543,524.1818181818181,362.6363636363636,0,120.99999999999999,0,0,0,213.36363636363635,0,1259.6727272727271,0,316.6,287.56363636363636,223.19999999999996,159.2181818181818,147.43636363636364,435.3999999999999,238.8181818181818,230.6181818181818,185.78181818181818,305.0181818181818,0,244.6363636363636
2019-05-07 12:56:48,496.54545454545456,174.5090909090909,0,206.59999999999997,150.3090909090909,393.94545454545454,170.45454545454544,166.38181818181818,165.3090909090909,961.5999999999999,142.6181818181818,269.78181818181815,173.05454545454543,524.1818181818181,362.6363636363636,0,120.99999999999999,0,0,0,213.36363636363635,0,1259.6727272727271,0,316.6,287.56363636363636,223.19999999999996,159.2181818181818,147.43636363636364,435.3999999999999,238.8181818181818,230.6181818181818,185.78181818181818,305.0181818181818,0,244.6363636363636
