timestamp,accept,bind,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,madvise,mmap,mprotect,munmap,newfstat,newstat,newuname,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,syscall,write
2019-05-07 12:01:39,496.76363636363635,157.0181818181818,272.0363636363636,238.1272727272727,236.19999999999996,166.78181818181818,160.9090909090909,190.25454545454542,822.1454545454545,250.94545454545454,201.54545454545453,194.74545454545452,167.7090909090909,200.63636363636363,144.5272727272727,0,46.54545454545454,0,253.7272727272727,1313.7454545454543,0,180.9090909090909,231.85454545454544,278.09090909090907,173.63636363636363,128.45454545454544,452.6545454545454,150.96363636363637,315.7090909090909,216.16363636363633,191.07272727272726,0,226.7272727272727
2019-05-07 12:01:36,509.7090909090909,161.2,266.3636363636363,239.09090909090907,212.69090909090906,147.8181818181818,164.49090909090907,195.5272727272727,805.9090909090908,250.76363636363632,213.07272727272726,197.43636363636364,193.54545454545453,174.3090909090909,146.47272727272727,0,42.61818181818182,0,255.2363636363636,1296.909090909091,0,141.29090909090908,230.85454545454544,282.94545454545454,172.96363636363634,130.9090909090909,491.78181818181815,164.4181818181818,342.8,205.5272727272727,209.2181818181818,0,233.38181818181818
2019-05-07 12:01:33,509.7090909090909,161.2,266.3636363636363,239.09090909090907,212.69090909090906,147.8181818181818,164.49090909090907,195.5272727272727,805.9090909090908,250.76363636363632,213.07272727272726,197.43636363636364,193.54545454545453,174.3090909090909,146.47272727272727,0,42.61818181818182,0,255.2363636363636,1296.909090909091,0,141.29090909090908,230.85454545454544,282.94545454545454,172.96363636363634,130.9090909090909,491.78181818181815,164.4181818181818,342.8,205.5272727272727,209.2181818181818,0,233.38181818181818
2019-05-07 12:01:30,470.1454545454545,191.36363636363635,239.09090909090907,195.98181818181817,206.59999999999997,127.12727272727271,177.85454545454544,174.98181818181817,776.6,256.6909090909091,182.4,176.98181818181817,182.5090909090909,133.56363636363636,144.8,0,42.127272727272725,0,285.6363636363636,1289.3636363636363,0,136.12727272727273,248.0363636363636,284.4,145.3272727272727,189.98181818181817,443.18181818181813,134.6,371.6727272727273,159.25454545454542,190,0,216.99999999999997
2019-05-07 12:01:27,441.8545454545454,196.3090909090909,238.54545454545453,194.38181818181818,222.99999999999997,148.2181818181818,195.14545454545453,212.5272727272727,776.0545454545453,270.0181818181818,164.1090909090909,208.67272727272726,201.16363636363633,144.5272727272727,144.38181818181818,0,41.345454545454544,0,306.8363636363636,1294.2545454545455,0,139.9272727272727,252.07272727272726,268.9090909090909,164.18181818181816,190.38181818181818,447.94545454545454,100.83636363636363,387.7090909090909,172.34545454545454,173.3090909090909,0,218.03636363636363
2019-05-07 12:01:24,441.8545454545454,196.3090909090909,238.54545454545453,194.38181818181818,222.99999999999997,148.2181818181818,195.14545454545453,212.5272727272727,776.0545454545453,270.0181818181818,164.1090909090909,208.67272727272726,201.16363636363633,144.5272727272727,144.38181818181818,0,41.345454545454544,0,306.8363636363636,1294.2545454545455,0,139.9272727272727,252.07272727272726,268.9090909090909,164.18181818181816,190.38181818181818,447.94545454545454,100.83636363636363,387.7090909090909,172.34545454545454,173.3090909090909,0,218.03636363636363
2019-05-07 12:01:21,438.8181818181818,233.54545454545453,249.96363636363634,200.85454545454544,220.07272727272726,141.56363636363636,171.25454545454542,218.5090909090909,798.6727272727272,272.49090909090904,163.2181818181818,202.2181818181818,221.38181818181818,150.5272727272727,153.1090909090909,0,63.199999999999996,0,302.8181818181818,1290.109090909091,0,155.6,242.1090909090909,294.10909090909087,185.74545454545452,188.89090909090908,457.59999999999997,126.38181818181816,375.29090909090905,194.89090909090908,186.1272727272727,0,224.56363636363633
2019-05-07 12:01:18,438.8181818181818,233.54545454545453,249.96363636363634,200.85454545454544,220.07272727272726,141.56363636363636,171.25454545454542,218.5090909090909,798.6727272727272,272.49090909090904,163.2181818181818,202.2181818181818,221.38181818181818,150.5272727272727,153.1090909090909,0,63.199999999999996,0,302.8181818181818,1290.109090909091,0,155.6,242.1090909090909,294.10909090909087,185.74545454545452,188.89090909090908,457.59999999999997,126.38181818181816,375.29090909090905,194.89090909090908,186.1272727272727,0,224.56363636363633
2019-05-07 12:01:15,415.99999999999994,237.7272727272727,258.79999999999995,171.38181818181818,209.0181818181818,135.56363636363636,174.3090909090909,228.63636363636363,790.3636363636363,215.76363636363632,153.65454545454543,228.63636363636363,219.3090909090909,149.05454545454543,138.5272727272727,0,29.799999999999997,0,312.10909090909087,1286.8,0,162.96363636363637,251.14545454545453,291.4,185.96363636363634,210.09090909090907,474.6363636363636,141.25454545454542,404.94545454545454,179.74545454545452,150.25454545454542,0,173.4
2019-05-07 12:01:12,423.32727272727266,230.9272727272727,247.19999999999996,150.65454545454543,209.2181818181818,135.43636363636364,163.38181818181818,213.76363636363632,793,229.94545454545454,160.2,217.1272727272727,199.63636363636363,143.5272727272727,134.23636363636362,0,29.799999999999997,0,291.3636363636363,1230,0,151.45454545454544,259.8363636363636,305.56363636363636,149.69090909090906,199.8,555.0545454545455,140.85454545454544,408.8545454545454,169.14545454545453,143.2,0,166.83636363636364
2019-05-07 12:01:09,423.32727272727266,230.9272727272727,247.19999999999996,150.65454545454543,209.2181818181818,135.43636363636364,163.38181818181818,213.76363636363632,793,229.94545454545454,160.2,217.1272727272727,199.63636363636363,143.5272727272727,134.23636363636362,0,29.799999999999997,0,291.3636363636363,1230,0,151.45454545454544,259.8363636363636,305.56363636363636,149.69090909090906,199.8,555.0545454545455,140.85454545454544,408.8545454545454,169.14545454545453,143.2,0,166.83636363636364
2019-05-07 12:01:06,441.49090909090904,232.6181818181818,253.99999999999997,163.03636363636363,195.23636363636362,146.9272727272727,164.83636363636364,211.94545454545454,823.0545454545453,230.85454545454544,159.45454545454544,212.63636363636363,196.43636363636364,154.8181818181818,137.47272727272727,0,30.25454545454545,0,285.0181818181818,1214.2363636363634,0,151.69090909090906,241.59999999999997,307.3818181818181,164.27272727272728,201.76363636363632,542.1818181818181,152.7272727272727,411.3454545454545,155.6,149.25454545454542,0,168.29090909090908
2019-05-07 12:01:03,441.49090909090904,232.6181818181818,253.99999999999997,163.03636363636363,195.23636363636362,146.9272727272727,164.83636363636364,211.94545454545454,823.0545454545453,230.85454545454544,159.45454545454544,212.63636363636363,196.43636363636364,154.8181818181818,137.47272727272727,0,30.25454545454545,0,285.0181818181818,1214.2363636363634,0,151.69090909090906,241.59999999999997,307.3818181818181,164.27272727272728,201.76363636363632,542.1818181818181,152.7272727272727,411.3454545454545,155.6,149.25454545454542,0,168.29090909090908
