key,className,methodName,methodSignature,exceptionType,exceptionIndexNumber,lineIndexNumber,countdown,rate,mode,covered,run times in normal,run times in injection,injection captured in the business log,downloaded the file,exit status,process cpu time(in seconds),average memory usage(in MB),peak thread count
81E9B5B764F8397D2C152B60C27DBCFD,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,74,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
F37D2C01BABD8D9BA9F0FA7D7F22B551,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,75,1,1.0,coverage,-,-,-,-,-,-,-,-,-
B85461DFAE9F9A5EC60AF6FA0D249065,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,76,1,1.0,coverage,-,-,-,-,-,-,-,-,-
F844B73B23C83341C4F16EE4C4B35424,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,77,1,1.0,coverage,-,-,-,-,-,-,-,-,-
1549067CDCFC13BD32A1B06EF90AEDA4,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,78,1,1.0,coverage,-,-,-,-,-,-,-,-,-
E60B9BBF99AF832B1C49E0776FA203C5,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,79,1,1.0,coverage,-,-,-,-,-,-,-,-,-
A01389511900178140C82BADD65EAF1C,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,80,1,1.0,coverage,-,-,-,-,-,-,-,-,-
20AA38B5CF07D99CBE60CC1C289E8E5D,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,82,1,1.0,coverage,-,-,-,-,-,-,-,-,-
4D8DB1D338EE8298BBAA880A7F6C65C6,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,85,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
1BD6CB38DB92E681F9F1CE81D123ECD6,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,86,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
65B764E9CE364DD64CD4E259662E172A,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,87,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
F4C2A93724DA0EBE9A39C2ED7F0CD973,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/SocketException,0,90,1,1.0,coverage,-,-,-,-,-,-,-,-,-
E5EE762C011080560F81FE996A9C080D,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,74,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
ADCC10C8F610AE72E9F089F4ECCC7D76,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,75,1,1.0,coverage,-,-,-,-,-,-,-,-,-
6B0C0CE9852D488D6595958B1E5098BF,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,76,1,1.0,coverage,-,-,-,-,-,-,-,-,-
56F20EF5DB962804DA6C439A15C90B31,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,77,1,1.0,coverage,-,-,-,-,-,-,-,-,-
5FBE0CD1B2F95FF4E27FEF6DD2C79CC4,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,78,1,1.0,coverage,-,-,-,-,-,-,-,-,-
5872597045DB8A4F15C2DC775BBFC73D,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,79,1,1.0,coverage,-,-,-,-,-,-,-,-,-
03BF8C977607A1A95CEC1270F48559DE,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,80,1,1.0,coverage,-,-,-,-,-,-,-,-,-
82E4EC06CC30032740A3751EAC4478C1,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,82,1,1.0,coverage,-,-,-,-,-,-,-,-,-
17B3C45E1497DF306F1D50BC2950BD7C,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,85,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
FBF0309966B80C051487F66D46FFE5E5,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,86,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
76DBAD4BD3C5360711FB17273E0EB86F,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,87,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
448302888C3455EFD8EA7E82F2DE28EB,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/nio/channels/UnsupportedAddressTypeException,1,90,1,1.0,coverage,-,-,-,-,-,-,-,-,-
716264D3886EF7680EA8E46686B0AEA6,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,74,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
F34126F340A33600DFC967798DFBC216,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,75,1,1.0,coverage,-,-,-,-,-,-,-,-,-
3FD23C28F6DEDA84574274CBFF7AA263,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,76,1,1.0,coverage,-,-,-,-,-,-,-,-,-
AB6A8DF87C8416467D137CF4E50902A9,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,77,1,1.0,coverage,-,-,-,-,-,-,-,-,-
723ED67BF6007542155019B76B256343,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,78,1,1.0,coverage,-,-,-,-,-,-,-,-,-
98F6BEF284A7952054700FEAC7A367C3,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,79,1,1.0,coverage,-,-,-,-,-,-,-,-,-
151FD1FF39407A153C9DC32E23221C59,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,80,1,1.0,coverage,-,-,-,-,-,-,-,-,-
D6C769DB0C734DB47C535A170D28ABF2,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,82,1,1.0,coverage,-,-,-,-,-,-,-,-,-
5BF916017F3CA32D021008143377D87B,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,85,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
238EB79BC02BADB556F2E42E1605671E,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,86,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
F692B3323334941729EEA4BC6A9662B2,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,87,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
193D7080D3A274A6A347C59F8FE01ACB,com/turn/ttorrent/cli/ClientMain,getIPv4Address,(Ljava/lang/String;)Ljava/net/Inet4Address;,java/net/UnknownHostException,2,90,1,1.0,coverage,-,-,-,-,-,-,-,-,-
BA8DAEC85A32A024242F9A4D1C315F9A,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,829,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
FAA13661870F4820993F4FD893A3C269,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,830,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
F9CB89648DDC8D6D58701B63B6EF718D,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,836,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
F192C1521670EA67B16E2F885074A626,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,837,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
F12570C2280CFF8FDE7E725AB4E60AB6,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,842,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
F3BA1BEBE416A0A87E38EB5FFAFE2647,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,843,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
A9FC3C10BD23145A5F8836DE009EE434,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,847,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
6F0A695DAFC54D4D5C8A04963976B791,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,848,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
E75AAE2E0F5117716A052108D4E5FB7F,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,849,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
EB41DC1FBB7669D96537B743D7C3BE87,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,850,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
4CB768FDD50E276CA5101D136301DE71,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,854,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
718BC165844D2E24AB6ABFD5AB64B189,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,855,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
18D7804AE767B12E7EF82222CE871BAA,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,856,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
EA62D5FDE12FB9D892B1824C1AFAD265,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,857,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
C724307682F50648309DD3206A3E02ED,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,858,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
7B1B2E41F6B913918E7AF1F8FC5E22BE,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,861,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
A9FDA26B3F832BEFB5DA0B44BB814519,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,862,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
0B3C2037646B95CA90B04101D72DF1B4,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,865,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
9543B9A1A8251D6366E68C3FEA69A79E,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,866,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
CD1B5892D6955896AD7E343BA9F31E4C,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,867,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
B2A4DF0752459BF93DE8D58B832BD2E5,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,868,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
19263930D5602A88822A9B30F40E5C6D,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,869,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
BC7DA6B383D39C98A38B69BDFE4177B4,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,871,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
E9C67BE5ECCF0E8DA96D4D602513C2E7,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,873,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
850E3CBEDA84B3769A67A1D6E13B31E6,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,876,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
EFAFF1EA8FEBFE3C1287C6249CE094B6,com/turn/ttorrent/client/Client,handlePieceCompleted,(Lcom/turn/ttorrent/client/peer/SharingPeer;Lcom/turn/ttorrent/client/Piece;)V,java/io/IOException,0,877,1,1.0,coverage,yes,1,-,-,-,-,-,-,-
