timestamp,accept,bind,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,lseek,madvise,mmap,mprotect,newfstat,newlstat,newstat,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,write
2019-05-08 17:00:38,346.32727272727266,165.8181818181818,280.6,204.1272727272727,258.7090909090909,133.18181818181816,115.23636363636363,282.0363636363636,910.5818181818181,279.3272727272727,204.56363636363633,299.78181818181815,186.9090909090909,167.58181818181816,0,157.3272727272727,0,12.763636363636362,295.8181818181818,0,1279.109090909091,203.03636363636363,231.16363636363633,298.47272727272724,236.0181818181818,256.8181818181818,574.6363636363636,208.96363636363634,387.27272727272725,113.65454545454546,151.65454545454543,276.96363636363634
2019-05-08 17:00:35,424.4545454545454,165.2,300.2181818181818,203.76363636363632,240.1090909090909,149.1272727272727,114.85454545454544,230.36363636363635,933.5818181818181,286.8363636363636,220.09090909090907,304.2,190.43636363636364,197.5272727272727,0,139.98181818181817,0,14.09090909090909,278.4545454545454,0,1266.9454545454544,198.85454545454544,238.8181818181818,285,216.09090909090907,262.4363636363636,507.10909090909087,209.5272727272727,396.7090909090909,114.18181818181817,153.45454545454544,272.1818181818182
2019-05-08 17:00:32,441.0545454545454,175.6,333.8363636363636,207.7090909090909,232.7090909090909,179.25454545454542,134.52727272727273,249.34545454545454,935.5090909090908,322.72727272727275,225.1090909090909,281.4545454545454,174.09090909090907,188.3090909090909,0,179.23636363636362,0,12.963636363636363,242.2181818181818,0,1272.381818181818,221.0181818181818,269.29090909090905,281.47272727272724,211.7090909090909,230.9090909090909,531.0727272727272,212.0181818181818,415.32727272727266,191.94545454545454,168.65454545454543,289.76363636363635
2019-05-08 17:00:29,441.0545454545454,175.6,333.8363636363636,207.7090909090909,232.7090909090909,179.25454545454542,134.52727272727273,249.34545454545454,935.5090909090908,322.72727272727275,225.1090909090909,281.4545454545454,174.09090909090907,188.3090909090909,0,179.23636363636362,0,12.963636363636363,242.2181818181818,0,1272.381818181818,221.0181818181818,269.29090909090905,281.47272727272724,211.7090909090909,230.9090909090909,531.0727272727272,212.0181818181818,415.32727272727266,191.94545454545454,168.65454545454543,289.76363636363635
2019-05-08 17:00:26,440.79999999999995,139.58181818181816,325.4,208.18181818181816,226.87272727272727,188.67272727272726,157.78181818181818,288.0363636363636,939.5272727272727,327.50909090909084,244.05454545454543,277.4363636363636,166.45454545454544,234.85454545454544,0,178.78181818181818,0,12.254545454545454,257.1272727272727,0,1256.5272727272725,217.36363636363635,233.38181818181818,274.4363636363636,215.89090909090908,243.1090909090909,512.8545454545454,200.5272727272727,452.52727272727265,212.89090909090908,187.07272727272726,285.56363636363636
2019-05-08 17:00:23,440.79999999999995,139.58181818181816,325.4,208.18181818181816,226.87272727272727,188.67272727272726,157.78181818181818,288.0363636363636,939.5272727272727,327.50909090909084,244.05454545454543,277.4363636363636,166.45454545454544,234.85454545454544,0,178.78181818181818,0,12.254545454545454,257.1272727272727,0,1256.5272727272725,217.36363636363635,233.38181818181818,274.4363636363636,215.89090909090908,243.1090909090909,512.8545454545454,200.5272727272727,452.52727272727265,212.89090909090908,187.07272727272726,285.56363636363636
2019-05-08 17:00:20,421.27272727272725,140.07272727272726,335.32727272727266,213.5090909090909,221.45454545454544,169,153.49090909090907,239.07272727272726,946.7090909090908,319,222.76363636363632,291.8181818181818,199.69090909090906,220.59999999999997,0,173.16363636363633,0,12.836363636363636,229.5272727272727,0,1312.0363636363634,196.6,209.39999999999998,248.74545454545452,256.8363636363636,243.0363636363636,423.96363636363634,204.18181818181816,402.3818181818181,206.14545454545453,213.98181818181817,258.47272727272724
2019-05-08 17:00:17,409.27272727272725,103.92727272727272,273.8,204.8181818181818,225.25454545454542,158.3272727272727,136.85454545454544,249.6363636363636,958.0545454545453,331.18181818181813,184.5090909090909,273.6363636363636,217.56363636363633,258.8545454545454,0,212.65454545454543,0,13.545454545454543,242.45454545454544,0,1321.3636363636363,240.94545454545454,228.63636363636363,249.36363636363635,251.4181818181818,227.96363636363634,353.3636363636363,203.47272727272727,447.6727272727273,221.67272727272726,195.3272727272727,297.10909090909087
2019-05-08 17:00:14,409.27272727272725,103.92727272727272,273.8,204.8181818181818,225.25454545454542,158.3272727272727,136.85454545454544,249.6363636363636,958.0545454545453,331.18181818181813,184.5090909090909,273.6363636363636,217.56363636363633,258.8545454545454,0,212.65454545454543,0,13.545454545454543,242.45454545454544,0,1321.3636363636363,240.94545454545454,228.63636363636363,249.36363636363635,251.4181818181818,227.96363636363634,353.3636363636363,203.47272727272727,447.6727272727273,221.67272727272726,195.3272727272727,297.10909090909087
2019-05-08 17:00:11,397.49090909090904,123.92727272727272,237.36363636363635,225.7272727272727,210.19999999999996,165.6,163.58181818181816,237.69090909090906,946.9090909090908,375.6,171.67272727272726,258.5272727272727,238.39999999999998,271.78181818181815,0,217.87272727272727,0,4.418181818181818,207.56363636363633,0,1316.3454545454545,256.9090909090909,214.19999999999996,220.3090909090909,171.34545454545454,219.96363636363634,334.8545454545454,192.29090909090908,395.6181818181818,217.5272727272727,213.1090909090909,327.92727272727274
