timestamp,accept,bind,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,lseek,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,syscall,write
2019-05-08 21:37:17,460.09090909090907,381.56363636363636,249.5090909090909,196.38181818181818,223.99999999999997,210.25454545454542,200,384.6545454545454,970.3090909090909,278.10909090909087,248.67272727272726,286.0181818181818,200.09090909090907,194.8,0,207.3090909090909,0,59.76363636363636,0,317.92727272727274,0,1350.2181818181816,283.52727272727276,247.78181818181818,437.6909090909091,315.3272727272727,265.4,631.4181818181818,258.4363636363636,475.4363636363636,217.8181818181818,210.85454545454544,0,208.56363636363633
2019-05-08 21:37:14,460.09090909090907,381.56363636363636,249.5090909090909,196.38181818181818,223.99999999999997,210.25454545454542,200,384.6545454545454,970.3090909090909,278.10909090909087,248.67272727272726,286.0181818181818,200.09090909090907,194.8,0,207.3090909090909,0,59.76363636363636,0,317.92727272727274,0,1350.2181818181816,283.52727272727276,247.78181818181818,437.6909090909091,315.3272727272727,265.4,631.4181818181818,258.4363636363636,475.4363636363636,217.8181818181818,210.85454545454544,0,208.56363636363633
2019-05-08 21:37:11,508.2727272727272,340.16363636363633,241.09090909090907,219.87272727272727,217.49090909090907,184.8,256.29090909090905,395.98181818181814,992.5636363636363,283.3636363636363,247.7090909090909,306.2545454545454,250.3090909090909,209.49090909090907,0,184.27272727272728,0,59.03636363636363,0,343.27272727272725,0,1274.5454545454545,283.3818181818181,266.2181818181818,398.76363636363635,353.30909090909086,215.74545454545452,565.1090909090908,255.0363636363636,470.96363636363634,178.07272727272726,249.96363636363634,0,257.4363636363636
2019-05-08 21:37:08,508.2727272727272,340.16363636363633,241.09090909090907,219.87272727272727,217.49090909090907,184.8,256.29090909090905,395.98181818181814,992.5636363636363,283.3636363636363,247.7090909090909,306.2545454545454,250.3090909090909,209.49090909090907,0,184.27272727272728,0,59.03636363636363,0,343.27272727272725,0,1274.5454545454545,283.3818181818181,266.2181818181818,398.76363636363635,353.30909090909086,215.74545454545452,565.1090909090908,255.0363636363636,470.96363636363634,178.07272727272726,249.96363636363634,0,257.4363636363636
2019-05-08 21:37:05,528.5636363636363,307.2545454545454,266.29090909090905,220.27272727272728,234.1090909090909,189.1090909090909,261.3636363636363,407.8909090909091,1014.8181818181818,298.8545454545454,266.96363636363634,315.3454545454545,267.45454545454544,209.9272727272727,0,236.87272727272727,0,59.03636363636363,0,326.6181818181818,0,1286.1636363636362,283.92727272727274,287.2545454545454,456.16363636363633,322.50909090909084,220.69090909090906,575.0181818181817,281.54545454545456,489.0727272727272,161.43636363636364,258.78181818181815,0,263.2363636363636
2019-05-08 21:37:02,481.99999999999994,267.1272727272727,278.0181818181818,202,268.7090909090909,178.14545454545453,238.0181818181818,398.2363636363636,969.4363636363636,270.3090909090909,231.83636363636364,340.6,262.4181818181818,227.56363636363633,0,279.8181818181818,0,58.98181818181818,0,350.96363636363634,0,1261.890909090909,247.36363636363635,290.3454545454545,444.6363636363636,296.2363636363636,217.79999999999998,643.5090909090908,264.8181818181818,494.3454545454545,155.5090909090909,240.47272727272727,0,236.09090909090907
2019-05-08 21:36:59,481.99999999999994,267.1272727272727,278.0181818181818,202,268.7090909090909,178.14545454545453,238.0181818181818,398.2363636363636,969.4363636363636,270.3090909090909,231.83636363636364,340.6,262.4181818181818,227.56363636363633,0,279.8181818181818,0,58.98181818181818,0,350.96363636363634,0,1261.890909090909,247.36363636363635,290.3454545454545,444.6363636363636,296.2363636363636,217.79999999999998,643.5090909090908,264.8181818181818,494.3454545454545,155.5090909090909,240.47272727272727,0,236.09090909090907
2019-05-08 21:36:56,494.2727272727272,225.5090909090909,303.6,177.27272727272728,291.4,174.58181818181816,217.9272727272727,369.9272727272727,963.0545454545453,285.0181818181818,259.4181818181818,327.72727272727275,258.7090909090909,193.09090909090907,0,269.1090909090909,0,18.527272727272724,0,338.6909090909091,0,1196.4181818181817,259.8545454545454,288.10909090909087,406.3636363636363,248.69090909090906,196.56363636363633,717.0363636363636,275.0181818181818,521.1272727272727,148.6181818181818,208.9272727272727,0,219.03636363636363
2019-05-08 21:36:53,494.2727272727272,225.5090909090909,303.6,177.27272727272728,291.4,174.58181818181816,217.9272727272727,369.9272727272727,963.0545454545453,285.0181818181818,259.4181818181818,327.72727272727275,258.7090909090909,193.09090909090907,0,269.1090909090909,0,18.527272727272724,0,338.6909090909091,0,1196.4181818181817,259.8545454545454,288.10909090909087,406.3636363636363,248.69090909090906,196.56363636363633,717.0363636363636,275.0181818181818,521.1272727272727,148.6181818181818,208.9272727272727,0,219.03636363636363
2019-05-08 21:36:50,518.7636363636364,189.5090909090909,315.96363636363634,149.3272727272727,275.0545454545454,161.89090909090908,198.29090909090908,345.8727272727273,956.6181818181817,279.07272727272726,262.27272727272725,306.49090909090904,221.05454545454543,187.2181818181818,0,249.18181818181816,0,17.709090909090907,0,368.30909090909086,0,1191.381818181818,236.89090909090908,314.3636363636363,399.47272727272724,259.58181818181816,176.54545454545453,727.9636363636363,232.4181818181818,525.8909090909091,148.25454545454542,190.43636363636364,0,198.98181818181817
