timestamp,container_memory_usage_bytes
2019-05-12 04:03:51,2812678144
2019-05-12 04:03:48,2812678144
2019-05-12 04:03:45,2812678144
2019-05-12 04:03:42,2812678144
2019-05-12 04:03:39,2812678144
2019-05-12 04:03:36,2812678144
2019-05-12 04:03:33,2812678144
2019-05-12 04:03:30,2812678144
2019-05-12 04:03:27,2812694528
2019-05-12 04:03:24,2812694528
2019-05-12 04:03:21,2812694528
2019-05-12 04:03:18,2812694528
2019-05-12 04:03:15,2812710912
2019-05-12 04:03:12,2812710912
2019-05-12 04:03:09,2812710912
2019-05-12 04:03:06,2812743680
2019-05-12 04:03:03,2812743680
2019-05-12 04:03:00,2812760064
2019-05-12 04:02:57,2815586304
2019-05-12 04:02:54,2815586304
2019-05-12 04:02:51,2815586304
2019-05-12 04:02:48,2815586304
2019-05-12 04:02:45,2815586304
2019-05-12 04:02:42,2815586304
2019-05-12 04:02:39,2815586304
2019-05-12 04:02:36,2815586304
2019-05-12 04:02:33,2815586304
2019-05-12 04:02:30,2815586304
2019-05-12 04:02:27,2815586304
2019-05-12 04:02:24,2815586304
2019-05-12 04:02:21,2815586304
2019-05-12 04:02:18,2815586304
2019-05-12 04:02:15,2815586304
2019-05-12 04:02:12,2815586304
2019-05-12 04:02:09,2815586304
2019-05-12 04:02:06,2815602688
2019-05-12 04:02:03,2815602688
2019-05-12 04:02:00,2815602688
2019-05-12 04:01:57,2824056832
2019-05-12 04:01:54,2824056832
2019-05-12 04:01:51,2839052288
2019-05-12 04:01:48,2839052288
2019-05-12 04:01:45,2836451328
2019-05-12 04:01:42,2836451328
2019-05-12 04:01:39,2836451328
2019-05-12 04:01:36,2852724736
2019-05-12 04:01:33,2852724736
2019-05-12 04:01:30,2849005568
2019-05-12 04:01:27,2848980992
2019-05-12 04:01:24,2848980992
2019-05-12 04:01:21,2865889280
2019-05-12 04:01:18,2865889280
2019-05-12 04:01:15,2865758208
2019-05-12 04:01:12,2868326400
2019-05-12 04:01:09,2868326400
2019-05-12 04:01:06,2879348736
2019-05-12 04:01:03,2879348736
2019-05-12 04:01:00,2878963712
2019-05-12 04:00:57,2868256768
2019-05-12 04:00:54,2868256768
2019-05-12 04:00:51,2868248576
2019-05-12 04:00:48,2868248576
2019-05-12 04:00:45,2878705664
2019-05-12 04:00:42,2878693376
2019-05-12 04:00:39,2878693376
2019-05-12 04:00:36,2878775296
2019-05-12 04:00:33,2878775296
2019-05-12 04:00:30,2870308864
2019-05-12 04:00:27,2870280192
2019-05-12 04:00:24,2870280192
2019-05-12 04:00:21,2875318272
2019-05-12 04:00:18,2875318272
2019-05-12 04:00:15,2874744832
2019-05-12 04:00:12,2865049600
2019-05-12 04:00:09,2865049600
2019-05-12 04:00:06,2865430528
2019-05-12 04:00:03,2865430528
2019-05-12 04:00:00,2861170688
2019-05-12 03:59:57,2860929024
2019-05-12 03:59:54,2860929024
2019-05-12 03:59:51,2837917696
2019-05-12 03:59:48,2837917696
