timestamp,ttorrent-ubuntu
2019-05-11 14:29:06,639.9954428571428
2019-05-11 14:29:03,688.6211571428571
2019-05-11 14:29:00,737.4066104166667
2019-05-11 14:28:57,786.1752962962963
2019-05-11 14:28:54,834.8197407407407
2019-05-11 14:28:51,883.3289816666667
2019-05-11 14:28:48,972.74
2019-05-11 14:28:45,972.5999999999999
2019-05-11 14:28:42,7546.436363636364
2019-05-11 14:28:39,7546.436363636364
2019-05-11 14:28:36,25683.272727272728
2019-05-11 14:28:33,25683.272727272728
2019-05-11 14:28:30,37437.781818181815
2019-05-11 14:28:27,57811.709090909084
2019-05-11 14:28:24,57811.709090909084
2019-05-11 14:28:21,74804.67272727271
2019-05-11 14:28:18,74804.67272727271
2019-05-11 14:28:15,92894.45454545454
2019-05-11 14:28:12,104020.2
2019-05-11 14:28:09,104020.2
2019-05-11 14:28:06,122852.10909090907
2019-05-11 14:28:03,122852.10909090907
2019-05-11 14:28:00,139760.21818181817
2019-05-11 14:27:57,158495.63636363635
2019-05-11 14:27:54,158495.63636363635
2019-05-11 14:27:51,177770.81818181815
2019-05-11 14:27:48,177770.81818181815
2019-05-11 14:27:45,187704.65454545454
2019-05-11 14:27:42,182595.2909090909
2019-05-11 14:27:39,182595.2909090909
2019-05-11 14:27:36,189290.8
2019-05-11 14:27:33,189290.8
2019-05-11 14:27:30,184057.9090909091
2019-05-11 14:27:27,185374.83636363636
2019-05-11 14:27:24,185374.83636363636
2019-05-11 14:27:21,183259.65454545454
2019-05-11 14:27:18,183259.65454545454
2019-05-11 14:27:15,192310.36363636365
2019-05-11 14:27:12,196822.96363636362
2019-05-11 14:27:09,196822.96363636362
2019-05-11 14:27:06,196422.01818181816
2019-05-11 14:27:03,196422.01818181816
2019-05-11 14:27:00,195495.36363636362
2019-05-11 14:26:57,194989.2909090909
2019-05-11 14:26:54,194989.2909090909
2019-05-11 14:26:51,195811.09090909088
2019-05-11 14:26:48,195811.09090909088
2019-05-11 14:26:45,203763.7818181818
2019-05-11 14:26:42,198674.19999999998
2019-05-11 14:26:39,198674.19999999998
2019-05-11 14:26:36,203568.94545454544
2019-05-11 14:26:33,203568.94545454544
2019-05-11 14:26:30,204959.74545454545
2019-05-11 14:26:27,204508.9818181818
2019-05-11 14:26:24,204508.9818181818
2019-05-11 14:26:21,201980.9818181818
2019-05-11 14:26:18,201980.9818181818
2019-05-11 14:26:15,200889.5636363636
2019-05-11 14:26:12,197079.38181818184
2019-05-11 14:26:09,197079.38181818184
2019-05-11 14:26:06,196441.2909090909
2019-05-11 14:26:03,196441.2909090909
2019-05-11 14:26:00,196481.7818181818
2019-05-11 14:25:57,196851.91681363637
2019-05-11 14:25:54,196815.2813590909
2019-05-11 14:25:51,193902.21152772725
2019-05-11 14:25:48,193865.56052772724
2019-05-11 14:25:45,195886.47108703703
2019-05-11 14:25:42,183294.10442291666
2019-05-11 14:25:39,173967.18953655305
2019-05-11 14:25:36,161054.01538398268
2019-05-11 14:25:33,152713.137721645
2019-05-11 14:25:30,143945.8569972222
2019-05-11 14:25:27,133017.12872851852
2019-05-11 14:25:24,124860.73117296299
2019-05-11 14:25:21,128110.2167
2019-05-11 14:25:18,126419.87670000001
2019-05-11 14:25:15,128473.81831309524
2019-05-11 14:25:12,126963.54594722221
2019-05-11 14:25:09,126499.13428055553
2019-05-11 14:25:06,118812.69378999999
2019-05-11 14:25:03,118755.53579
2019-05-11 14:25:00,110624.56957333334
