timestamp,accept,address,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockopt,ioctl,lseek,madvise,mmap,mprotect,mremap,munmap,newfstat,newlstat,newstat,open,poll,read,readv,recvfrom,select,sendto,setsockopt,shutdown,sigprocmask,socket,writev
2019-05-09 10:54:46,652.7272727272726,701.6181818181817,337.94545454545454,0,363.07272727272726,328.6363636363636,276.92727272727274,415.4363636363636,782.2363636363636,453.19999999999993,1223.8545454545454,364.12727272727267,413.94545454545454,411.8909090909091,0,0,526.4909090909091,732.7090909090908,0,207.25454545454542,376.6545454545454,0,1226.5636363636363,288.8181818181818,345.8181818181818,589.2181818181817,0,463.8181818181818,331.8181818181818,421.32727272727266,327.1272727272727,294.10909090909087,441.8363636363636,293.98181818181814,572
2019-05-09 10:54:43,636.5636363636363,697.1090909090908,317.54545454545456,0,361.58181818181816,319.6727272727273,279.6181818181818,380.4181818181818,786.7818181818182,438.4545454545454,1203.6545454545453,354.1454545454545,416.18181818181813,411.59999999999997,0,0,531.0363636363636,722.9090909090908,0,209.5090909090909,383.98181818181814,0,1233.290909090909,290.4,342.3818181818181,592.2,0,465.6909090909091,319.8,425.7090909090909,321.54545454545456,295.4181818181818,454.8363636363636,295.74545454545455,578.8909090909091
2019-05-09 10:54:40,636.5636363636363,697.1090909090908,317.54545454545456,0,361.58181818181816,319.6727272727273,279.6181818181818,380.4181818181818,786.7818181818182,438.4545454545454,1203.6545454545453,354.1454545454545,416.18181818181813,411.59999999999997,0,0,531.0363636363636,722.9090909090908,0,209.5090909090909,383.98181818181814,0,1233.290909090909,290.4,342.3818181818181,592.2,0,465.6909090909091,319.8,425.7090909090909,321.54545454545456,295.4181818181818,454.8363636363636,295.74545454545455,578.8909090909091
2019-05-09 10:54:37,649.6427337684769,692.6964964273377,306.8489663824294,0,386.9566007890765,321.95778258577116,273.9404738095671,394.1746513699751,752.0772349593643,419.7741859238923,1197.28732204869,343.12103416301517,427.7194960091635,398.24730459446187,0,0,552.535408447119,726.5140633806658,0,222.88685660260722,407.17441501063615,0,1223.4868456937147,279.9949091834694,334.6302794494646,591.2074325921346,0,440.6647151869966,312.41250159088014,440.28290394720096,314.08519845093724,290.39472009599825,499.55455355357174,283.5221177796767,554.6080980345812
2019-05-09 10:54:34,741.4633259391251,726.8264300520019,358.70395287101354,0,365.79511982253905,353.5401287319539,625.6045674388159,405.2511000400015,762.1731699334522,418.2152078257392,1265.0096367140623,338.28502854649264,445.99803629222885,402.4146332593913,0,0,528.2919378886505,820.2480090185098,0,800.0290919669807,467.45336194043426,0,1390.7596639877816,310.22946288955967,332.1029855631114,633.3684861267683,0,439.761445870759,512.7277355540202,473.1081130222918,355.9947634459435,301.2109531255682,560.42037892287,869.2679733808503,574.91181497509
2019-05-09 10:54:31,741.463325939125,726.8264300520018,358.7039528710135,0,365.795119822539,353.5401287319538,625.6045674388158,405.2511000400014,762.1731699334521,418.215207825739,1265.009636714062,338.2850285464926,445.99803629222873,402.41463325939117,0,0,528.2919378886504,820.2480090185096,0,800.0290919669806,467.4533619404341,0,1390.759663987781,310.2294628895596,332.10298556311136,633.3684861267682,0,439.76144587075885,512.7277355540201,473.10811302229166,355.9947634459434,301.21095312556815,560.4203789228699,869.2679733808502,574.9118149750899
2019-05-09 10:54:28,746.6591516517881,730.5503536299341,313.1397610952528,0,459.9370920528718,668.4787549317284,1796.9855093543752,425.1195432810312,760.6588971109616,442.355593534663,1290.7038053853566,366.84787549317286,293.9037472045963,982.1639606552609,0,0,404.1926510427083,848.8754749913638,0,806.9307830766713,487.62749768186035,0,1388.7747495500082,310.55798985472995,361.2661587971127,646.1155251722696,0,382.9203105398083,473.464118834203,564.5533717568771,455.6280794894638,571.7532408501663,596.8073307758041,1029.454009927092,604.4617370593262
2019-05-09 10:54:25,746.6591516517881,730.5503536299341,313.1397610952528,0,459.9370920528718,668.4787549317284,1796.9855093543752,425.1195432810312,760.6588971109616,442.355593534663,1290.7038053853566,366.84787549317286,293.9037472045963,982.1639606552609,0,0,404.1926510427083,848.8754749913638,0,806.9307830766713,487.62749768186035,0,1388.7747495500082,310.55798985472995,361.2661587971127,646.1155251722696,0,382.9203105398083,473.464118834203,564.5533717568771,455.6280794894638,571.7532408501663,596.8073307758041,1029.454009927092,604.4617370593262
2019-05-09 10:54:22,702.0727272727272,920.690909090909,614.4545454545455,0,450.98181818181814,673.4545454545454,1803.7454545454543,429.3999999999999,923.3454545454546,468.0363636363636,1308.9636363636362,390.6181818181818,309.6727272727273,1063.9454545454544,0,0,395.2363636363636,852.5818181818181,0,810.0181818181817,465.6363636363636,0,1270.9636363636362,373.6545454545454,363.58181818181816,719.6363636363636,0,379.2,442.3999999999999,542.8363636363636,462.4181818181818,580.8545454545455,616.5636363636363,1356.7454545454543,637.5454545454545
2019-05-09 10:54:19,706.7871493245577,1012.1634152106325,621.1887056598971,0,707.8598570935075,685.5148088216578,2301.1763422483227,802.4581371247795,670.6059889820185,709.8780022181414,1641.7883311212524,421.88323848657296,309.9398192760131,1133.9612007054418,0,0,335.7938946564608,851.0208905292632,0,821.8759658915293,462.62795221905054,0,1258.7407501681787,429.15583353029945,387.53840839257464,706.6598789112925,0,390.9201650879075,438.5920255995345,615.952437228414,463.1915783349394,1260.3589025654078,617.1887783858475,1380.5748986382066,548.3536662969764
2019-05-09 10:54:16,706.7871493245577,1012.1634152106325,621.1887056598971,0,707.8598570935075,685.5148088216578,2301.1763422483227,802.4581371247795,670.6059889820185,709.8780022181414,1641.7883311212524,421.88323848657296,309.9398192760131,1133.9612007054418,0,0,335.7938946564608,851.0208905292632,0,821.8759658915293,462.62795221905054,0,1258.7407501681787,429.15583353029945,387.53840839257464,706.6598789112925,0,390.9201650879075,438.5920255995345,615.952437228414,463.1915783349394,1260.3589025654078,617.1887783858475,1380.5748986382066,548.3536662969764
