timestamp,accept,bind,brk,clone,close,connect,dup,exit,fcntl,futex,getpid,getsockname,getsockopt,ioctl,list,madvise,mmap,mprotect,munmap,newfstat,newlstat,newstat,newuname,open,poll,read,recvfrom,recvmsg,select,sendto,setsockopt,shutdown,socket,write
2019-05-07 13:11:43,319.0545454545454,269.3454545454545,0,216.63636363636363,233.1272727272727,181.3090909090909,193.47272727272727,198.94545454545454,207.29090909090908,933.1999999999999,167.94545454545454,233.58181818181816,165.25454545454542,246.74545454545452,241.76363636363632,207.09090909090907,0,29.690909090909088,0,166.67272727272726,0,1321.8363636363636,0,292.6181818181818,212.47272727272727,271.8727272727273,203.76363636363632,217.47272727272727,374.6363636363636,237.87272727272727,168.16363636363633,148.29090909090908,212.38181818181818,210.03636363636363
2019-05-07 13:11:40,340.47272727272724,260.8363636363636,0,228.25454545454542,226.5090909090909,151.87272727272727,195.49090909090907,194.78181818181818,205.65454545454543,926.8909090909091,130.83636363636364,233.1272727272727,172.6181818181818,251.16363636363633,241.65454545454543,207.3090909090909,0,29.690909090909088,0,211.58181818181816,0,1306.4,0,232.65454545454543,206.03636363636363,258.4181818181818,182.16363636363633,193.2181818181818,447.3818181818181,274.30909090909086,207.9272727272727,147.03636363636363,220.14545454545453,210.49090909090907
2019-05-07 13:11:37,320.7090909090909,239.99999999999997,0,230.85454545454544,184.63636363636363,163.7090909090909,204.29090909090908,199.9272727272727,195.29090909090908,944.2545454545453,166.29090909090908,216.1090909090909,168.43636363636364,228.03636363636363,236.0181818181818,227.3090909090909,0,31.745454545454542,0,224.78181818181818,0,1307.0363636363634,0,208.7272727272727,217.2181818181818,210.74545454545452,181.67272727272726,182.05454545454543,422.8545454545454,264.8727272727273,190.94545454545454,125.8181818181818,175.7272727272727,206.65454545454543
2019-05-07 13:11:34,320.7090909090909,239.99999999999997,0,230.85454545454544,184.63636363636363,163.7090909090909,204.29090909090908,199.9272727272727,195.29090909090908,944.2545454545453,166.29090909090908,216.1090909090909,168.43636363636364,228.03636363636363,236.0181818181818,227.3090909090909,0,31.745454545454542,0,224.78181818181818,0,1307.0363636363634,0,208.7272727272727,217.2181818181818,210.74545454545452,181.67272727272726,182.05454545454543,422.8545454545454,264.8727272727273,190.94545454545454,125.8181818181818,175.7272727272727,206.65454545454543
2019-05-07 13:11:31,340.0545454545454,198.45454545454544,0,201.29090909090908,195.56363636363633,192.09090909090907,232.7090909090909,213.78181818181818,220.25454545454542,945.6545454545453,158.4,232.59999999999997,149.69090909090906,228.7090909090909,254.6181818181818,235.56363636363633,0,31.218181818181815,0,205.19999999999996,0,1307.8545454545454,0,189.58181818181816,202.34545454545454,206.94545454545454,181.5090909090909,124.14545454545454,364.8909090909091,299.8,195.63636363636363,125.96363636363635,185.56363636363633,208.19999999999996
2019-05-07 13:11:28,340.0545454545454,198.45454545454544,0,201.29090909090908,195.56363636363633,192.09090909090907,232.7090909090909,213.78181818181818,220.25454545454542,945.6545454545453,158.4,232.59999999999997,149.69090909090906,228.7090909090909,254.6181818181818,235.56363636363633,0,31.218181818181815,0,205.19999999999996,0,1307.8545454545454,0,189.58181818181816,202.34545454545454,206.94545454545454,181.5090909090909,124.14545454545454,364.8909090909091,299.8,195.63636363636363,125.96363636363635,185.56363636363633,208.19999999999996
2019-05-07 13:11:25,354.4181818181818,257.6727272727273,0,164.29090909090908,221.87272727272727,221.54545454545453,245.3090909090909,219.09090909090907,241.27272727272728,950.4727272727272,168.83636363636364,219.23636363636362,150.8,196.34545454545454,225.09090909090907,230.07272727272726,0,9.709090909090909,0,239.43636363636364,0,1286.1454545454544,0,209.27272727272728,287.1454545454545,214.25454545454542,210.16363636363633,154.16363636363636,345.56363636363636,289.6909090909091,195.34545454545454,140.94545454545454,175.9272727272727,220.99999999999997
2019-05-07 13:11:22,352.29090909090905,252.45454545454544,0,161,241.34545454545454,235.43636363636364,210.23636363636362,219.98181818181817,253.49090909090907,913.690909090909,202.96363636363634,189.1090909090909,106.39999999999999,184.6181818181818,204.2181818181818,221.79999999999998,0,10.836363636363636,0,202.6181818181818,0,1266.1636363636362,0,158.7272727272727,278.52727272727276,200.69090909090906,258.58181818181816,148.1090909090909,340.58181818181816,282.52727272727276,196.43636363636364,135.56363636363636,184.63636363636363,296.6545454545454
2019-05-07 13:11:19,352.29090909090905,252.45454545454544,0,161,241.34545454545454,235.43636363636364,210.23636363636362,219.98181818181817,253.49090909090907,913.690909090909,202.96363636363634,189.1090909090909,106.39999999999999,184.6181818181818,204.2181818181818,221.79999999999998,0,10.836363636363636,0,202.6181818181818,0,1266.1636363636362,0,158.7272727272727,278.52727272727276,200.69090909090906,258.58181818181816,148.1090909090909,340.58181818181816,282.52727272727276,196.43636363636364,135.56363636363636,184.63636363636363,296.6545454545454
2019-05-07 13:11:16,362.27272727272725,266.16363636363633,0,184.43636363636364,242.3090909090909,234.7272727272727,209.34545454545454,216.63636363636363,228.14545454545453,874.3818181818182,196.43636363636364,176.47272727272727,105.69090909090909,189.0181818181818,197.18181818181816,229.14545454545453,0,11.309090909090909,0,204.0181818181818,0,1281.4,0,197.5090909090909,305.96363636363634,188.67272727272726,252.8181818181818,183.54545454545453,341.6181818181818,250.54545454545453,191.6,153.58181818181816,187.14545454545453,275.8909090909091
