timestamp,consul_productpage-v1_1
2019-05-08 14:33:36,18723.127272727274
2019-05-08 14:33:33,18178.727272727272
2019-05-08 14:33:30,18178.727272727272
2019-05-08 14:33:27,18129.272727272724
2019-05-08 14:33:24,18129.272727272724
2019-05-08 14:33:21,18285.30909090909
2019-05-08 14:33:18,17719.81818181818
2019-05-08 14:33:15,17719.81818181818
2019-05-08 14:33:12,18105.236363636363
2019-05-08 14:33:09,18105.236363636363
2019-05-08 14:33:06,18580.254545454543
2019-05-08 14:33:03,17984.272727272724
2019-05-08 14:33:00,17984.272727272724
2019-05-08 14:32:57,18010.509090909087
2019-05-08 14:32:54,18010.509090909087
2019-05-08 14:32:51,18144.745454545453
2019-05-08 14:32:48,17937.52727272727
2019-05-08 14:32:45,17937.52727272727
2019-05-08 14:32:42,17597.10909090909
2019-05-08 14:32:39,17597.10909090909
2019-05-08 14:32:36,18386.854545454546
2019-05-08 14:32:33,17705.21818181818
2019-05-08 14:32:30,17705.21818181818
2019-05-08 14:32:27,17867.545454545452
2019-05-08 14:32:24,17867.545454545452
2019-05-08 14:32:21,17942.29090909091
2019-05-08 14:32:18,17842.454545454544
2019-05-08 14:32:15,17842.454545454544
2019-05-08 14:32:12,17318.78181818182
2019-05-08 14:32:09,17318.78181818182
2019-05-08 14:32:06,17863.50909090909
2019-05-08 14:32:03,18041
2019-05-08 14:32:00,18041
2019-05-08 14:31:57,17937.654545454545
2019-05-08 14:31:54,17937.654545454545
2019-05-08 14:31:51,17500.218181818178
2019-05-08 14:31:48,18207.054545454543
2019-05-08 14:31:45,18207.054545454543
2019-05-08 14:31:42,17236.090909090908
2019-05-08 14:31:39,17236.090909090908
2019-05-08 14:31:36,18074.83636363636
2019-05-08 14:31:33,18232.272727272728
2019-05-08 14:31:30,18232.272727272728
2019-05-08 14:31:27,17971
2019-05-08 14:31:24,17971
2019-05-08 14:31:21,17523.272727272724
2019-05-08 14:31:18,18276.14545454545
2019-05-08 14:31:15,18276.14545454545
2019-05-08 14:31:12,17938.381818181817
2019-05-08 14:31:09,17938.381818181817
2019-05-08 14:31:06,17809.98181818182
2019-05-08 14:31:03,18229.52727272727
2019-05-08 14:31:00,18229.52727272727
2019-05-08 14:30:57,18253
2019-05-08 14:30:54,18253
2019-05-08 14:30:51,17983.690909090907
2019-05-08 14:30:48,18455.92727272727
2019-05-08 14:30:45,18455.92727272727
2019-05-08 14:30:42,17954.272727272728
2019-05-08 14:30:39,17954.272727272728
2019-05-08 14:30:36,17634.6
2019-05-08 14:30:33,18491.727272727272
2019-05-08 14:30:30,18491.727272727272
2019-05-08 14:30:27,18312.563636363637
2019-05-08 14:30:24,18312.563636363637
2019-05-08 14:30:21,18177.23636363636
2019-05-08 14:30:18,18146.83636363636
2019-05-08 14:30:15,18146.83636363636
2019-05-08 14:30:12,18255.181818181816
2019-05-08 14:30:09,18255.181818181816
2019-05-08 14:30:06,17617.490909090906
2019-05-08 14:30:03,18209.309090909086
2019-05-08 14:30:00,18209.309090909086
2019-05-08 14:29:57,17881.181818181816
2019-05-08 14:29:54,17881.181818181816
2019-05-08 14:29:51,17976.563636363633
2019-05-08 14:29:48,18130.272727272724
2019-05-08 14:29:45,18130.272727272724
2019-05-08 14:29:42,18359.181818181816
2019-05-08 14:29:39,18359.181818181816
2019-05-08 14:29:36,17988.545454545452
2019-05-08 14:29:33,18237.545454545456
2019-05-08 14:29:30,18237.545454545456
2019-05-08 14:29:27,18085.96363636364
2019-05-08 14:29:24,18085.96363636364
2019-05-08 14:29:21,18157.109090909093
2019-05-08 14:29:18,18777.763636363634
2019-05-08 14:29:15,18777.763636363634
2019-05-08 14:29:12,18531.927272727273
2019-05-08 14:29:09,18531.927272727273
2019-05-08 14:29:06,18166.4
2019-05-08 14:29:03,18621.309090909093
2019-05-08 14:29:00,18621.309090909093
2019-05-08 14:28:57,18043.69090909091
2019-05-08 14:28:54,18043.69090909091
2019-05-08 14:28:51,18247.472727272725
2019-05-08 14:28:48,18352.272727272724
2019-05-08 14:28:45,18352.272727272724
2019-05-08 14:28:42,18068.163636363635
2019-05-08 14:28:39,18068.163636363635
2019-05-08 14:28:36,18522.477515151513
2019-05-08 14:28:33,17827.22050909091
2019-05-08 14:28:30,17762.180509090907
2019-05-08 14:28:27,18219.983917575755
2019-05-08 14:28:24,18155.299917575754
2019-05-08 14:28:21,17138.58108956229
2019-05-08 14:28:18,16935.625746666665
2019-05-08 14:28:15,16047.696246666668
2019-05-08 14:28:12,15297.915657142856
2019-05-08 14:28:09,14401.50518095238
2019-05-08 14:28:06,13076.110622222222
2019-05-08 14:28:03,12509.762346666665
2019-05-08 14:28:00,11620.930346666668
2019-05-08 14:27:57,10658.581900000001
2019-05-08 14:27:54,9781.042733333334
2019-05-08 14:27:51,10398.910644444446
2019-05-08 14:27:48,11190.481483333333
2019-05-08 14:27:45,10785.171483333335
2019-05-08 14:27:42,10533.351666666667
2019-05-08 14:27:39,10301.435
2019-05-08 14:27:36,11424.01478888889
2019-05-08 14:27:33,11165.361942857144
