2022-05-22 23:42:48,393 INFO     round 1 started
2022-05-22 23:43:49,950 INFO     round 1 finished
2022-05-22 23:43:49,950 INFO     sc: 59, fc: 0, response_time: 0.006335
2022-05-22 23:43:49,950 INFO     cpu instructions: 2879513829, cpu usage: 3.8%, memory usage: 1185.0 MB
2022-05-22 23:43:50,951 INFO     round 2 started
2022-05-22 23:44:52,535 INFO     round 2 finished
2022-05-22 23:44:52,536 INFO     sc: 59, fc: 0, response_time: 0.006473
2022-05-22 23:44:52,536 INFO     cpu instructions: 1946411421, cpu usage: 3.7%, memory usage: 1185.2 MB
2022-05-22 23:44:53,537 INFO     round 3 started
2022-05-22 23:45:55,115 INFO     round 3 finished
2022-05-22 23:45:55,115 INFO     sc: 59, fc: 0, response_time: 0.006558
2022-05-22 23:45:55,116 INFO     cpu instructions: 3169140058, cpu usage: 3.8%, memory usage: 1185.3 MB
2022-05-22 23:45:56,117 INFO     round 4 started
2022-05-22 23:46:57,650 INFO     round 4 finished
2022-05-22 23:46:57,650 INFO     sc: 59, fc: 0, response_time: 0.006030
2022-05-22 23:46:57,650 INFO     cpu instructions: 1933002580, cpu usage: 3.7%, memory usage: 1186.4 MB
2022-05-22 23:46:58,651 INFO     round 5 started
2022-05-22 23:48:00,263 INFO     round 5 finished
2022-05-22 23:48:00,263 INFO     sc: 59, fc: 0, response_time: 0.006534
2022-05-22 23:48:00,263 INFO     cpu instructions: 1871306780, cpu usage: 3.7%, memory usage: 1186.6 MB
2022-05-22 23:48:01,264 INFO     round 6 started
2022-05-22 23:49:02,845 INFO     round 6 finished
2022-05-22 23:49:02,845 INFO     sc: 59, fc: 0, response_time: 0.006375
2022-05-22 23:49:02,845 INFO     cpu instructions: 3014389807, cpu usage: 4.3%, memory usage: 1186.8 MB
2022-05-22 23:49:03,847 INFO     round 7 started
2022-05-22 23:50:05,458 INFO     round 7 finished
2022-05-22 23:50:05,458 INFO     sc: 59, fc: 0, response_time: 0.006634
2022-05-22 23:50:05,458 INFO     cpu instructions: 2376805658, cpu usage: 4.0%, memory usage: 1186.2 MB
2022-05-22 23:50:06,460 INFO     round 8 started
2022-05-22 23:51:08,016 INFO     round 8 finished
2022-05-22 23:51:08,016 INFO     sc: 59, fc: 0, response_time: 0.006804
2022-05-22 23:51:08,016 INFO     cpu instructions: 2206812303, cpu usage: 3.9%, memory usage: 1186.2 MB
2022-05-22 23:51:09,017 INFO     round 9 started
2022-05-22 23:52:10,625 INFO     round 9 finished
2022-05-22 23:52:10,626 INFO     sc: 59, fc: 0, response_time: 0.006559
2022-05-22 23:52:10,626 INFO     cpu instructions: 3733984281, cpu usage: 4.0%, memory usage: 1186.3 MB
2022-05-22 23:52:11,627 INFO     round 10 started
2022-05-22 23:53:13,209 INFO     round 10 finished
2022-05-22 23:53:13,209 INFO     sc: 59, fc: 0, response_time: 0.006659
2022-05-22 23:53:13,209 INFO     cpu instructions: 3931226290, cpu usage: 3.6%, memory usage: 1186.7 MB
2022-05-22 23:55:19,409 INFO     done!
2022-05-22 23:55:19,409 INFO     response_time: 0.0064961
2022-05-22 23:55:19,410 INFO     sc_list: [59, 59, 59, 59, 59, 59, 59, 59, 59, 59]
2022-05-22 23:55:19,410 INFO     fc_list: [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2022-05-22 23:55:19,410 INFO     cpu instructions: 2706259300
2022-05-22 23:55:19,410 INFO     cpu usage: 3.9%
2022-05-22 23:55:19,411 INFO     memory usage: 1186.07 MB
