timestamp,accept,close,connect,dup2,exit,futex,getsockname,ioctl,lseek,madvise,mmap,mprotect,munmap,newfstat,newstat,open,poll,pread64,pwrite64,read,recvfrom,sendto,sigprocmask,socket,syscall,wait,write,yield
2019-05-11 14:14:00,1900.9818181818182,0,0,0,0,2315.9454545454546,0,0,0,0,71.14545454545454,159.9090909090909,0,0,0,0,0,1802.1454545454544,1514.290909090909,3139.5272727272727,0,0,0,0,0,2439.9454545454546,1677.3090909090906,0
2019-05-11 14:13:57,1807.3090909090906,0,0,0,0,2257.2363636363634,0,0,0,0,71.14545454545454,159.9090909090909,0,0,0,0,0,1715.9272727272726,1474.5272727272725,3067.181818181818,0,0,0,0,0,2449.4909090909086,1590.8545454545454,0
2019-05-11 14:13:54,1799.5999999999997,0,0,0,0,2233.018181818182,0,0,0,0,46.781818181818174,141.2181818181818,0,0,0,0,0,1738.1454545454544,1442.3454545454545,3023,0,0,0,0,0,2389.854545454545,1549.4,0
2019-05-11 14:13:51,1799.5999999999997,0,0,0,0,2233.018181818182,0,0,0,0,46.781818181818174,141.2181818181818,0,0,0,0,0,1738.1454545454544,1442.3454545454545,3023,0,0,0,0,0,2389.854545454545,1549.4,0
2019-05-11 14:13:48,1757.7090909090907,0,0,0,0,2204.1272727272726,0,0,0,0,46.781818181818174,122.3090909090909,0,0,0,0,0,1717.5454545454545,1424.8545454545454,3109.781818181818,0,0,0,0,0,2474.7454545454543,1567.7272727272725,0
2019-05-11 14:13:45,1757.7090909090907,0,0,0,0,2204.1272727272726,0,0,0,0,46.781818181818174,122.3090909090909,0,0,0,0,0,1717.5454545454545,1424.8545454545454,3109.781818181818,0,0,0,0,0,2474.7454545454543,1567.7272727272725,0
2019-05-11 14:13:42,1778.9090909090908,0,0,0,0,2196.9272727272723,0,0,0,0,46.781818181818174,122.3090909090909,0,0,0,0,0,1743.6363636363635,1483.3090909090906,3106.3454545454542,0,0,0,0,0,2487.418181818182,1575.0363636363634,0
2019-05-11 14:13:39,1795.381818181818,0,0,0,0,2306.054545454545,0,0,0,0,46.781818181818174,98.83636363636363,0,0,0,0,0,1726.7999999999997,1450.8363636363636,3117.872727272727,0,0,0,0,0,2473.9272727272723,1591.490909090909,0
2019-05-11 14:13:36,1795.381818181818,0,0,0,0,2306.054545454545,0,0,0,0,46.781818181818174,98.83636363636363,0,0,0,0,0,1726.7999999999997,1450.8363636363636,3117.872727272727,0,0,0,0,0,2473.9272727272723,1591.490909090909,0
2019-05-11 14:13:33,1820.7454545454543,0,0,0,0,2280.581818181818,0,0,0,0,46.781818181818174,72.49090909090908,0,0,0,0,0,1670.9636363636362,1418.8,3055.763636363636,0,0,0,0,0,2435.672727272727,1540.381818181818,0
2019-05-11 14:13:30,1820.7454545454543,0,0,0,0,2280.581818181818,0,0,0,0,46.781818181818174,72.49090909090908,0,0,0,0,0,1670.9636363636362,1418.8,3055.763636363636,0,0,0,0,0,2435.672727272727,1540.381818181818,0
2019-05-11 14:13:27,1801.9272727272726,0,0,0,0,2243.0727272727268,0,0,0,0,46.781818181818174,52.92727272727272,0,0,0,0,0,1580.9272727272726,1457.8727272727272,2920.7090909090907,0,0,0,0,0,2403.781818181818,1365.7272727272725,0
2019-05-11 14:13:24,1713.6181818181817,0,0,0,0,2160.5272727272727,0,0,0,0,46.781818181818174,31.563636363636363,0,0,0,0,0,1418.8727272727272,1416.4363636363635,2782.5272727272727,0,0,0,0,0,2342.3818181818183,1245.581818181818,0
2019-05-11 14:13:21,1713.6181818181817,0,0,0,0,2160.5272727272727,0,0,0,0,46.781818181818174,31.563636363636363,0,0,0,0,0,1418.8727272727272,1416.4363636363635,2782.5272727272727,0,0,0,0,0,2342.3818181818183,1245.581818181818,0
2019-05-11 14:13:18,1694.0545454545454,0,0,0,0,2110.018181818182,0,0,0,0,46.781818181818174,59.81818181818182,0,0,0,0,0,1356.890909090909,1359.6909090909091,2712.4,0,0,0,0,0,2352.7090909090907,1197.8545454545454,0
2019-05-11 14:13:15,1694.0545454545454,0,0,0,0,2110.018181818182,0,0,0,0,46.781818181818174,59.81818181818182,0,0,0,0,0,1356.890909090909,1359.6909090909091,2712.4,0,0,0,0,0,2352.7090909090907,1197.8545454545454,0
2019-05-11 14:13:12,1620.890909090909,0,0,0,0,2131.6363636363635,0,0,0,0,35.50909090909091,90.25454545454545,0,0,0,0,0,1356.0363636363634,1330.381818181818,2641.509090909091,0,0,0,0,0,2289.6,1172.2181818181816,0
2019-05-11 14:13:09,1569.3636363636363,0,0,0,0,2069.8727272727274,0,0,0,0,35.50909090909091,90.25454545454545,0,0,0,0,0,1275.090909090909,1349.2363636363634,2556.036363636363,0,0,0,0,0,2285.7272727272725,1124.890909090909,0
